BioWare Version 5.0.3.0 Export
Device:	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11
Date	Oct 29, 2022  10:38:45
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay
	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m
0.000000	-0.005278	0.220725	1.046043	0.143461	-0.040086	0.019181	0.038322	0.137147	-1.086109	0.070296	-1.328389	0.408736	0.141895	-0.076313	0.000000	0.000000	0.065258	0.501674	0.128799	0.191140	0.041387	-0.110872	-0.321330	1.484019
0.001042	0.223604	0.373313	0.740867	0.056181	0.018355	-0.017058	-0.024775	0.075832	-0.971668	-0.196733	-0.525295	-0.216917	0.245476	-0.058003	0.000000	0.000000	0.179699	0.349086	1.333440	-0.522032	0.096782	-0.136812	-0.072581	-0.391493
0.002083	-0.005278	0.449607	-0.785012	-0.197267	-0.360521	0.043977	0.000000	0.000000	-0.933521	-0.082292	-0.525295	0.578967	0.247879	-0.094624	0.000000	0.000000	0.217846	0.425380	0.931893	0.195946	0.051000	-0.138338	-0.054727	0.210267
0.003125	0.147310	0.449607	-1.090188	0.222349	0.230299	0.059236	0.000000	0.000000	-0.895374	-0.120439	-1.729936	0.019205	0.105726	-0.122089	0.000000	0.000000	0.141552	0.349086	2.136534	0.281062	-0.001992	-0.104768	0.000932	0.131550
0.004167	-0.005278	0.068137	0.130515	-0.104952	-0.307115	0.125993	2.353096	-0.804132	-0.971668	-0.120439	-3.737671	0.260133	0.052733	-0.134296	0.000000	0.000000	0.141552	0.310939	2.939628	-0.037772	0.190750	-0.139864	-0.064889	-0.012849
0.005208	0.452485	0.297019	1.046043	-0.361757	0.076796	-0.066649	-0.073416	-0.345834	-0.971668	-0.234880	-2.131483	0.749199	0.052733	-0.108357	0.000000	0.000000	0.141552	0.310939	-0.272749	-0.037772	-0.194735	-0.133760	0.000000	0.000000
0.006250	0.147310	0.449607	0.130515	0.725889	-0.090135	0.166047	0.690610	5.561715	-0.971668	-0.196733	-0.525295	0.264940	-0.043638	-0.112934	0.000000	0.000000	0.179699	0.310939	1.333440	-0.037772	0.096782	-0.113924	-0.072581	-0.028327
0.007292	-0.005278	0.449607	-0.479836	0.054503	-0.307115	0.070680	0.000000	0.000000	-0.857227	-0.234880	-2.934577	0.267343	0.156315	-0.094624	0.000000	0.000000	0.217846	0.158351	-1.075843	-0.188778	0.099186	-0.106294	0.000000	0.000000
0.008333	-0.005278	0.144431	0.130515	-0.106630	-0.093492	0.013459	0.716331	-0.816992	-0.933521	-0.120439	-1.328389	-0.061105	-0.041235	-0.135822	0.000000	0.000000	0.179699	0.349086	2.939628	0.281062	-0.095960	-0.112398	0.032644	0.095611
0.009375	-0.081572	0.144431	1.351219	0.229063	0.225264	0.049699	-0.166712	0.169523	-0.895374	-0.196733	-1.328389	-0.056298	0.057540	-0.112934	0.000000	0.000000	0.065258	0.272792	2.136534	-0.195988	-0.295913	-0.080354	0.138501	-0.091732
0.010417	-0.081572	0.220725	1.961570	0.059538	-0.095171	0.105012	0.048518	0.030352	-0.819080	-0.158586	0.679347	0.503465	0.303275	-0.123615	-0.446421	0.741101	0.065258	0.158351	2.136534	-0.028159	0.185944	-0.115450	-0.087031	-0.013180
0.011458	-0.081572	0.602195	-0.174660	0.135069	-0.041765	0.064958	0.000000	0.000000	-0.933521	-0.044145	-1.729936	0.175017	-0.089420	-0.129719	0.000000	0.000000	0.141552	0.272792	2.538081	-0.115679	0.238936	-0.129182	-0.094140	-0.045577
0.012500	0.071016	0.373313	-1.090188	-0.279512	0.335432	0.105012	0.000000	0.000000	-0.971668	0.032149	-0.926842	0.009592	0.293662	-0.134296	0.000000	0.000000	0.294140	0.425380	-0.272749	0.276255	0.103992	-0.147493	0.000000	0.000000
0.013542	0.071016	0.831077	1.046043	0.297880	0.068404	0.078309	-0.065393	0.284769	-0.895374	-0.005998	-1.729936	0.011995	0.105726	-0.108357	0.000000	0.000000	0.065258	0.425380	0.931893	0.035327	0.041387	-0.110872	-0.044412	0.037909
0.014583	0.071016	-0.084450	-0.479836	-0.269441	-0.198625	0.120271	0.000000	0.000000	-0.895374	-0.082292	-2.533030	0.177420	0.009354	-0.123615	0.000000	0.000000	0.065258	0.349086	2.136534	0.441681	-0.199541	-0.113924	0.093395	0.206728
0.015625	0.071016	0.373313	-0.785012	-0.027742	0.175215	0.105012	0.000000	0.000000	-0.933521	-0.234880	-0.525295	0.427962	0.151508	-0.134296	0.000000	0.000000	0.255993	0.234645	2.136534	0.288272	0.101589	-0.092561	-0.047548	0.134925
0.016667	-0.005278	0.220725	0.740867	0.059538	-0.093492	0.167955	0.126193	0.080363	-0.704639	-0.158586	-0.926842	0.342846	0.021371	-0.115986	0.000000	0.000000	0.103405	0.425380	0.530346	-0.044982	-0.100767	-0.115450	0.190002	-0.084817
0.017708	-0.081572	0.297019	-0.174660	0.477476	0.385481	0.022996	0.000000	0.000000	-0.742786	-0.044145	0.277800	0.094708	-0.029218	-0.073261	0.105178	0.340921	0.179699	0.463527	-0.272749	-0.047385	-0.095960	-0.150545	0.000000	0.000000
0.018750	0.299898	0.220725	-1.395363	0.143461	-0.140184	0.042070	0.000000	0.000000	-0.895374	-0.120439	-0.926842	0.019205	0.009354	-0.109882	0.000000	0.000000	0.103405	0.463527	-0.674296	0.032924	0.332904	-0.150545	0.000000	0.000000
0.019792	0.223604	0.754783	-1.700539	0.551329	0.125166	0.091661	0.000000	0.000000	-0.666492	-0.158586	-2.533030	0.664083	0.120145	-0.099201	0.000000	0.000000	0.179699	0.387233	0.931893	0.358968	-0.336889	-0.126131	0.361510	0.385203
0.020833	-0.157866	0.449607	0.130515	0.222349	-0.203661	0.017274	1.560434	1.703625	-0.780933	-0.234880	-0.123747	0.508271	0.016564	-0.082417	0.000000	0.000000	0.141552	0.387233	0.530346	-0.203198	-0.001992	-0.118501	0.003757	-0.383142
0.021875	0.147310	-0.008157	1.046043	0.484190	0.070082	0.070680	-0.066997	0.462878	-0.780933	0.070296	-0.926842	0.489045	0.112935	-0.103779	0.000000	0.000000	0.217846	0.463527	0.128799	-0.127695	0.147371	-0.164278	-1.144199	-0.991431
0.022917	0.071016	0.220725	-0.785012	0.143461	-0.145220	0.036348	0.000000	0.000000	-0.857227	-0.196733	1.080894	0.104321	0.059943	-0.108357	-0.055457	0.096513	-0.087330	0.501674	-0.674296	0.351758	-0.160969	-0.095613	0.000000	0.000000
0.023958	0.223604	0.373313	-1.395363	-0.363436	0.071760	0.063050	0.000000	0.000000	-0.933521	-0.120439	-1.729936	0.019205	0.006951	-0.105305	0.000000	0.000000	0.217846	0.349086	0.530346	-0.522032	-0.189928	-0.150545	0.358122	-0.984325
0.025000	-0.005278	0.449607	0.130515	0.054503	-0.307115	0.028718	2.353096	0.417596	-0.895374	-0.044145	-1.328389	0.415945	0.057540	-0.106831	0.000000	0.000000	0.065258	0.425380	2.136534	-0.366220	-0.199541	-0.113924	0.093395	-0.171408
0.026042	-0.310454	0.373313	-2.310891	-0.279512	-0.100206	0.000108	0.000000	0.000000	-1.009815	-0.044145	-0.525295	0.415945	0.243073	-0.090046	0.000000	0.000000	0.027111	0.158351	-1.075843	-0.188778	-0.105573	-0.141389	0.000000	0.000000
0.027083	-0.005278	0.754783	1.046043	0.299559	0.066725	0.154603	-0.063788	0.286373	-1.047962	-0.044145	0.277800	0.255326	-0.048444	-0.115986	0.174386	0.919103	0.103405	0.234645	0.931893	0.047344	0.043790	-0.077303	-0.046991	0.050804
0.028125	-0.005278	0.602195	0.130515	-0.116701	0.120131	0.127900	-0.920434	-0.894154	-0.895374	-0.082292	-3.336124	0.498658	0.202097	-0.123615	0.000000	0.000000	0.065258	0.005763	1.333440	0.142073	-0.199541	-0.124605	0.149644	0.106546
0.029167	0.376191	0.525901	-1.395363	-0.031099	0.181929	0.078309	0.000000	0.000000	-0.819080	-0.196733	1.883988	0.264940	0.255089	-0.106831	-0.135398	0.140627	-0.087330	-0.032384	1.333440	-0.337381	-0.016412	-0.144441	0.012308	-0.253015
0.030208	0.223604	0.068137	0.130515	-0.272798	0.338789	0.105012	-2.595780	-2.090162	-0.895374	-0.196733	-0.525295	0.264940	0.153911	-0.143452	0.000000	0.000000	0.103405	0.158351	1.333440	-0.349397	-0.293509	-0.129182	0.220115	-0.262027
0.031250	0.071016	0.220725	0.130515	-0.108309	-0.198625	0.173677	1.521853	-0.829853	-1.047962	-0.120439	1.883988	0.420752	-0.241187	-0.119038	0.128019	0.223330	0.255993	0.082057	0.530346	0.297885	0.197960	-0.147493	-0.373266	0.561680
0.032292	0.071016	0.602195	-1.090188	-0.284548	0.014998	0.106919	0.000000	0.000000	-0.857227	-0.196733	-0.525295	0.425558	-0.036428	-0.132771	0.000000	0.000000	0.141552	0.234645	-0.674296	-0.113275	0.238936	-0.100191	0.000000	0.000000
0.033333	-0.005278	0.373313	0.740867	-0.279512	-0.200304	0.125993	0.270364	-0.377277	-0.895374	-0.196733	-0.926842	0.666487	0.202097	-0.088520	0.000000	0.000000	0.294140	0.158351	-0.272749	-0.188778	-0.088751	-0.091035	0.000000	0.000000
0.034375	-0.234160	0.525901	0.435691	-0.198946	-0.151933	0.078309	0.348718	-0.456621	-1.047962	-0.196733	-0.525295	0.104321	0.144298	-0.097675	0.000000	0.000000	0.179699	0.387233	2.136534	0.278659	0.096782	-0.110872	-0.045299	0.130426
0.035417	0.147310	0.373313	-0.479836	0.391875	0.016676	0.125993	0.000000	0.000000	-1.009815	-0.196733	-1.328389	0.264940	-0.046041	-0.102253	0.000000	0.000000	0.065258	0.196498	3.742722	-0.191181	0.185944	-0.153596	-0.049681	-0.051081
0.036458	0.071016	0.220725	-0.174660	-0.192232	0.068404	0.063050	0.000000	0.000000	-1.009815	-0.273027	-1.328389	0.109127	-0.142412	-0.114460	0.000000	0.000000	0.141552	0.349086	-1.878937	0.281062	-0.098364	-0.129182	0.000000	0.000000
0.037500	0.071016	0.525901	-0.785012	-0.366792	-0.145220	0.131715	0.000000	0.000000	-1.047962	0.070296	-0.123748	0.328426	0.192484	-0.117512	0.000000	0.000000	0.179699	0.234645	2.538081	-0.273894	-0.047775	-0.098665	0.018823	-0.107914
0.038542	0.071016	0.297019	1.046043	-0.026064	0.068404	0.064958	-0.065393	-0.024916	-0.857227	-0.196733	-0.123748	0.987724	0.011758	-0.123615	0.000000	0.000000	0.065258	0.349086	-0.674296	0.200753	-0.054984	-0.113924	0.000000	0.000000
0.039583	-0.005278	0.449607	-0.479836	0.054503	0.226942	0.043977	0.000000	0.000000	-0.895374	0.032149	-1.729936	-0.151027	0.394840	-0.137348	0.000000	0.000000	0.065258	0.539821	1.734987	0.188736	0.041387	-0.139864	-0.023854	0.108783
0.040625	-0.234160	0.297019	0.435691	0.309630	0.061690	0.091661	-0.141590	0.710663	-0.819080	0.032149	-0.123747	0.330829	0.206903	-0.152607	0.000000	0.000000	0.103405	0.272792	1.333440	-0.035369	-0.100767	-0.121553	0.075569	-0.026525
0.041667	0.147310	-0.084450	0.435691	-0.017671	0.283705	0.194658	-0.651161	-0.040559	-0.857227	-0.158586	0.679347	0.503465	0.108129	-0.125141	-0.159166	0.741101	0.103405	0.387233	1.734987	-0.122888	0.140161	-0.092561	-0.080785	-0.070830
0.042708	0.223604	0.602195	0.130515	0.554686	0.445601	0.022996	-3.414163	4.249965	-0.971668	-0.196733	-2.533030	0.345249	-0.091824	-0.097675	0.000000	0.000000	0.141552	0.463527	3.742722	-0.047385	-0.291106	-0.109346	0.077779	-0.012661
0.043750	0.223604	0.297019	1.046043	-0.026064	0.178572	0.064958	-0.170712	-0.024916	-1.047962	-0.044145	-2.934577	0.094708	0.240670	-0.128193	0.000000	0.000000	0.141552	0.349086	1.734987	0.040134	-0.146549	-0.110872	0.084467	0.023132
0.044792	0.299897	0.297019	-0.174660	0.141783	-0.033373	0.070680	0.000000	0.000000	-0.933521	-0.273027	-2.533030	0.510674	0.006951	-0.096150	0.000000	0.000000	0.217846	0.272792	1.734987	0.044940	0.147371	-0.120027	-0.084941	0.025902
0.045833	0.299898	0.373313	-0.785012	0.140105	0.073439	0.042070	0.000000	0.000000	-0.933521	-0.005998	0.679347	0.172614	0.006951	-0.085468	-0.010232	0.254088	0.179699	0.310939	-0.272749	-0.198391	-0.192332	-0.101717	0.000000	0.000000
0.046875	-0.234160	0.602195	-0.785012	-0.032778	0.168501	0.118364	0.000000	0.000000	-0.819080	-0.158586	-0.926842	-0.460249	-0.178582	-0.083942	0.000000	0.000000	0.065258	0.234645	2.538081	-0.273894	-0.054984	-0.142915	0.021664	-0.107914
0.047917	-0.081572	0.144431	1.961570	-0.274477	0.011641	0.091661	-0.005934	-0.139927	-0.895374	-0.120439	-0.525295	-0.061105	-0.038831	-0.119038	0.000000	0.000000	0.179699	0.234645	2.538081	-0.273894	0.048597	-0.123079	-0.019147	-0.107914
0.048958	0.071016	0.373313	1.656394	0.140105	-0.145220	0.078309	0.087672	0.084584	-0.895374	-0.082292	-2.131483	0.578967	0.153911	-0.114460	0.000000	0.000000	0.141552	0.120204	1.734987	0.215172	-0.146549	-0.129182	0.084467	0.124019
0.050000	0.223604	0.373313	1.351219	0.391875	0.125166	0.063050	-0.092632	0.290016	-1.086109	-0.158586	-0.926842	0.021608	-0.002662	-0.109882	0.000000	0.000000	0.065258	0.196498	-2.280484	-0.592729	-0.151356	-0.138338	0.000000	0.000000
0.051042	0.147310	-0.084450	0.435691	0.318022	-0.143541	0.141252	0.329456	0.729925	-0.933521	-0.234880	-1.328389	-0.214514	0.055137	-0.109882	0.000000	0.000000	0.141552	0.043910	1.333440	-0.181568	-0.001992	-0.135286	0.001494	-0.136165
0.052083	0.071016	-0.084450	1.351219	-0.101595	-0.198625	0.135530	0.146997	-0.075187	-0.895374	-0.158586	-0.525295	0.101917	-0.038831	-0.114460	0.000000	0.000000	0.065258	0.310939	1.333440	-0.037772	-0.006799	-0.124605	0.005099	-0.028327
0.053125	0.223604	0.449607	-0.785012	0.138426	-0.141863	0.091661	0.000000	0.000000	-0.857227	-0.120439	-1.729936	0.340442	0.204500	-0.090046	0.000000	0.000000	0.141552	0.196498	1.333440	-0.512419	0.094379	-0.123079	-0.070779	-0.384284
0.054167	0.071016	0.297019	0.740867	0.393553	0.335432	0.133622	-0.452757	0.531206	-0.971668	-0.005998	-1.328389	0.092304	0.341847	-0.093098	0.000000	0.000000	0.332287	0.349086	0.128799	0.040134	0.154581	-0.097139	-1.200176	0.311601
0.055208	0.071016	0.068137	-0.479836	-0.104952	0.014998	0.036348	0.000000	0.000000	-1.047962	-0.044145	-0.525295	0.415945	0.240670	-0.128193	0.000000	0.000000	0.179699	0.387233	-1.075843	0.118040	0.096782	-0.126131	0.000000	0.000000
0.056250	-0.081572	0.373313	0.130515	0.056181	0.332075	0.120271	-2.544339	0.430456	-0.933521	-0.120439	-2.131483	0.260133	0.247879	-0.080891	0.000000	0.000000	0.294140	0.272792	2.136534	-0.195988	-0.088751	-0.159700	0.041540	-0.091732
0.057292	0.147310	0.525901	-0.479836	0.724211	0.016676	0.137437	0.000000	0.000000	-0.971668	-0.158586	-0.123747	-0.139011	0.100919	-0.093098	0.000000	0.000000	0.103405	0.387233	2.136534	0.118040	0.188347	-0.116975	-0.088155	0.055248
0.058333	-0.310454	0.220725	1.961570	0.227385	0.327040	0.030626	-0.166724	0.115920	-0.666492	-0.044145	-0.525295	0.576564	0.168331	-0.134296	0.000000	0.000000	0.179699	0.425380	1.333440	-0.044982	0.000411	-0.191743	-0.000308	-0.033734
0.059375	-0.005278	0.754783	1.046043	-0.203981	0.066725	0.139344	-0.063788	-0.195003	-0.933521	-0.044145	0.277800	0.094708	0.151508	-0.090046	-0.545386	0.340921	0.027111	0.349086	1.333440	-0.040176	0.279912	-0.136812	-0.209917	-0.030129
0.060417	0.223604	0.297019	-0.174660	0.309630	-0.141863	0.022996	0.000000	0.000000	-1.009815	-0.158586	-0.525295	0.262536	0.339444	-0.125141	0.000000	0.000000	0.179699	0.349086	-0.674296	0.361371	0.144968	-0.136812	0.000000	0.000000
0.061458	0.147310	0.220725	0.740867	0.227385	0.230299	0.084031	-0.310851	0.306917	-0.742786	-0.196733	-0.123747	0.024011	-0.077404	-0.112934	0.000000	0.000000	0.103405	0.158351	0.931893	0.052150	0.140161	-0.150545	-0.150405	0.055961
0.062500	-0.005278	0.068137	0.740867	0.230742	-0.307115	0.099290	0.414535	0.311448	-0.780933	0.032149	-2.533030	0.170211	0.016564	-0.099201	0.000000	0.000000	0.255993	0.387233	0.530346	-0.363817	-0.187525	-0.116975	0.353590	-0.685999
0.063542	0.299897	-0.084450	-2.310891	0.066252	-0.300401	0.114549	0.000000	0.000000	-1.086109	-0.120439	1.482441	0.501061	0.093709	-0.135822	-0.063213	0.337997	0.141552	0.349086	1.333440	-0.522032	0.190750	-0.126131	-0.143051	-0.391493
0.064583	0.147310	0.068137	0.740867	-0.440645	0.123488	0.045884	-0.166680	-0.594769	-0.857227	0.032149	-2.533030	0.491448	0.300871	-0.123615	0.000000	0.000000	0.255993	0.349086	1.734987	-0.281104	-0.042968	-0.158174	0.024766	-0.162021
0.065625	-0.081572	0.297019	-0.174660	0.141783	-0.148576	0.133622	0.000000	0.000000	-0.857227	-0.082292	-1.328389	0.257730	-0.132799	-0.109882	0.000000	0.000000	0.332287	0.158351	2.136534	-0.188778	0.010024	-0.092561	-0.004692	-0.088357
0.066667	0.071016	0.373313	-1.700539	-0.111666	-0.198625	0.135530	0.000000	0.000000	-0.971668	-0.082292	-2.533030	0.177420	-0.188195	-0.083942	0.000000	0.000000	0.065258	0.196498	2.538081	0.210366	0.137758	-0.080354	-0.054276	0.082884
0.067708	-0.234160	0.297019	-0.785012	-0.026064	0.061690	0.202287	0.000000	0.000000	-0.742786	-0.044145	-3.336124	0.335636	0.018967	-0.128193	0.000000	0.000000	0.103405	0.196498	1.333440	-0.030563	-0.197138	-0.155122	0.147842	-0.022920
0.068750	0.071016	0.220725	1.961570	-0.444002	0.121809	0.024903	-0.062098	-0.226350	-0.780933	-0.158586	-2.131483	0.262536	0.353864	-0.106831	0.000000	0.000000	0.065258	0.082057	0.530346	-0.344591	0.378686	-0.139864	-0.714037	-0.649747
0.069792	0.147310	0.373313	0.740867	0.056181	0.337111	0.167955	-0.455022	0.075832	-0.742786	-0.196733	-2.934577	-0.056298	0.163524	-0.106831	0.000000	0.000000	0.103405	0.272792	0.931893	-0.115679	0.140161	-0.127657	-0.150405	-0.124133
0.070833	0.605073	0.602195	-0.479836	0.051146	-0.293688	0.169862	0.000000	0.000000	-0.857227	-0.196733	-0.525295	0.264940	-0.036428	-0.135822	0.000000	0.000000	0.103405	0.005763	2.538081	0.061763	-0.052581	-0.138338	0.020717	0.024335
0.071875	-0.081572	0.220725	-0.174660	0.143461	0.278670	0.093568	0.000000	0.000000	-0.895374	-0.234880	-2.934577	0.588580	0.057540	-0.117512	0.000000	0.000000	0.027111	0.234645	-0.272749	-0.032966	-0.009202	-0.132234	0.000000	0.000000
0.072917	0.147310	0.754783	-1.090188	0.047789	-0.196947	0.017274	0.000000	0.000000	-0.895374	-0.082292	-0.926842	0.338039	0.009354	-0.138874	0.000000	0.000000	0.103405	0.082057	0.530346	0.137266	-0.100767	-0.135286	0.190002	0.258824
0.073958	-0.157866	0.297019	1.046043	0.141783	0.170180	0.070680	-0.162689	0.135542	-0.933521	-0.120439	-0.926842	0.019205	0.296065	-0.090046	0.000000	0.000000	0.027111	0.272792	2.136534	-0.195988	-0.105573	-0.136812	0.049413	-0.091732
0.075000	0.147310	0.297019	0.740867	-0.277834	0.123488	0.154603	-0.166680	-0.375012	-0.933521	-0.234880	0.679347	0.187033	0.103322	-0.100727	-0.152091	0.275314	0.179699	0.425380	0.530346	-0.366220	-0.095960	-0.136812	0.180939	-0.690531
0.076042	0.071016	0.144431	-0.785012	-0.190553	-0.145220	0.106919	0.000000	0.000000	-1.047962	-0.158586	-1.328389	0.262536	0.240670	-0.099201	0.000000	0.000000	0.027111	0.425380	3.341175	0.356565	-0.057388	-0.139864	0.017176	0.106718
0.077083	0.528779	0.144431	1.351219	-0.274477	0.025069	0.080217	-0.018553	-0.203133	-0.971668	-0.005998	-2.934577	0.252923	-0.043638	-0.083942	0.000000	0.000000	0.179699	0.387233	2.939628	-0.203198	-0.095960	-0.107820	0.032644	-0.069124
0.078125	0.071016	0.449607	0.740867	0.054503	0.442244	0.133622	-0.596928	0.073566	-1.047962	-0.082292	-0.123747	0.819896	0.192484	-0.114460	0.000000	0.000000	0.065258	0.349086	0.931893	-0.120485	-0.247727	-0.110872	0.265832	-0.129291
0.079167	-0.005278	0.297019	2.877097	-0.026064	0.280348	0.181306	-0.097441	-0.009059	-0.895374	-0.044145	-0.926842	0.335636	-0.087017	-0.088520	0.000000	0.000000	0.141552	0.425380	2.939628	-0.205601	0.094379	-0.086458	-0.032106	-0.069941
0.080208	-0.005278	0.297019	0.435691	-0.026064	0.066725	0.101197	-0.153148	-0.059821	-0.780933	-0.120439	-1.729936	0.340442	0.209307	-0.062580	0.000000	0.000000	-0.011036	0.539821	0.931893	-0.293120	-0.059791	-0.145967	0.064161	-0.314543
0.081250	0.071016	0.220725	-1.090188	0.563078	0.014998	0.093568	0.000000	0.000000	-1.086109	-0.120439	1.080894	0.420752	-0.243590	-0.111408	0.225360	0.389263	-0.163624	0.844996	-1.477390	-0.151727	0.123339	-0.069673	0.000000	0.000000
0.082292	0.223604	0.602195	1.351219	0.218992	0.018355	0.080217	-0.013584	0.162070	-0.819080	-0.005998	-1.729936	0.654470	-0.178582	-0.111408	0.000000	0.000000	0.065258	0.844996	1.734987	-0.151727	-0.151356	-0.152071	0.087237	-0.087452
0.083333	0.223604	-0.008156	0.740867	0.232420	-0.088457	0.106919	0.119396	0.313714	-0.857227	-0.158586	0.277800	-0.058701	0.059943	-0.146504	-0.215779	-0.211308	-0.011036	0.844996	1.333440	0.249820	-0.204348	-0.069673	0.153249	0.187350
0.084375	-0.081572	0.220725	0.130515	-0.444002	-0.201982	0.078309	1.547574	-3.401912	-0.971668	0.032149	-2.131483	0.571758	0.052733	-0.103779	0.000000	0.000000	0.065258	1.035731	3.341175	-0.003125	0.041387	-0.077303	-0.012387	-0.000935
0.085417	0.223604	0.297019	-0.174660	-0.193910	-0.035051	0.038255	0.000000	0.000000	-0.933521	0.032149	-0.123747	0.491448	-0.282163	-0.096150	0.000000	0.000000	-0.354359	1.264613	3.341175	0.143074	-0.370534	-0.133760	0.110899	0.042822
0.086458	-0.005278	0.297019	-0.785012	0.309630	-0.040086	0.196565	0.000000	0.000000	-1.009815	0.184737	-2.533030	0.481835	0.002145	-0.099201	0.000000	0.000000	-0.278065	1.340907	2.538081	-0.182970	-0.365728	-0.124605	0.144096	-0.072090
0.087500	0.071016	0.220725	1.961570	0.059538	0.335432	0.051606	-0.171002	0.030352	-0.971668	-0.082292	-0.926842	0.498658	0.197290	-0.123615	0.000000	0.000000	-0.354359	1.188319	3.742722	-0.253666	-0.515091	-0.176485	0.137625	-0.067776
0.088542	0.071016	-0.008157	0.435691	0.148497	0.282027	0.118364	-0.647308	0.340831	-0.857227	-0.082292	-2.131483	0.257730	0.059943	-0.115986	0.000000	0.000000	-0.468800	0.806849	3.341175	-0.309943	-0.185001	-0.165804	0.055370	-0.092765
0.089583	0.071016	0.525901	1.351219	0.388518	-0.198625	0.120271	0.146997	0.287531	-0.857227	0.070296	-0.525295	0.248117	0.059943	-0.076313	0.000000	0.000000	-0.735829	0.806849	4.545816	-0.550871	-0.539124	-0.252779	0.118598	-0.121182
0.090625	0.299897	0.068137	-0.174660	-0.188875	-0.033373	0.099290	0.000000	0.000000	-0.895374	-0.005998	-0.123747	0.011995	-0.087017	-0.108357	0.000000	0.000000	-0.697682	0.730556	4.144269	-0.305137	-0.295792	-0.297029	0.071374	-0.073629
0.091667	0.071016	0.373313	0.435691	-0.195589	-0.252031	0.051606	0.578462	-0.448916	-1.047962	0.032149	-0.525295	0.250520	-0.048444	-0.109882	0.000000	0.000000	-0.773976	0.768703	4.144269	-0.789396	-0.782455	-0.326021	0.188804	-0.190479
