BioWare Version 5.0.3.0 Export
Device:	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11
0.435417	0.255753	0.791730	2.046021	-0.185265	0.127889	0.151832	-0.062506	-0.090549	-0.256712	0.118999	-0.858655	0.209692	-0.025871	-0.135525	0.000000	0.000000	-39.278905	41.739744	189.070597	-28.185174	-19.812921	-3.871327	0.104791	-0.149072
0.436458	0.332047	0.486555	0.214967	-0.010704	0.129567	0.088890	-0.602732	-0.049795	-0.294859	0.500468	1.149081	0.265969	-0.076460	-0.155361	0.066540	0.231462	-40.079991	42.006773	188.669040	-27.800448	-19.815203	-4.008656	0.105026	-0.147350
0.437500	0.103165	0.333967	0.520142	0.244423	0.071126	0.067909	-0.136743	0.469915	-0.256712	0.271587	-0.055560	0.360698	-0.122242	-0.138577	0.000000	0.000000	-40.652196	42.388243	192.684514	-28.306337	-19.658509	-4.138356	0.102024	-0.146905
0.438542	-0.049423	0.562849	-0.090209	-0.096306	-0.039042	0.081260	0.000000	0.000000	-0.752623	0.386028	-0.858655	0.353488	0.232001	-0.159939	0.000000	0.000000	-41.415135	42.922300	191.078323	-28.821839	-19.995688	-4.208546	0.104647	-0.150838
0.439583	-0.507186	0.257673	-0.090209	-0.257439	0.271321	0.149925	0.000000	0.000000	-0.676329	0.347881	-0.457107	0.275582	0.092250	-0.094326	0.000000	0.000000	-42.101781	43.227476	193.086057	-28.600137	-20.376246	-4.382497	0.105529	-0.148121
0.440625	0.026871	0.410261	1.435670	-0.009026	-0.197581	0.018318	0.137623	-0.006287	-0.828917	0.500468	-1.661749	0.346278	0.227194	-0.179775	0.000000	0.000000	-42.826573	43.532652	194.692246	-29.422457	-20.614651	-4.512196	0.105883	-0.151123
0.441667	0.103165	0.715436	-0.090209	-0.267510	-0.035685	0.050743	0.000000	0.000000	-0.867064	0.538615	-2.866390	0.584803	-0.016137	-0.182827	0.000000	0.000000	-43.780248	43.761534	193.889152	-29.276258	-20.674732	-4.550343	0.106632	-0.150995
0.442708	-0.125716	0.333967	0.520142	0.076576	0.172902	0.069816	-0.332413	0.147221	-0.981505	0.195293	-0.858655	0.044267	0.121210	-0.158413	0.000000	0.000000	-44.352452	43.685240	199.510816	-29.753308	-20.999896	-4.731923	0.105257	-0.149131
0.443750	-0.202010	0.257673	-1.005737	0.330025	0.117818	0.050743	0.000000	0.000000	-1.019652	0.195293	-2.464843	0.365504	-0.073936	-0.150784	0.000000	0.000000	-45.077245	43.914122	198.707719	-29.446489	-20.949186	-4.797536	0.105427	-0.148190
0.444792	-0.202010	0.257673	-1.616088	-0.341362	0.117818	0.081260	0.000000	0.000000	-1.057799	0.042705	-3.669484	0.294808	0.164589	-0.182827	0.000000	0.000000	-45.802037	44.066710	199.912367	-30.178889	-21.428519	-4.899770	0.107190	-0.150961
0.445833	-0.049423	0.639143	-0.395385	0.321632	0.121175	0.067909	0.000000	0.000000	-1.172240	0.080852	-0.858655	0.212095	0.205565	-0.127896	0.000000	0.000000	-46.526830	44.219297	202.723193	-30.268811	-21.715109	-5.020314	0.107117	-0.149311
0.446875	-0.125716	1.173200	0.520142	0.058113	0.066091	0.144203	-0.127063	0.111725	-0.981505	-0.262471	-4.874126	0.554962	0.313953	-0.164517	0.000000	0.000000	-47.060887	44.257444	206.337121	-30.351524	-21.700570	-5.116444	0.105170	-0.147097
0.447917	0.179459	0.105085	-0.090209	-0.254082	-0.034007	0.117500	0.000000	0.000000	-1.019652	-0.224324	-3.267937	0.391940	0.118807	-0.161465	0.000000	0.000000	-47.633092	44.410032	205.534024	-30.842994	-22.507589	-5.194264	0.109508	-0.150063
0.448958	0.255753	0.639143	-0.090209	-0.097985	-0.032329	0.071724	0.000000	0.000000	-0.676329	-0.453206	-2.063296	0.647288	-0.004121	-0.166043	0.000000	0.000000	-48.281590	44.333738	212.360330	-31.079116	-22.114774	-5.302602	0.104138	-0.146351
0.450000	0.179459	0.639143	-1.616088	0.153786	-0.087413	0.050743	0.000000	0.000000	-0.561888	-0.338765	-1.661749	-0.082707	0.051275	-0.162991	0.000000	0.000000	-49.006383	44.638914	213.966506	-31.740815	-22.545920	-5.368214	0.105371	-0.148345
0.451042	0.484635	0.639143	0.214967	0.153786	0.026113	0.077446	-0.121473	0.715393	-0.523741	-0.415059	-1.661749	0.082719	0.150049	-0.161465	0.000000	0.000000	-49.807469	44.410032	217.981983	-32.208254	-22.885503	-5.424672	0.104988	-0.147756
0.452083	0.255753	0.333967	-0.090209	-0.091271	0.181295	0.086982	0.000000	0.000000	-0.523741	-0.453206	-1.260202	0.647288	0.005492	-0.162991	0.000000	0.000000	-50.646703	44.486326	221.595910	-31.972132	-22.986560	-5.552846	0.103732	-0.144281
0.453125	0.255753	0.639143	0.520142	0.069862	-0.352763	0.075538	0.678205	0.134314	-0.447447	-0.453206	-2.063296	0.326050	0.203041	-0.196560	0.000000	0.000000	-51.257054	44.524473	222.800550	-32.857939	-23.265941	-5.618459	0.104425	-0.147477
0.454167	0.408341	0.715436	2.351197	0.068184	-0.028972	0.088890	0.012322	0.029000	-0.561888	-0.300618	0.747534	-0.085110	0.147646	-0.188931	-0.197511	-0.113854	-51.867406	44.791502	225.611368	-33.115688	-23.738063	-5.714589	0.105217	-0.146782
0.455208	0.026871	0.944318	1.130494	0.063148	0.069448	0.096519	-0.061431	0.055859	-0.333006	-0.148030	2.755269	-0.175032	-0.175234	-0.137051	0.063600	-0.063526	-52.515904	44.982237	228.823747	-33.770180	-23.489804	-5.775624	0.102655	-0.147582
0.456250	0.103165	0.791730	0.825318	0.318275	-0.089091	0.006874	0.107948	0.385639	-0.523741	-0.186177	-0.858655	0.389537	-0.042694	-0.164517	0.000000	0.000000	-53.202550	45.325560	229.626845	-33.791809	-23.725806	-5.868703	0.103323	-0.147160
0.457292	0.026871	0.562849	0.214967	-0.348076	0.122853	0.056465	-0.571500	-1.619210	-0.371153	-0.033589	-0.457108	0.460233	0.015105	-0.146206	0.000000	0.000000	-53.584023	46.012205	233.240770	-33.594140	-24.087138	-5.935842	0.103272	-0.144032
0.458333	0.255753	0.868024	0.825318	0.316597	-0.085734	0.046928	0.103880	0.383606	-0.409300	-0.148030	0.747534	0.387134	-0.035484	-0.188931	0.047468	0.517881	-54.232522	46.469969	234.043868	-34.747312	-24.320737	-5.970937	0.103915	-0.148465
0.459375	-0.049423	0.944318	0.214967	0.147072	0.121175	0.075538	-0.563692	0.684160	-0.409300	-0.033589	-0.055560	0.058686	-0.035484	-0.144680	0.000000	0.000000	-54.766580	46.660704	238.460877	-34.839636	-24.884424	-6.060964	0.104354	-0.146102
0.460417	-0.125716	0.715436	0.520142	0.068184	0.172902	0.125129	-0.332413	0.131087	-0.409300	0.080852	-0.055560	0.372714	0.060888	-0.173672	0.000000	0.000000	-55.224343	47.385496	239.263974	-34.885299	-25.009634	-6.099111	0.104527	-0.145803
0.461458	0.255753	0.639143	1.740845	-0.097984	-0.139140	0.075538	0.079927	-0.056286	-0.447447	-0.071736	-1.260202	-0.019220	-0.086073	-0.181301	0.000000	0.000000	-55.872842	47.881407	239.665520	-35.318087	-25.387789	-6.147939	0.105930	-0.147364
0.462500	-0.202010	0.639143	2.656373	0.153786	0.224629	-0.008385	-0.084562	0.057893	-0.523741	0.080852	-1.260202	0.292405	0.294606	-0.159939	0.000000	0.000000	-56.292459	48.301023	242.476352	-36.549166	-25.366040	-6.178457	0.104612	-0.150733
0.463542	0.179459	1.020612	0.520142	-0.274224	0.072805	0.067909	-0.139970	-0.527209	-0.561888	-0.148030	-0.858655	0.547752	0.051275	-0.167568	0.000000	0.000000	-56.864663	48.873232	245.287187	-36.344287	-26.028502	-6.227285	0.106114	-0.148170
0.464583	-0.278304	0.181379	-0.700561	-0.087914	0.169545	0.107963	0.000000	0.000000	-0.561888	0.004558	-0.457107	0.136592	0.099460	-0.213345	0.000000	0.000000	-57.284280	49.369143	248.901104	-36.455838	-26.103123	-6.221181	0.104873	-0.146467
0.465625	-0.278304	0.410261	-0.090209	0.074898	0.062734	0.109871	0.000000	0.000000	-0.790770	0.157146	-0.858655	0.367907	-0.059516	-0.173672	0.000000	0.000000	-57.627603	49.903200	251.310394	-36.650104	-26.702981	-6.262380	0.106255	-0.145836
0.466667	0.255753	0.562849	-0.395385	0.155464	0.234700	0.100334	0.000000	0.000000	-1.057799	0.042705	-2.063296	0.455427	0.068218	-0.176724	0.000000	0.000000	-57.780190	50.093935	250.507300	-36.983358	-26.712594	-6.315786	0.106634	-0.147634
0.467708	0.026871	0.486555	-1.616088	0.157142	0.122853	0.081260	0.000000	0.000000	-1.172240	-0.033589	-2.866390	0.299614	0.157379	-0.190457	0.000000	0.000000	-58.047219	50.704287	253.719678	-37.985523	-27.404017	-6.292897	0.108009	-0.149715
0.468750	0.255753	0.715436	-2.531615	0.403877	-0.566386	0.020225	0.000000	0.000000	-1.210387	-0.033589	-4.071031	-0.262552	0.106790	-0.188931	0.000000	0.000000	-58.237954	50.895021	257.333604	-38.077849	-27.464219	-6.329518	0.106726	-0.147971
0.469792	0.026871	0.715436	-0.395385	-0.183586	0.122853	-0.027459	0.000000	0.000000	-0.981505	0.042705	-2.464843	0.214498	0.217581	-0.195034	0.000000	0.000000	-58.733865	51.047609	260.947518	-38.649626	-27.832760	-6.303579	0.106660	-0.148113
0.470833	0.026871	0.410261	2.656373	-0.176872	0.443288	0.167091	-0.166877	-0.066584	-0.905211	0.118999	-2.464843	-0.111546	0.222388	-0.201138	0.000000	0.000000	-58.924600	51.352785	264.159900	-39.311329	-28.230262	-6.323415	0.106868	-0.148816
0.471875	0.179459	0.639143	-1.616088	0.153786	-0.087413	0.127037	0.000000	0.000000	-0.752623	-0.109883	-0.457108	0.143802	0.087444	-0.164517	0.000000	0.000000	-59.115335	51.352785	267.773825	-40.034114	-28.675949	-6.343251	0.107090	-0.149507
0.472917	-0.049423	0.639143	-0.395385	-0.349755	-0.199260	-0.130455	0.000000	0.000000	-0.714476	-0.224324	-2.866390	0.632868	-0.102895	-0.222500	0.000000	0.000000	-59.382363	51.657961	272.190833	-40.294266	-28.837327	-6.378347	0.105945	-0.148037
0.473958	0.103165	0.791730	0.214967	-0.017418	0.017720	0.163276	-0.082433	-0.081027	-0.523741	-0.224324	-0.055560	0.552559	0.053678	-0.162991	0.000000	0.000000	-59.611245	51.429079	276.607860	-40.681396	-29.285419	-6.350881	0.105873	-0.147072
0.475000	0.255753	0.562849	-0.700561	-0.264153	-0.352763	0.081260	0.000000	0.000000	-0.409300	-0.224324	0.345987	0.311631	0.109073	-0.176724	-0.315253	0.900701	-59.801980	51.657961	279.017135	-41.017051	-29.586548	-6.382924	0.106038	-0.147005
0.476042	0.179459	0.562849	-0.090209	-0.431999	0.072805	0.132759	0.000000	0.000000	-0.218565	-0.186177	-1.260202	0.309227	0.024718	-0.164517	0.000000	0.000000	-59.992715	51.772402	281.426417	-41.987975	-30.080421	-6.376821	0.106886	-0.149197
0.477083	0.103165	0.410261	1.740845	-0.260796	-0.035685	0.096519	0.020499	-0.149810	-0.218565	-0.033589	-0.457108	0.138995	-0.168024	-0.170620	0.000000	0.000000	-60.183450	51.848696	287.449630	-42.233710	-30.333366	-6.341725	0.105526	-0.146926
0.478125	0.408341	0.944318	-0.090209	0.063148	-0.028972	-0.054161	0.000000	0.000000	-0.371153	-0.033589	1.550628	-0.262552	0.159662	-0.170620	-0.102966	-0.169320	-60.374185	52.039431	291.866651	-43.129131	-31.068168	-6.326467	0.106446	-0.147770
0.479167	0.637223	0.562849	2.046021	-0.348076	-0.077342	0.094612	0.037801	-0.170123	-0.333006	-0.224324	-0.055560	0.391940	-0.127049	-0.204189	0.000000	0.000000	-60.221597	52.192019	293.071280	-43.540289	-31.395853	-6.308156	0.107127	-0.148566
0.480208	0.255753	0.715436	0.825318	-0.519280	0.341512	0.142296	-0.413794	-0.629187	-0.256712	0.080852	1.550628	0.051476	0.070501	-0.146206	-0.045466	0.033197	-60.526772	52.459047	297.488303	-43.637422	-31.656008	-6.288320	0.106411	-0.146686
0.481250	0.713517	0.562849	-0.395385	-0.348076	-0.075663	-0.010292	0.000000	0.000000	-0.600035	-0.148030	-0.055560	0.547752	-0.047500	-0.153835	0.000000	0.000000	-60.412331	53.107546	302.708418	-45.204157	-31.986098	-6.251699	0.105666	-0.149332
0.482292	0.179459	0.715436	1.130494	0.068184	0.072805	0.079353	-0.064401	0.060313	-0.485594	-0.224324	-0.858655	-0.250535	-0.233033	-0.213345	0.000000	0.000000	-60.412331	53.374575	304.314603	-45.060360	-32.371583	-6.216604	0.106375	-0.148072
0.483333	0.026871	0.868024	-0.395385	0.316597	0.016042	0.106056	0.000000	0.000000	-0.600035	-0.262471	-2.464843	0.554962	0.048871	-0.188931	0.000000	0.000000	-60.297890	53.908632	306.723887	-45.736481	-33.135344	-6.120473	0.108030	-0.149113
0.484375	0.255753	0.868024	-1.616088	0.316597	0.341512	0.016410	0.000000	0.000000	-0.485594	-0.262471	0.747534	0.073106	0.056081	-0.178250	-0.075021	0.097796	-60.183449	54.366396	309.936261	-45.765320	-33.320876	-6.109792	0.107509	-0.147660
0.485417	-0.202010	0.868024	1.435670	0.148750	0.117818	0.127037	-0.082065	0.103610	-0.638182	-0.376912	-1.260202	0.321244	0.191025	-0.191982	0.000000	0.000000	-59.878273	55.014894	311.140906	-46.368342	-34.120806	-6.019765	0.109664	-0.149027
0.486458	-0.430892	0.791730	-1.616088	-0.185265	-0.100840	0.092704	0.000000	0.000000	-0.371153	-0.262471	-2.063296	0.635272	0.111476	-0.182827	0.000000	0.000000	-60.069008	55.663393	315.557935	-47.292603	-34.181010	-5.964834	0.108319	-0.149870
0.487500	-0.202010	0.944318	-1.921264	-0.104698	-0.149211	0.098426	0.000000	0.000000	-0.485594	-0.491353	-2.063296	0.167835	-0.088476	-0.224026	0.000000	0.000000	-59.840126	56.159304	320.376493	-47.805701	-34.648446	-5.877858	0.108149	-0.149217
0.488542	-0.049423	0.410261	-0.395385	0.158821	0.121175	0.043113	0.000000	0.000000	-0.714476	-0.262471	-0.055560	0.233724	0.138033	-0.214871	0.000000	0.000000	-59.725685	56.807802	321.179580	-48.649649	-35.219464	-5.841237	0.109657	-0.151472
0.489583	-0.202010	0.639143	0.825318	-0.014061	0.011006	0.029762	-0.013336	-0.017037	-0.828917	-0.224324	-1.661749	0.231321	0.034452	-0.202664	0.000000	0.000000	-59.801979	57.875917	326.801242	-49.520036	-35.802498	-5.682546	0.109554	-0.151530
0.490625	-0.125716	0.791730	-1.310912	0.402199	0.279714	0.191887	0.000000	0.000000	-1.095946	-0.262471	-2.464843	0.554962	-0.078742	-0.236233	0.000000	0.000000	-59.458656	58.562561	332.021352	-50.125459	-36.118168	-5.607778	0.108783	-0.150971
0.491667	0.026871	0.333967	-1.005737	-0.175194	0.336476	0.024040	0.000000	0.000000	-1.248533	-0.148030	-3.267937	0.226515	-0.088355	-0.219448	0.000000	0.000000	-59.153481	59.592529	333.627556	-50.029732	-36.677172	-5.536061	0.109934	-0.149957
0.492708	0.255753	0.333967	-0.700561	0.076576	0.501729	0.033577	0.000000	0.000000	-1.134093	0.004558	-1.260202	0.297211	0.063411	-0.245388	0.000000	0.000000	-58.962746	60.431763	338.446113	-50.403839	-37.147011	-5.342275	0.109758	-0.148927
0.493750	0.103165	0.410261	-1.921264	0.242744	0.177938	0.294883	0.000000	0.000000	-1.286680	0.157146	-2.866390	0.448217	-0.138944	-0.236233	0.000000	0.000000	-58.772011	61.347290	346.075514	-51.666161	-37.568666	-5.282765	0.108556	-0.149292
0.494792	0.484635	0.486555	-1.310912	0.241066	0.079518	0.092704	0.000000	0.000000	-1.057799	0.347881	-1.260202	-0.045656	-0.124525	-0.207241	0.000000	0.000000	-58.962746	62.148376	347.681699	-52.037865	-38.255282	-5.142385	0.110030	-0.149671
0.495833	0.637223	0.486555	2.351197	0.241066	-0.023936	0.069816	0.010180	0.102529	-0.676329	0.309734	0.345987	0.277985	0.188622	-0.233181	-0.545171	0.803456	-58.733864	63.102051	352.901813	-52.981351	-38.867275	-5.030995	0.110136	-0.150131
0.496875	-0.202010	0.410261	-0.700561	0.074898	-0.042399	0.104149	0.000000	0.000000	-0.676329	0.271587	-2.866390	0.280388	-0.004121	-0.237759	0.000000	0.000000	-58.428688	63.941284	358.121925	-53.917627	-39.185349	-4.893666	0.109419	-0.150557
0.497917	-0.125716	0.333967	1.130494	0.244423	0.066091	0.043113	-0.058462	0.216209	-0.638182	0.309734	-0.055560	0.037057	0.046468	-0.222500	0.000000	0.000000	-58.123512	65.123840	364.145111	-54.554289	-39.985277	-4.760915	0.109806	-0.149815
0.498958	-0.125716	0.333967	1.130494	-0.091271	-0.254344	0.127037	0.224985	-0.080735	-0.638182	0.309734	-0.858655	0.518913	0.046468	-0.225552	0.000000	0.000000	-57.513161	65.924927	368.160604	-54.604762	-40.428683	-4.606801	0.109813	-0.148318
0.500000	0.179459	0.639143	-0.090209	0.069862	0.072805	0.073631	0.000000	0.000000	-0.256712	0.157146	0.747534	-0.113949	0.166872	-0.231655	-0.223230	-0.152433	-56.979103	67.221924	376.191533	-56.132040	-41.166007	-4.481679	0.109428	-0.149211
0.501042	0.408341	0.791731	1.740845	-0.437035	-0.028972	0.098426	0.016642	-0.251047	-0.180418	0.233440	-2.063296	0.764648	0.027121	-0.204190	0.000000	0.000000	-56.826515	68.175598	379.002350	-56.433048	-41.590063	-4.309255	0.109736	-0.148899
0.502083	0.332047	0.944319	0.520142	0.063148	-0.030650	0.214775	0.058926	0.121406	-0.294859	0.118999	0.345987	0.290001	-0.076460	-0.240811	0.220990	0.838186	-56.445045	69.129272	384.624020	-57.135606	-41.855146	-4.139882	0.108821	-0.148549
0.503125	0.408341	0.562849	0.520142	0.071541	0.077840	0.195701	-0.149651	0.137540	-0.218565	-0.033589	1.952175	-0.021623	0.024718	-0.262173	-0.012662	-0.011077	-56.368752	70.082947	389.442585	-57.838163	-42.814052	-3.985768	0.109937	-0.148515
0.504167	0.484635	0.791731	2.351197	0.066505	-0.134105	0.134666	0.057037	0.028286	-0.218565	-0.148030	-1.661749	1.029609	-0.216210	-0.291165	0.000000	0.000000	-56.292458	70.998474	394.662711	-58.779246	-43.339289	-3.836232	0.109813	-0.148935
0.505208	0.103165	0.944319	-0.090209	-0.104698	-0.035685	0.071724	0.000000	0.000000	-0.371153	-0.262471	-0.457108	0.153415	0.015105	-0.240811	0.000000	0.000000	-56.254311	72.371765	400.685923	-59.588550	-44.059672	-3.666860	0.109961	-0.148716
0.506250	-0.125716	0.181379	-0.700561	-0.255760	0.066091	0.054557	0.000000	0.000000	-0.561888	-0.491353	-1.260202	0.649691	-0.286025	-0.248440	0.000000	0.000000	-55.949135	73.210999	406.709124	-59.882348	-44.666859	-3.444081	0.109825	-0.147236
0.507292	0.103165	0.562849	-0.395385	-0.348076	0.231343	0.142295	0.000000	0.000000	-0.714476	-0.796529	-0.055560	0.427989	-0.054710	-0.251492	0.000000	0.000000	-55.224342	74.355408	411.126153	-61.319709	-45.247612	-3.277760	0.110058	-0.149151
0.508333	0.255753	0.639143	-1.005737	0.321632	0.127889	0.045021	0.000000	0.000000	-0.867064	-0.720235	-0.858655	-0.058674	0.032048	-0.239285	0.000000	0.000000	-54.652138	75.881287	414.338512	-61.415837	-45.693417	-3.108388	0.110280	-0.148226
0.509375	0.255753	0.868025	-1.005737	-0.019097	0.021077	0.127037	0.000000	0.000000	-1.019652	-0.682088	-2.464843	0.099541	0.022435	-0.265225	0.000000	0.000000	-53.965492	77.101990	419.960176	-62.135216	-46.324758	-2.916127	0.110308	-0.147955
0.510417	0.255753	1.020612	-0.090209	-0.442070	0.288106	0.226219	0.000000	0.000000	-0.981505	-0.605794	-2.866390	0.335663	0.073024	-0.236233	0.000000	0.000000	-52.973671	78.284546	422.771002	-62.932502	-46.888686	-2.774220	0.110908	-0.148857
0.511458	0.332047	1.020612	-0.395385	-0.190300	0.022756	0.052650	0.000000	0.000000	-0.790770	-0.605794	-1.661749	-0.065884	-0.059516	-0.289639	0.000000	0.000000	-52.248878	79.390808	426.786501	-63.323439	-47.517627	-2.588063	0.111338	-0.148373
0.512500	0.179459	0.944319	-1.005737	0.147072	0.126210	0.260551	0.000000	0.000000	-0.638182	-0.376912	-0.457108	0.481863	-0.194460	-0.289639	0.000000	0.000000	-51.867409	80.268181	432.408142	-64.663661	-48.360934	-2.464468	0.111841	-0.149543
0.513542	0.179459	0.639143	-0.395385	-0.014061	0.019399	0.096519	0.000000	0.000000	-0.600035	-0.300618	-1.661749	0.236128	0.241614	-0.248440	0.000000	0.000000	-51.371498	81.107414	439.234447	-65.439319	-48.763363	-2.362234	0.111019	-0.148985
0.514583	-0.125716	0.639143	2.046021	0.153786	0.119496	0.069816	-0.058404	0.075163	-0.447447	-0.224324	-4.472578	0.151012	0.010299	-0.278958	0.000000	0.000000	-50.951881	81.755913	441.242172	-66.042338	-49.459711	-2.240164	0.112092	-0.149674
0.515625	0.103165	0.562849	0.825318	-0.012383	0.017720	0.046928	-0.021471	-0.015004	-0.294859	-0.186177	-2.866390	0.148609	-0.076460	-0.265225	0.000000	0.000000	-50.913734	82.442558	446.060756	-65.924982	-49.650052	-2.159292	0.111308	-0.147794
0.516667	0.179459	0.486555	0.520142	-0.094628	-0.034007	0.043113	0.065380	-0.181926	-0.256712	-0.071736	-1.260202	0.623255	0.022315	-0.253018	0.000000	0.000000	-50.570412	83.091057	452.083954	-66.206763	-49.965722	-2.131826	0.110523	-0.146448
0.517708	0.026871	0.181379	-0.090209	-0.255760	-0.144175	0.111778	0.000000	0.000000	-0.409300	0.118999	-1.661749	0.209692	0.157259	-0.272854	0.000000	0.000000	-50.303383	83.663261	452.887044	-67.045906	-50.623497	-2.015859	0.111780	-0.148041
0.518750	0.332047	0.257673	1.130494	0.246101	0.396596	0.094612	-0.350817	0.217694	-0.561888	0.080852	0.345987	-0.189452	0.099460	-0.298794	-0.287468	-0.547570	-50.112648	84.006584	458.107149	-67.469080	-51.045151	-1.957876	0.111426	-0.147278
0.519792	0.332047	0.486555	-0.395385	-0.346398	0.129567	0.054557	0.000000	0.000000	-0.676329	0.042705	-0.858655	0.535736	-0.148678	-0.277432	0.000000	0.000000	-49.883766	84.311760	460.114908	-68.211097	-51.368034	-1.936514	0.111642	-0.148248
0.520833	0.103165	0.715436	-0.395385	-0.519280	0.017720	0.134666	0.000000	0.000000	-0.867064	-0.033589	-0.858655	0.058686	0.128420	-0.211819	0.000000	0.000000	-49.769325	85.036552	466.539661	-68.899233	-51.939052	-1.893789	0.111328	-0.147681
0.521875	0.484635	0.715436	-0.700561	-0.267510	0.186330	0.045021	0.000000	0.000000	-0.867064	0.080852	-1.260202	0.613642	-0.016137	-0.268276	0.000000	0.000000	-49.921913	84.807671	467.342733	-68.402953	-52.141405	-1.933462	0.111570	-0.146366
0.522917	0.332047	0.944318	-0.395385	-0.188622	-0.084056	-0.010292	0.000000	0.000000	-0.676329	0.195292	-0.457108	0.124576	-0.100492	-0.256069	0.000000	0.000000	-50.074501	85.150993	472.562842	-69.468605	-52.681060	-1.916677	0.111479	-0.147004
0.523958	0.408341	1.020612	-0.090209	0.061470	-0.135783	0.012596	0.000000	0.000000	-0.638182	0.157146	-1.260202	0.287598	-0.001718	-0.271328	0.000000	0.000000	-50.455971	85.227287	473.767509	-69.874963	-53.331509	-1.913626	0.112569	-0.147488
0.525000	-0.125716	0.868024	0.825318	0.148750	0.119496	0.102241	-0.144788	0.180234	-0.409300	-0.033589	1.550628	0.058686	0.060888	-0.288113	-0.039266	0.037847	-50.761147	85.418022	479.790714	-70.609764	-53.495292	-1.976187	0.111497	-0.147168
0.526042	0.255753	1.096906	1.740845	-0.108055	-0.139140	-0.016015	0.079927	-0.062071	-0.256712	-0.224324	-0.858655	-0.089916	0.166872	-0.277432	0.000000	0.000000	-51.257057	85.303581	480.593797	-70.923789	-54.008389	-1.991445	0.112378	-0.147575
0.527083	-0.278304	0.791730	-0.700561	-0.437035	0.276357	0.088890	0.000000	0.000000	-0.180418	-0.148030	-0.055561	0.387134	-0.310178	-0.283535	0.000000	0.000000	-51.752968	85.532463	485.412370	-70.938211	-54.039633	-2.063162	0.111327	-0.146140
0.528125	0.408341	0.639143	1.130494	-0.265831	-0.242595	0.205238	0.214592	-0.235146	-0.218565	-0.376912	-1.260202	0.000006	0.024718	-0.291165	0.000000	0.000000	-52.058144	85.608757	487.018551	-71.585491	-54.251601	-2.133352	0.111395	-0.146987
0.529167	0.103165	0.715436	1.435670	-0.183586	0.017720	0.092704	-0.012343	-0.127875	-0.065977	-0.491353	1.550628	0.087525	0.082517	-0.280483	-0.053215	0.056445	-52.515907	85.990227	491.034033	-71.930764	-54.376812	-2.212698	0.110739	-0.146488
0.530208	0.713517	0.868024	-0.395385	-0.522637	0.244771	0.165184	0.000000	0.000000	-0.485594	-0.605794	-2.063296	0.656901	0.393381	-0.289639	0.000000	0.000000	-53.049965	86.142815	489.427816	-71.940372	-54.988682	-2.279837	0.112353	-0.146989
0.531250	0.179459	0.715436	0.214967	0.152107	0.233022	0.128944	-1.083991	0.707585	-0.485594	-0.605794	1.550628	-0.065884	-0.136662	-0.280483	0.088133	-0.042489	-53.851051	86.180962	493.844854	-72.344326	-55.087339	-2.368338	0.111548	-0.146492
0.532292	0.332047	0.639143	-0.090209	0.573402	0.076161	0.115593	0.000000	0.000000	-0.638182	-0.567647	-0.457108	0.172641	0.094654	-0.315579	0.000000	0.000000	-54.499550	86.333549	498.261856	-72.594863	-55.176378	-2.452261	0.110738	-0.145696
0.533333	0.408341	0.639143	0.214967	-0.181908	-0.082377	0.121315	0.383210	-0.846214	-0.790770	-0.338765	-1.661749	-0.243326	-0.059516	-0.309475	0.000000	0.000000	-55.300636	86.409843	496.655672	-72.760290	-55.323218	-2.597219	0.111391	-0.146500
0.534375	0.179459	0.410261	0.214967	-0.344719	0.126210	0.182350	-0.587116	-1.603594	-0.638182	-0.491353	-2.464843	0.087525	0.142839	-0.285061	0.000000	0.000000	-56.330605	86.524284	497.860323	-72.847810	-55.725407	-2.704031	0.111930	-0.146322
0.535417	-0.202010	0.486555	-0.090209	-0.262474	-0.042399	0.189979	0.000000	0.000000	-0.676329	-0.224324	-2.866390	0.793487	-0.196863	-0.312527	0.000000	0.000000	-57.131691	86.409843	499.466498	-73.322455	-56.450473	-2.881033	0.113022	-0.146802
0.536458	0.332047	0.791730	0.520142	-0.604881	-0.030650	0.168998	0.058926	-1.162915	-0.638182	-0.224324	-1.661749	0.391940	0.046468	-0.298794	0.000000	0.000000	-58.123512	86.638725	499.064959	-73.417185	-56.561144	-3.000051	0.113334	-0.147109
0.537500	0.026871	0.715436	0.520142	0.236030	-0.037364	0.071724	0.071834	0.453780	-0.561888	-0.148030	-1.661749	0.547752	0.051275	-0.301846	0.000000	0.000000	-58.733864	86.447990	501.474236	-72.923312	-56.406853	-3.141958	0.112482	-0.145418
0.538542	-0.049423	0.639143	-0.395385	0.153786	0.014363	0.037391	0.000000	0.000000	-0.523741	0.042705	-2.063296	0.294808	-0.090879	-0.249966	0.000000	0.000000	-59.649391	86.333549	505.088181	-74.120747	-56.319977	-3.289968	0.111505	-0.146748
