BioWare Version 5.0.3.0 Export
Device:	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11
0.326042	-0.205370	0.581081	-0.287902	0.421084	-0.039450	0.021988	0.000000	0.000000	-0.463282	0.904491	1.540527	0.198593	0.062336	-0.175111	-0.040464	0.128912	-38.587222	40.192513	173.243576	-22.747373	-20.376362	-3.492891	0.117617	-0.131303
0.327083	-0.434251	0.428493	-1.508605	-0.246946	-0.151297	0.081116	0.000000	0.000000	-0.768458	1.209667	-2.073397	0.259676	-0.101447	-0.178163	0.000000	0.000000	-39.540896	41.298776	171.235840	-22.736759	-20.677372	-3.520356	0.120754	-0.132780
0.328125	-0.434251	0.657375	-1.813781	0.167636	0.008920	0.010544	0.000000	0.000000	-0.997340	1.400402	-0.467209	0.408279	-0.212238	-0.173586	0.000000	0.000000	-39.998660	42.214303	171.235845	-23.436914	-21.091697	-3.593599	0.123173	-0.136869
0.329167	-0.586839	-0.258152	-0.898253	-0.399686	-0.368277	0.094468	0.000000	0.000000	-1.226221	1.629284	-2.073397	0.715097	-0.033915	-0.201051	0.000000	0.000000	-40.990481	42.748361	170.834301	-22.908394	-20.913254	-3.657686	0.122418	-0.134097
0.330208	-0.434251	-0.105564	-1.813781	0.184420	0.008920	0.105912	0.000000	0.000000	-1.455103	1.552990	-4.884227	0.318356	-0.000149	-0.176637	0.000000	0.000000	-41.524539	43.396859	172.038934	-23.029557	-20.995084	-3.701936	0.122037	-0.133862
0.331250	-0.434251	0.123317	-0.898253	-0.072385	0.062326	0.023896	0.000000	0.000000	-1.607691	1.591137	-3.278038	0.637191	0.086609	-0.184267	0.000000	0.000000	-42.478213	43.549447	173.243571	-23.280098	-21.103351	-3.849946	0.121813	-0.134378
0.332292	-0.586839	-0.105564	-1.813780	0.352267	-0.101248	0.117356	0.000000	0.000000	-1.531397	1.095226	-3.278038	0.186577	-0.004956	-0.164430	0.000000	0.000000	-43.622622	43.587594	176.455947	-22.800645	-21.368191	-3.891145	0.121096	-0.129214
0.333333	-0.510545	0.352199	-1.508605	-0.077421	0.274271	0.100190	0.000000	0.000000	-1.836573	0.751903	-2.474944	0.690063	-0.024182	-0.220888	0.000000	0.000000	-44.500003	43.473153	177.259051	-22.632818	-21.616210	-4.040681	0.121947	-0.127682
0.334375	-0.663133	0.352199	-0.898253	-0.580961	0.270914	0.115449	0.000000	0.000000	-1.455103	0.370433	-4.081132	0.232239	-0.000149	-0.257509	0.000000	0.000000	-45.377383	43.015389	181.274515	-23.246452	-21.671484	-4.072725	0.119551	-0.128239
0.335417	-0.205370	0.275905	-1.813780	0.176028	0.227579	0.048691	0.000000	0.000000	-1.302515	-0.201771	-2.474944	0.910763	0.202207	-0.219362	0.000000	0.000000	-46.331058	42.672067	181.274518	-23.385443	-21.924309	-4.158174	0.120945	-0.129006
0.336458	0.023512	-0.029271	0.017274	-0.152952	0.018991	0.062043	-1.099386	-8.854357	-1.073634	-0.926564	-0.868756	0.313949	-0.072488	-0.226991	0.000000	0.000000	-47.246585	42.023568	187.699265	-23.665824	-22.078357	-4.220735	0.117626	-0.126084
0.337500	0.176100	0.504787	-0.593077	0.842379	0.342782	0.102097	0.000000	0.000000	-0.844752	-0.735829	-0.868756	0.141314	0.038303	-0.249879	0.000000	0.000000	-48.009524	41.527658	189.305464	-23.634583	-22.126424	-4.316865	0.116882	-0.124849
0.338542	0.252394	0.581081	-0.287902	0.085391	0.077432	0.029618	0.000000	0.000000	-0.882899	-1.041004	-3.278038	-0.160697	-0.156843	-0.220888	0.000000	0.000000	-48.772464	40.993600	191.714742	-24.082793	-22.656345	-4.429780	0.118177	-0.125618
0.339583	0.633864	0.504787	0.627626	-0.164701	0.139230	0.041062	-0.221836	-0.262419	-0.692164	-1.193592	-0.065662	0.009535	0.047916	-0.234621	0.000000	0.000000	-49.649844	40.535836	197.737948	-24.134264	-22.567063	-4.507600	0.114126	-0.122052
0.340625	0.099806	0.504787	2.763856	0.590609	-0.353171	-0.143951	0.127782	0.213690	-0.348841	-1.231739	-1.270303	0.574104	-0.075011	-0.259035	0.000000	0.000000	-50.298343	40.306954	198.541043	-24.922938	-22.993404	-4.625093	0.115812	-0.125530
0.341667	0.404982	0.428493	0.627626	0.172671	0.027383	0.090653	-0.043630	0.275118	-0.615870	-1.384327	0.335885	0.423098	0.004537	-0.202577	-0.013508	1.259650	-51.137576	40.383248	198.942598	-24.204962	-22.998091	-4.670869	0.115602	-0.121668
0.342708	0.481276	1.115139	0.322450	0.241488	0.189279	-0.012344	-0.587003	0.748916	-0.501429	-1.041004	2.343621	0.642397	0.059932	-0.257509	-0.025573	0.274104	-51.671634	40.459542	202.958066	-24.852243	-22.935365	-4.759370	0.113005	-0.122450
0.343750	0.481276	0.504787	2.763856	0.087069	0.402902	0.056321	-0.145775	0.031503	-0.425135	-0.888417	1.540527	-0.170310	-0.128004	-0.257509	0.083091	-0.110553	-52.243838	40.917306	205.367340	-25.202318	-23.453269	-4.828035	0.114202	-0.122718
0.344792	-0.052782	0.886257	1.848329	-0.508787	-0.089499	0.006730	0.048422	-0.275268	-0.501429	-0.659535	0.737433	0.457745	-0.036439	-0.172060	0.049413	0.620729	-53.044925	41.527658	206.571977	-24.839223	-23.359180	-4.911958	0.113080	-0.120245
0.345833	0.176100	0.428493	1.543153	-0.414792	0.503000	0.054413	-0.325956	-0.268795	-0.425135	-0.468800	-1.270303	0.044182	-0.079818	-0.228517	0.000000	0.000000	-53.502688	42.252450	206.973529	-24.965194	-23.725319	-4.959260	0.114630	-0.120620
0.346875	-0.281664	0.733669	1.848329	-0.505430	-0.094534	-0.002807	0.051146	-0.273452	-0.463282	-0.316212	0.737432	0.275497	-0.226778	-0.220888	0.307524	0.373590	-53.884158	43.244271	210.989008	-25.188300	-23.845724	-5.032503	0.113019	-0.119382
0.347917	-0.357957	1.038845	0.932802	0.243167	-0.149619	-0.039047	0.160397	0.260684	-0.348841	-0.011036	-0.868756	-0.064966	-0.123197	-0.188844	0.000000	0.000000	-54.532657	44.236093	210.989010	-25.090166	-24.368436	-5.058442	0.115496	-0.118917
0.348958	-0.281664	0.733669	-0.593077	0.333804	0.012277	0.130707	0.000000	0.000000	-0.654017	0.027111	-2.474944	0.253868	0.050319	-0.223940	0.000000	0.000000	-54.952273	45.266061	210.989009	-25.315673	-24.394872	-5.156099	0.115622	-0.119986
0.350000	0.176100	0.428493	-0.593077	-0.163022	0.449594	0.126893	0.000000	0.000000	-0.806605	0.446727	-0.065662	0.227432	-0.055665	-0.191896	0.000000	0.000000	-55.524478	46.219735	211.792105	-25.215135	-24.720035	-5.156099	0.116718	-0.119056
0.351042	-0.357957	0.428493	-0.287902	0.760134	0.064004	0.052506	0.000000	0.000000	-0.959193	0.484874	-0.868756	0.706885	-0.161649	-0.214784	0.000000	0.000000	-55.982242	47.287850	212.193651	-25.362736	-24.797060	-5.192720	0.116861	-0.119526
0.352083	-0.357957	0.733669	0.627626	-0.001890	0.224222	0.067765	-0.357254	-0.003011	-1.111781	0.980785	-2.474944	0.675643	0.021480	-0.207155	0.000000	0.000000	-56.478152	48.355966	212.193650	-25.430027	-24.924673	-5.215608	0.117462	-0.119843
0.353125	-0.510545	0.428493	-1.813780	-0.330869	-0.099570	-0.035232	0.000000	0.000000	-1.302515	0.828197	-1.671850	0.203400	-0.086907	-0.214784	0.000000	0.000000	-57.050357	49.080758	212.595192	-25.716616	-25.105279	-5.261384	0.118090	-0.120965
0.354167	-0.815721	0.047023	-2.118956	-0.238553	0.160745	0.119263	0.000000	0.000000	-1.569544	0.942638	-4.081133	0.196190	-0.007359	-0.217836	0.000000	0.000000	-57.584414	49.767404	215.004471	-25.117399	-25.428038	-5.282747	0.118267	-0.116823
0.355208	-0.510545	0.123317	-0.898253	-0.072385	0.060647	-0.004714	0.000000	0.000000	-1.531397	0.790050	-4.081132	0.527040	0.284158	-0.216310	0.000000	0.000000	-58.118472	50.263314	217.012215	-25.389571	-25.798984	-5.262910	0.118883	-0.116996
0.356250	-0.281664	-0.029271	-0.593077	0.518435	-0.094534	0.222260	0.000000	0.000000	-1.531397	0.446727	-2.073397	0.307742	-0.149512	-0.190370	0.000000	0.000000	-58.728824	50.568490	219.421499	-25.569417	-25.933807	-5.336152	0.118192	-0.116531
0.357292	-0.281664	0.123317	-2.729308	0.095461	-0.041129	0.073487	0.000000	0.000000	-1.493250	0.332286	-3.278038	0.074023	-0.098924	-0.199525	0.000000	0.000000	-59.453616	51.026254	220.626134	-25.357327	-26.124026	-5.331575	0.118409	-0.114933
0.358333	-0.205370	0.657375	-0.593077	-0.335905	-0.092856	0.111634	0.000000	0.000000	-1.302515	0.179699	-4.884227	0.083636	-0.086907	-0.185793	0.000000	0.000000	-59.949527	51.216989	226.649339	-25.770889	-26.299825	-5.334627	0.116038	-0.113704
0.359375	0.023512	0.428493	-1.813780	0.340518	0.018991	0.077302	0.000000	0.000000	-1.035487	-0.316212	-1.270303	0.195188	-0.118270	-0.234621	0.000000	0.000000	-60.521735	51.369576	228.657079	-26.342668	-26.673174	-5.366671	0.116651	-0.115206
0.360417	0.176100	0.352199	-1.203429	0.174349	-0.084464	0.216538	0.000000	0.000000	-1.149927	-0.506947	-2.474944	0.608751	-0.077294	-0.249879	0.000000	0.000000	-60.903205	51.407723	232.270998	-26.425381	-26.841763	-5.359041	0.115562	-0.113770
0.361458	0.176100	0.199611	-2.118956	0.261630	0.075754	0.052506	0.000000	0.000000	-0.730311	-0.583241	-0.868756	0.292320	-0.243601	-0.260561	0.000000	0.000000	-61.437263	51.484017	237.491105	-26.992352	-27.212708	-5.377352	0.114584	-0.113656
0.362500	0.328688	0.199611	1.543153	-0.074064	0.079111	0.166947	-0.051266	-0.047995	-0.654017	-0.659535	1.540527	0.136508	0.243062	-0.220888	-0.157779	0.088611	-61.895026	51.712899	241.506578	-26.685534	-27.434290	-5.359041	0.113596	-0.110496
0.363542	0.023512	0.352199	1.543153	0.258273	0.072397	0.071580	-0.046915	0.167367	-0.539576	-0.773976	0.737433	-0.177520	-0.038842	-0.251405	0.052672	-0.240727	-62.581672	51.674752	244.317415	-26.763442	-27.814849	-5.357516	0.113847	-0.109544
0.364583	0.252394	0.428493	3.069032	0.172671	0.237649	0.052506	-0.077435	0.056262	-0.501429	-0.659535	-0.065662	0.297127	0.059932	-0.248354	0.000000	0.000000	-63.039435	52.208810	251.946807	-27.198634	-27.602759	-5.384981	0.109558	-0.107954
0.365625	0.176100	0.733669	0.017274	0.165957	0.129159	0.073487	-7.477014	9.607220	-0.425135	-0.583241	1.540527	0.613558	0.064739	-0.217836	-0.042024	0.398278	-63.535346	52.628427	251.946807	-27.546308	-28.115858	-5.403292	0.111594	-0.109334
0.366667	-0.052782	0.504787	-1.813780	-0.332548	0.017313	0.012452	0.000000	0.000000	-0.501429	-0.506947	2.343621	0.287514	0.156304	-0.196474	-0.066693	0.122679	-63.954963	53.658395	258.371555	-27.771814	-28.816893	-5.339205	0.111533	-0.107488
0.367708	0.481276	0.504787	0.017274	0.003146	0.029062	0.102097	-1.682381	0.182107	-0.386988	-0.430653	1.540527	0.122088	0.259885	-0.240724	-0.168699	0.079251	-64.489020	54.535775	257.166921	-27.907399	-29.091467	-5.322420	0.113123	-0.108519
0.368750	0.099806	0.504787	1.543153	-0.080778	0.287698	0.123078	-0.186435	-0.052346	-0.615870	-0.354359	-2.876491	0.197591	0.004537	-0.219362	0.000000	0.000000	-64.794196	55.718335	261.985485	-28.463758	-29.303436	-5.302583	0.111851	-0.108646
0.369792	0.023512	0.504787	0.932802	0.087069	0.072397	0.060135	-0.077612	0.093342	-0.577723	-0.049183	1.540527	0.258674	0.344240	-0.226991	-0.223456	0.167913	-65.175666	56.939038	262.788573	-28.540661	-30.002067	-5.272066	0.114168	-0.108607
0.370833	0.023512	0.199611	0.017274	0.345553	0.018991	0.182206	-1.099384	20.003993	-0.615870	-0.163624	-1.270303	0.506813	0.100908	-0.223940	0.000000	0.000000	-65.290107	58.121594	266.000962	-28.454545	-30.298392	-5.220186	0.113903	-0.106972
0.371875	-0.357957	0.504787	0.627626	0.003146	0.010599	0.062043	-0.016887	0.005012	-0.654017	-0.125477	0.737433	0.102862	0.050319	-0.272768	-0.068236	0.139487	-65.747870	59.075269	267.205597	-28.434317	-30.375416	-5.166780	0.113678	-0.106414
0.372917	-0.510545	0.428493	0.017274	-0.163022	0.007242	0.132615	-0.419222	-9.437354	-0.768458	-0.049183	-0.065662	0.579912	0.139481	-0.295656	0.000000	0.000000	-66.091193	60.524854	267.607142	-28.766567	-30.830716	-5.110323	0.115209	-0.107496
0.373958	-0.510545	0.352199	-1.508605	0.090426	0.274271	0.088746	0.000000	0.000000	-0.730311	0.065258	-2.474944	0.412084	0.141884	-0.252931	0.000000	0.000000	-66.281928	61.859998	269.614873	-28.930990	-31.372774	-5.092012	0.116361	-0.107305
0.375000	-0.129076	0.428493	0.322450	0.088748	0.282663	0.149781	-0.876610	0.275229	-0.921046	0.179699	-0.868756	0.244255	-0.255617	-0.210207	0.000000	0.000000	-66.587104	62.928113	273.630342	-28.998281	-31.681114	-4.997408	0.115781	-0.105976
0.376042	-0.815721	0.504787	0.322450	-0.080778	0.267557	0.020081	-0.829762	-0.250512	-1.111781	0.217846	-1.270303	0.161542	0.166037	-0.259035	0.000000	0.000000	-67.006721	64.034375	276.039627	-28.746739	-31.803921	-4.976045	0.115215	-0.104140
0.377083	-0.281664	0.123317	-0.287902	-0.240232	-0.041129	0.081116	0.000000	0.000000	-1.264368	0.141552	-4.884227	0.567896	0.011867	-0.252931	0.000000	0.000000	-67.388190	64.873609	276.842721	-29.120847	-32.213439	-4.893648	0.116360	-0.105189
0.378125	-0.357957	0.199611	-2.729308	-0.074064	0.064004	0.020081	0.000000	0.000000	-1.340662	0.217846	-1.671850	0.241852	-0.089311	-0.249879	0.000000	0.000000	-67.655219	65.750989	277.645817	-29.015504	-32.423005	-4.811250	0.116778	-0.104505
0.379167	-0.510545	0.199611	-0.287902	-0.074064	0.167459	0.104004	0.000000	0.000000	-1.378809	0.370434	-2.474944	0.071620	0.004657	-0.257509	0.000000	0.000000	-68.151130	66.742810	283.267488	-29.399228	-33.128847	-4.745638	0.116953	-0.103786
0.380208	-0.357957	0.047023	-1.813780	-0.322477	0.010599	0.126893	0.000000	0.000000	-1.378809	0.217846	-3.679585	0.000923	0.245586	-0.257509	0.000000	0.000000	-68.341865	67.200574	286.078307	-29.347757	-33.189048	-4.738008	0.116014	-0.102586
0.381250	0.328688	0.123317	0.627626	-0.156309	0.239328	0.138337	-0.381323	-0.249047	-1.340662	0.141552	-0.868756	0.728515	0.007061	-0.237672	0.000000	0.000000	-68.837775	67.772779	290.896873	-30.186899	-33.798518	-4.676973	0.116187	-0.103772
0.382292	0.557570	-0.105565	0.627626	0.352267	0.137552	0.050599	-0.219162	0.561269	-1.302515	0.408581	-2.073397	0.149526	0.057650	-0.259035	0.000000	0.000000	-69.257392	68.154248	291.699964	-29.729075	-34.114068	-4.635774	0.116949	-0.101917
0.383333	0.023512	-0.334446	-0.898253	0.273379	-0.248038	0.168854	0.000000	0.000000	-0.997340	0.065258	-3.278038	0.251465	0.028690	-0.220888	0.000000	0.000000	-69.486274	68.535718	299.329357	-29.833417	-34.562158	-4.528963	0.115465	-0.099668
0.384375	0.023512	0.352199	0.017274	0.006503	-0.087821	0.075394	5.083923	0.376440	-0.959193	-0.049183	-0.868756	0.098056	-0.161649	-0.272768	0.000000	0.000000	-69.715156	69.069776	306.155667	-29.304898	-35.202992	-4.495393	0.114984	-0.095719
0.385417	0.252394	0.199611	-0.898253	-0.241910	0.184244	0.016266	0.000000	0.000000	-0.692164	0.141552	0.335885	0.005730	-0.000269	-0.297182	0.000802	0.017059	-69.715156	69.909009	307.360307	-30.401793	-35.443920	-4.358064	0.115317	-0.098913
0.386458	0.328688	0.428493	-1.203429	0.004824	-0.081107	0.088746	0.000000	0.000000	-0.692164	0.103405	0.335886	0.008133	0.481587	-0.240724	-1.433783	0.024214	-69.829597	70.786389	315.391248	-30.617687	-35.836615	-4.229890	0.113626	-0.097078
0.387500	0.099806	0.352199	0.322450	0.090426	-0.139548	-0.010436	0.432774	0.280434	-0.768458	-0.087330	-1.270303	-0.140469	0.091295	-0.239198	0.000000	0.000000	-69.867743	72.312268	319.005165	-30.633506	-36.369060	-4.091036	0.114008	-0.096028
0.388542	0.099806	0.275905	0.322450	0.259951	0.180887	0.002915	-0.560976	0.806175	-0.348841	0.065258	0.335885	0.010536	0.214102	-0.286501	-0.637427	0.031369	-69.677009	74.181470	325.429918	-30.590648	-37.417128	-3.892671	0.114978	-0.094001
0.389583	-0.281664	0.123317	0.322450	-0.240232	-0.041129	0.134522	0.127551	-0.745021	-0.463282	-0.011036	1.540527	0.095652	-0.130407	-0.291078	0.084651	0.062091	-68.685187	76.165112	329.043846	-31.277783	-37.691943	-3.621065	0.114550	-0.095057
0.390625	-0.205370	0.275905	0.017274	0.679568	0.227579	-0.103897	-13.174458	39.339980	-0.386988	-0.239918	2.343621	0.431310	0.067142	-0.266664	-0.028649	0.184036	-68.074836	78.110608	333.059326	-31.721588	-38.135349	-3.299104	0.114500	-0.095243
0.391667	-0.205370	0.199611	0.322450	0.093783	-0.039450	0.020081	0.122345	0.290845	-0.386988	-0.125477	0.737433	0.263481	-0.029229	-0.249879	0.039636	0.357295	-67.197455	79.865369	335.067050	-32.233683	-38.899229	-3.093111	0.116094	-0.096201
0.392708	-0.052782	0.581081	1.237977	0.169314	-0.303122	0.117356	0.244853	0.136767	-0.654017	-0.239918	-1.671850	-0.050547	0.243062	-0.213258	0.000000	0.000000	-66.701545	81.505689	340.688710	-32.015785	-39.349843	-2.861177	0.115501	-0.093974
0.393750	-0.281664	0.352199	0.627626	0.006503	0.012277	0.067765	-0.019561	0.010361	-0.654017	-0.506947	0.335886	0.849680	0.098505	-0.281923	-0.293270	2.529670	-66.243781	83.107862	347.113464	-31.795483	-39.995603	-2.565157	0.115223	-0.091600
0.394792	-0.281664	0.504787	-0.287902	-0.584318	-0.041129	0.083024	0.000000	0.000000	-0.501429	-0.354359	-1.270303	-0.123647	0.011747	-0.321596	0.000000	0.000000	-65.938605	84.557446	351.530488	-32.609595	-40.313677	-2.418672	0.114680	-0.092765
0.395833	-0.052782	0.275905	-0.593077	0.343875	-0.089499	-0.019973	0.000000	0.000000	-0.730311	-0.506947	-1.270303	0.207204	0.093699	-0.327699	0.000000	0.000000	-65.557136	86.235913	354.742875	-32.875957	-40.867874	-2.165376	0.115204	-0.092675
0.396875	-0.510545	0.352199	0.017274	0.174349	0.220865	0.115449	-12.785816	10.093049	-0.806605	-0.773976	-4.081132	0.464955	-0.055665	-0.313966	0.000000	0.000000	-64.984931	87.914380	358.758336	-32.499842	-41.217309	-1.986848	0.114889	-0.090590
0.397917	0.023512	-0.029271	0.322450	0.098818	0.286020	-0.025695	-0.887021	0.306461	-1.073634	-0.659535	-0.467209	-0.265039	0.072069	-0.307863	0.000000	0.000000	-64.183845	89.745435	361.970714	-32.775817	-41.937811	-1.707613	0.115860	-0.090548
0.398958	-0.052782	0.275905	-0.287902	0.092104	-0.142905	0.048691	0.000000	0.000000	-1.188075	-0.545094	-2.073397	0.209607	-0.224254	-0.301759	0.000000	0.000000	-63.459052	91.538343	363.978452	-33.129699	-42.422191	-1.472627	0.116551	-0.091021
0.400000	0.023512	0.581081	-1.508605	0.253237	-0.034415	0.107819	0.000000	0.000000	-1.226222	-0.316212	-1.671850	0.596735	0.303384	-0.306337	0.000000	0.000000	-63.268317	93.140516	367.592362	-33.310945	-42.747473	-1.281892	0.116290	-0.090619
0.401042	-0.052782	0.352199	0.017274	0.006503	0.017313	0.073487	-1.002219	0.376440	-1.226222	-0.201771	-4.081132	0.268287	0.207013	-0.338380	0.000000	0.000000	-62.924994	94.590101	370.001656	-32.920414	-43.207702	-1.075899	0.116777	-0.088974
0.402083	0.023512	0.047023	-0.898253	0.432833	0.499643	0.067765	0.000000	0.000000	-1.149928	-0.087330	-4.482680	0.341387	-0.029109	-0.333803	0.000000	0.000000	-62.390937	95.925245	375.221775	-33.245455	-43.896842	-0.930940	0.116989	-0.088602
0.403125	-0.052782	0.047023	-0.898253	-0.238553	-0.036093	0.016266	0.000000	0.000000	-1.149928	-0.049183	-1.671850	0.419293	0.019077	-0.350587	0.000000	0.000000	-62.047614	97.451124	378.032603	-33.261277	-44.405254	-0.663911	0.117464	-0.087985
0.404167	0.252394	-0.181859	-0.898253	0.102175	-0.029379	0.197465	0.000000	0.000000	-0.997340	0.408581	-0.467209	0.792001	-0.115867	-0.292604	0.000000	0.000000	-61.399116	98.557386	383.654252	-33.652207	-44.749883	-0.456392	0.116641	-0.087715
0.405208	-0.052782	0.047023	-0.898253	-0.574247	0.284341	0.088746	0.000000	0.000000	-0.882899	0.446728	-2.474944	0.066813	0.132271	-0.246828	0.000000	0.000000	-61.322822	99.587355	385.661998	-33.315549	-45.275120	-0.290071	0.117396	-0.086385
0.406250	-0.205370	0.123317	0.017274	0.179385	-0.092856	0.090653	5.375403	10.384530	-0.921046	0.370434	-0.065662	0.071620	0.129868	-0.303285	0.000000	0.000000	-61.360969	100.731764	391.283642	-33.387646	-45.759378	-0.047456	0.116947	-0.085328
0.407292	-0.205370	-0.105565	-1.508605	-0.067350	0.174173	-0.033325	0.000000	0.000000	-0.692164	0.523022	-1.671850	0.543863	-0.048455	-0.291078	0.000000	0.000000	-61.322822	102.105055	393.692930	-33.956020	-46.335203	0.027312	0.117694	-0.086250
0.408333	-0.052782	-0.029271	0.627626	0.182742	0.124124	0.021988	-0.197768	0.291163	-0.654017	0.713757	-1.671850	0.210609	-0.046052	-0.291078	0.000000	0.000000	-61.284675	103.096876	398.511504	-33.857889	-46.718286	0.208891	0.117232	-0.084961
0.409375	0.176100	0.123317	-0.593077	0.179385	-0.084464	0.004822	0.000000	0.000000	-0.425135	0.599316	-1.270303	0.298128	-0.079818	-0.341432	0.000000	0.000000	-61.208381	104.241285	403.731615	-34.652769	-46.954408	0.373686	0.116301	-0.085831
0.410417	0.176100	0.504787	0.627626	-0.164701	0.129159	0.071580	-0.205791	-0.262419	-0.425135	0.255993	1.138980	0.159139	0.016553	-0.303285	-0.014533	0.139721	-60.941352	105.271246	408.148617	-34.316107	-47.756739	0.550687	0.117008	-0.084077
0.411458	0.252394	0.352199	1.848329	0.006503	-0.082785	0.149781	0.044789	0.003518	-0.577723	0.141552	-0.065662	0.246658	-0.330359	-0.283449	0.000000	0.000000	-60.826911	106.148626	412.565656	-34.451696	-48.086831	0.700223	0.116556	-0.083506
0.412500	0.252394	0.657375	-1.508605	0.083712	-0.243002	0.069672	0.000000	0.000000	-0.844752	0.179699	2.343621	0.244255	0.134674	-0.295656	-0.057464	0.104221	-61.132087	107.102301	414.974916	-34.190535	-48.298797	0.878751	0.116390	-0.082392
0.413542	0.176100	0.504787	0.932802	0.254916	-0.244681	-0.035232	0.262308	0.273280	-0.577723	-0.049183	1.540527	0.258674	0.055126	-0.266664	-0.035784	0.167913	-61.399116	107.598211	418.990408	-35.024877	-48.893850	1.006925	0.116694	-0.083594
0.414583	0.176100	0.199611	0.322450	0.093783	-0.351492	0.006730	1.090068	0.290845	-0.463282	-0.392506	-1.671850	0.280304	-0.130407	-0.315492	0.000000	0.000000	-61.933173	108.361143	423.005872	-34.912320	-49.409352	1.180874	0.116805	-0.082534
0.415625	0.023512	0.123317	0.322450	-0.408079	-0.034415	0.077302	0.106729	-1.265556	-0.501429	-0.278065	0.335885	0.353403	-0.084625	-0.358217	0.251945	1.052155	-62.276496	109.085936	427.824445	-34.315509	-50.009210	1.266324	0.116892	-0.080209
0.416667	-0.281664	0.275905	1.848329	-0.327512	-0.094534	0.241334	0.051146	-0.177194	-0.615870	-0.621387	-0.868756	-0.026514	-0.140020	-0.324647	0.000000	0.000000	-62.619819	109.963316	430.233706	-34.692016	-50.030837	1.379239	0.116288	-0.080635
0.417708	0.176100	0.428493	0.627626	-0.163022	0.022348	0.035340	-0.035607	-0.259745	-1.035487	-0.583241	1.540527	-0.350155	0.026287	-0.349062	-0.017064	-0.227296	-62.619819	110.955137	433.847647	-35.156052	-50.560881	1.482998	0.116541	-0.081033
0.418750	0.328688	0.428493	1.543153	-0.246946	0.185922	0.130707	-0.120482	-0.160027	-1.035487	-0.697681	-3.278038	0.138911	-0.070084	-0.301759	0.000000	0.000000	-62.734260	111.756224	437.461546	-34.965590	-51.194501	1.650845	0.117026	-0.079928
0.419792	0.099806	0.275905	0.017274	0.176028	0.234293	0.124985	-13.563146	10.190216	-1.035487	-0.773975	-3.278038	0.143718	-0.070084	-0.335329	0.000000	0.000000	-62.696113	112.786192	440.673951	-35.191098	-51.673958	1.751553	0.117261	-0.079857
0.420833	0.099806	0.581081	-0.593077	0.001467	-0.192954	0.067765	0.000000	0.000000	-1.111781	-0.697681	-0.065662	0.138911	0.117852	-0.310915	0.000000	0.000000	-63.192023	113.854307	443.083224	-34.937152	-51.608828	1.789700	0.116477	-0.078850
0.421875	0.328688	0.428493	0.322450	0.424441	0.079111	0.062043	-0.245342	1.316300	-1.073634	-0.773975	-1.671850	-0.016901	0.120255	-0.352113	0.000000	0.000000	-63.611640	114.617247	442.681684	-34.744290	-52.358049	1.891934	0.118275	-0.078486
0.422917	-0.205370	0.352199	-3.034484	0.174349	0.227579	0.123078	0.000000	0.000000	-0.692164	-0.659534	-2.474944	0.297127	0.047916	-0.335329	0.000000	0.000000	-64.183845	115.532774	446.295582	-34.561037	-52.538652	1.957547	0.117722	-0.077440
0.423958	-0.129076	0.047023	-1.813780	0.348910	0.229257	0.128800	0.000000	0.000000	-0.806605	-0.354359	-1.270303	-0.284265	0.088892	-0.352113	0.000000	0.000000	-64.870490	116.524595	447.901774	-34.784142	-52.967396	2.027737	0.118257	-0.077660
0.425000	-0.281664	0.275905	-1.203429	0.176028	0.119089	0.100190	0.000000	0.000000	-0.692164	-0.049183	-0.065662	0.419293	0.047916	-0.359743	0.000000	0.000000	-65.709723	117.478270	447.901784	-34.683604	-53.309383	2.126919	0.119020	-0.077436
0.426042	-0.281664	-0.181859	0.322450	0.102175	0.279306	-0.010436	-0.866199	0.316872	-0.730311	0.027111	-2.876491	0.173559	-0.099044	-0.336855	0.000000	0.000000	-66.434516	118.241209	451.114164	-35.213529	-53.547788	2.168118	0.118701	-0.078059
0.427083	0.328688	-0.029271	-0.593077	-0.320798	0.239328	0.142151	0.000000	0.000000	-0.768458	0.103405	-3.278038	-0.072176	0.043110	-0.317018	0.000000	0.000000	-67.083014	118.927855	453.523458	-34.935551	-54.070501	2.239834	0.119223	-0.077031
0.428125	0.176100	0.352199	0.932802	-0.245267	-0.031058	0.044877	0.033295	-0.262936	-0.730311	0.637463	-0.868756	0.054797	-0.436344	-0.321596	0.000000	0.000000	-67.655219	119.538206	455.932753	-34.652764	-54.202923	2.271878	0.118884	-0.076004
0.429167	0.099806	0.275905	-1.203429	0.343875	-0.086142	0.121171	0.000000	0.000000	-0.921046	0.484875	-1.671850	0.064410	-0.255617	-0.292604	0.000000	0.000000	-68.341865	120.224852	455.932714	-34.696019	-54.438920	2.293240	0.119401	-0.076099
