BioWare Version 5.0.3.0 Export
Device:	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11
0.196875	-0.196253	0.250954	-1.218784	-0.082055	-0.225666	-0.011420	0.000000	0.000000	-83.924301	-59.457687	511.280557	55.853513	-49.588635	4.286253	0.096989	0.109242	0.392027	0.537179	1.904191	-0.157084	-0.358363	-0.335473	0.188197	-0.082494
0.197917	-0.272547	0.403542	0.001919	0.082435	-0.334156	-0.043845	0.000000	0.000000	-83.580978	-59.305099	511.280563	55.522663	-49.952492	4.238950	0.097701	0.108595	0.239439	0.499032	0.699550	-0.074372	-0.319790	-0.330895	0.457137	-0.106314
0.198958	0.108922	0.632424	0.612271	-0.426141	-0.005329	-0.051474	0.008704	-0.696000	-83.390244	-59.305099	509.674358	54.719568	-50.133216	4.136717	0.098363	0.107362	0.392027	0.766061	2.305738	-0.251813	-0.021063	-0.335473	0.009135	-0.109212
0.200000	-0.043666	0.250954	-1.829136	-0.417748	0.204937	-0.064826	0.000000	0.000000	-83.352097	-59.152512	511.682103	54.950884	-49.889886	4.119932	0.097502	0.107393	0.277586	0.613473	1.502644	0.239656	0.164469	-0.340050	-0.109453	0.159490
0.201042	-0.196253	0.327248	-0.303257	0.168037	0.041363	0.005746	0.000000	0.000000	-83.008774	-59.076218	510.075940	54.946082	-49.675517	4.020750	0.097388	0.107721	0.430174	0.689767	1.502644	0.074231	-0.307774	-0.340050	0.204822	0.049400
0.202083	0.032628	0.403542	0.001919	-0.253258	-0.007008	-0.154471	0.000000	0.000000	-82.818039	-58.809189	509.272840	54.608020	-49.759871	3.910886	0.097708	0.107227	0.277586	0.613473	0.699550	0.079037	-0.028273	-0.340050	0.040416	0.112983
0.203125	0.108922	0.174660	-0.303257	-0.164300	-0.058735	-0.051474	0.000000	0.000000	-82.589157	-58.618454	508.871279	54.033835	-49.408150	3.906309	0.097094	0.106184	0.430174	0.613473	-0.103544	0.400275	-0.211403	-0.324791	0.000000	0.000000
0.204167	-0.272547	0.327248	1.832974	-0.083733	-0.227344	0.064874	0.124030	-0.045682	-82.474716	-58.542160	505.257360	53.948720	-49.738240	3.871214	0.098441	0.106775	0.315733	0.727914	0.699550	-0.088791	-0.218613	-0.358361	0.312505	-0.126926
0.205208	-0.425135	0.250954	-1.218784	0.253639	-0.123890	0.024820	0.000000	0.000000	-82.055099	-58.046249	506.462011	53.837172	-49.278136	3.788816	0.097299	0.106301	0.086851	0.727914	0.298003	-0.008482	-0.088475	-0.285119	0.296894	-0.028462
0.206250	-0.348841	0.556130	0.612271	0.079078	-0.229023	-0.011420	0.374055	0.129155	-81.864365	-57.931808	508.871277	53.669340	-49.362488	3.715574	0.097004	0.105467	0.392027	0.575326	-0.103544	0.242059	-0.021063	-0.297326	0.000000	0.000000
0.207292	-0.272547	0.403542	-0.608432	-0.253258	-0.013721	0.013375	0.000000	0.000000	-81.482895	-57.702927	505.257372	53.253376	-49.386643	3.666746	0.097746	0.105399	0.277586	0.613473	3.510380	-0.001272	-0.269201	-0.254601	0.076687	-0.000362
0.208333	-0.501429	0.327248	-0.608432	-0.251580	0.088055	0.047708	0.000000	0.000000	-81.406601	-57.664780	505.658924	53.491901	-49.237280	3.604185	0.097373	0.105787	0.468321	0.613473	-2.111280	0.480584	-0.353556	-0.317162	0.000000	0.000000
0.209375	-0.119959	0.632424	0.307095	0.161323	-0.170582	-0.015235	0.555469	0.525319	-81.025131	-57.245163	506.060455	52.582060	-49.165060	3.480589	0.097153	0.103905	0.315733	0.651620	-0.103544	-0.405222	-0.218613	-0.300377	0.000000	0.000000
0.210417	-0.272547	0.861306	0.612271	0.072364	-0.013721	0.066781	0.022411	0.118190	-80.719955	-57.207016	502.044975	52.419035	-49.145833	3.439390	0.097891	0.104411	0.430174	0.422739	0.699550	0.251673	-0.307774	-0.332421	0.439960	0.359763
0.211458	0.108922	0.174660	0.917447	0.339240	0.261700	-0.009513	-0.285248	0.369766	-80.605515	-57.092575	505.257357	52.572445	-48.849510	3.372251	0.096682	0.104051	0.277586	0.613473	1.502644	0.239656	-0.124645	-0.297326	0.082950	0.159490
0.212500	0.108922	0.022072	0.612271	-0.244866	0.315106	0.043893	-0.514651	-0.399931	-80.567368	-56.901840	502.044970	52.078571	-48.943477	3.305112	0.097488	0.103733	0.353880	0.651620	3.510380	0.478181	-0.168024	-0.326317	0.047865	0.136219
0.213542	0.108922	0.403542	1.222622	0.921668	-0.112141	0.003839	0.091721	0.753846	-80.147751	-56.711105	502.848085	51.584702	-48.820673	3.234922	0.097088	0.102585	0.315733	0.499032	1.502644	0.086247	0.070501	-0.294274	-0.046918	0.057397
0.214583	-0.043666	0.403542	-0.913608	-0.001488	-0.168903	-0.034308	0.000000	0.000000	-79.880722	-56.596664	502.044981	51.577491	-48.611106	3.170835	0.096826	0.102735	0.201292	0.727914	1.101097	0.152137	0.111477	-0.301903	-0.101242	0.138169
0.215625	0.261510	0.022072	0.917446	0.174751	-0.162189	0.005746	0.176784	0.190475	-79.689987	-56.482224	502.044979	50.927806	-48.502718	3.091489	0.096610	0.101441	0.201292	0.537179	0.298003	0.324772	-0.081265	-0.294274	0.272700	1.089829
0.216667	0.032628	0.708718	0.307095	0.159644	0.153210	0.040078	-0.498900	0.519854	-79.499252	-56.291489	501.241886	50.915790	-48.587073	3.027402	0.096933	0.101579	0.353880	0.422739	2.707285	-0.149875	0.024719	-0.323266	-0.009131	-0.055360
0.217708	-0.272547	-0.206810	-0.913608	0.515479	0.146496	-0.013327	0.000000	0.000000	-79.155930	-56.177048	502.446537	50.828270	-48.710002	3.006040	0.096946	0.101162	0.353880	0.689767	-0.505091	0.154540	-0.071652	-0.343102	0.000000	0.000000
0.218750	0.108922	0.098366	-0.608432	-0.414391	-0.005329	0.045800	0.000000	0.000000	-79.194077	-56.138901	498.832590	50.103080	-48.471474	2.905332	0.097170	0.100441	0.315733	0.422739	-1.308185	-0.149875	0.022316	-0.279015	0.000000	0.000000
0.219792	-0.272547	0.098366	0.001919	-0.414391	-0.013721	0.028634	0.000000	0.000000	-79.041489	-55.948166	498.029520	49.769829	-48.365493	2.824461	0.097114	0.099933	0.468321	0.689767	0.298003	0.154540	-0.160814	-0.320214	0.539638	0.518586
0.220833	-0.577723	0.174660	-0.913608	-0.499993	0.032970	0.083947	0.000000	0.000000	-78.774460	-55.719284	495.620235	49.594791	-48.541412	2.752744	0.097941	0.100066	0.353880	0.575326	-0.906638	-0.079178	-0.119838	-0.320214	0.000000	0.000000
0.221875	-0.043666	0.022072	0.612271	0.090827	-0.008686	-0.005698	0.014187	0.148345	-78.507431	-55.871872	497.226423	49.604403	-48.331847	2.714597	0.097203	0.099762	0.277586	0.613473	2.305738	0.400275	0.068098	-0.279015	-0.029534	0.173600
0.222917	0.108922	0.479836	-1.829136	0.248603	-0.005329	0.104928	0.000000	0.000000	-78.354843	-55.566696	495.620220	48.782079	-48.033118	2.604734	0.096915	0.098426	0.315733	0.689767	-1.308185	-0.166697	-0.074056	-0.277489	0.000000	0.000000
0.223958	-0.196253	0.098366	-1.218784	0.089149	0.201580	0.007653	0.000000	0.000000	-78.316696	-55.642990	494.415604	48.706582	-47.789789	2.591001	0.096659	0.098513	0.239439	0.575326	1.502644	-0.079178	-0.030676	-0.312584	0.020415	-0.052693
0.225000	-0.196253	0.327248	0.307095	-0.167657	-0.279072	0.074411	0.908748	-0.545944	-78.202255	-55.604843	490.801670	48.623866	-47.638021	2.502500	0.097062	0.099070	0.353880	0.613473	0.699550	-0.242200	-0.119838	-0.285119	0.171307	-0.346223
0.226042	-0.043666	0.022072	0.917446	0.510444	0.044720	0.062966	-0.048744	0.556375	-77.973373	-55.566696	490.801662	48.300226	-47.719972	2.452146	0.097229	0.098411	0.277586	0.537179	0.298003	0.003534	-0.269201	-0.340050	0.903352	0.011861
0.227083	0.108922	0.250954	0.307095	0.001868	0.154888	0.007653	-0.504366	0.006084	-78.011520	-55.375961	490.400112	48.047281	-47.674190	2.388059	0.097215	0.097976	0.277586	0.575326	2.305739	-0.079178	-0.317387	-0.292748	0.137651	-0.034340
0.228125	-0.119959	0.632424	0.001919	0.413093	-0.223988	-0.053382	0.000000	0.000000	-77.858934	-55.070786	490.400106	47.546197	-47.664576	2.296506	0.097195	0.096954	0.353880	0.499032	-2.111280	-0.154681	-0.168024	-0.323266	0.000000	0.000000
0.229167	0.032628	0.479836	0.001919	0.248603	0.099804	0.015283	0.000000	0.000000	-77.858934	-55.070786	486.384634	47.224957	-47.664576	2.259885	0.097998	0.097094	0.315733	0.499032	1.101097	0.487794	-0.074056	-0.279015	0.067256	0.443008
0.230208	-0.119959	0.556130	-0.913608	-0.004845	0.256664	0.055337	0.000000	0.000000	-77.782640	-54.994492	487.187746	47.541393	-47.177915	2.226316	0.096837	0.097583	0.201292	0.422739	0.298003	0.492601	0.207849	-0.295800	-0.697471	1.653006
0.231250	0.108922	0.632424	0.307095	-0.006524	0.048077	0.131631	-0.156553	-0.021244	-77.553759	-55.108932	486.384649	46.745507	-47.452609	2.136289	0.097562	0.096108	0.353880	0.575326	-1.308185	0.161750	-0.264395	-0.289696	0.000000	0.000000
0.232292	0.337804	0.479836	-0.303257	-0.003167	-0.053699	0.057244	0.000000	0.000000	-77.591906	-54.918198	483.573811	46.171322	-47.214082	2.059995	0.097636	0.095479	0.468321	0.575326	-0.906638	0.081441	0.080114	-0.297326	0.000000	0.000000
0.233333	-0.119959	0.403542	0.612271	0.418128	-0.010364	0.001931	0.016928	0.682914	-77.324877	-54.765610	483.573828	46.001097	-47.293633	2.034055	0.097800	0.095127	0.277586	0.460886	1.502644	0.409888	-0.028273	-0.279015	0.018816	0.272778
0.234375	-0.272547	0.098366	-0.913608	0.173072	0.146496	0.085855	0.000000	0.000000	-77.401171	-54.803757	483.975374	45.441332	-46.961140	1.968442	0.097032	0.093892	0.392027	0.651620	-0.103544	0.237253	-0.310177	-0.306481	0.000000	0.000000
0.235417	0.032628	0.327248	0.612271	0.084113	-0.434254	0.099206	0.709251	0.137379	-77.363024	-54.918198	482.369179	45.609160	-46.958736	1.950132	0.097350	0.094552	0.353880	0.727914	0.699550	0.232446	-0.119838	-0.308007	0.171307	0.332280
0.236458	-0.119959	0.098366	-1.523960	0.173072	0.043041	-0.009513	0.000000	0.000000	-77.286730	-54.880051	481.164541	45.365827	-46.809373	1.854001	0.097284	0.094283	0.315733	0.613473	1.502644	0.079037	0.166873	-0.265282	-0.111053	0.052599
0.237500	0.032628	0.174660	-1.218784	0.423164	-0.007008	-0.022864	0.000000	0.000000	-77.172289	-54.956345	480.361433	44.728156	-46.705790	1.806699	0.097231	0.093114	0.315733	0.537179	0.298003	-0.157084	-0.170427	-0.304955	0.571897	-0.527124
0.238542	-0.119959	0.327248	-0.608432	0.084113	-0.223988	0.030542	0.000000	0.000000	-77.210436	-54.841904	478.353689	44.158781	-46.852749	1.779233	0.097946	0.092314	0.392027	0.651620	1.101097	0.156944	-0.069249	-0.282067	0.062891	0.142534
0.239583	-0.348841	0.250954	-0.608432	-0.585595	0.091412	0.095391	0.000000	0.000000	-77.095995	-54.803757	478.353720	44.638238	-46.652801	1.696836	0.097528	0.093316	0.163145	0.575326	2.305738	-0.079178	-0.131854	-0.297326	0.057185	-0.034340
0.240625	0.108922	0.403542	0.307095	-0.169335	-0.058735	0.053430	0.191260	-0.551410	-77.095995	-55.108932	478.353710	43.533131	-46.556428	1.651059	0.097326	0.091006	0.315733	0.575326	1.904191	-0.320106	-0.266798	-0.285119	0.140111	-0.168106
0.241667	-0.119959	0.403542	0.307095	-0.337182	-0.170582	-0.062919	0.555469	-1.097973	-77.095995	-55.108932	475.944427	43.854368	-46.363685	1.565610	0.097414	0.092142	0.277586	0.499032	-0.103544	0.086247	0.068098	-0.329369	0.000000	0.000000
0.242708	-0.043666	0.327248	-0.303257	-0.167657	0.151531	0.108743	0.000000	0.000000	-77.134142	-55.032639	478.353701	43.367703	-46.076974	1.509153	0.096324	0.090660	0.239439	0.537179	0.298003	0.324772	-0.078862	-0.286645	0.264635	1.089829
0.243750	-0.043666	0.708718	1.222622	-0.092126	-0.008686	-0.072455	0.007104	-0.075351	-76.981554	-55.032639	474.739773	43.608630	-46.115546	1.472531	0.097139	0.091858	0.086851	0.499032	3.108833	0.407485	-0.329403	-0.309533	0.105957	0.131073
0.244792	0.261510	0.327248	0.307095	0.000190	-0.269001	0.024820	0.875954	0.000619	-76.943407	-55.070786	474.739786	42.326088	-46.113144	1.417600	0.097134	0.089156	0.239439	0.537179	1.101097	0.003534	0.017509	-0.289696	-0.015902	0.003210
0.245833	-0.043666	0.327248	0.612271	0.084113	-0.008686	-0.001883	0.014187	0.137379	-76.752672	-54.994492	474.739782	42.481898	-45.812014	1.351987	0.096499	0.089485	0.239439	0.308298	1.101097	0.339192	-0.175233	-0.274437	0.159144	0.308049
0.246875	-0.043666	0.403542	0.001919	-0.421105	-0.115498	-0.041938	0.000000	0.000000	-76.752672	-55.108932	469.519659	42.248177	-45.763826	1.310788	0.097469	0.089982	0.277586	0.499032	-0.103544	0.407485	0.068098	-0.259179	0.000000	0.000000
0.247917	0.108922	0.479836	0.307095	0.500373	-0.379169	0.024820	1.234698	1.629377	-76.714525	-55.070786	469.921232	41.844231	-45.616869	1.274167	0.097073	0.089045	0.277586	0.422739	0.699550	0.251673	-0.124645	-0.317162	0.178178	0.359763
0.248958	-0.119959	0.098366	0.612271	-0.414391	0.096447	-0.009513	-0.157524	-0.676811	-76.790819	-55.147079	471.527416	41.527800	-45.525304	1.191770	0.096549	0.088071	0.277586	0.460886	-1.709732	0.409888	-0.028273	-0.282067	0.000000	0.000000
0.250000	-0.119959	0.098366	2.443325	-0.078698	0.203259	0.089669	-0.083189	-0.032209	-76.485643	-55.070786	469.921215	41.201754	-45.506076	1.164304	0.096838	0.087678	0.277586	0.384592	1.904191	-0.468709	0.212655	-0.282067	-0.111677	-0.246146
0.251042	-0.043666	0.479836	0.001919	-0.422784	-0.008686	-0.028586	0.000000	0.000000	-76.561937	-54.994492	471.125870	41.437879	-45.751812	1.075803	0.097112	0.087955	0.277586	0.384592	1.904191	0.334385	0.019912	-0.266808	-0.010457	0.175605
0.252083	-0.348841	0.479836	-0.913608	0.164680	-0.389240	0.177407	0.000000	0.000000	-76.523790	-55.032639	470.322756	40.315947	-45.556665	1.048337	0.096863	0.085720	0.353880	0.575326	-0.906638	0.081441	-0.119838	-0.286645	0.000000	0.000000
0.253125	0.032628	0.250954	0.917446	-0.165978	-0.060413	0.021005	0.065849	-0.180913	-76.409349	-54.880051	468.315022	40.868499	-45.404899	1.019345	0.096954	0.087267	0.201292	0.499032	1.502644	0.246866	-0.225822	-0.237816	0.150283	0.164288
0.254167	0.108922	0.479836	0.001919	-0.758477	0.208294	0.024820	0.000000	0.000000	-76.218615	-55.032642	466.708830	40.235636	-45.489253	0.953733	0.097468	0.086211	0.277586	0.537179	1.904191	0.003534	-0.269201	-0.275963	0.141373	0.001856
0.255208	-0.043666	0.632424	-0.913608	-0.006524	-0.168903	-0.097251	0.000000	0.000000	-76.180468	-54.956348	466.307280	40.311138	-45.342292	0.915586	0.097237	0.086448	0.315733	0.537179	1.904191	0.164153	0.118687	-0.286645	-0.062329	0.086206
0.256250	0.032628	0.479836	0.307095	-0.338860	-0.274036	0.019097	0.892351	-1.103438	-76.333055	-54.880054	465.504202	40.145716	-45.062793	0.863706	0.096804	0.086241	0.353880	0.575326	0.699550	0.242059	-0.216209	-0.225609	0.309069	0.346022
0.257292	-0.196253	0.403542	-0.303257	-0.169335	0.254986	-0.041938	0.000000	0.000000	-76.333055	-54.536732	467.511938	39.883160	-45.110979	0.859129	0.096492	0.085309	0.277586	0.689767	0.298003	0.154540	0.019912	-0.260705	-0.066820	0.518586
0.258333	0.185216	0.174660	0.917446	0.339240	-0.057056	0.045800	0.062190	0.369766	-76.104174	-54.613026	463.898012	39.325798	-45.241116	0.791990	0.097524	0.084773	0.163145	0.766061	2.707286	0.310353	-0.276411	-0.301903	0.102099	0.114636
0.259375	-0.348841	0.632424	0.917446	-0.006524	0.144817	0.135446	-0.157848	-0.007111	-76.027880	-54.613026	467.511944	39.406109	-45.188125	0.788938	0.096657	0.084289	0.277586	0.575326	1.904191	0.322369	-0.365573	-0.268334	0.191983	0.169294
0.260417	-0.043666	0.861306	-1.829136	-0.095483	-0.115498	0.125909	0.000000	0.000000	-76.066027	-54.613026	464.299543	39.084869	-45.094154	0.720274	0.097123	0.084180	0.315733	0.651620	-1.308186	-0.164294	-0.363170	-0.260705	0.000000	0.000000
0.261458	-0.272547	0.479836	-0.608432	-0.087090	-0.013721	-0.034308	0.000000	0.000000	-75.798998	-54.536732	463.898006	39.160371	-45.029147	0.685178	0.097067	0.084416	0.353880	0.689767	0.699550	0.395469	-0.119838	-0.312584	0.171307	0.565318
0.262500	-0.425135	0.403542	-0.913608	-0.337182	-0.284107	-0.062919	0.000000	0.000000	-75.951586	-54.460438	465.504208	38.352475	-45.038762	0.645505	0.096753	0.082389	0.124998	0.651620	0.298003	0.156944	-0.086072	-0.277489	0.288829	0.526651
0.263542	0.185216	0.937600	-0.913608	0.154609	0.156567	0.061059	0.000000	0.000000	-75.837145	-54.307850	462.693363	38.101931	-44.694251	0.613462	0.096596	0.082348	0.201292	0.575326	3.510380	0.482988	-0.081265	-0.277489	0.023150	0.137588
0.264583	-0.119959	0.250954	-0.303257	-0.333825	-0.063770	0.047708	0.000000	0.000000	-75.798998	-54.193409	463.094921	38.014415	-44.932777	0.564634	0.097027	0.082088	0.201292	0.499032	-0.906638	0.407485	0.063292	-0.277489	0.000000	0.000000
0.265625	0.108922	0.174660	-0.608432	0.087470	-0.112141	-0.055289	0.000000	0.000000	-75.722704	-54.117115	460.685633	38.009606	-44.831598	0.543272	0.097315	0.082507	0.201292	0.499032	0.699550	0.246866	-0.129451	-0.250023	0.185049	0.352893
0.266667	-0.043666	0.708718	0.612271	-0.259972	-0.222309	-0.083899	0.363090	-0.424604	-75.570116	-54.155262	463.898014	37.851390	-44.821986	0.489866	0.096620	0.081594	0.124998	0.537179	1.101097	0.646010	-0.086072	-0.242394	0.078169	0.586697
0.267708	-0.348841	0.174660	-0.303257	0.507087	-0.175617	0.055337	0.000000	0.000000	-75.570116	-54.002674	463.898006	37.520540	-44.821985	0.444089	0.096620	0.080881	0.277586	0.460885	1.101097	-0.152278	-0.269201	-0.315636	0.244485	-0.138296
0.268750	0.261510	0.556130	0.001919	-0.088769	0.104839	-0.083899	0.000000	0.000000	-75.379381	-54.117115	460.284073	37.447437	-44.665410	0.389158	0.097039	0.081357	0.277586	0.422738	-1.308185	0.492601	-0.076459	-0.246972	0.000000	0.000000
0.269792	0.032628	0.403542	0.612271	-0.085412	-0.007008	-0.089621	0.011445	-0.139500	-75.264940	-54.040821	461.488714	36.880464	-44.802758	0.360166	0.097083	0.079916	0.124998	0.384591	1.101097	0.013148	-0.086072	-0.291222	0.078169	0.011940
0.270833	0.185216	0.403542	-0.303257	-0.169335	0.156567	-0.116324	0.000000	0.000000	-75.455675	-54.117115	460.685627	36.724652	-44.814774	0.318967	0.097278	0.079717	0.163145	0.308297	1.904191	0.017954	-0.180040	-0.283593	0.094549	0.009429
0.271875	-0.272547	0.327248	0.307095	0.000190	-0.173939	0.022912	0.566401	0.000619	-75.150499	-54.231556	464.701094	36.410623	-44.699177	0.244199	0.096189	0.078353	0.239439	0.346444	-1.709732	0.095860	-0.319790	-0.285119	0.000000	0.000000
0.272917	-0.043666	0.556130	-1.523960	-0.172692	0.044720	-0.125861	0.000000	0.000000	-74.997911	-54.078968	462.291807	36.882867	-44.593192	0.152647	0.096461	0.079783	0.239439	0.384591	-2.111280	0.173766	-0.175233	-0.243920	0.000000	0.000000
0.273958	-0.119959	0.785012	0.612271	0.074043	-0.330799	-0.019050	0.540282	0.120931	-74.692736	-54.269703	462.693375	36.653960	-44.429411	0.123655	0.096023	0.079219	0.468321	0.346444	2.305739	-0.064759	-0.209000	-0.269860	0.090643	-0.028086
0.275000	0.108922	0.174660	0.917446	0.171394	0.154888	-0.013327	-0.168825	0.186816	-74.845324	-54.384144	459.480995	35.858074	-44.728137	0.094663	0.097345	0.078040	0.239439	0.499032	-1.709733	0.086247	-0.319790	-0.242394	0.000000	0.000000
0.276042	-0.043666	0.098366	-2.439487	0.089149	-0.115498	0.068689	0.000000	0.000000	-74.540148	-54.651173	461.890285	35.714279	-44.708913	0.010740	0.096796	0.077322	0.353880	0.613473	1.502644	-0.081581	-0.023467	-0.217980	0.015617	-0.054292
0.277083	-0.348841	-0.054222	1.527798	0.344276	-0.068806	-0.026679	0.045036	0.225341	-74.578295	-54.803761	459.480997	35.563271	-44.807686	-0.045718	0.097518	0.077399	0.392027	0.689767	1.904191	-0.166697	-0.261992	-0.253075	0.137587	-0.087542
0.278125	0.261510	-0.054222	1.832974	-0.075341	-0.001972	-0.057196	0.001076	-0.041103	-74.502001	-54.765614	459.079441	35.480557	-44.561950	-0.114382	0.097068	0.077286	0.315733	0.613473	-0.505091	0.480584	-0.170427	-0.280541	0.000000	0.000000
0.279167	-0.272547	0.403542	-0.913608	0.502052	-0.280750	0.062966	0.000000	0.000000	-74.349413	-54.956348	461.488722	35.813812	-44.648708	-0.167788	0.096749	0.077605	0.201292	0.766061	1.101097	-0.171504	-0.274008	-0.272912	0.248850	-0.155757
0.280208	-0.272547	0.785012	0.612271	-0.261651	-0.120533	-0.022864	0.196862	-0.427345	-74.044237	-54.918201	461.890265	34.606766	-44.484925	-0.245608	0.096311	0.074924	0.315733	0.575326	-1.308186	-0.159488	-0.170427	-0.248498	0.000000	0.000000
0.281250	-0.043666	0.022072	1.222622	-0.244866	0.098126	0.001931	-0.080258	-0.200279	-73.739061	-54.994495	459.480982	34.772192	-44.562071	-0.276125	0.096983	0.075677	0.392027	0.727914	-1.308185	0.152137	-0.165620	-0.272912	0.000000	0.000000
0.282292	0.108922	-0.054222	0.307095	0.176429	0.261700	0.057244	-0.852179	0.574510	-73.662767	-55.185230	461.890282	34.784214	-44.364524	-0.390566	0.096050	0.075308	0.392027	0.537179	0.699550	0.244463	-0.117435	-0.246972	0.167872	0.349457
0.283333	-0.119959	0.250954	0.917446	0.169715	-0.063770	0.078225	0.069508	0.184986	-73.700914	-55.185230	459.480999	33.981117	-44.559669	-0.404299	0.096978	0.073955	0.277586	0.613473	0.298003	-0.001272	-0.365573	-0.239342	1.226742	-0.004269
0.284375	0.108922	-0.206809	0.612271	-0.071984	-0.005329	-0.053382	0.008704	-0.117569	-73.319445	-55.375965	459.481001	34.153752	-44.342894	-0.457705	0.096506	0.074331	0.239439	0.422738	1.502644	-0.390803	-0.127048	-0.266808	0.084550	-0.260077
0.285417	0.032628	0.403542	0.001919	0.082435	-0.113819	0.021005	0.000000	0.000000	-73.357592	-55.261524	460.284090	33.985921	-44.345297	-0.491274	0.096343	0.073837	0.163145	0.422738	-0.505091	0.331982	-0.180040	-0.269860	0.000000	0.000000
0.286458	-0.043666	0.708718	-2.134311	-0.343896	-0.275715	0.030542	0.000000	0.000000	-73.281298	-55.452259	459.480999	33.837321	-44.340491	-0.535525	0.096501	0.073642	0.392027	0.422738	-0.505091	-0.149875	0.027122	-0.279015	0.000000	0.000000
0.287500	-0.196253	0.403542	0.001919	-0.421105	-0.118854	-0.011420	0.000000	0.000000	-73.014269	-55.375965	459.079449	33.591586	-44.468224	-0.619448	0.096864	0.073172	0.163145	0.499032	-0.906638	0.407485	-0.324597	-0.254601	0.000000	0.000000
0.288542	-0.272547	0.403542	-0.608432	-0.253258	0.199902	0.062966	0.000000	0.000000	-73.014269	-55.566700	460.685638	33.442984	-44.564596	-0.675906	0.096735	0.072594	0.277586	0.422738	3.108833	0.091054	-0.028273	-0.231713	0.009094	0.029289
0.289583	-0.196253	0.708718	0.612271	0.075721	0.308392	0.057244	-0.503685	0.123673	-72.937975	-55.719288	461.488731	33.131359	-44.367046	-0.703372	0.096139	0.071792	0.124998	0.308297	-1.308185	-0.142665	-0.086072	-0.217980	0.000000	0.000000
0.290625	0.032628	0.250954	0.307095	0.001868	0.260021	-0.074363	-0.846713	0.006084	-72.632799	-55.833729	461.488716	32.496091	-44.155076	-0.753726	0.095680	0.070416	0.239439	0.308297	2.707285	0.178573	0.210252	-0.250023	-0.077661	0.065960
0.291667	-0.043666	0.250954	1.222622	-0.585595	-0.329121	0.030542	0.269192	-0.478966	-72.480211	-55.642994	459.882530	32.805312	-44.145463	-0.816287	0.095993	0.071334	0.086851	0.346444	1.101097	0.015551	-0.377589	-0.285119	0.342921	0.014123
0.292708	-0.119959	0.250954	-0.303257	0.001868	-0.063770	0.036264	0.000000	0.000000	-72.594652	-55.604847	459.882549	32.481677	-44.345418	-0.840701	0.096428	0.070630	0.201292	0.613473	-0.505091	0.480584	0.111477	-0.236291	0.000000	0.000000
0.293750	-0.043666	0.327248	0.612271	0.084113	0.204937	0.001931	-0.334716	0.137379	-72.442064	-55.757435	459.079441	32.812521	-44.143060	-0.877322	0.096156	0.071475	0.201292	0.232003	0.699550	-0.218168	0.159663	-0.245446	-0.228237	-0.311869
0.294792	-0.119959	0.479836	0.612271	0.080756	-0.010364	0.022912	0.016928	0.131897	-72.289476	-55.566700	459.079460	32.639891	-44.326193	-0.949038	0.096555	0.071099	0.163145	0.270150	-0.505091	0.020357	0.109074	-0.263756	0.000000	0.000000
0.295833	0.032628	0.632424	0.917446	0.329170	-0.060413	0.091577	0.065849	0.358789	-72.175035	-55.452259	460.284094	31.749277	-44.174425	-0.991763	0.095972	0.068978	0.239439	0.499032	-0.505091	-0.475919	0.017509	-0.303429	0.000000	0.000000
0.296875	0.032628	0.250954	0.612271	0.421485	-0.220631	0.062966	0.360348	0.688397	-72.022447	-55.452259	457.874807	31.588656	-44.357554	-1.003970	0.096877	0.068990	0.201292	0.651620	-1.308185	-0.003675	-0.081265	-0.280541	0.000000	0.000000
0.297917	0.108922	0.022072	-0.303257	0.006904	0.154888	0.028634	0.000000	0.000000	-71.908006	-55.337818	460.284098	31.742066	-44.253974	-1.010073	0.096145	0.068962	0.201292	0.575326	-0.906638	-0.079178	0.063292	-0.265282	0.000000	0.000000
0.298958	0.261510	0.403542	0.612271	-0.756799	-0.001972	0.110650	0.003221	-1.236052	-71.679124	-55.070789	461.890285	31.725244	-44.239554	-1.054324	0.095779	0.068686	0.239439	0.651620	-1.308185	-0.324913	0.113880	-0.236291	0.000000	0.000000
0.300000	0.185216	0.250954	0.001919	0.253639	-0.003651	0.104928	0.000000	0.000000	-71.679124	-55.070789	460.284090	31.243386	-44.046811	-1.118411	0.095695	0.067878	0.239439	0.651620	-1.709733	-0.405222	-0.319790	-0.272912	0.000000	0.000000
0.301042	-0.196253	0.403542	1.832974	-0.253258	-0.012043	0.015283	0.006570	-0.138168	-71.488389	-54.956348	459.882542	30.995248	-44.275723	-1.136721	0.096276	0.067398	0.315733	0.804208	1.904191	0.147331	-0.074056	-0.263756	0.038891	0.077372
