BioWare Version 5.0.3.0 Export
Device:	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11
Date	Oct 29, 2022  10:36:54
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay
	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m
0.000000	0.107003	0.130516	-0.072935	0.170254	0.029225	0.063110	0.000000	0.000000	2.105521	0.236800	-0.851078	0.188633	0.209321	0.662145	0.000000	0.000000	0.060938	0.437606	1.277879	-0.368000	0.026871	-0.067235	-0.021028	-0.287977
0.001042	-0.198172	0.130516	0.842592	0.254177	-0.030895	0.044037	0.036666	0.301661	2.029227	0.198653	0.755111	0.833512	0.204514	0.663671	-0.270840	1.103827	0.022791	0.361312	1.277879	0.279281	0.313582	-0.053502	-0.245392	0.218551
0.002083	-0.198172	0.130516	0.537417	0.338100	-0.084300	0.017334	0.156862	0.629121	2.105521	0.084212	-0.047984	0.680103	0.305692	0.622472	0.000000	0.000000	0.099085	0.399459	0.876332	-0.124669	0.270203	-0.058079	-0.308334	-0.142262
0.003125	-0.045585	0.283103	0.537417	0.334743	0.132680	0.032593	-0.246884	0.622875	2.029227	0.160506	-1.654172	0.193440	0.300885	0.622472	0.000000	0.000000	-0.091650	0.475753	0.073238	0.031143	-0.127299	-0.096226	1.738156	0.425237
0.004167	-0.121878	-0.022072	0.232241	0.425381	0.077595	0.164200	-0.334116	1.831635	2.105521	-0.030229	-0.047984	-0.276401	0.209321	0.633153	0.000000	0.000000	-0.091650	0.323165	0.474785	-0.039553	0.017258	-0.080968	-0.036349	-0.083307
0.005208	-0.045585	0.054222	-0.683286	0.171932	0.132680	0.030685	0.000000	0.000000	2.105521	0.007918	0.755111	-0.278804	0.016578	0.549230	-0.021954	-0.369223	-0.053503	0.361312	2.884067	0.279281	-0.076710	-0.068761	0.026598	0.096836
0.006250	-0.045585	0.206810	-0.988462	-0.083195	0.079274	0.072647	0.000000	0.000000	2.029227	0.084212	-0.851078	0.358865	0.108143	0.643835	0.000000	0.000000	0.099085	0.437606	1.277879	0.274475	0.029274	-0.071812	-0.022909	0.214789
0.007292	0.183297	-0.098366	-0.683286	-0.160404	0.137715	0.135590	0.000000	0.000000	2.105521	0.198653	0.755111	0.191036	0.112949	0.657567	-0.149580	0.252991	0.175379	0.475753	0.073238	-0.129475	-0.110476	-0.082493	1.508455	-1.767876
0.008333	-0.198172	0.206810	-0.988462	-0.083195	0.182728	0.087906	0.000000	0.000000	2.181815	0.007918	-1.252625	1.086456	-0.026801	0.640783	0.000000	0.000000	0.175379	0.590194	0.876332	0.184553	-0.206847	-0.056553	0.236038	0.210597
0.009375	-0.045585	-0.022072	1.147768	-0.162083	-0.187755	0.032593	0.163583	-0.141216	1.991080	0.236800	-1.252625	0.108324	0.539410	0.657568	0.000000	0.000000	0.137232	0.552047	0.876332	-0.616138	-0.016508	-0.050450	0.018838	-0.703088
0.010417	0.259591	0.206810	-1.598814	-0.083195	0.085988	0.168014	0.000000	0.000000	2.219962	-0.030229	-1.252625	0.125146	0.168345	0.640783	0.000000	0.000000	0.060938	0.552047	1.277879	0.106646	0.219614	-0.105382	-0.171858	0.083456
0.011458	0.259591	0.283103	0.232241	-0.084873	-0.127635	0.116516	0.549582	-0.365454	2.143668	0.160506	-1.252625	0.113130	0.452652	0.636205	0.000000	0.000000	0.175379	0.666488	-1.532951	-0.302111	-0.014105	-0.087071	0.000000	0.000000
0.012500	0.107003	0.206810	-0.072935	0.336422	0.349660	0.099350	0.000000	0.000000	2.258109	0.274947	-0.047984	0.668086	0.122562	0.645360	0.000000	0.000000	0.175379	0.628341	0.876332	0.021530	-0.206847	-0.106907	0.236038	0.024569
0.013542	-0.045585	0.206810	2.063296	0.084652	0.079274	0.061203	-0.038421	0.041027	2.258109	0.198653	0.353564	0.110727	0.074377	0.660619	-0.210363	0.313174	0.175379	0.513900	0.073238	-0.131879	0.082267	-0.096226	-1.123281	-1.800691
0.014583	0.412179	0.206810	-1.598814	0.084652	-0.124278	0.129867	0.000000	0.000000	2.219962	0.122359	-0.047984	0.677699	0.216530	0.677404	0.000000	0.000000	-0.015356	0.323165	0.876332	0.040756	0.070250	-0.080968	-0.080164	0.046508
0.015625	-0.045585	0.359397	-1.598814	0.081295	-0.027538	0.103165	0.000000	0.000000	2.219962	0.198653	1.558205	0.512274	0.120159	0.631628	-0.077114	0.328759	0.022791	0.475753	0.474785	-0.049166	-0.168275	-0.091649	0.354423	-0.103554
0.016667	0.183297	0.359397	-0.988462	-0.590092	0.084309	-0.013184	0.000000	0.000000	2.258109	0.198653	-0.851078	0.512274	0.218934	0.645360	0.000000	0.000000	-0.015356	0.475753	0.876332	-0.290094	0.070250	-0.080968	-0.080164	-0.331032
0.017708	0.335885	0.054222	1.147768	0.004085	0.034260	-0.001740	-0.029850	0.003559	2.219962	0.236800	-0.851078	0.028014	0.023788	0.642309	0.000000	0.000000	0.137232	0.552047	1.277879	-0.375210	0.031678	-0.084019	-0.024789	-0.293619
0.018750	0.183297	-0.327248	0.537417	0.180324	0.030903	0.179459	-0.057504	0.335539	2.143668	0.160506	-1.252625	0.434368	0.356281	0.617895	0.000000	0.000000	0.099085	0.437606	0.876332	-0.127072	-0.018911	-0.068761	0.021580	-0.145005
0.019792	0.259591	-0.022072	-0.072935	0.005764	0.246205	0.017334	0.000000	0.000000	2.143668	0.160506	-1.252625	0.273749	0.259909	0.651464	0.000000	0.000000	0.060938	0.285018	1.679426	-0.278078	0.267799	-0.036717	-0.159459	-0.165579
0.020833	0.107003	0.130516	0.537417	0.338100	0.136036	0.074554	-0.253130	0.629121	2.143668	0.007918	-0.047984	0.203053	0.308095	0.642309	0.000000	0.000000	0.060938	0.285018	0.474785	0.444707	0.123243	-0.079442	-0.259576	0.936649
0.021875	-0.350760	-0.098366	-0.683286	-0.328251	0.125966	0.019241	0.000000	0.000000	2.105521	0.122359	-0.851078	0.035224	0.209321	0.654516	0.000000	0.000000	0.289820	0.361312	2.080973	-0.041956	-0.055081	-0.091649	0.026469	-0.020162
0.022917	0.183297	0.359397	-0.072935	-0.338322	0.244526	0.082184	0.000000	0.000000	2.029227	0.122359	-1.654172	0.195843	0.011771	0.605688	0.000000	0.000000	-0.053503	0.246871	0.876332	-0.275675	0.164218	-0.058079	-0.187393	-0.314578
0.023958	0.183297	0.206809	0.842592	-0.251042	0.084309	-0.028442	-0.100059	-0.297939	1.914786	0.084212	0.353564	0.117937	0.534604	0.636205	-1.512045	0.333566	-0.015356	0.285018	0.876332	0.203779	0.166622	-0.094700	-0.190135	0.232536
0.025000	0.030709	0.054222	1.758120	0.004085	-0.079265	-0.043701	0.045085	0.002324	2.219962	0.160506	-0.449531	-0.047489	0.457459	0.660619	0.000000	0.000000	-0.015356	0.437606	0.876332	-0.127072	-0.026121	-0.091649	0.029807	-0.145005
0.026042	0.259591	0.206810	-0.683286	-0.167118	-0.074230	0.003982	0.000000	0.000000	1.952933	0.122359	-2.055719	0.115533	0.440636	0.654516	0.000000	0.000000	0.022791	0.475753	1.679426	-0.290094	0.169025	-0.042821	-0.100644	-0.172734
0.027083	0.412179	0.130516	1.758120	0.170254	0.035939	0.032593	-0.020442	0.096838	2.067374	0.007918	-1.654172	0.363672	0.399660	0.651464	0.000000	0.000000	-0.091650	0.552047	1.679426	0.347575	-0.127299	-0.071812	0.075799	0.206960
0.028125	0.183297	-0.174660	-0.988462	-0.410496	0.191121	0.106979	0.000000	0.000000	2.258109	0.046065	-2.055719	0.441578	0.556233	0.666723	0.000000	0.000000	0.060938	0.590194	0.474785	-0.377613	0.026871	-0.036717	-0.056597	-0.795336
0.029167	0.412179	0.206810	0.232241	0.252499	-0.017467	0.087906	0.075210	1.087227	2.105521	0.274947	-2.055719	0.427158	0.161135	0.654516	0.000000	0.000000	0.175379	0.399459	1.277879	-0.044359	-0.158662	-0.042821	0.124160	-0.034713
0.030208	0.030709	-0.022072	-0.683286	-0.162083	0.027546	0.122238	0.000000	0.000000	2.029227	0.236800	0.353564	0.590180	0.349071	0.637731	-0.987293	1.669234	-0.015356	0.552047	2.482520	0.026337	0.166622	-0.108433	-0.067118	0.010609
0.031250	0.183297	0.283103	-0.072935	-0.840183	0.137715	0.026871	0.000000	0.000000	2.067374	0.084212	-0.449531	0.117937	0.062360	0.651464	0.000000	0.000000	0.099085	0.628341	2.884067	-0.058779	-0.067097	-0.042821	0.023265	-0.020381
0.032292	-0.045585	0.283103	1.758120	0.334743	-0.080944	0.101257	0.046040	0.190399	2.067374	0.122359	-0.449531	0.436771	0.255103	0.616369	0.000000	0.000000	0.060938	0.590194	4.088709	0.023934	-0.214057	-0.091649	0.052353	0.005854
0.033333	-0.198172	0.283103	-0.988462	-0.588413	0.289540	-0.062775	0.000000	0.000000	1.991080	0.236800	-1.252625	0.108324	0.250296	0.651464	0.000000	0.000000	0.022791	0.590194	3.285614	0.023934	-0.120089	-0.093175	0.036550	0.007284
0.034375	-0.045585	-0.022072	0.537417	-0.329929	0.132680	-0.020813	-0.246884	-0.613917	2.258109	0.046065	-0.449531	-0.040279	0.363491	0.651464	0.000000	0.000000	0.022791	0.513900	0.474785	0.109050	-0.071903	-0.074864	0.151444	0.229682
0.035417	0.335885	0.054222	-0.988462	0.255855	-0.019145	0.055481	0.000000	0.000000	2.143668	0.351241	-0.047984	0.181423	0.211724	0.662145	0.000000	0.000000	0.060938	0.513900	0.876332	0.028740	-0.310428	-0.091649	0.354236	0.032796
0.036458	0.107003	0.054222	-1.293638	-0.163761	0.136036	0.019241	0.000000	0.000000	2.296256	0.236800	-2.858813	0.268942	0.462265	0.648412	0.000000	0.000000	0.099085	0.628341	2.482520	-0.460326	0.173831	-0.079442	-0.070022	-0.185427
0.037500	-0.121878	0.130516	0.232241	-0.081516	0.077595	0.106979	-0.334116	-0.350999	2.143668	0.084212	-2.055719	0.599793	0.549023	0.654516	0.000000	0.000000	0.099085	0.552047	0.474785	-0.214591	0.125646	-0.088597	-0.264637	-0.451976
0.038542	0.183297	-0.098366	-0.072935	0.007442	0.030903	-0.001740	0.000000	0.000000	2.143668	0.198653	-3.661907	0.431965	0.259909	0.683507	0.000000	0.000000	0.137232	0.475753	0.073238	-0.129475	-0.209251	-0.114537	2.857137	-1.767876
0.039583	0.107003	0.359397	0.232241	0.416988	0.082631	0.003982	-0.355797	1.795499	2.067374	0.084212	-0.047983	0.358865	0.206917	0.688085	0.000000	0.000000	0.060938	0.399459	-0.328309	0.116259	0.123243	-0.041295	0.000000	0.000000
0.040625	0.107003	-0.098366	-0.378111	0.259212	-0.130992	0.087906	0.000000	0.000000	2.029227	0.236800	-0.449531	0.429561	0.252700	0.652990	0.000000	0.000000	0.137232	0.475753	1.277879	0.111453	-0.257436	-0.053502	0.201456	0.087217
0.041667	0.183297	0.130516	-0.072935	0.002407	-0.075908	0.080276	0.000000	0.000000	2.105521	0.122359	-3.260360	0.517081	0.209321	0.645360	0.000000	0.000000	-0.053503	0.437606	2.482520	-0.127072	0.067847	-0.053502	-0.027330	-0.051187
0.042708	0.259591	-0.022072	0.537417	-0.329929	-0.074230	0.116516	0.138123	-0.613917	1.991080	0.236800	-3.661907	0.590180	0.250296	0.593481	0.000000	0.000000	-0.167944	0.323165	0.474785	-0.039553	-0.276662	-0.074864	0.582711	-0.083307
0.043750	-0.045585	0.359397	-0.683287	0.165218	0.239491	0.087906	0.000000	0.000000	2.029227	0.236800	-2.055719	-0.052295	0.059957	0.659093	0.000000	0.000000	-0.129797	0.361312	2.482520	0.198972	-0.033331	-0.053502	0.013426	0.080149
0.044792	0.259591	0.130516	-0.378111	0.254177	0.192799	0.032593	0.000000	0.000000	2.067374	0.007918	-1.252625	0.443981	0.255103	0.675878	0.000000	0.000000	-0.053503	0.361312	2.482520	0.359591	0.067847	-0.093175	-0.027330	0.144849
0.045833	0.259591	0.359397	-0.072935	-0.002628	0.139393	0.061203	0.000000	0.000000	2.143668	0.122359	-1.654172	0.195843	0.211724	0.662145	0.000000	0.000000	-0.053503	0.361312	0.073238	-0.122266	-0.028524	-0.068761	0.389474	-1.669433
0.046875	0.335885	-0.098366	0.232241	0.091366	0.194478	0.013519	-0.837396	0.393409	2.143668	0.122359	-1.252625	0.115533	0.356281	0.656042	0.000000	0.000000	0.137232	0.361312	-0.328309	0.118663	0.128049	-0.085545	0.000000	0.000000
0.047917	-0.198172	0.206810	-0.072935	-0.167118	0.022511	-0.011276	0.000000	0.000000	2.219962	0.046065	-2.858813	0.120340	0.457459	0.656042	0.000000	0.000000	0.137232	0.628341	0.474785	0.423078	-0.161065	-0.080968	0.339238	0.891093
0.048958	0.183297	0.435691	1.147768	-0.172154	0.030903	0.038315	-0.026925	-0.149990	2.143668	0.198653	0.353564	0.592583	0.259909	0.668249	-0.735114	1.676031	0.099085	0.437606	0.474785	-0.368000	-0.067097	-0.087071	0.141320	-0.775089
0.050000	-0.045585	0.359397	-0.378111	0.249142	0.079274	0.156570	0.000000	0.000000	2.143668	0.046065	-0.851078	0.040031	0.211724	0.646886	0.000000	0.000000	0.213526	0.513900	1.679426	0.189359	-0.108073	-0.116063	0.064351	0.112752
0.051042	0.107003	0.130516	1.758120	-0.165440	-0.077587	0.044037	0.044130	-0.094100	2.143668	0.160506	-4.063454	0.032821	0.308095	0.657567	0.000000	0.000000	0.022791	0.552047	1.277879	-0.053972	0.217211	-0.082493	-0.169977	-0.042236
0.052083	-0.198172	0.359397	-0.072935	0.333065	0.449757	0.087906	0.000000	0.000000	2.067374	0.236800	-0.047984	0.028014	-0.082197	0.645360	0.000000	0.000000	0.099085	0.666488	0.474785	-0.061182	0.222017	-0.059605	-0.467616	-0.128863
0.053125	-0.045585	0.511985	-0.683286	-0.173832	0.025868	0.129867	0.000000	0.000000	2.067374	0.160506	-0.851078	0.354058	0.496031	0.672826	0.000000	0.000000	-0.091650	0.590194	-0.328309	0.104243	-0.079113	-0.067235	0.000000	0.000000
0.054167	0.335885	0.283103	0.537417	0.166897	0.141072	0.038315	-0.262500	0.310554	2.181815	0.084212	-3.260360	0.198246	0.310498	0.625524	0.000000	0.000000	0.060938	0.628341	3.285614	-0.299707	-0.406800	-0.099278	0.123812	-0.091218
0.055208	0.107003	0.206810	-1.598814	-0.083195	0.082631	0.156570	0.000000	0.000000	2.219962	0.122359	-1.654172	0.195843	0.312902	0.662145	0.000000	0.000000	0.099085	0.628341	0.474785	-0.219398	-0.356211	-0.103856	0.750257	-0.462100
0.056250	-0.045585	0.054222	-2.209165	-0.247685	-0.134349	0.019241	0.000000	0.000000	1.991080	0.046065	-3.661907	0.441578	-0.135189	0.662145	0.000000	0.000000	0.060938	0.704635	3.285614	0.177343	-0.021314	-0.071812	0.006487	0.053976
0.057292	0.030709	0.130516	0.537417	-0.333286	-0.186077	-0.099014	0.346243	-0.620164	2.143668	0.313094	-1.252625	0.745993	0.645395	0.663671	0.000000	0.000000	0.137232	0.666488	2.884067	-0.382420	-0.064694	-0.061131	0.022431	-0.132597
0.058333	0.107003	0.206810	-1.903990	0.168575	0.136036	0.114609	0.000000	0.000000	2.181815	0.160506	-1.252625	0.113130	0.165941	0.649938	0.000000	0.000000	0.022791	0.475753	0.073238	-0.129475	-0.023718	-0.058079	0.323845	-1.767876
0.059375	-0.045585	-0.022072	0.537417	0.173611	-0.080944	0.074554	0.150616	0.323047	2.105521	0.236800	-0.449531	0.268943	0.353877	0.680456	0.000000	0.000000	0.175379	0.361312	2.080973	0.118663	0.034081	-0.044346	-0.016377	0.057023
0.060417	-0.045585	0.206809	0.537417	0.168575	0.239491	0.034500	-0.445634	0.313677	2.219962	0.084212	0.755111	0.037627	0.120159	0.636205	-0.159128	0.049830	-0.053503	0.513900	1.277879	0.109050	-0.076710	-0.050450	0.060029	0.085336
0.061458	-0.045585	-0.022072	-0.988462	-0.246006	-0.027538	0.074554	0.000000	0.000000	2.105521	0.198653	-0.851078	-0.290820	0.402063	0.620946	0.000000	0.000000	-0.091650	0.208724	3.285614	-0.433890	-0.127299	-0.109959	0.038744	-0.132058
0.062500	0.030709	-0.174660	-0.683287	0.512661	0.241170	0.080276	0.000000	0.000000	2.219962	0.198653	-0.851078	0.512274	0.216530	0.631628	0.000000	0.000000	-0.015356	0.246871	-0.328309	-0.195365	-0.170678	-0.096226	0.000000	0.000000
0.063542	-0.274466	0.206810	-0.072935	0.168575	0.234456	0.093628	0.000000	0.000000	2.296256	0.198653	-1.654172	0.672893	0.317708	0.662145	0.000000	0.000000	0.022791	0.437606	0.876332	0.033547	-0.216460	-0.084019	0.247007	0.038281
0.064583	0.259591	0.206810	-1.293638	0.336422	-0.287853	0.061203	0.000000	0.000000	1.914786	0.084212	-0.047984	0.680103	0.197304	0.639257	0.000000	0.000000	-0.053503	0.323165	2.080973	-0.039553	-0.076710	-0.079442	0.036862	-0.019007
0.065625	0.030709	0.283103	-0.072935	-0.336643	-0.079265	0.122238	0.000000	0.000000	2.067374	0.084212	-0.851078	-0.444229	0.206917	0.651464	0.000000	0.000000	0.060938	0.437606	0.876332	0.354784	-0.214057	-0.045872	0.244265	0.404852
0.066667	0.030709	0.206810	0.842592	0.084652	0.187764	0.024963	-0.222841	0.100466	2.143668	0.046065	-4.063454	0.200649	0.404466	0.640783	0.000000	0.000000	0.060938	0.475753	2.884067	-0.209785	0.123243	-0.102330	-0.042732	-0.072739
0.067708	0.107003	0.435691	1.452944	-0.088230	0.082631	-0.036072	-0.056871	-0.060725	2.143668	0.007918	-3.260360	0.203053	0.115352	0.627050	0.000000	0.000000	0.099085	0.475753	2.080973	-0.049166	-0.356211	-0.064183	0.171175	-0.023626
0.068750	0.183297	0.435691	-0.988462	0.247463	-0.129314	0.026871	0.000000	0.000000	2.143668	-0.068376	-1.654172	0.047240	0.404466	0.627050	0.000000	0.000000	0.175379	0.475753	0.073238	0.352381	-0.014105	-0.042821	0.192587	4.811461
0.069792	-0.045585	0.130516	-0.378111	0.086330	0.079274	-0.051331	0.000000	0.000000	2.029227	0.084212	-0.449531	0.278556	0.156328	0.659093	0.000000	0.000000	-0.091650	0.590194	2.884067	-0.056376	0.306372	-0.079442	-0.106229	-0.019547
0.070833	-0.198172	0.511985	0.842592	-0.257755	0.075917	0.072647	-0.090099	-0.305908	2.143668	0.236800	1.558205	0.028014	0.211724	0.636205	-0.135877	0.017979	-0.091650	0.475753	0.876332	0.191762	-0.223670	-0.099278	0.255234	0.218824
0.071875	0.335885	0.054222	0.537417	0.004085	0.141072	0.040222	-0.262500	0.007602	2.029227	0.084212	-0.449531	-0.203301	0.156328	0.628576	0.000000	0.000000	-0.015356	0.666488	0.073238	-0.302111	-0.315235	-0.079442	4.304265	-4.125063
0.072917	-0.045585	0.283103	-0.988462	0.082973	0.292897	0.085998	0.000000	0.000000	1.838492	0.084212	-2.457266	0.358865	0.096126	0.642309	0.000000	0.000000	-0.091650	0.361312	0.876332	0.198972	-0.320041	-0.094700	0.365206	0.227051
0.073958	-0.045585	0.359397	-0.378111	-0.254398	-0.241161	0.045944	0.000000	0.000000	2.067374	0.160506	-2.457266	0.354058	0.496031	0.657567	0.000000	0.000000	0.060938	0.323165	1.679426	0.201375	0.075057	-0.105382	-0.044692	0.119907
0.075000	0.030709	0.206810	-0.378111	0.252499	0.080952	-0.001740	0.000000	0.000000	1.952933	0.236800	-3.661907	0.268943	0.055151	0.649938	0.000000	0.000000	-0.015356	0.590194	0.073238	0.345171	-0.026121	-0.079442	0.356659	4.713018
0.076042	0.030709	0.130516	-0.988462	-0.417210	0.401387	0.038315	0.000000	0.000000	1.952933	0.313094	-0.047984	0.344445	0.488821	0.640783	0.000000	0.000000	0.060938	0.590194	2.080973	-0.538232	-0.069500	-0.103856	0.033398	-0.258644
0.077083	0.259591	0.130516	0.232241	-0.249363	-0.127635	0.196625	0.549582	-1.073726	2.219962	0.274947	-2.457266	0.668086	0.312902	0.637731	0.000000	0.000000	0.060938	0.475753	0.474785	-0.049166	-0.069500	-0.080968	0.146382	-0.103554
0.078125	0.030709	0.206810	-0.072935	0.168575	0.134358	0.108887	0.000000	0.000000	2.143668	0.122359	-0.047983	0.195843	0.404466	0.652990	0.000000	0.000000	0.099085	0.475753	2.080973	-0.049166	0.125646	-0.070286	-0.060378	-0.023626
0.079167	0.030709	-0.174660	-0.378111	-0.074803	0.401387	0.038315	0.000000	0.000000	2.143668	0.122359	-0.851078	-0.125395	0.115352	0.607214	0.000000	0.000000	0.099085	0.475753	2.884067	-0.209785	-0.259839	-0.039769	0.090095	-0.072739
0.080208	0.412179	0.130516	1.147768	0.002407	0.249562	0.044037	-0.217432	0.002097	2.029227	0.198653	1.156658	0.271346	0.445442	0.654516	-0.385112	0.234595	0.137232	0.513900	3.285615	-0.131879	0.079863	-0.058079	-0.024307	-0.040138
0.081250	0.030709	0.130516	-0.072935	0.170254	0.027546	0.026871	0.000000	0.000000	2.181815	0.236800	-0.851078	0.188633	0.406870	0.643835	0.000000	0.000000	0.022791	0.399459	0.876332	-0.124669	0.169025	-0.079442	-0.192878	-0.142262
0.082292	0.335885	-0.022072	-1.293638	-0.329929	0.141072	0.011612	0.000000	0.000000	2.296256	0.236800	-1.654172	0.349252	0.414079	0.623998	0.000000	0.000000	-0.015356	0.208724	1.277879	-0.032343	0.214807	-0.051976	-0.168097	-0.025310
0.083333	-0.121878	-0.022072	-2.209165	0.593227	0.184407	0.148941	0.000000	0.000000	2.181815	0.274947	-0.851078	0.186230	0.214127	0.660619	0.000000	0.000000	0.137232	0.361312	2.080973	0.118663	-0.161065	-0.067235	0.077399	0.057023
0.084375	-0.045585	0.206810	-0.683286	-0.334965	-0.187755	0.003982	0.000000	0.000000	2.105521	0.160506	-0.449531	0.273749	0.161135	0.649938	0.000000	0.000000	0.060938	0.399459	-1.131403	-0.044359	-0.069500	-0.056553	0.000000	0.000000
0.085417	0.412179	0.054222	-0.072935	0.004085	-0.070873	0.019241	0.000000	0.000000	2.105521	0.198653	-3.260360	-0.130201	0.402063	0.648412	0.000000	0.000000	0.022791	0.361312	2.482520	-0.604122	-0.023718	-0.068761	0.009554	-0.243350
0.086458	0.335885	-0.250954	0.232241	-0.240971	0.194478	0.208069	-0.837396	-1.037590	2.105521	0.198653	-0.449531	0.271346	0.353877	0.639257	0.000000	0.000000	0.060938	0.399459	0.876332	-0.285288	-0.214057	-0.074864	0.244265	-0.325548
0.087500	-0.121878	0.130516	1.147768	-0.333286	-0.082622	0.080276	0.071985	-0.290378	2.105521	0.236800	-0.851078	0.028014	0.305692	0.683507	0.000000	0.000000	0.099085	0.475753	-0.328309	-0.049166	-0.067097	-0.073338	0.000000	0.000000
0.088542	0.183297	-0.174660	0.842592	0.260891	0.191121	0.011612	-0.226825	0.309629	2.219962	0.198653	-0.449531	-0.210511	0.361087	0.659093	0.000000	0.000000	-0.053503	0.437606	0.474785	-0.046763	-0.173081	-0.080968	0.364546	-0.098492
0.089583	0.488473	0.130516	0.232241	-0.081516	0.197835	0.080276	-0.851851	-0.350999	2.029227	0.122359	-2.858813	-0.045085	-0.036414	0.608739	0.000000	0.000000	0.175379	0.361312	2.884067	-0.202575	0.130452	-0.123692	-0.045232	-0.070239
0.090625	0.107003	0.359397	-0.683286	-0.338322	0.136036	0.019241	0.000000	0.000000	1.952933	0.084212	-0.449531	0.439174	0.151522	0.652990	0.000000	0.000000	-0.015356	0.475753	1.277879	-0.049166	0.022065	-0.090123	-0.017267	-0.038475
0.091667	0.030709	0.054222	-1.293638	-0.667301	-0.079265	0.024963	0.000000	0.000000	2.219962	-0.030229	-1.252625	0.446384	0.264716	0.625524	0.000000	0.000000	0.060938	0.552047	2.482520	0.026337	0.075057	-0.080968	-0.030234	0.010609
0.092708	0.107003	0.130516	-0.683286	0.002407	0.136036	0.074554	0.000000	0.000000	2.105521	-0.030229	-2.457266	-0.115782	0.209321	0.657567	0.000000	0.000000	0.060938	0.475753	1.277879	-0.370404	0.123243	-0.093175	-0.096443	-0.289858
0.093750	0.030709	0.130516	-1.293638	0.002407	0.027546	0.122238	0.000000	0.000000	2.067374	0.046065	0.353564	0.280959	0.158732	0.640783	-0.448948	0.794649	-0.015356	0.475753	-0.729856	-0.450713	-0.026121	-0.084019	0.000000	0.000000
