BioWare Version 5.0.3.0 Export
Device:	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11
0.398958	0.167943	0.097886	-1.919345	-0.095050	-0.053406	-0.003863	0.000000	0.000000	-16.850405	-46.020843	123.312839	16.452918	-12.164884	-2.077873	0.098651	0.133424	2.861023	4.675042	0.944519	0.557055	-0.146448	0.198182	0.155051	0.589776
0.400000	0.320530	0.555649	-1.308993	0.230573	0.270386	0.007581	0.000000	0.000000	-17.002993	-42.511322	124.919026	16.713674	-12.367239	-2.474601	0.099002	0.133796	5.226135	3.225457	0.542972	0.407451	-0.142003	0.149354	0.261529	0.750408
0.401042	0.167943	0.937119	-2.529696	-0.449206	0.053406	0.158262	0.000000	0.000000	-13.340883	-43.083526	128.131406	16.749723	-12.811126	-2.491386	0.099984	0.130723	2.212524	1.890313	-2.669404	-0.311529	-0.139118	0.158510	0.000000	0.000000
0.402083	-0.213527	1.166001	1.437589	-0.538165	-0.008392	0.097227	0.005838	-0.374353	-12.082033	-42.663909	130.139141	16.803597	-12.683633	-2.528007	0.097462	0.129120	-2.365112	1.165520	-1.464763	-0.506796	0.102533	-0.386229	0.000000	0.000000
0.403125	-1.129054	1.166001	2.353116	-0.118548	-0.081940	0.169706	0.034822	-0.050379	-11.204654	-38.811066	128.532948	17.042724	-12.917471	-2.900321	0.100499	0.132594	-2.822876	0.822198	1.346067	0.398237	-0.167234	-0.561705	0.124239	0.295853
0.404167	-0.976467	1.089707	0.522061	-0.116870	-0.185394	0.213575	0.355120	-0.223862	-12.463504	-39.879180	130.540690	17.511563	-12.563109	-2.456291	0.096239	0.134146	-1.602173	1.585137	4.156896	-0.051375	-0.042144	-0.274840	0.010138	-0.012359
0.405208	-1.281642	0.937119	0.216886	-0.365283	-0.138702	0.133466	0.639519	-1.684219	-16.850405	-38.200714	130.139139	17.486128	-12.984040	-2.225883	0.099770	0.134365	1.258850	-1.047004	0.141425	0.275069	0.041729	-0.164977	-0.295059	1.944976
0.406250	-1.052761	0.555649	1.437589	-0.189044	-0.667725	0.114393	0.464475	-0.131501	-16.926699	-39.993621	130.540687	17.518772	-13.133403	-1.671989	0.100608	0.134202	1.678467	1.279961	-0.661669	-0.514005	-0.028207	0.320253	0.000000	0.000000
0.407292	-0.137233	0.097886	0.216886	0.324567	-0.220337	0.034284	1.015913	1.496488	-15.705996	-39.688446	128.934497	17.338927	-12.960128	-2.288444	0.100517	0.134479	2.784729	0.478875	2.952255	0.259248	0.186045	-0.244322	-0.063018	0.087813
0.408333	0.320530	0.250474	0.522061	0.069440	-0.156860	0.007581	0.300463	0.133011	-12.043886	-42.816497	125.722124	17.054138	-13.114900	-2.145012	0.104317	0.135649	0.152588	0.822198	1.346067	0.077000	-0.172523	-0.018492	0.128168	0.057203
0.409375	1.083470	0.479355	0.522061	-0.271289	0.073547	-0.116396	-0.140879	-0.519649	-12.043886	-44.571258	125.722125	16.682832	-13.114900	-2.770622	0.104317	0.132696	-0.724793	0.440728	-0.260122	0.101032	-0.035055	-0.557128	0.000000	0.000000
0.410417	1.464940	0.555649	-3.140048	-0.105121	0.188751	0.097227	0.000000	0.000000	-10.746889	-44.952728	128.532951	16.787173	-13.177746	-2.419670	0.102524	0.130606	-0.572205	1.203667	0.944519	-0.348580	-0.073628	-0.062743	0.077952	-0.369055
0.411458	1.541234	0.860825	-0.088290	0.223859	0.083618	0.141096	0.000000	0.000000	-13.760500	-45.601226	124.517483	16.506791	-13.078490	-2.468498	0.105033	0.132566	0.839233	0.936639	-0.260122	0.069790	-0.032893	-0.209227	0.000000	0.000000
0.412500	1.159764	0.784531	-0.088290	0.057691	0.288849	0.133466	0.000000	0.000000	-15.210085	-45.524932	128.131403	17.064150	-13.025257	-2.071769	0.101655	0.133177	0.610352	0.402581	1.747614	-0.137493	-0.095498	0.080690	0.054645	-0.078675
0.413542	0.396824	0.708237	-2.529696	-0.108478	-0.155182	0.226926	0.000000	0.000000	-15.934878	-45.334198	125.722122	16.409659	-13.167290	-2.227409	0.104733	0.130523	0.953674	-0.856269	0.542972	-0.299113	0.070688	-0.007811	-0.130188	-0.550882
0.414583	0.091649	0.937119	0.522061	-0.281360	0.051727	0.144910	-0.099083	-0.538940	-14.408999	-44.952728	126.926765	17.269030	-13.215717	-2.474601	0.104121	0.136055	-0.381470	-1.199592	0.944519	-0.197175	-0.157983	-0.129881	0.167262	-0.208757
0.415625	-0.594997	1.089707	-1.003817	0.134900	0.303650	0.112486	0.000000	0.000000	-13.188295	-45.677520	131.745325	17.475310	-13.331555	-2.540214	0.101192	0.132645	-2.250671	-1.733650	2.149161	-0.243839	0.061557	-0.180236	-0.028642	-0.113458
0.416667	-1.281642	1.318589	-0.698642	-0.121905	0.021515	0.162077	0.000000	0.000000	-13.073854	-46.326019	130.942232	17.676785	-13.227974	-2.705009	0.101021	0.134997	-2.326965	-1.542915	2.550708	-0.014927	-0.184178	-0.340453	0.072206	-0.005852
0.417708	-1.510524	0.631943	-0.393466	0.144971	-0.250549	0.085783	0.000000	0.000000	-12.654238	-46.821929	131.745331	17.226171	-13.297909	-2.616508	0.100936	0.130754	-1.106262	-0.322212	1.747614	-0.413069	-0.107273	-0.154296	0.061383	-0.236361
0.418750	-1.357936	0.784531	-0.088290	0.393384	0.019836	0.127744	0.000000	0.000000	-14.294558	-47.355987	130.942237	17.259817	-13.304879	-2.639396	0.101609	0.131812	0.648499	-0.284065	-0.661669	0.066385	0.099648	-0.180236	0.000000	0.000000
0.419792	-0.671291	0.860825	0.522061	-0.279681	0.141754	0.146818	-0.271528	-0.535725	-14.561587	-48.500396	133.753065	17.251605	-13.273515	-2.460868	0.099239	0.128981	1.182556	1.127373	0.141425	0.298702	0.036922	-0.004759	-0.261072	2.112080
0.420833	-0.060939	0.250474	-0.393466	-0.182330	-0.218658	0.081968	0.000000	0.000000	-14.332705	-48.538543	135.359251	17.254008	-13.740952	-2.734001	0.101515	0.127468	1.487732	1.051080	-0.661669	-0.178348	-0.232966	-0.108519	0.000000	0.000000
0.421875	0.625706	0.479355	-1.919345	-0.103442	-0.043335	0.101041	0.000000	0.000000	-12.921267	-49.835540	138.170080	17.576646	-13.700217	-2.750785	0.099155	0.127210	0.762939	1.737725	-0.260122	0.179940	0.058672	-0.131407	0.000000	0.000000
0.422917	1.236058	0.097886	-0.088290	-0.262897	-0.029907	0.072431	0.000000	0.000000	-13.226442	-49.949981	139.776269	17.744476	-13.719443	-2.929313	0.098153	0.126949	0.114441	1.432549	2.550708	0.118857	0.162374	-0.212279	-0.063658	0.046598
0.423958	1.464940	-0.130996	0.216886	-0.173938	0.242157	0.133466	-1.116519	-0.801979	-13.417177	-49.644805	142.185554	17.725250	-14.020574	-2.808769	0.098608	0.124663	-0.305176	1.928460	0.141425	0.087615	-0.153176	-0.197020	1.083088	0.619510
0.425000	1.007176	0.174180	0.827237	0.155042	0.232086	0.118208	-0.280556	0.187421	-14.904909	-49.682952	141.382459	17.888272	-14.017929	-2.903373	0.099149	0.126524	0.267029	1.661431	0.944519	-0.377419	-0.020756	-0.193968	0.021975	-0.399589
0.426042	0.778294	0.555649	1.132413	0.230573	-0.146790	0.125837	0.129625	0.203612	-16.011172	-50.064422	145.397932	18.233543	-14.376738	-2.715690	0.098879	0.125404	0.419617	0.784051	0.944520	0.159712	-0.203886	-0.073424	0.215862	0.169094
0.427083	0.167943	0.631943	2.963468	0.061048	0.267029	0.059080	-0.090107	0.020600	-16.812258	-50.751068	148.610307	18.758658	-14.523578	-2.756889	0.097729	0.126227	0.457764	0.517022	-0.661669	0.337154	-0.008740	-0.049010	0.000000	0.000000
0.428125	-0.289821	0.784531	-0.393466	0.309461	-0.010071	0.112486	0.000000	0.000000	-16.468935	-51.018096	147.004116	18.293623	-14.694691	-2.787407	0.099961	0.124443	0.381470	0.478875	2.550708	-0.624156	-0.206289	-0.102416	0.080875	-0.244699
0.429167	-1.129054	0.555649	2.353116	-0.272967	0.131683	0.204038	-0.055961	-0.116002	-16.201906	-52.048065	150.618040	18.920677	-14.726054	-2.848442	0.097771	0.125620	-0.038147	0.288140	0.542972	-0.049974	0.008204	-0.175658	-0.015109	-0.092037
0.430208	-1.052761	0.250474	0.216886	-0.182330	-0.026855	0.099134	0.123823	-0.840674	-16.812258	-53.459503	148.610306	18.286813	-14.909063	-2.901848	0.100323	0.123052	-0.572205	0.249993	1.346067	0.594905	-0.025442	-0.192443	0.018901	0.441958
0.431250	-0.900173	0.479356	-1.308993	0.232251	-0.290527	0.070524	0.000000	0.000000	-17.537050	-54.336883	154.231964	19.305801	-15.243839	-2.816398	0.098837	0.125174	-0.419617	0.288140	2.550708	-0.130283	-0.160386	-0.224486	0.062879	-0.051077
0.432292	-0.823879	0.326768	-1.308993	-0.100085	0.031586	0.022840	0.000000	0.000000	-18.147402	-55.099823	151.822680	18.872010	-15.185919	-2.834709	0.100024	0.124303	0.381470	0.517022	0.944519	0.176535	-0.206289	-0.134459	0.218406	0.186905
0.433333	-0.518703	0.555649	-0.698642	-0.105121	0.038300	0.062894	0.000000	0.000000	-19.139223	-55.710174	155.838152	19.231699	-15.923003	-2.718742	0.102177	0.123408	0.343323	0.249993	0.542972	-0.208189	-0.353249	-0.070372	0.650584	-0.383425
0.434375	0.091649	0.631943	-1.308993	0.228894	0.051727	-0.034380	0.000000	0.000000	-19.978457	-56.320526	159.452077	19.671699	-15.831318	-2.755363	0.099286	0.123371	0.267029	-0.207771	-3.070951	-0.099041	0.075615	-0.134459	0.000000	0.000000
0.435417	0.320530	0.555649	-1.308993	-0.440814	-0.263672	0.072431	0.000000	0.000000	-19.711428	-56.663848	158.247436	19.773637	-16.151795	-2.770622	0.102067	0.124954	-0.076294	-0.093330	-1.063216	0.295297	0.005800	-0.137511	0.000000	0.000000
0.436458	0.702000	0.784531	-0.698642	-0.110156	-0.041657	0.091505	0.000000	0.000000	-20.131045	-56.701995	162.262904	20.097278	-16.467345	-2.764518	0.101486	0.123856	-0.228882	-0.741828	1.747614	-0.707870	0.044373	-0.187865	-0.025391	-0.405050
0.437500	0.244237	0.708237	0.522061	-0.276324	0.268707	0.089597	-0.514704	-0.529294	-20.779543	-56.740142	163.869096	19.939063	-16.700943	-2.639396	0.101916	0.121677	-0.572205	-0.284065	0.141425	-0.415472	0.022744	-0.174132	-0.160817	-2.937745
0.438542	0.320530	0.784531	-0.088290	0.057691	0.163574	0.165891	0.000000	0.000000	-21.275454	-57.045318	166.679928	20.520455	-16.587628	-2.720268	0.099518	0.123113	-0.267029	-0.474800	-0.661669	-0.082218	-0.054402	-0.200072	0.000000	0.000000
0.439583	0.244237	0.479356	1.742765	0.232251	-0.051727	0.118208	0.029681	0.133266	-22.038393	-57.083465	171.498485	20.362238	-17.213920	-2.590568	0.100374	0.118731	0.000000	-0.093330	-1.063216	0.455916	0.010607	-0.171080	0.000000	0.000000
0.440625	-0.137233	0.555649	-1.919345	-0.105121	0.260315	0.114393	0.000000	0.000000	-22.877627	-56.549407	173.907768	20.810449	-17.363163	-2.560051	0.099841	0.119664	0.000000	0.364434	0.944520	0.346767	-0.230321	-0.134459	0.243850	0.367136
0.441667	0.015355	0.479356	0.827237	-0.019519	0.210266	0.097227	-0.254179	-0.023595	-22.877627	-56.969024	174.309319	21.077814	-17.411349	-2.537162	0.099888	0.120922	0.190735	0.631463	-1.063216	0.249635	-0.170119	-0.174132	0.000000	0.000000
0.442708	0.244237	0.708237	-1.308993	0.059369	0.161896	0.024748	0.000000	0.000000	-22.839480	-57.236053	177.120152	21.014328	-17.649875	-2.579887	0.099649	0.118644	0.381470	0.898492	0.944519	0.473740	-0.013546	-0.164977	0.014342	0.501567
0.443750	-0.213527	0.784531	-1.614169	0.141614	-0.328827	0.160169	0.000000	0.000000	-23.220949	-57.274200	182.340263	21.739516	-18.107578	-2.511223	0.099307	0.119225	0.381470	1.089226	3.353802	-0.341370	0.082825	-0.132933	-0.024696	-0.101786
0.444792	0.015355	0.708237	0.827237	-0.192401	0.103455	0.068617	-0.125060	-0.232583	-23.831301	-57.121612	179.529429	21.810212	-18.194216	-2.459343	0.101344	0.121485	0.267029	1.508843	0.141425	0.114050	-0.020756	-0.184813	0.146762	0.806435
0.445833	0.396824	0.403062	0.522061	-0.269610	-0.368805	0.116300	0.706440	-0.516434	-23.907595	-57.007171	184.348002	21.963622	-18.199023	-2.393730	0.098721	0.119142	0.877380	1.203667	0.944519	0.293895	-0.175046	-0.178710	0.185329	0.311159
0.446875	0.473118	0.555649	1.742765	-0.440814	0.060120	0.038099	-0.034497	-0.252940	-25.013857	-57.121612	187.560383	22.773927	-18.461461	-2.360161	0.098429	0.121422	0.572205	1.165520	0.944519	-0.024939	0.287584	-0.137511	-0.304477	-0.026404
0.447917	0.167943	0.555649	-1.003817	-0.021197	-0.106812	0.053358	0.000000	0.000000	-25.547915	-56.969024	192.378943	22.282456	-18.784219	-2.302177	0.097642	0.115826	0.610352	1.203667	-1.063216	0.052967	-0.143684	-0.140563	0.000000	0.000000
0.448958	-0.366115	0.250474	2.353116	-0.601947	-0.065155	0.085783	0.027689	-0.255808	-25.357180	-57.426788	191.977393	22.712842	-18.916760	-2.248771	0.098536	0.118310	0.228882	0.707757	0.141425	0.325138	-0.119531	-0.148192	0.845184	2.299005
0.450000	-0.366115	0.174180	0.827237	0.322888	-0.118561	0.171613	0.143321	0.390321	-26.196413	-57.770111	194.386677	23.216328	-19.258745	-2.228935	0.099074	0.119434	0.076294	0.517022	0.141425	-0.465940	-0.032772	-0.158873	0.231728	-3.294602
0.451042	-0.594997	0.479356	2.353116	-0.271289	0.036621	0.123930	-0.015563	-0.115289	-26.806765	-58.113433	196.394414	23.318267	-19.441755	-2.160270	0.098993	0.118732	-0.114441	0.669610	1.346067	-0.074006	0.099768	-0.187865	-0.074118	-0.054980
0.452083	-0.213527	0.479356	2.353116	0.232251	0.045013	0.129652	-0.019129	0.098699	-27.188235	-58.800079	195.591318	23.361525	-19.947644	-2.114494	0.101986	0.119441	0.038147	0.555169	-1.464763	-0.307725	0.157567	-0.164977	0.000000	0.000000
0.453125	-0.366115	0.631943	0.827237	-0.022876	0.095062	0.160169	-0.114915	-0.027653	-27.722292	-59.372283	196.394412	23.558193	-19.788547	-2.091606	0.100759	0.119953	0.114441	0.440728	0.542972	-0.059587	0.017817	-0.123778	-0.032813	-0.109742
0.454167	-0.289821	0.860825	1.437589	0.307782	0.310364	0.015211	-0.215892	0.214096	-28.447085	-59.677459	201.212969	23.898655	-20.316064	-2.013786	0.100968	0.118773	0.038147	0.173699	-0.260122	-0.203383	-0.179732	-0.168028	0.000000	0.000000
0.455208	0.244237	0.860825	-1.003817	-0.195758	0.001678	0.120115	0.000000	0.000000	-28.981142	-60.173370	202.016067	23.769279	-20.349710	-1.960380	0.100733	0.117660	0.152588	0.326287	1.346067	0.268861	-0.076151	-0.123778	0.056573	0.199738
0.456250	0.244237	1.013413	0.827237	0.304425	0.215302	0.162077	-0.260266	0.368002	-29.171877	-60.135223	203.220717	23.847188	-20.602656	-1.935966	0.101381	0.117346	0.305176	-0.131477	2.550708	-0.425085	0.174390	-0.166503	-0.068369	-0.166654
0.457292	0.854588	0.860825	1.437589	0.307782	0.015106	0.162077	-0.010508	0.214096	-29.705935	-60.592987	206.834633	23.795715	-20.684486	-1.926811	0.100005	0.115047	0.228882	-0.055183	0.141425	-0.108654	0.073212	-0.148192	-0.517673	-0.768276
0.458333	0.778294	0.555649	-0.088290	0.398419	0.066833	0.057172	0.000000	0.000000	-30.354433	-60.402252	210.850105	24.586794	-21.014456	-1.844413	0.099665	0.116608	0.190735	-0.131477	1.346067	-0.023538	-0.073748	-0.158873	0.054788	-0.017486
0.459375	0.396824	0.555649	-0.698642	0.062726	0.058441	-0.047732	0.000000	0.000000	-31.041079	-60.364105	212.456299	24.745011	-21.250458	-1.763542	0.100023	0.116471	0.000000	-0.055183	0.542972	0.292893	-0.182136	-0.154296	0.335442	0.539426
0.460417	0.320530	0.708237	0.827237	0.143292	0.323792	0.110578	-0.391413	0.173218	-32.109194	-60.287811	213.660941	24.981133	-21.365935	-1.647575	0.099999	0.116920	-0.076294	0.135552	-1.063216	-0.040361	0.005800	-0.207701	0.000000	0.000000
0.461458	-0.060939	0.479356	-0.088290	-0.271289	0.368805	0.118208	0.000000	0.000000	-32.643252	-60.325958	217.274863	24.742607	-21.833251	-1.658256	0.100487	0.113877	-0.190735	0.135552	-0.661669	-0.120670	-0.145966	-0.157347	0.000000	0.000000
0.462500	-0.289821	0.631943	0.827237	-0.190722	-0.010071	0.219297	0.012174	-0.230554	-33.253603	-60.325958	218.479498	25.304772	-21.823517	-1.591117	0.099888	0.115822	0.000000	0.364434	-0.260122	-0.054780	0.106978	-0.125304	0.000000	0.000000
0.463542	-0.213527	0.708237	-0.393466	-0.024554	-0.115204	0.215482	0.000000	0.000000	-33.902102	-60.249664	223.298059	25.621202	-22.249857	-1.543815	0.099642	0.114740	-0.114441	0.631463	1.747614	0.169325	-0.141160	-0.180236	0.080773	0.096889
0.464583	-0.213527	0.326768	-0.393466	0.151685	-0.115204	0.034284	0.000000	0.000000	-34.626894	-60.440399	224.904245	25.954455	-22.391890	-1.513298	0.099562	0.115402	0.114441	0.745904	1.346067	0.242425	0.017817	-0.157347	-0.013236	0.180099
0.465625	-0.289821	0.860825	0.216886	-0.195758	-0.010071	0.041914	0.046434	-0.902585	-35.160952	-60.249664	226.108880	26.022748	-22.473720	-1.453788	0.099393	0.115089	0.076294	0.860345	-1.063216	0.074596	-0.370072	-0.206175	0.000000	0.000000
0.466667	-0.289821	0.631943	-0.088290	-0.106799	-0.063477	0.043821	0.000000	0.000000	-35.771303	-60.325958	230.124360	26.509413	-23.090402	-1.398857	0.100339	0.115196	0.343323	1.089226	0.141425	-0.020133	-0.208692	-0.152770	1.475633	-0.142355
0.467708	0.167943	0.479356	1.437589	-0.187366	0.427246	0.055265	-0.297196	-0.130333	-36.190920	-60.364105	232.132098	26.913363	-23.165023	-1.356132	0.099792	0.115940	0.534058	0.936639	2.952255	-0.090829	-0.052119	-0.163451	0.017654	-0.030766
0.468750	0.091649	0.555649	-0.088290	-0.105121	-0.161896	0.062894	0.000000	0.000000	-36.953860	-60.516693	235.746009	27.163902	-23.550387	-1.328666	0.099897	0.115225	0.610352	0.936639	0.542972	-0.251448	-0.047312	-0.187865	0.087136	-0.463095
0.469792	0.396824	0.555649	-1.003817	-0.021197	0.005035	0.120115	0.000000	0.000000	-37.831240	-60.745575	238.556852	27.258634	-23.846592	-1.284416	0.099962	0.114265	0.534058	0.974786	-0.661669	-0.012923	-0.196676	-0.177184	0.000000	0.000000
0.470833	0.244237	0.479356	1.132413	-0.271289	-0.158539	0.160169	0.140001	-0.239567	-38.365298	-61.165192	242.170772	27.525997	-23.832051	-1.258476	0.098410	0.113664	0.534058	0.745904	-1.063216	0.724282	0.044253	-0.161925	0.000000	0.000000
0.471875	0.244237	0.555649	-0.088290	0.230573	0.268707	0.173521	0.000000	0.000000	-38.708620	-61.508514	242.170763	27.868863	-24.046422	-1.252372	0.099295	0.115079	0.610352	0.784051	0.944520	0.320331	0.000873	-0.175658	-0.000925	0.339147
0.472917	0.015355	0.784531	1.437589	-0.026233	0.103455	0.112486	-0.071964	-0.018248	-39.471560	-62.118866	246.989332	28.067934	-24.287230	-1.227958	0.098333	0.113640	0.190735	0.745904	-0.260122	-0.078813	-0.266491	-0.190917	0.000000	0.000000
0.473958	-0.289821	0.403062	0.216886	-0.017840	0.203552	0.041914	-0.938523	-0.082257	-40.310793	-62.385895	247.792423	28.084756	-24.629215	-1.214225	0.099395	0.113340	0.152588	0.593316	1.346067	0.091419	0.116591	-0.180235	-0.086616	0.067916
0.475000	0.015355	0.631943	0.522061	0.061048	0.050049	0.085783	-0.095868	0.116936	-40.768557	-62.996246	253.012542	28.524757	-24.995355	-1.205070	0.098791	0.112740	0.038147	0.478875	0.542972	-0.383228	-0.179732	-0.152770	0.331016	-0.705796
0.476042	-0.518703	0.708237	0.216886	-0.192401	-0.228729	-0.017214	1.054608	-0.887108	-41.226321	-63.797333	253.414095	28.976774	-24.976009	-1.176078	0.098558	0.114346	-0.038147	0.440728	1.346067	0.101032	0.104575	-0.166503	-0.077689	0.075057
0.477083	0.091649	0.555649	-1.003817	-0.021197	-0.215302	0.024748	0.000000	0.000000	-41.722231	-64.140656	256.626459	28.998401	-25.489107	-1.179130	0.099324	0.112998	-0.076294	0.249993	0.944520	-0.449117	-0.138757	-0.193968	0.146907	-0.475498
0.478125	-0.060939	0.403062	0.522062	-0.101764	-0.272064	0.120115	0.521134	-0.194927	-42.065554	-64.483978	254.618720	29.421577	-25.655293	-1.182182	0.100760	0.115552	0.038147	0.249993	2.952255	0.113048	0.109381	-0.235167	-0.037050	0.038292
0.479167	-0.213527	0.631943	-0.088290	-0.274646	0.151825	0.133466	0.000000	0.000000	-42.485171	-64.979889	258.634194	29.452819	-25.874471	-1.191337	0.100043	0.113878	0.076294	0.173699	3.353802	-0.283692	-0.032772	-0.187865	0.009772	-0.084588
0.480208	0.015355	0.403062	-0.698642	-0.269610	0.156860	0.072431	0.000000	0.000000	-42.714052	-65.208771	263.051220	30.029407	-26.033449	-1.200492	0.098967	0.114158	0.000000	0.173699	0.944519	-0.283692	0.155164	-0.184813	-0.164278	-0.300356
0.481250	0.167943	0.708237	-1.614169	-0.024554	-0.106812	0.125837	0.000000	0.000000	-43.171816	-65.704681	263.854309	29.900028	-26.255029	-1.198967	0.099506	0.113320	0.228882	0.059258	0.944519	-0.115863	-0.119530	-0.210753	0.126552	-0.122669
0.482292	0.091649	0.708237	-1.308993	0.395062	-0.055084	0.078153	0.000000	0.000000	-43.400698	-65.895416	267.066690	30.072664	-26.751306	-1.191337	0.100167	0.112604	0.381470	0.249993	0.542972	-0.047570	-0.061732	-0.197020	0.113692	-0.087611
0.483333	0.091649	0.479355	1.742765	-0.271289	-0.055084	0.106763	0.031607	-0.155666	-43.934756	-66.200592	269.074419	30.172199	-26.640394	-1.182182	0.099008	0.112133	0.305176	0.326287	-0.661669	-0.453924	-0.403838	-0.227538	0.000000	0.000000
0.484375	0.244237	0.403062	-1.003817	0.317853	0.108490	0.188780	0.000000	0.000000	-44.163637	-66.505768	271.082160	30.432354	-26.799371	-1.182182	0.098861	0.112262	0.076294	0.593316	-1.063216	0.412657	-0.080958	-0.186339	0.000000	0.000000
0.485417	0.167943	0.631943	-0.393466	-0.358569	0.106812	0.074339	0.000000	0.000000	-44.392519	-66.582062	273.491445	30.597781	-27.392019	-1.163871	0.100157	0.111878	0.152588	0.440728	0.542972	0.743508	-0.076151	-0.186339	0.140249	1.369329
0.486458	0.167943	0.403062	0.827237	-0.185687	0.213623	0.183057	-0.258237	-0.224467	-44.697695	-67.039825	277.506907	31.269094	-27.411244	-1.169975	0.098777	0.112679	-0.038147	0.555169	0.141425	0.655988	-0.039982	-0.198546	0.282708	4.638406
0.487500	0.015355	0.708237	1.742765	-0.276324	0.050049	0.072431	-0.028718	-0.158555	-45.231753	-66.849091	282.727028	31.498007	-27.974933	-1.180656	0.098947	0.111408	0.114441	0.631463	1.747614	0.169325	-0.030369	-0.195494	0.017377	0.096889
0.488542	-0.213527	0.784531	-0.393466	-0.194079	-0.222015	0.133466	0.000000	0.000000	-45.460634	-67.154266	284.734758	32.079398	-28.037538	-1.134880	0.098469	0.112664	0.190735	0.707757	0.944519	-0.156719	0.070809	-0.189391	-0.074968	-0.165924
0.489583	0.244237	0.479355	1.742765	0.064405	0.161896	0.038099	-0.092896	0.036955	-45.384340	-67.383148	284.734764	31.933200	-28.321846	-1.177604	0.099467	0.112151	0.457764	0.478875	-1.063216	0.098629	-0.056925	-0.215331	0.000000	0.000000
0.490625	0.396824	0.479356	-0.393466	0.148328	-0.101776	0.019025	0.000000	0.000000	-45.651369	-67.688324	287.947137	32.273663	-28.531411	-1.166923	0.099086	0.112082	0.343323	0.669610	-0.260122	-0.074006	-0.160506	-0.163451	0.000000	0.000000
0.491667	-0.060939	0.097886	-0.698642	0.072797	0.368805	0.093412	0.000000	0.000000	-45.956545	-68.146088	291.159514	32.623739	-28.839751	-1.179130	0.099051	0.112048	0.190735	0.555169	0.141425	0.013513	-0.121934	-0.232115	0.862177	0.095549
0.492708	-0.289821	0.326768	1.742765	-0.435779	-0.170288	0.028562	0.097711	-0.250050	-46.032839	-68.565704	295.174978	33.132031	-29.422784	-1.159294	0.099679	0.112245	0.343323	0.593316	-0.260122	-0.069200	-0.256878	-0.181761	0.000000	0.000000
0.493750	0.396824	0.174180	1.437589	-0.516345	-0.101776	0.133466	0.070796	-0.359174	-46.299868	-68.718292	298.387354	33.462882	-29.150493	-1.136405	0.097693	0.112146	0.305176	0.669610	-0.661669	-0.154316	-0.211095	-0.192443	0.000000	0.000000
0.494792	0.091649	0.250474	0.216886	-0.014483	0.211945	0.146818	-0.977218	-0.066779	-46.719484	-69.252350	298.788917	33.416220	-29.803344	-1.171501	0.099747	0.111839	0.152588	0.707757	0.141425	0.164519	0.164777	-0.197020	-1.165117	1.163292
0.495833	-0.060939	0.174180	0.216886	-0.012805	-0.005035	0.080061	0.023217	-0.059040	-46.833925	-69.557526	301.599734	33.997611	-29.955110	-1.139457	0.099321	0.112724	0.152588	0.707757	-0.260122	0.084209	-0.172523	-0.181761	0.000000	0.000000
0.496875	0.320530	0.403062	-0.698642	0.066083	0.056763	0.072431	0.000000	0.000000	-46.948366	-70.015289	303.205923	34.026449	-29.865948	-1.180656	0.098501	0.112222	0.152588	0.745904	-1.866310	-0.239432	0.020220	-0.210753	0.000000	0.000000
0.497917	0.015355	0.708237	-1.003817	-0.192401	0.210266	0.156355	0.000000	0.000000	-47.100954	-70.663788	305.615210	34.067306	-30.357418	-1.142509	0.099332	0.111471	0.190735	0.478875	0.944519	-0.142299	-0.218305	-0.250426	0.231128	-0.150658
0.498958	-0.060939	0.555649	-2.529696	0.398419	0.155182	0.009489	0.000000	0.000000	-47.100954	-70.930817	310.433768	34.405365	-30.839273	-1.110466	0.099343	0.110830	0.152588	0.326287	1.346066	-0.212996	-0.268894	-0.224486	0.199763	-0.158236
0.500000	0.167943	0.631943	1.437589	-0.190722	0.320435	0.143003	-0.222897	-0.132668	-47.444277	-71.274139	310.835324	34.667925	-30.812719	-1.162345	0.099129	0.111531	0.190735	0.288140	0.944520	0.190955	-0.121934	-0.209227	0.129096	0.202171
0.501042	0.320530	0.555649	1.437589	-0.524737	0.110168	0.045728	-0.076634	-0.365012	-47.482424	-71.541168	316.055438	35.086295	-30.670565	-1.134880	0.097042	0.111013	0.228882	0.135552	1.346067	-0.200979	-0.553201	-0.232115	0.410976	-0.149309
0.502083	0.396824	0.250474	0.827237	-0.014483	-0.208588	0.104856	0.252150	-0.017508	-47.558718	-71.998932	318.063170	35.195443	-31.398156	-1.119621	0.098717	0.110656	0.457764	0.364434	0.542972	-0.215399	-0.056925	-0.192443	0.104840	-0.396703
0.503125	-0.137233	0.631943	-1.614169	-0.358569	-0.006714	0.127744	0.000000	0.000000	-47.406130	-72.265961	321.275538	35.694121	-31.677656	-1.118095	0.098600	0.111101	0.419617	0.555169	1.747614	-0.468344	0.181600	-0.207701	-0.103913	-0.267990
