BioWare Version 5.0.3.0 Export
Device:	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11
Date	Oct 29, 2022  10:37:37
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay
	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m
0.000000	0.091649	0.631943	1.437589	-0.358569	-0.001678	0.045728	0.001168	-0.249424	2.146787	0.175139	-2.772948	0.211206	0.307382	0.651925	0.000000	0.000000	0.076294	0.631463	1.346066	-0.071603	0.015413	-0.117674	-0.011451	-0.053194
0.001042	0.091649	0.250474	0.522061	0.405133	0.158539	0.059080	-0.303678	0.776026	1.994199	0.098845	-0.765213	-0.024916	0.249584	0.636666	0.000000	0.000000	0.152588	0.631463	0.141425	0.169325	0.164777	-0.114623	-1.165116	1.197277
0.002083	-0.060939	0.479355	-1.308993	-0.271289	0.261993	0.240278	0.000000	0.000000	1.879758	0.213286	0.037881	0.128493	0.049631	0.670235	-1.310184	3.392008	0.038147	0.478875	-0.260122	0.098629	-0.179732	-0.155821	0.000000	0.000000
0.003125	0.244237	0.631943	-0.698642	0.228894	-0.051727	0.129652	0.000000	0.000000	2.108640	-0.015596	-0.765213	0.785388	0.353165	0.627510	0.000000	0.000000	0.000000	0.669610	-0.661669	0.006303	0.155164	-0.073424	0.000000	0.000000
0.004167	-0.060939	0.097886	1.437589	-0.514667	0.208588	0.074339	-0.145095	-0.358007	2.032346	-0.015596	-2.371401	-0.178325	0.348358	0.612252	0.000000	0.000000	-0.114441	0.555169	0.542972	-0.388034	-0.382088	-0.091735	0.703697	-0.714648
0.005208	0.015355	0.326768	0.522061	-0.100085	-0.163574	0.150633	0.313324	-0.191712	1.956052	-0.015596	0.840975	0.303532	0.343552	0.630562	-0.408516	0.360928	0.076294	0.364434	1.747614	-0.135090	-0.032772	-0.113097	0.018753	-0.077299
0.006250	0.244237	0.555649	-0.393466	-0.189044	-0.211945	0.047636	0.000000	0.000000	2.108640	0.022551	-3.977590	0.301129	0.353165	0.650399	0.000000	0.000000	0.190735	0.402581	0.944519	-0.137493	-0.121934	-0.131407	0.129096	-0.145569
0.007292	-0.289821	0.631943	-0.088290	-0.106799	0.256958	0.093412	0.000000	0.000000	1.879758	-0.053743	-3.576043	0.386245	0.483302	0.577156	0.000000	0.000000	-0.152588	0.326287	-0.661669	-0.293305	0.049180	-0.108519	0.000000	0.000000
0.008333	0.091649	0.326768	-0.698642	0.067761	0.158539	0.129652	0.000000	0.000000	2.070493	0.060698	-1.969854	-0.102822	0.398947	0.616829	0.000000	0.000000	0.000000	0.440728	-1.063216	0.101032	-0.085764	-0.097838	0.000000	0.000000
0.009375	0.015355	0.403062	0.216886	0.485700	-0.003357	0.122022	0.015478	2.239427	2.108640	-0.015596	-1.969854	0.062604	0.304979	0.645821	0.000000	0.000000	0.038147	0.364434	0.141425	0.346767	-0.035175	-0.071898	0.248721	2.451945
0.010417	0.244237	0.479355	0.216886	-0.355212	0.215302	0.087690	-0.992696	-1.637785	2.108640	-0.091890	-0.765213	0.468957	0.160422	0.661080	0.000000	0.000000	0.152588	0.326287	0.944519	-0.293305	0.164777	-0.108519	-0.174456	-0.310534
0.011458	-0.213527	0.250474	0.216886	-0.014483	0.312042	0.032377	-1.438740	-0.066779	2.070493	0.022551	-1.166760	0.542057	0.398947	0.633614	0.000000	0.000000	0.190735	0.288140	3.353802	0.030336	-0.121934	-0.117674	0.036357	0.009045
0.012500	0.320530	0.479355	-0.698642	-0.103442	0.377197	0.120115	0.000000	0.000000	1.841611	0.098845	1.242522	0.858488	-0.000958	0.639717	0.000771	0.690924	-0.038147	0.211846	0.141425	-0.125476	-0.329096	-0.135985	2.326994	-0.887228
0.013542	0.244237	0.174180	-1.003817	-0.012805	-0.318756	0.198316	0.000000	0.000000	2.108640	0.136992	0.840975	0.293919	0.353165	0.636666	-0.419947	0.349497	0.076294	0.364434	-0.260122	-0.536637	-0.080958	-0.073424	0.000000	0.000000
0.014583	0.091649	0.860825	-0.088290	0.056012	-0.161896	0.143003	0.000000	0.000000	2.108640	0.289580	-1.568307	-0.036932	0.064051	0.609200	0.000000	0.000000	0.038147	0.326287	-0.260122	0.108242	0.205753	-0.100890	0.000000	0.000000
0.015625	-0.289821	0.708237	-1.614169	-0.192401	-0.330505	-0.000048	0.000000	0.000000	2.223081	0.136992	-2.371401	0.454538	0.071261	0.616829	0.000000	0.000000	0.305176	0.440728	0.542972	0.261651	0.029833	-0.049010	-0.054944	0.481886
0.016667	-0.060939	0.174180	1.437589	0.155042	-0.218658	0.087690	0.152101	0.107848	2.108640	0.442168	-1.568307	0.274693	0.449536	0.606148	0.000000	0.000000	0.190735	0.517022	-0.260122	-0.225012	0.118994	-0.096312	0.000000	0.000000
0.017708	-0.213527	0.784531	0.522061	0.393384	0.258636	0.198316	-0.495414	0.753520	2.223081	0.289580	-2.772948	-0.117241	0.023075	0.656502	0.000000	0.000000	0.152588	0.326287	-0.661669	-0.132686	-0.124337	-0.090209	0.000000	0.000000
0.018750	0.167943	0.631943	-0.088290	-0.274646	0.160217	0.135374	0.000000	0.000000	2.184934	0.251433	-2.371401	0.126090	0.261600	0.638192	0.000000	0.000000	0.190735	0.478875	0.542972	-0.061990	-0.362862	-0.097838	0.668288	-0.114168
0.019792	0.396824	0.479355	0.827237	-0.019519	0.111847	0.129652	-0.135205	-0.023595	2.146787	0.136992	-0.363666	0.374228	0.500125	0.632088	0.000000	0.000000	0.000000	0.478875	-0.260122	0.259248	-0.182136	-0.065795	0.000000	0.000000
0.020833	0.015355	0.784531	0.522061	0.057691	0.263672	0.051450	-0.505059	0.110505	2.032346	0.251433	2.848711	0.206400	0.203801	0.677865	-0.071542	0.072454	0.038147	0.555169	0.542972	0.254441	-0.179732	-0.091735	0.331016	0.468608
0.021875	0.320530	0.326768	1.437589	-0.016162	-0.210266	0.066709	0.146263	-0.011242	2.108640	0.175139	-0.363666	0.532444	0.401350	0.619881	0.000000	0.000000	0.076294	0.669610	-1.464763	-0.314934	-0.225515	-0.097838	0.000000	0.000000
0.022917	-0.137233	0.708237	-0.088290	-0.108478	0.046692	0.137281	0.000000	0.000000	1.917905	0.213286	-1.568307	0.449731	0.437520	0.589364	0.000000	0.000000	-0.076294	0.593316	-1.464763	0.332347	0.053986	-0.128356	0.000000	0.000000
0.023958	0.167943	0.631943	-0.088290	0.061048	0.053406	0.120115	0.000000	0.000000	2.184934	0.213286	0.037881	0.449731	0.261600	0.618355	-6.905805	11.872151	-0.038147	0.669610	0.944519	0.006303	0.152761	-0.117674	-0.161734	0.006673
0.025000	-0.060939	0.631943	1.437589	0.144971	0.101776	0.198316	-0.070796	0.100843	2.184934	-0.015596	-1.166760	-0.098015	0.502528	0.648873	0.000000	0.000000	0.076294	0.593316	0.141425	0.011110	0.159970	-0.134459	-1.131130	0.078556
0.026042	-0.213527	0.555649	1.437589	-0.021197	-0.222015	0.154447	0.154436	-0.014745	2.146787	0.022551	-2.772948	0.220819	0.500125	0.615303	0.000000	0.000000	0.152588	0.364434	2.149161	-0.215399	0.116591	-0.088683	-0.054250	-0.100225
0.027083	0.091649	0.555649	-0.393466	0.314496	-0.108490	0.005674	0.000000	0.000000	2.108640	0.136992	-3.174495	0.133300	0.353165	0.645821	0.000000	0.000000	-0.076294	0.440728	1.346067	-0.220205	0.102172	-0.085631	-0.075904	-0.163592
0.028125	0.015355	0.555649	-0.698642	0.062726	0.050049	0.053358	0.000000	0.000000	2.032346	0.022551	-1.166760	0.381438	0.300173	0.632088	0.000000	0.000000	0.038147	0.555169	0.944519	-0.307725	-0.035175	-0.106993	0.037242	-0.325800
0.029167	-0.060939	0.479355	0.522061	-0.439136	-0.165253	0.060987	0.316539	-0.841157	2.108640	-0.015596	-2.371401	0.303532	0.449536	0.627510	0.000000	0.000000	0.000000	0.402581	-0.661669	-0.137493	0.058793	-0.099364	0.000000	0.000000
0.030208	-0.289821	0.555649	-0.698642	0.230573	-0.063477	0.038099	0.000000	0.000000	2.070493	-0.015596	-0.765213	0.303532	0.447133	0.635140	0.000000	0.000000	0.000000	0.517022	0.944519	-0.305321	0.251535	-0.079527	-0.266310	-0.323256
0.031250	0.091649	0.479355	1.742765	-0.103442	-0.375519	0.030470	0.215473	-0.059355	1.994199	-0.015596	-1.969854	-0.098015	0.297769	0.613778	0.000000	0.000000	0.076294	0.326287	0.542972	-0.052377	-0.177329	-0.114623	0.326590	-0.096463
0.032292	-0.137233	0.326768	-1.003817	-0.184009	-0.006714	-0.001955	0.000000	0.000000	1.917905	-0.206331	-1.166760	0.074620	0.292963	0.648873	0.000000	0.000000	0.000000	0.288140	-0.661669	0.190955	-0.037579	-0.113097	0.000000	0.000000
0.033333	0.473118	0.555649	1.132413	-0.105121	0.060120	0.148725	-0.053090	-0.092829	2.223081	0.060698	-0.363666	-0.424059	0.215818	0.638192	0.000000	0.000000	0.076294	0.440728	0.141425	0.020723	-0.032772	-0.088683	0.231728	0.146528
0.034375	-0.060939	0.784531	-0.088290	-0.110156	-0.058441	0.114393	0.000000	0.000000	1.994199	0.022551	-3.174495	0.301129	0.249584	0.618355	0.000000	0.000000	0.190735	0.288140	-0.661669	-0.451521	-0.121934	-0.062743	0.000000	0.000000
0.035417	0.167943	0.326768	0.216886	0.319531	0.213623	0.066709	-0.984957	1.473271	2.146787	0.098845	-0.363666	0.216013	0.018269	0.645821	0.000000	0.000000	0.228882	0.440728	-1.866310	0.261651	-0.264087	-0.110045	0.000000	0.000000
0.036458	0.091649	0.860825	-0.088290	0.056012	-0.161896	0.211668	0.000000	0.000000	2.146787	0.022551	-0.765213	0.301129	0.451939	0.624459	0.000000	0.000000	0.152588	0.364434	0.141425	-0.135090	0.068406	-0.100890	-0.483687	-0.955200
0.037500	-0.060939	0.479355	-0.698642	-0.271289	0.368805	0.144910	0.000000	0.000000	2.146787	0.175139	-0.765213	0.291516	-0.029917	0.636666	0.000000	0.000000	0.228882	0.517022	1.346067	0.096226	-0.167716	-0.116149	0.124597	0.071487
0.038542	0.015355	0.860825	0.827237	-0.027911	-0.216980	0.106763	0.262295	-0.033740	2.070493	0.213286	0.439428	0.369422	0.302576	0.595467	-0.688567	0.840687	0.114441	0.478875	1.747614	0.178938	0.066002	-0.067320	-0.037767	0.102390
0.039583	0.015355	0.631943	1.742765	0.061048	0.050049	0.078153	-0.028718	0.035029	2.146787	0.175139	-0.765213	0.291516	0.162825	0.615303	0.000000	0.000000	0.038147	0.517022	2.550708	0.337154	-0.035176	-0.123778	0.013790	0.132181
0.040625	0.015355	0.860825	-1.308993	0.056012	0.050049	0.152540	0.000000	0.000000	2.108640	0.251433	-2.371401	0.126090	0.064051	0.610726	0.000000	0.000000	0.228882	0.669610	2.149161	0.247231	0.217769	-0.119200	-0.101327	0.115036
0.041667	0.015355	0.403062	0.522061	-0.101764	0.370483	0.095319	-0.709655	-0.194927	2.070493	0.175139	0.439428	0.371825	0.302576	0.590889	-0.688567	0.846156	0.076294	0.555169	0.944520	-0.789581	-0.418257	-0.129882	0.442826	-0.835961
0.042708	-0.060939	0.555649	-0.393466	-0.356891	-0.005035	0.158262	0.000000	0.000000	1.994199	0.060698	0.037881	0.298725	0.249584	0.680916	-6.588584	7.885837	0.228882	0.593316	0.944519	0.011110	-0.312273	-0.088683	0.330616	0.011762
0.043750	-0.213527	0.250474	-0.088290	-0.098407	0.151825	0.059080	0.000000	0.000000	2.146787	0.213286	0.840975	0.289112	0.066454	0.671761	-0.079020	0.343782	0.038147	0.517022	-0.260122	-0.064393	0.013010	-0.081053	0.000000	0.000000
0.044792	0.015355	0.174180	-0.393466	-0.180652	0.103455	0.081968	0.000000	0.000000	2.223081	0.022551	-1.166760	0.220819	0.312189	0.603096	0.000000	0.000000	0.076294	0.707757	1.346067	-0.237028	-0.080958	-0.117674	0.060144	-0.176090
0.045833	-0.213527	0.479355	0.216886	-0.187366	-0.008392	0.102949	0.038695	-0.863891	2.108640	0.098845	1.242523	0.376631	0.208608	0.616829	-0.167891	0.303118	-0.114441	0.707757	-0.661669	-0.156719	-0.333902	-0.076476	0.000000	0.000000
0.046875	0.167943	0.631943	-1.003817	-0.190722	0.106812	0.192594	0.000000	0.000000	1.956052	0.175139	0.439428	0.050587	0.198995	0.641243	-0.452849	0.115121	-0.038147	0.478875	1.346067	-0.061990	0.200946	-0.106993	-0.149284	-0.046053
0.047917	0.167943	0.479355	-0.393466	0.148328	-0.106812	0.135374	0.000000	0.000000	2.070493	0.022551	-1.969854	0.220819	0.109833	0.630562	0.000000	0.000000	0.152588	0.555169	2.550708	0.334751	-0.317080	-0.053588	0.124310	0.131238
0.048958	-0.137233	0.555649	1.132413	0.230573	-0.060120	0.163984	0.053090	0.203612	2.261228	0.060698	-3.977590	0.138106	0.170035	0.636666	0.000000	0.000000	0.190735	0.288140	0.542972	0.431883	0.118995	-0.090209	-0.219154	0.795405
0.050000	-0.137233	1.013413	-1.003817	-0.199115	-0.006714	0.095319	0.000000	0.000000	2.146787	0.060698	0.037881	0.298725	0.259197	0.629036	-6.842355	7.885841	0.152588	0.326287	0.542972	-0.212996	0.020220	-0.074950	-0.037239	-0.392277
0.051042	0.015355	0.784531	1.132413	-0.278003	0.156860	0.162077	-0.138519	-0.245496	2.184934	0.060698	-3.174495	0.459344	0.261600	0.612252	0.000000	0.000000	-0.114441	0.364434	2.550708	-0.456327	0.147954	-0.105467	-0.058005	-0.178902
0.052083	0.091649	0.860825	-1.308993	-0.447528	0.158539	0.101041	0.000000	0.000000	2.108640	0.022551	-1.568307	-0.501966	0.160422	0.635140	0.000000	0.000000	0.114441	0.364434	1.747614	0.186148	0.162374	-0.126830	-0.092912	0.106516
0.053125	0.015355	0.708237	0.216886	0.143292	0.210266	0.080061	-0.969479	0.660682	2.032346	-0.015596	-3.174495	0.142913	0.251987	0.661080	0.000000	0.000000	0.076294	0.288140	-0.661669	0.030336	0.159970	-0.088683	0.000000	0.000000
0.054167	0.015355	0.631943	-1.308993	-0.106799	0.156860	0.150633	0.000000	0.000000	1.994199	-0.053743	-1.166760	-0.256231	0.105027	0.654976	0.000000	0.000000	0.076294	0.402581	-0.260122	-0.378421	0.111785	-0.114623	0.000000	0.000000
0.055208	0.167943	0.784531	1.437589	0.477307	-0.000000	0.066709	0.000000	0.332019	1.917905	0.022551	-2.371401	0.461747	0.244777	0.654976	0.000000	0.000000	0.000000	0.326287	0.542972	0.268861	-0.278507	-0.065795	0.512930	0.495165
0.056250	-0.137233	0.403062	-0.698642	-0.101764	0.153503	0.083875	0.000000	0.000000	2.032346	0.022551	-1.568307	0.140510	0.251987	0.607674	0.000000	0.000000	0.038147	0.478875	0.542972	-0.061990	-0.179732	-0.088683	0.331016	-0.114168
0.057292	0.167943	0.403062	-0.698642	-0.101764	0.160217	0.068617	0.000000	0.000000	1.917905	0.060698	-2.371401	0.459344	0.341149	0.607674	0.000000	0.000000	0.114441	0.326287	-0.260122	0.108242	-0.078555	-0.091735	0.000000	0.000000
0.058333	0.167943	0.326768	-0.698642	-0.100085	0.160217	0.081968	0.000000	0.000000	1.917905	0.060698	-1.969854	0.057797	0.196592	0.629036	0.000000	0.000000	0.000000	0.364434	0.944520	0.186148	0.058793	-0.100890	-0.062246	0.197082
0.059375	0.167943	0.403062	-1.003817	-0.017840	0.213623	0.163984	0.000000	0.000000	2.108640	-0.053743	-1.166760	0.225626	0.112237	0.644295	0.000000	0.000000	0.076294	0.517022	-1.063216	0.417463	0.111785	-0.094786	0.000000	0.000000
0.060417	0.244237	0.708237	-1.003817	0.311139	0.001678	0.127744	0.000000	0.000000	2.261228	0.213286	-0.363666	0.530041	0.121850	0.651925	0.000000	0.000000	0.152588	0.631463	-0.661669	0.329944	-0.027966	-0.078002	0.000000	0.000000
0.061458	-0.060939	0.479355	0.522061	-0.439136	0.261993	0.114393	-0.501844	-0.841157	2.032346	0.136992	-0.765213	0.454538	0.059244	0.612252	0.000000	0.000000	0.190735	0.631463	2.149161	-0.392841	-0.073748	-0.106993	0.034315	-0.182788
0.062500	0.015355	0.403062	-0.393466	-0.017840	-0.110168	0.122022	0.000000	0.000000	2.070493	0.175139	-1.969854	0.211206	0.109833	0.651925	0.000000	0.000000	0.114441	0.745904	2.550708	-0.480360	-0.030369	-0.096312	0.011906	-0.188324
0.063542	0.015355	0.174180	-0.393466	0.155042	-0.216980	0.066709	0.000000	0.000000	2.070493	0.213286	0.840975	0.610350	0.254390	0.571053	-0.302494	0.725764	0.190735	0.593316	-1.464763	0.011110	-0.121934	-0.102416	0.000000	0.000000
0.064583	0.015355	0.403062	-0.088290	0.066083	-0.377197	0.095319	0.000000	0.000000	2.070493	0.060698	-2.772948	0.379035	0.398947	0.625985	0.000000	0.000000	-0.076294	0.631463	-0.260122	0.089016	-0.283314	-0.108519	0.000000	0.000000
0.065625	0.167943	0.708237	0.827237	-0.192401	-0.000000	0.137281	0.000000	-0.232583	2.108640	0.289580	-1.969854	0.203996	0.401350	0.609200	0.000000	0.000000	0.114441	0.631463	1.747614	0.169325	-0.030369	-0.131407	0.017377	0.096889
0.066667	-0.213527	0.479355	0.827237	-0.019519	-0.115204	-0.064898	0.139263	-0.023595	2.184934	0.251433	-1.568307	0.126090	0.261600	0.668709	0.000000	0.000000	0.000000	0.631463	1.747614	-0.151912	0.058793	-0.099364	-0.033642	-0.086926
0.067708	-0.213527	0.479355	0.216886	-0.187366	0.098419	0.019025	-0.453784	-0.863891	2.146787	0.060698	-0.765213	0.459344	0.355568	0.607674	0.000000	0.000000	0.152588	0.555169	0.542972	-0.227415	-0.076151	-0.099364	0.140249	-0.418834
0.068750	-0.366115	0.555649	-0.393466	0.146649	-0.118561	0.143003	0.000000	0.000000	2.223081	0.098845	-0.765213	-0.024916	0.071261	0.654976	0.000000	0.000000	0.190735	0.555169	2.550708	0.013513	-0.025562	-0.058165	0.010022	0.005298
0.069792	0.320530	0.097886	0.522061	-0.095050	-0.263672	0.068617	0.505059	-0.182066	2.070493	0.136992	0.840975	0.615156	0.350762	0.601571	-0.417089	0.731480	0.038147	0.402581	2.952255	-0.057183	-0.083361	-0.113097	0.028236	-0.019369
0.070833	-0.137233	0.326768	1.437589	-0.016162	0.206909	0.066709	-0.143928	-0.011242	2.146787	0.022551	1.242522	-0.261037	0.403754	0.621407	-0.324947	-0.210087	0.038147	0.364434	2.550708	0.186148	-0.227918	-0.111571	0.089355	0.072979
0.071875	0.015355	0.479355	0.216886	0.316175	-0.216980	0.177335	1.000435	1.457793	2.070493	0.213286	-2.371401	0.289112	0.158019	0.625985	0.000000	0.000000	0.152588	0.402581	2.550708	-0.137493	0.261148	-0.084105	-0.102383	-0.053904
0.072917	-0.366115	0.403062	1.742765	-0.101764	0.041656	0.226926	-0.023903	-0.058392	2.070493	0.136992	-2.371401	0.133300	0.254390	0.647347	0.000000	0.000000	0.000000	0.211846	-0.260122	-0.045167	0.203350	-0.100890	0.000000	0.000000
0.073958	-0.060939	0.479355	0.827237	0.148328	-0.218658	0.198316	0.264324	0.179305	2.032346	-0.053743	-1.166760	0.225626	0.107430	0.607674	0.000000	0.000000	-0.038147	0.364434	-0.260122	-0.054780	-0.184539	-0.102416	0.000000	0.000000
0.075000	-0.060939	0.403062	-0.698642	-0.101764	0.048370	0.032377	0.000000	0.000000	2.032346	-0.168184	-0.765213	-0.008093	0.251987	0.603096	0.000000	0.000000	0.114441	0.249993	0.141425	-0.449117	0.066002	-0.082579	-0.466694	-3.175651
0.076042	-0.060939	0.479355	-0.393466	-0.019519	0.101776	-0.022936	0.000000	0.000000	2.070493	-0.015596	-2.371401	0.142913	0.350762	0.653450	0.000000	0.000000	0.076294	0.402581	1.346067	-0.057183	0.015413	-0.117674	-0.011451	-0.042482
0.077083	0.320530	0.403062	0.522061	-0.101764	0.163574	0.053358	-0.313324	-0.194927	1.956052	0.060698	-0.765213	0.138106	0.150809	0.642769	0.000000	0.000000	0.038147	0.478875	0.141425	-0.142299	0.253938	-0.082579	-1.795566	-1.006180
0.078125	0.015355	0.326768	2.963468	0.403455	-0.056763	0.150633	0.019154	0.136143	2.032346	-0.053743	-1.568307	0.305935	0.251987	0.647347	0.000000	0.000000	0.228882	0.478875	-0.260122	0.419867	-0.360459	-0.105467	0.000000	0.000000
0.079167	0.549412	0.479355	1.437589	-0.355212	0.008392	0.087690	-0.005838	-0.247089	2.070493	-0.053743	0.037881	0.305935	0.158019	0.630562	-4.171432	8.076166	0.076294	0.517022	2.550708	0.497773	0.063599	-0.103942	-0.024934	0.195151
0.080208	0.244237	0.555649	-0.088290	-0.105121	0.161896	0.143003	0.000000	0.000000	1.994199	0.022551	-0.363666	-0.100419	0.105027	0.679390	0.000000	0.000000	0.190735	0.478875	-1.063216	-0.383228	-0.073748	-0.119200	0.000000	0.000000
0.081250	0.015355	0.784531	-0.088290	0.225537	-0.056763	0.135374	0.000000	0.000000	2.184934	0.136992	-2.371401	0.293919	0.357971	0.627510	0.000000	0.000000	0.114441	0.478875	0.944520	0.660795	-0.126740	-0.100890	0.134185	0.699610
0.082292	0.167943	0.403062	-0.393466	-0.185687	0.106812	0.106763	0.000000	0.000000	2.146787	0.213286	-0.363666	0.369422	0.114640	0.641243	0.000000	0.000000	0.190735	0.669610	-1.063216	-0.555863	0.118994	-0.081053	0.000000	0.000000
0.083333	0.167943	0.326768	1.132413	-0.100085	0.160217	0.066709	-0.141483	-0.088382	1.956052	0.136992	-0.363666	0.374228	0.391737	0.618355	0.000000	0.000000	0.190735	0.631463	-1.063216	0.249635	-0.073748	-0.131407	0.000000	0.000000
0.084375	-0.289821	0.479355	0.522062	0.232251	-0.170288	0.024747	0.326184	0.444873	1.994199	0.213286	-3.576043	0.048184	0.105027	0.635140	0.000000	0.000000	0.076294	0.631463	-0.661669	0.008706	-0.032772	-0.108519	0.000000	0.000000
0.085417	0.167943	1.013413	-0.393466	-0.199115	0.106812	0.163984	0.000000	0.000000	2.184934	0.136992	-1.568307	0.133300	-0.027514	0.645821	0.000000	0.000000	0.000000	0.478875	2.952255	-0.222609	0.106978	-0.090209	-0.036236	-0.075403
0.086458	0.244237	0.631943	-1.003817	-0.022876	0.001678	0.072431	0.000000	0.000000	2.223081	0.251433	-0.363666	0.045781	0.215818	0.670235	0.000000	0.000000	0.152588	0.478875	-0.260122	-0.061990	0.212963	-0.132933	0.000000	0.000000
0.087500	0.091649	0.250474	0.522061	-0.098407	-0.055084	0.116300	0.105513	-0.188497	2.108640	0.175139	-0.363666	0.050587	0.112237	0.635140	0.000000	0.000000	-0.038147	0.555169	-0.661669	0.013513	0.056389	-0.058165	0.000000	0.000000
0.088542	0.244237	0.555649	0.216886	-0.189044	-0.105133	0.059080	0.484740	-0.871630	2.299375	0.175139	-0.765213	0.452134	0.172439	0.667183	0.000000	0.000000	0.114441	0.593316	-1.464763	0.011110	0.066002	-0.129882	0.000000	0.000000
0.089583	-0.060939	0.479355	0.522061	-0.103442	-0.058441	0.186872	0.111943	-0.198142	2.108640	0.022551	-1.166760	0.060200	0.304979	0.644295	0.000000	0.000000	0.076294	0.517022	-1.866310	0.096226	-0.177329	-0.070372	0.000000	0.000000
0.090625	0.244237	0.250474	-0.088290	-0.098407	0.375519	0.143003	0.000000	0.000000	2.032346	0.060698	-1.568307	0.459344	0.348358	0.612252	0.000000	0.000000	0.038147	0.517022	0.141425	-0.144703	-0.131547	-0.065795	0.930150	-1.023173
0.091667	0.091649	0.403062	0.522061	0.233930	0.051727	0.085783	-0.099083	0.448088	1.994199	-0.091890	-2.772948	0.388648	0.105027	0.635140	0.000000	0.000000	0.114441	0.249993	1.747614	0.193358	-0.030369	-0.122252	0.017377	0.110641
0.092708	0.549412	0.784531	1.742765	-0.278003	0.275421	0.087690	-0.158037	-0.159518	2.032346	0.022551	-2.772948	0.060200	0.300173	0.641243	0.000000	0.000000	0.152588	0.211846	1.747614	-0.125477	-0.027966	-0.094786	0.016002	-0.071799
0.093750	0.015355	0.479355	-0.088290	0.232251	-0.163574	0.204038	0.000000	0.000000	2.146787	0.136992	-1.568307	0.293919	0.259197	0.629036	0.000000	0.000000	-0.038147	0.288140	2.550708	0.190955	0.056389	-0.081053	-0.022107	0.074863
