BioWare Version 5.0.3.0 Export
Device:	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11
Date	Oct 29, 2022  10:38:00
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay
	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m
0.000000	-0.357478	0.591638	1.865603	0.052434	-0.091164	0.060244	0.048866	0.028105	-1.003817	-0.000960	-1.020283	0.169771	0.035555	-0.135602	0.000000	0.000000	0.060938	0.311174	0.585905	0.012722	0.114151	-0.114652	-0.194828	0.021713
0.001042	0.023992	0.667932	1.255251	-0.284938	-0.082772	0.052614	0.065940	-0.226997	-1.003817	-0.000960	-1.823378	0.491009	0.035555	-0.156964	0.000000	0.000000	0.060938	0.540055	0.987452	0.721087	0.065965	-0.102445	-0.066803	0.730250
0.002083	-0.281184	0.591638	-0.575804	-0.115413	0.017326	-0.044661	0.000000	0.000000	-1.194552	-0.153548	-2.224925	0.099075	-0.024647	-0.152386	0.000000	0.000000	0.289820	0.501908	-1.421830	-0.079604	-0.208729	-0.119230	0.000000	0.000000
0.003125	0.023992	0.591638	-0.575804	-0.283260	-0.296395	0.054522	0.000000	0.000000	-0.965670	-0.115401	-0.618736	-0.063947	0.086144	-0.187482	0.000000	0.000000	0.175379	0.425614	-0.618736	-0.235416	-0.215939	-0.093290	0.000000	0.000000
0.004167	-0.052302	0.439050	0.644900	0.559331	-0.084450	-0.050383	0.130951	0.867314	-1.003817	-0.267989	-1.421831	-0.214953	0.180112	-0.140179	0.000000	0.000000	-0.091650	0.387468	0.585905	0.329153	0.297280	-0.108549	-0.507387	0.561786
0.005208	0.023992	0.286462	-2.101683	0.143071	0.184257	0.065966	0.000000	0.000000	-1.156405	-0.191695	-1.823378	0.021168	0.025942	-0.176801	0.000000	0.000000	0.137232	0.349321	-1.823378	0.170937	0.311700	-0.122281	0.000000	0.000000
0.006250	-0.281184	0.362756	0.034548	0.057469	0.230949	-0.016050	-6.684873	1.663456	-1.003817	-0.191695	0.184358	0.422716	-0.012630	-0.167645	0.068510	2.292909	0.137232	0.273027	0.585905	0.336363	-0.073785	-0.100919	0.125934	0.574091
0.007292	0.023992	0.515344	1.255251	-0.281581	0.024040	-0.000792	-0.019151	-0.224323	-1.118258	-0.229842	-0.618736	0.425119	0.076531	-0.164593	0.000000	0.000000	0.137232	0.234880	3.396735	-0.223400	0.070772	-0.093290	-0.020835	-0.065769
0.008333	-0.204890	0.744225	-0.575804	0.216923	0.339439	0.018282	0.000000	0.000000	-0.965670	-0.153548	-3.028019	-0.222163	0.086144	-0.155438	0.000000	0.000000	0.022791	0.463761	1.388999	-0.157510	-0.080995	-0.110074	0.058312	-0.113398
0.009375	0.252874	0.667932	-0.880979	-0.033168	-0.237954	0.058336	0.000000	0.000000	-1.080111	-0.153548	-1.421831	0.099075	0.175306	-0.153912	0.000000	0.000000	-0.053503	0.196733	-0.217189	-0.140687	0.106941	-0.084135	0.000000	0.000000
0.010417	0.023992	0.362756	0.644900	0.393162	0.024040	0.163240	-0.037277	0.609649	-1.041964	-0.077254	-1.020283	0.174578	-0.159591	-0.176801	0.000000	0.000000	0.213526	0.158586	3.798282	0.182954	-0.068979	-0.071927	0.018161	0.048167
0.011458	-0.052302	0.515344	-0.270628	0.473729	-0.244667	-0.078993	0.000000	0.000000	-1.003817	-0.229842	-3.028019	0.264500	0.469226	-0.156964	0.000000	0.000000	-0.015356	0.540055	-0.217189	-0.001698	0.205716	-0.111600	0.000000	0.000000
0.012500	0.176580	0.362756	1.255251	0.225316	0.347831	0.052614	-0.277101	0.179499	-1.156405	-0.229842	-3.028019	0.425119	0.074128	-0.150861	0.000000	0.000000	0.137232	0.196733	-1.020283	0.019932	0.215329	-0.076505	0.000000	0.000000
0.013542	0.100286	0.744225	0.034548	-0.118770	0.132530	0.102205	-3.836104	-3.437823	-1.194552	-0.115401	0.987452	-0.063947	0.071725	-0.172223	-0.072636	-0.064760	0.022791	0.578202	-0.217189	0.156518	0.015376	-0.114652	0.000000	0.000000
0.014583	-0.204890	0.744225	0.339724	-0.202693	-0.141213	-0.008421	0.415670	-0.596641	-1.118258	-0.039107	-1.421831	0.734340	-0.019840	-0.178326	0.000000	0.000000	0.060938	0.311174	2.593640	-0.388825	0.162336	-0.120756	-0.062590	-0.149915
0.015625	0.176580	0.133874	0.339724	0.482121	-0.026009	0.081224	0.076559	1.419157	-1.080111	-0.191695	-1.020283	0.181787	-0.065623	-0.149335	0.000000	0.000000	0.213526	0.578202	1.388999	-0.004101	-0.068979	-0.122281	0.049661	-0.002952
0.016667	0.176580	0.362756	-0.880979	0.309239	-0.132821	-0.058012	0.000000	0.000000	-1.194552	-0.153548	-2.224925	1.062788	0.264467	-0.143231	0.000000	0.000000	0.137232	0.501908	1.790546	0.241634	0.070772	-0.088712	-0.039525	0.134950
0.017708	0.100286	0.515344	-0.270628	-0.029811	-0.348122	-0.010328	0.000000	0.000000	-1.003817	-0.039107	0.585905	0.332793	-0.157187	-0.149335	0.268281	0.567999	0.213526	0.425614	0.585905	-0.315726	0.123764	-0.088712	-0.211235	-0.538868
0.018750	0.100286	0.896813	-0.880979	-0.206050	-0.027688	0.018282	0.000000	0.000000	-1.041964	-0.039107	-1.421831	-0.389992	-0.015034	-0.184430	0.000000	0.000000	0.137232	0.692643	0.184358	-0.412858	0.263514	-0.093290	-1.429363	-2.239437
0.019792	-0.281184	0.591638	0.034548	-0.115413	-0.089486	0.039263	2.590182	-3.340657	-1.041964	0.037187	-0.217189	0.006749	0.033152	-0.150861	0.000000	0.000000	-0.015356	0.425614	0.585905	0.326750	-0.083398	-0.076505	0.142341	0.557684
0.020833	-0.433772	0.591638	-0.270628	-0.199336	0.067375	0.039263	0.000000	0.000000	-1.194552	-0.039107	-2.626472	0.493412	0.216282	-0.132550	0.000000	0.000000	0.099085	0.540055	1.388999	-0.483554	0.212925	-0.076505	-0.153294	-0.348131
0.021875	-0.052302	0.286462	-0.575804	0.059148	0.342796	0.102205	0.000000	0.000000	-1.003817	-0.191695	-0.618736	0.422716	-0.109002	-0.161542	0.000000	0.000000	0.213526	0.730790	-2.626472	-0.334952	0.027393	-0.088712	0.000000	0.000000
0.022917	-0.128596	0.591638	-0.270628	0.472050	-0.032723	-0.056105	0.000000	0.000000	-1.041964	-0.115401	-1.020284	0.337600	-0.063219	-0.138654	0.000000	0.000000	0.175379	0.463761	0.987452	-0.237819	-0.119568	-0.094816	0.121087	-0.240842
0.023958	-0.204890	0.591638	-0.270628	-0.367183	0.179222	0.018282	0.000000	0.000000	-1.003817	-0.115401	-0.618736	0.096671	0.083741	-0.201215	0.000000	0.000000	0.099085	0.234880	2.593640	0.097838	0.068368	-0.103971	-0.026360	0.037722
0.025000	0.023992	0.439050	0.950075	0.139714	-0.029366	-0.029402	0.030909	0.147056	-1.080111	0.037187	-0.217189	0.167368	0.223491	-0.179852	0.000000	0.000000	0.099085	0.234880	1.388999	0.178147	0.116554	-0.070402	-0.083912	0.128256
0.026042	-0.204890	0.286462	0.644900	-0.612239	0.125816	0.018282	-0.195094	-0.949356	-1.194552	-0.306136	0.184358	0.269307	0.071725	-0.134076	-0.389051	1.460782	0.289820	0.158586	0.585905	0.182954	0.128570	-0.084134	-0.219439	0.312258
0.027083	-0.204890	0.591638	-0.880979	0.304204	0.072410	0.060244	0.000000	0.000000	-1.270846	-0.039107	0.184358	0.573721	0.066918	-0.147809	-0.362979	3.111999	0.175379	0.196733	1.388999	-0.140687	0.121361	-0.102445	-0.087373	-0.101287
0.028125	0.176580	0.744225	0.034548	0.216923	-0.079415	0.039263	2.298678	6.278894	-1.194552	-0.191695	-3.028019	0.101478	-0.024647	-0.178326	0.000000	0.000000	0.022791	0.044145	1.790546	0.109854	0.159933	-0.090238	-0.089321	0.061352
0.029167	-0.128596	0.439050	0.034548	-0.279903	0.234306	-0.029402	-6.782040	-8.101852	-1.156405	-0.229842	-1.421831	0.425119	0.074128	-0.184430	0.000000	0.000000	0.022791	0.273027	0.987452	0.095434	-0.225552	-0.105497	0.228418	0.096647
0.030208	0.023992	0.744225	0.034548	0.384770	-0.403206	0.039263	11.670880	11.137241	-0.927523	-0.077254	-3.429566	0.335196	0.040362	-0.141705	0.000000	0.000000	0.060938	0.349321	0.585905	-0.471538	0.114151	-0.073453	-0.194828	-0.804803
0.031250	0.023992	0.362756	0.950075	0.309239	-0.029366	0.025911	0.030909	0.325489	-1.003817	-0.077254	-1.020284	-0.307279	0.131927	-0.132550	0.000000	0.000000	0.213526	0.234880	0.184358	-0.062781	-0.020793	-0.084134	0.112787	-0.340539
0.032292	-0.128596	0.667932	0.339724	-0.536708	-0.032723	-0.000792	0.096322	-1.579837	-1.118258	-0.191695	-1.823378	0.663644	0.124717	-0.163068	0.000000	0.000000	0.213526	0.349321	2.995187	-0.471538	0.123764	-0.122281	-0.041321	-0.157432
0.033333	-0.052302	0.667932	-1.796507	-0.284938	-0.084450	-0.105696	0.000000	0.000000	-1.270846	-0.077254	-0.618736	0.254887	0.066918	-0.179852	0.000000	0.000000	0.175379	0.463761	1.388999	-0.157510	0.024989	-0.085660	-0.017991	-0.113398
0.034375	-0.204890	0.515344	0.339724	-0.197658	0.179222	0.031633	-0.527551	-0.581819	-1.232699	-0.077254	0.585905	0.335196	0.213878	-0.166119	-0.365039	0.572100	0.404261	0.425614	-0.217189	-0.155107	-0.056962	-0.145170	0.000000	0.000000
0.035417	-0.281184	0.439050	-1.491331	-0.028133	0.070732	0.107927	0.000000	0.000000	-1.041964	-0.039107	-2.626472	0.172174	0.322266	-0.169171	0.000000	0.000000	0.137232	0.692643	1.388999	-0.011311	-0.170157	-0.108549	0.122503	-0.008143
0.036458	0.100286	0.439050	-1.491331	0.307561	0.185936	0.056429	0.000000	0.000000	-1.194552	-0.077254	0.585905	0.174578	0.119910	-0.173749	-0.204658	0.297962	0.022791	0.692643	2.192093	-0.011311	-0.177366	-0.128385	0.080912	-0.005160
0.037500	0.100286	0.744225	0.339724	-0.034847	-0.027688	0.033541	0.081500	-0.102573	-1.156405	-0.039107	-2.626472	0.172174	-0.070429	-0.118817	0.000000	0.000000	0.137232	0.501908	0.184358	-0.561460	-0.411085	-0.091764	2.229820	-3.045493
0.038542	-0.204890	0.744225	-1.186155	-0.118770	0.019004	0.044985	0.000000	0.000000	-1.080111	-0.077254	-0.618736	0.415506	-0.113808	-0.144757	0.000000	0.000000	-0.015356	0.501908	-0.217189	-0.159913	0.109344	-0.100919	0.000000	0.000000
0.039583	-0.052302	0.591638	0.339724	-0.031490	-0.031044	0.060244	0.091381	-0.092692	-1.041964	-0.039107	-1.421831	0.573721	-0.207776	-0.187482	0.000000	0.000000	0.060938	0.616349	1.388999	0.314733	-0.078592	-0.087186	0.056582	0.226590
0.040625	0.100286	0.362756	-0.270628	0.477086	-0.241311	0.100298	0.000000	0.000000	-1.041964	-0.267989	-2.626472	0.347213	-0.159591	-0.178326	0.000000	0.000000	0.175379	0.616349	1.790546	0.073805	-0.312310	-0.110074	0.174422	0.041219
0.041667	0.023992	0.515344	1.865603	-0.449428	-0.296395	0.083132	0.158873	-0.240902	-1.194552	0.113481	-1.020284	-0.158676	-0.072832	-0.153912	0.000000	0.000000	0.137232	0.616349	-0.618736	0.073805	0.070772	-0.093290	0.000000	0.000000
0.042708	0.252874	0.439050	-1.186155	-0.279903	0.029075	-0.050383	0.000000	0.000000	-1.080111	-0.000960	-0.217189	0.330390	-0.065623	-0.150861	0.000000	0.000000	0.099085	0.349321	1.790546	-0.230610	-0.028003	-0.111600	0.015639	-0.128793
0.043750	0.176580	0.515344	1.560427	0.305882	-0.132821	-0.031309	0.085118	0.196025	-1.118258	-0.191695	-2.224925	0.101478	0.076531	-0.172223	0.000000	0.000000	0.213526	0.387468	1.388999	-0.313322	0.027393	-0.084134	-0.019721	-0.225574
0.044792	-0.128596	0.591638	-0.270628	0.136357	-0.032723	-0.029402	0.000000	0.000000	-1.080111	-0.191695	-1.823378	0.342406	0.127120	-0.143231	0.000000	0.000000	0.099085	0.501908	0.585905	0.000706	0.020183	-0.102445	-0.034447	0.001204
0.045833	0.023992	0.515344	0.034548	-0.113735	-0.082772	0.067873	2.395848	-3.292073	-1.118258	-0.115401	-0.217189	0.176981	0.124717	-0.138654	0.000000	0.000000	0.022791	0.311174	0.987452	-0.067588	-0.225552	-0.110074	0.228418	-0.068446
0.046875	-0.281184	0.744225	1.255251	0.049077	-0.303109	0.012560	0.241473	0.039097	-1.041964	-0.267989	-1.823378	0.025975	-0.159591	-0.153912	0.000000	0.000000	0.022791	0.387468	1.388999	-0.152704	-0.080995	-0.079557	0.058312	-0.109938
0.047917	0.176580	0.896813	0.339724	-0.373897	-0.346444	0.081224	1.019780	-1.100591	-1.118258	-0.077254	-0.217189	0.656434	-0.068026	-0.189008	0.000000	0.000000	0.137232	0.349321	0.184358	0.411866	-0.025600	-0.097867	0.138858	2.234054
0.048958	0.023992	0.667932	0.339724	0.302525	-0.136177	-0.016050	0.400848	0.890504	-1.194552	-0.077254	-2.626472	0.174578	0.216282	-0.127972	0.000000	0.000000	0.099085	0.196733	0.585905	-0.140687	-0.172560	-0.102445	0.294518	-0.240120
0.050000	-0.052302	0.667931	0.644900	-0.117091	0.235984	-0.006514	-0.365924	-0.181565	-1.270846	-0.115401	-2.224925	0.257290	0.259661	-0.184430	0.000000	0.000000	0.060938	0.234880	2.192093	-0.143091	0.114151	-0.090238	-0.052074	-0.065276
0.051042	0.100286	0.820519	-0.270628	0.131322	-0.027688	-0.021772	0.000000	0.000000	-1.156405	-0.306136	-4.232660	-0.292859	0.122314	-0.172223	0.000000	0.000000	0.251673	0.463761	-0.217189	0.003109	-0.162947	-0.119230	0.000000	0.000000
0.052083	0.252874	0.515344	0.644900	-0.281581	-0.184548	0.172777	0.286165	-0.436628	-1.156405	-0.153548	-1.421831	0.259693	0.170499	-0.150861	0.000000	0.000000	0.099085	0.273027	-0.217189	0.015125	-0.076189	-0.081083	0.000000	0.000000
0.053125	0.100286	0.515344	-0.880979	0.138035	0.079124	0.046892	0.000000	0.000000	-1.041964	-0.115401	-1.421831	0.257290	-0.015034	-0.178326	0.000000	0.000000	0.442408	0.425614	2.995188	0.166131	0.041812	-0.097867	-0.013960	0.055466
0.054167	-0.128596	0.667932	0.950075	-0.872402	-0.139534	-0.016050	0.146867	-0.918245	-1.156405	-0.115401	-0.618736	-0.063947	-0.022243	-0.161542	0.000000	0.000000	0.175379	0.540055	0.987452	-0.082007	0.169546	-0.100919	-0.171701	-0.083049
0.055208	-0.357478	0.820519	0.644900	0.383092	-0.091164	0.020189	0.141362	0.594033	-1.041964	-0.115401	0.987452	0.417909	0.081338	-0.144757	-0.082371	0.423220	-0.129797	0.425614	0.585905	0.005512	0.198506	-0.139066	-0.338802	0.009408
0.056250	-0.128596	0.439050	0.339724	-0.028133	0.180900	-0.002699	-0.532492	-0.082811	-1.118258	-0.229842	-0.217189	0.344809	0.221088	-0.182904	0.000000	0.000000	0.213526	0.616349	0.184358	0.073805	-0.020793	-0.068876	0.112787	0.400336
0.057292	-0.052302	0.439050	-0.270628	-0.195979	-0.137856	0.075502	0.000000	0.000000	-1.003817	-0.191695	-2.626472	0.181787	0.035555	-0.131024	0.000000	0.000000	0.099085	0.387468	0.585905	-0.313322	-0.172560	-0.131437	0.294518	-0.534767
0.058333	0.100286	0.591638	0.644900	-0.115413	-0.294716	0.048800	0.456996	-0.178963	-1.118258	-0.039107	-1.421831	0.252484	0.172902	-0.163068	0.000000	0.000000	0.099085	0.387468	0.585905	-0.152704	-0.076189	-0.100919	0.130036	-0.260629
0.059375	-0.204890	0.362756	-1.186155	0.057469	0.232627	0.142260	0.000000	0.000000	-0.965670	0.113481	0.184358	0.564108	-0.106598	-0.153912	0.578215	3.059858	0.060938	0.463761	1.790546	0.083418	-0.030406	-0.078031	0.016981	0.046588
0.060417	-0.052302	0.362756	0.950075	0.141392	0.182579	0.046892	-0.192173	0.148822	-1.080111	-0.191695	-1.020283	0.021168	0.127120	-0.146283	0.000000	0.000000	0.060938	0.349321	-3.028019	-0.069991	0.065965	-0.097867	0.000000	0.000000
0.061458	0.023992	0.439050	0.644900	0.223637	0.024040	-0.002699	-0.037277	0.346778	-1.080111	-0.039107	-1.421831	0.734340	0.175306	-0.149335	0.000000	0.000000	0.137232	0.501908	0.987452	-0.079604	0.070772	-0.119230	-0.071671	-0.080615
0.062500	-0.052302	0.439050	-0.880979	-0.195979	-0.351479	-0.050383	0.000000	0.000000	-0.927523	-0.077254	-3.028019	0.415506	-0.007824	-0.150861	0.000000	0.000000	0.099085	0.501908	2.192093	0.482562	-0.076189	-0.120756	0.034756	0.220138
0.063542	0.252874	0.591638	-0.270628	0.136357	0.189292	0.048800	0.000000	0.000000	-1.118258	-0.115401	-3.831113	0.096671	0.172902	-0.138654	0.000000	0.000000	0.213526	0.273027	0.585905	0.175744	0.123764	-0.131437	-0.211235	0.299953
0.064583	0.023992	0.439050	-0.880979	-0.531673	-0.029366	-0.002699	0.000000	0.000000	-0.927523	-0.191695	-1.421831	0.101478	0.088547	-0.146283	0.000000	0.000000	0.175379	0.425614	0.184358	0.085821	0.073175	-0.081083	-0.396918	0.465515
0.065625	-0.128596	0.439050	0.034548	-0.447749	0.127494	-0.056105	-3.690355	-12.960214	-1.003817	-0.039107	-0.618736	0.091865	0.083741	-0.149335	0.000000	0.000000	0.213526	0.349321	2.995188	0.010319	-0.165350	-0.082609	0.055205	0.003445
0.066667	0.100286	0.362756	0.034548	-0.446071	0.132530	-0.021772	-3.836106	-12.911630	-1.003817	-0.267989	-0.618736	0.106284	0.276484	-0.131024	0.000000	0.000000	0.213526	0.425614	-1.020283	-0.155107	0.123764	-0.107023	0.000000	0.000000
0.067708	0.100286	0.515344	0.339724	-0.197658	0.292747	0.077410	-0.861721	-0.581819	-1.080111	-0.229842	-2.224925	0.264500	-0.017437	-0.141705	0.000000	0.000000	0.060938	0.311174	0.585905	0.333959	0.017780	-0.099393	-0.030345	0.569989
0.068750	0.176580	0.515344	-0.575804	0.389806	0.027397	0.056429	0.000000	0.000000	-1.080111	-0.344283	-1.020284	0.352019	-0.065623	-0.137128	0.000000	0.000000	0.175379	0.387468	1.790546	0.248844	-0.215939	-0.152799	0.120599	0.138976
0.069792	-0.052302	0.820519	0.339724	-0.204372	0.075767	-0.006514	-0.223026	-0.601582	-1.270846	-0.115401	-2.626472	-0.465495	0.018732	-0.147809	0.000000	0.000000	0.251673	0.425614	2.995188	0.166131	-0.162947	-0.078031	0.054403	0.055466
0.070833	-0.128596	0.667931	-0.270628	0.134679	0.394523	0.014467	0.000000	0.000000	-1.118258	-0.115401	-1.823378	0.016362	0.221088	-0.178326	0.000000	0.000000	0.175379	0.196733	1.790546	-0.060378	0.169546	-0.099393	-0.094690	-0.033720
0.071875	-0.204890	0.591638	-1.186155	-0.115413	0.019004	0.018282	0.000000	0.000000	-1.347140	-0.153548	1.388999	0.179384	0.303040	-0.152386	-0.218171	0.129146	0.060938	0.311174	0.585905	0.173341	0.017780	-0.151273	-0.030345	0.295851
0.072917	0.023992	0.515344	0.034548	0.389806	-0.189583	0.052614	5.487537	11.283022	-1.194552	-0.039107	0.987452	0.413103	0.360839	-0.153912	-0.365424	0.418352	-0.129797	0.311174	0.987452	0.093031	-0.235165	-0.107023	0.238153	0.094213
0.073958	-0.128596	0.591638	0.950075	-0.031490	-0.246346	0.107927	0.259291	-0.033144	-1.232699	-0.306136	-0.618736	0.108688	-0.123421	-0.166119	0.000000	0.000000	0.060938	0.273027	0.184358	0.416672	0.258708	-0.113126	-1.403290	2.260125
0.075000	0.023992	0.439050	-0.575804	0.391484	0.024040	-0.098066	0.000000	0.000000	-1.156405	-0.115401	-2.224925	0.417909	-0.118615	-0.146283	0.000000	0.000000	0.137232	0.616349	1.388999	0.314733	0.118957	-0.108549	-0.085642	0.226590
0.076042	0.023992	0.591638	-0.880979	-0.031490	-0.242989	0.027819	0.000000	0.000000	-1.118258	-0.115401	-1.020284	0.016362	0.124717	-0.172223	0.000000	0.000000	0.060938	0.425614	-0.618736	0.246440	-0.030406	-0.088712	0.000000	0.000000
0.077083	-0.204890	0.515344	0.950075	0.138035	-0.248024	0.062151	0.261058	0.145289	-1.232699	-0.267989	-2.224925	0.106284	0.165693	-0.167645	0.000000	0.000000	0.175379	0.540055	2.192093	-0.001698	-0.071382	-0.137540	0.032563	-0.000774
0.078125	0.252874	0.362756	1.255251	0.393162	-0.077736	0.046892	0.061929	0.313214	-1.156405	-0.153548	-1.421831	0.580931	-0.022243	-0.147809	0.000000	0.000000	-0.015356	0.311174	-0.217189	0.173341	0.109344	-0.117704	0.000000	0.000000
0.079167	-0.052302	0.362756	-1.491331	-0.697841	-0.137856	0.020189	0.000000	0.000000	-1.041964	-0.306136	-1.020284	0.028378	0.033152	-0.182904	0.000000	0.000000	0.060938	0.349321	1.790546	-0.391229	0.162336	-0.094816	-0.090663	-0.218497
0.080208	-0.052302	0.515344	-0.270628	0.138035	-0.031044	0.046892	0.000000	0.000000	-1.003817	-0.077254	-1.421831	0.094268	0.083741	-0.147809	0.000000	0.000000	0.175379	0.311174	1.388999	-0.308516	0.024989	-0.110074	-0.017991	-0.222114
0.081250	0.100286	0.210168	-1.186155	-0.274867	0.132530	0.020189	0.000000	0.000000	-0.927523	-0.077254	-1.020284	0.013959	-0.152381	-0.147809	0.000000	0.000000	0.099085	0.501908	1.790546	-0.240223	0.068368	-0.065824	-0.038183	-0.134162
0.082292	-0.052302	0.286462	-2.101682	-0.528316	0.182579	-0.008421	0.000000	0.000000	-1.080111	-0.077254	-0.618736	0.415506	0.271677	-0.190533	0.000000	0.000000	0.099085	0.463761	0.585905	0.003109	0.116554	-0.107023	-0.198930	0.005306
0.083333	-0.433772	0.439050	-0.270628	-0.028133	-0.039437	0.054522	0.000000	0.000000	-1.232699	-0.153548	0.585905	0.500622	0.117507	-0.169171	-0.200556	0.854442	0.251673	0.425614	0.987452	-0.074797	0.174353	-0.078031	-0.176568	-0.075748
0.084375	-0.052302	0.667932	0.034548	0.218602	0.022361	0.130816	-0.647254	6.327485	-1.080111	-0.115401	-3.429566	0.176981	0.030749	-0.176801	0.000000	0.000000	0.175379	0.234880	0.585905	0.499385	-0.167753	-0.137540	0.286315	0.852331
0.085417	0.023992	0.439050	-0.575804	-0.112056	0.130851	0.096483	0.000000	0.000000	-1.118258	-0.077254	0.184358	0.254887	0.172902	-0.158490	-0.937864	1.382567	0.137232	0.273027	3.396735	0.095435	-0.025600	-0.085660	0.007537	0.028096
0.086458	0.100286	0.744225	-0.880979	-0.202693	0.399559	0.048800	0.000000	0.000000	-1.118258	-0.039107	-1.020284	0.172174	0.317459	-0.147809	0.000000	0.000000	0.099085	0.273027	2.593640	0.416672	0.068368	-0.093290	-0.026360	0.160651
0.087500	0.023992	0.591638	-1.796507	0.052434	0.237663	0.027819	0.000000	0.000000	-1.270846	-0.039107	-1.421831	0.413103	-0.222196	-0.150861	0.000000	0.000000	0.137232	0.425614	-0.217189	0.166131	-0.073785	-0.085660	0.000000	0.000000
0.088542	-0.357478	0.667931	-0.270628	-0.201015	0.069053	-0.006514	0.000000	0.000000	-1.118258	-0.115401	-2.224925	0.096671	-0.116211	-0.187482	0.000000	0.000000	0.099085	0.196733	-0.618736	0.260860	-0.028003	-0.129911	0.000000	0.000000
0.089583	-0.128596	-0.018714	1.865603	-0.101985	0.447929	-0.014143	-0.240099	-0.054666	-1.118258	-0.153548	-0.618736	0.420312	0.076531	-0.158490	0.000000	0.000000	0.175379	0.425614	1.790546	0.246440	0.169546	-0.160428	-0.094690	0.137634
0.090625	0.252874	0.515344	0.950075	0.138035	-0.344765	0.004930	0.362882	0.145289	-1.080111	-0.115401	-1.823378	0.176981	0.030749	-0.146283	0.000000	0.000000	0.213526	0.311174	-1.421830	-0.388825	0.268321	-0.099393	0.000000	0.000000
0.091667	-0.357478	0.439050	0.644900	0.055791	-0.091164	-0.035124	0.141362	0.086511	-1.118258	-0.229842	-2.626472	0.505428	0.028345	-0.179852	0.000000	0.000000	-0.015356	0.387468	1.388999	-0.152704	0.109344	-0.108549	-0.078722	-0.109938
