NO_OF_FRAMES	960
NO_OF_CAMERAS	7
NO_OF_MARKERS	21
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-10-29, 11:10:42	2482.90614561
DATA_INCLUDED	3D
MARKER_NAMES	head	C7	L5	AcrL	EllL	HaL	FingerL	TrochL	KnL	MalLatL	MalMedL	ToeL	AcrR	EllR	HaR	FingerR	TrochR	KnR	MalLatR	MalMedR	ToeR
Frame	Time	head X	head Y	head Z	C7 X	C7 Y	C7 Z	L5 X	L5 Y	L5 Z	AcrL X	AcrL Y	AcrL Z	EllL X	EllL Y	EllL Z	HaL X	HaL Y	HaL Z	FingerL X	FingerL Y	FingerL Z	TrochL X	TrochL Y	TrochL Z	KnL X	KnL Y	KnL Z	MalLatL X	MalLatL Y	MalLatL Z	MalMedL X	MalMedL Y	MalMedL Z	ToeL X	ToeL Y	ToeL Z	AcrR X	AcrR Y	AcrR Z	EllR X	EllR Y	EllR Z	HaR X	HaR Y	HaR Z	FingerR X	FingerR Y	FingerR Z	TrochR X	TrochR Y	TrochR Z	KnR X	KnR Y	KnR Z	MalLatR X	MalLatR Y	MalLatR Z	MalMedR X	MalMedR Y	MalMedR Z	ToeR X	ToeR Y	ToeR Z	
11	0.04167	-384.394	377.923	1409.897	-606.429	330.396	1281.072	-636.149	334.207	869.365	-590.791	504.048	1260.665	-589.076	551.719	981.338	-493.422	596.374	790.093	-439.433	554.600	634.224	-549.391	513.113	835.504	-353.365	497.792	414.384	-501.382	465.462	92.043	-461.285	400.814	98.279	-350.510	467.516	16.439	-527.718	172.751	1246.898	-515.515	108.921	979.665	-403.665	108.791	789.282	-363.864	171.284	638.388	-562.469	190.393	850.512	-519.001	251.120	381.319	-601.042	277.585	36.161	-589.838	351.488	55.325	-433.866	328.856	3.402
12	0.04583	-382.048	378.191	1409.904	-604.122	330.445	1281.002	-633.919	334.350	869.154	-588.585	503.875	1260.430	-587.003	551.393	980.781	-491.280	596.192	789.860	-437.195	554.444	633.980	-546.619	513.001	835.150	-350.095	497.445	414.792	-491.240	466.288	89.496	-450.714	401.684	94.209	-338.714	467.665	17.969	-525.202	172.489	1246.612	-513.331	108.306	979.786	-401.350	108.878	789.299	-361.404	171.729	638.498	-560.394	190.435	850.097	-518.117	250.790	381.116	-600.837	277.449	36.204	-589.802	351.585	55.378	-433.628	328.978	3.453
13	0.05000	-379.753	378.115	1409.401	-601.811	330.437	1280.677	-631.679	334.430	868.985	-586.483	503.746	1260.168	-584.707	551.089	980.638	-489.270	595.764	789.445	-434.826	554.241	633.820	-544.239	513.055	835.075	-347.558	497.634	415.007	-481.031	467.258	86.775	-441.217	401.771	93.653	-326.103	468.557	20.045	-523.164	172.355	1246.475	-511.090	108.300	979.658	-399.021	109.200	789.079	-359.174	172.075	638.623	-558.032	190.656	849.576	-516.953	250.966	381.290	-600.795	277.597	36.285	-589.777	351.566	55.230	-433.669	328.857	3.216
14	0.05417	-377.334	378.257	1409.148	-599.565	330.377	1280.381	-629.370	334.695	869.106	-584.130	503.836	1260.060	-582.449	550.917	980.465	-487.302	595.613	789.214	-432.479	554.166	633.468	-541.297	512.376	834.539	-345.066	497.141	414.921	-469.974	468.585	84.034	-430.075	404.444	91.584	-314.266	469.282	19.925	-520.781	172.232	1246.188	-508.718	108.483	979.456	-396.468	109.568	788.943	-356.728	172.271	638.682	-555.864	190.661	849.462	-515.680	251.065	379.975	-600.766	277.591	36.253	-589.602	351.565	55.557	-433.651	328.876	3.438
15	0.05833	-375.165	378.420	1409.052	-597.345	330.310	1280.235	-626.947	334.740	868.848	-581.857	503.720	1259.766	-580.388	550.511	979.991	-485.242	595.320	788.872	-430.389	554.270	633.126	-538.767	512.468	834.346	-342.632	496.767	414.786	-459.745	469.426	81.772	-420.388	404.202	90.775	-301.842	470.378	21.713	-518.531	172.330	1245.883	-506.518	108.335	979.168	-394.019	109.868	788.991	-354.377	172.973	638.874	-553.763	190.707	849.021	-515.302	251.091	379.987	-600.739	277.624	36.303	-589.621	351.572	55.449	-433.700	328.803	3.320
16	0.06250	-372.767	378.401	1408.628	-595.073	330.188	1279.918	-624.654	334.909	868.590	-579.714	503.500	1259.489	-578.058	550.394	979.759	-483.231	595.189	788.639	-427.960	554.137	632.891	-535.810	512.219	833.989	-339.999	496.410	414.730	-449.282	470.668	79.218	-410.274	405.553	88.288	-290.830	470.407	22.782	-516.247	172.092	1245.591	-504.109	108.323	978.625	-391.651	110.295	788.925	-352.001	173.367	638.967	-551.538	190.803	848.572	-514.061	250.796	379.897	-600.674	277.750	36.360	-589.461	351.545	55.321	-433.701	328.696	3.439
17	0.06667	-370.344	378.394	1408.167	-592.780	330.260	1279.660	-622.286	335.224	868.326	-577.450	503.656	1259.150	-575.778	550.147	979.314	-481.262	594.972	788.416	-425.967	554.005	632.645	-533.683	511.949	833.644	-337.500	496.120	415.020	-438.593	472.127	77.209	-401.235	405.393	87.731	-278.694	471.082	26.473	-514.035	172.163	1245.301	-501.764	108.479	978.203	-389.075	110.315	788.833	-349.841	173.834	639.086	-549.432	190.729	848.303	-513.083	250.939	379.919	-600.586	277.687	36.503	-589.401	351.639	55.443	-433.527	328.729	3.383
18	0.07083	-368.138	378.569	1407.826	-590.640	330.165	1279.626	-619.896	335.247	868.072	-575.206	503.539	1258.920	-573.996	549.920	979.073	-479.194	594.783	788.049	-423.427	554.185	632.604	-531.440	511.960	833.336	-335.213	495.180	414.421	-428.455	473.342	75.475	-392.269	408.605	85.479	-267.640	471.618	27.304	-511.831	172.136	1245.060	-499.625	108.326	977.983	-386.862	110.661	788.827	-347.375	174.188	639.153	-547.283	190.618	848.193	-512.190	250.828	379.520	-600.519	277.770	36.448	-589.251	351.667	55.481	-434.456	329.129	3.084
19	0.07500	-365.834	378.583	1407.121	-588.393	330.028	1279.249	-617.519	335.624	867.841	-572.804	503.604	1258.661	-571.444	549.647	979.001	-477.124	594.748	787.358	-421.275	554.043	632.380	-528.835	512.102	833.083	-332.161	495.508	415.523	-418.141	474.206	73.614	-382.578	409.059	85.663	-256.268	471.803	28.702	-509.698	172.178	1244.934	-497.172	108.628	977.982	-384.598	111.033	788.641	-345.329	174.541	639.362	-545.167	190.742	847.953	-511.349	250.716	379.432	-600.429	277.789	36.529	-589.154	351.805	55.445	-434.483	329.053	3.040
20	0.07917	-363.309	378.545	1406.988	-586.495	329.935	1278.998	-615.152	335.764	867.620	-570.538	503.644	1258.236	-569.707	549.420	978.826	-475.084	594.702	786.682	-418.927	553.887	632.279	-526.547	512.340	832.833	-329.517	495.176	415.981	-408.463	475.208	71.500	-373.252	409.554	83.602	-244.794	472.543	30.739	-507.476	172.196	1244.685	-495.160	108.610	977.810	-382.247	111.283	788.442	-342.748	175.494	639.375	-542.939	190.932	847.761	-510.049	250.683	379.240	-600.413	277.962	36.559	-588.851	352.018	55.592	-434.269	329.063	3.115
21	0.08333	-361.150	378.659	1406.718	-584.002	330.083	1278.753	-612.502	336.112	867.356	-568.281	503.329	1257.909	-566.933	549.333	978.849	-473.156	594.723	786.198	-416.846	553.888	631.794	-524.077	512.709	832.545	-326.984	494.957	416.285	-398.302	476.563	69.545	-364.004	411.276	80.740	-234.032	472.442	32.106	-505.425	172.122	1244.423	-493.077	108.525	977.862	-379.788	111.674	788.292	-340.450	175.914	639.570	-540.975	191.015	847.745	-509.276	250.801	379.207	-600.379	278.022	36.577	-588.830	352.032	55.821	-433.992	328.853	2.897
22	0.08750	-358.590	378.591	1406.249	-581.940	330.359	1278.445	-610.243	336.080	867.398	-565.987	503.431	1257.661	-564.703	549.162	978.342	-471.165	594.775	785.707	-414.436	554.112	631.778	-521.810	512.942	832.541	-324.661	494.509	416.396	-388.811	477.654	68.510	-354.818	411.951	82.122	-223.343	473.056	34.188	-503.284	172.038	1244.178	-490.894	108.606	977.555	-377.429	112.143	788.358	-337.722	176.909	639.149	-538.982	190.887	847.607	-508.175	250.683	378.913	-600.136	278.000	36.713	-588.612	352.078	55.699	-434.415	328.819	3.130
23	0.09167	-356.407	378.730	1405.877	-579.682	330.206	1278.068	-607.649	336.454	867.277	-563.548	503.657	1257.470	-562.605	548.913	977.853	-469.103	594.743	785.181	-412.175	554.059	631.459	-519.274	513.095	832.566	-321.776	494.070	416.567	-378.759	478.777	67.532	-345.490	412.687	82.064	-213.660	472.657	35.737	-501.239	172.062	1243.890	-488.880	108.571	977.631	-375.057	112.378	788.039	-335.512	177.382	638.721	-537.070	190.828	847.440	-507.228	250.616	378.778	-600.277	278.137	36.510	-588.551	352.050	55.726	-434.372	328.797	3.152
24	0.09583	-353.997	378.664	1405.469	-577.434	330.327	1277.893	-605.274	336.863	866.922	-561.427	503.497	1257.184	-560.591	548.886	977.131	-467.251	594.957	784.615	-410.025	554.092	631.077	-516.231	512.764	832.121	-319.342	493.794	416.429	-369.463	479.890	65.770	-335.782	412.962	80.493	-202.946	473.167	39.487	-499.129	172.038	1243.620	-486.782	108.508	977.363	-372.897	112.731	788.066	-332.789	178.157	638.377	-534.963	190.821	847.042	-506.164	250.658	378.533	-600.244	278.163	36.689	-588.491	352.285	55.657	-434.408	328.759	3.036
25	0.10000	-351.483	378.680	1404.884	-575.028	330.554	1277.692	-602.856	336.834	866.908	-559.080	503.502	1256.654	-558.077	549.051	977.097	-465.310	594.949	784.298	-407.888	554.221	630.371	-513.635	512.991	831.411	-316.961	493.688	416.209	-359.746	481.159	64.862	-327.292	412.929	80.558	-193.545	472.934	40.558	-496.917	172.133	1243.308	-484.637	108.552	976.953	-370.429	113.091	787.868	-330.349	178.790	638.042	-532.901	190.814	847.084	-504.973	250.433	378.198	-600.073	278.259	36.850	-588.390	352.127	55.723	-434.304	328.727	3.132
26	0.10417	-349.320	378.774	1404.365	-572.978	330.652	1277.243	-600.390	337.135	866.289	-556.653	503.604	1256.176	-555.966	548.859	976.726	-463.397	594.998	783.901	-405.518	554.273	629.934	-510.005	512.875	830.875	-314.786	493.159	415.294	-350.138	482.412	63.766	-317.479	415.169	80.055	-183.424	472.770	43.881	-494.984	172.073	1243.021	-482.621	108.579	976.664	-368.390	113.302	787.450	-328.466	179.520	637.879	-530.885	190.812	847.056	-503.904	250.632	378.035	-599.779	278.424	36.987	-588.243	352.541	55.491	-434.296	328.648	2.967
27	0.10833	-346.891	378.815	1403.733	-570.809	330.582	1277.041	-597.799	337.446	866.115	-554.327	503.770	1255.851	-553.481	548.984	976.476	-461.348	595.167	783.702	-403.722	554.544	629.495	-505.050	512.449	830.664	-312.467	492.520	414.754	-341.592	483.321	63.319	-310.052	415.569	80.390	-174.569	472.219	45.228	-492.830	171.984	1242.665	-480.445	108.708	976.275	-365.964	113.809	787.052	-326.147	179.996	638.006	-528.951	190.964	846.799	-502.818	250.497	378.124	-599.892	278.427	36.765	-588.128	352.372	55.714	-434.127	328.478	2.748
28	0.11250	-344.593	378.916	1403.480	-568.552	330.719	1276.658	-595.220	338.065	865.652	-552.017	503.829	1255.454	-551.225	549.218	975.982	-459.505	595.255	783.394	-401.571	554.386	629.405	-501.529	512.305	829.453	-310.188	492.351	414.033	-332.693	484.437	62.700	-302.367	415.081	79.567	-165.220	472.702	48.095	-490.857	172.086	1242.276	-478.344	108.756	975.845	-363.426	114.372	786.511	-323.963	180.339	638.077	-526.942	191.094	846.574	-501.730	250.444	378.138	-599.612	278.474	36.966	-587.951	352.473	55.656	-434.047	328.441	2.901
29	0.11667	-342.219	379.112	1402.840	-566.560	330.710	1276.367	-592.697	337.870	865.471	-549.661	503.882	1255.036	-548.751	549.442	975.427	-457.414	595.241	782.692	-399.709	554.695	628.978	-499.018	512.444	829.106	-307.710	491.955	413.725	-323.734	485.776	62.494	-293.837	417.150	78.712	-156.337	472.577	50.532	-488.703	172.244	1241.736	-476.176	108.931	975.061	-361.169	114.853	786.080	-321.863	180.885	638.150	-524.898	191.120	846.199	-500.591	250.371	378.037	-599.733	278.581	37.023	-587.924	352.577	55.529	-434.099	328.435	3.020
30	0.12083	-339.868	379.319	1402.347	-564.134	330.945	1275.952	-590.160	338.137	864.748	-547.310	504.121	1254.520	-546.648	549.327	975.197	-455.254	595.516	782.104	-397.629	555.145	628.555	-496.341	512.795	828.758	-305.470	491.807	413.146	-315.513	486.594	61.309	-285.894	418.700	78.801	-148.299	471.989	51.750	-486.813	172.415	1241.290	-473.943	109.308	974.193	-358.661	115.149	785.633	-319.330	181.386	637.930	-522.688	191.275	845.882	-499.136	250.544	377.953	-599.562	278.654	37.182	-587.527	352.828	55.396	-433.668	328.187	2.686
31	0.12500	-337.641	379.190	1401.843	-562.111	331.162	1275.387	-587.609	338.632	864.365	-544.939	504.149	1254.122	-544.437	549.588	974.594	-453.386	595.774	781.258	-395.724	555.437	628.241	-493.624	512.866	828.587	-303.453	491.297	412.509	-307.116	487.858	61.139	-279.032	418.667	79.505	-139.786	471.944	54.403	-484.663	172.446	1240.789	-471.737	109.595	973.602	-356.726	115.476	785.663	-316.932	182.048	637.104	-520.673	191.388	845.504	-497.989	250.043	377.940	-599.536	278.820	37.120	-587.693	352.807	55.471	-435.094	329.188	2.189
32	0.12917	-335.303	379.568	1401.099	-559.988	331.257	1275.153	-585.106	339.017	863.878	-542.698	504.327	1253.700	-541.767	549.832	974.782	-451.293	596.287	780.495	-393.715	555.966	627.888	-491.458	513.060	828.305	-301.436	490.707	412.000	-299.238	488.948	61.232	-272.485	418.688	79.487	-132.083	471.469	56.196	-482.786	172.403	1240.568	-469.459	109.969	972.717	-354.020	115.940	785.421	-314.575	182.879	636.505	-518.646	191.477	845.076	-496.244	250.523	376.682	-599.398	278.909	37.129	-587.483	352.851	55.479	-434.231	328.608	2.477
33	0.13333	-332.892	379.768	1400.678	-557.915	331.432	1274.599	-582.570	339.206	863.478	-540.268	504.522	1253.192	-539.490	549.920	974.045	-449.290	596.695	780.134	-391.816	556.480	627.342	-488.156	513.070	827.999	-299.469	489.802	411.371	-291.616	489.922	61.307	-264.776	419.856	79.542	-124.417	471.413	57.692	-480.783	172.412	1240.146	-467.374	110.193	972.384	-351.865	116.233	785.326	-312.151	183.657	635.817	-516.394	191.745	844.417	-494.684	250.692	376.267	-599.408	278.876	37.035	-586.950	352.988	54.999	-433.573	327.899	3.069
34	0.13750	-330.653	379.679	1400.344	-555.824	331.728	1274.384	-580.031	339.886	862.905	-537.971	504.699	1252.677	-537.122	550.206	973.544	-447.375	596.976	779.757	-389.910	557.056	626.774	-484.128	512.617	827.318	-297.253	489.276	410.953	-284.223	490.984	61.391	-258.098	420.905	78.574	-116.569	471.268	60.208	-478.727	172.625	1239.950	-465.144	110.598	971.652	-349.571	116.739	784.745	-309.653	184.477	635.436	-514.253	192.222	844.011	-493.071	250.946	375.648	-599.006	278.930	37.500	-587.019	353.050	55.202	-433.034	327.486	3.016
35	0.14167	-328.362	379.778	1399.974	-553.678	331.871	1273.862	-577.477	340.026	862.277	-535.614	504.930	1252.332	-534.783	550.551	973.267	-445.414	597.339	779.515	-387.938	557.739	626.153	-480.135	512.621	826.285	-295.040	489.082	410.234	-277.498	491.343	60.392	-251.981	421.202	78.554	-109.861	470.939	61.735	-476.587	172.618	1239.358	-463.232	110.728	971.310	-347.337	117.157	784.628	-307.036	185.407	634.953	-512.362	192.302	843.678	-491.350	251.102	374.786	-599.062	279.083	37.346	-586.895	353.056	55.346	-433.100	327.281	2.911
36	0.14583	-325.741	379.774	1399.021	-551.365	331.753	1273.434	-574.790	340.428	861.841	-533.199	505.212	1251.974	-532.388	550.848	972.608	-443.401	597.689	779.041	-385.905	558.202	625.397	-477.236	512.790	825.438	-292.862	489.144	409.553	-270.488	492.146	60.400	-246.205	421.444	78.834	-102.959	469.971	63.261	-474.715	172.756	1239.016	-461.271	110.756	970.944	-345.069	117.450	784.124	-305.050	186.126	634.835	-510.520	192.436	843.409	-489.735	251.389	374.152	-598.991	279.147	37.279	-586.814	353.093	55.304	-432.943	327.437	3.191
37	0.15000	-323.621	379.784	1398.178	-549.262	332.244	1273.004	-571.958	340.878	861.451	-530.948	505.153	1251.575	-529.996	551.179	972.309	-441.411	598.137	778.600	-384.282	558.890	625.036	-473.056	512.631	825.147	-290.743	488.897	409.149	-263.778	493.035	60.532	-239.924	422.205	80.118	-96.313	469.785	65.545	-472.904	172.696	1238.396	-459.329	110.980	970.690	-342.683	118.035	783.462	-303.001	186.476	634.687	-508.334	192.631	843.225	-488.054	251.627	373.613	-598.602	279.149	37.621	-586.702	353.197	55.171	-432.983	327.241	2.978
38	0.15417	-321.166	380.019	1397.526	-547.114	332.529	1272.479	-569.613	341.161	861.030	-528.577	505.304	1251.120	-527.653	551.290	972.002	-439.366	598.636	777.893	-382.292	559.433	624.181	-470.819	513.306	824.772	-288.508	489.079	408.598	-257.206	493.724	60.313	-233.560	423.469	80.025	-89.867	469.216	66.864	-470.809	173.121	1237.964	-457.269	111.313	970.402	-340.381	118.527	783.045	-300.621	187.011	634.689	-506.362	192.922	842.743	-486.310	251.804	373.138	-598.622	279.261	37.529	-586.689	353.194	55.340	-432.884	327.266	2.917
39	0.15833	-318.771	380.026	1396.986	-544.547	332.679	1271.814	-566.949	341.788	860.569	-526.050	505.628	1250.604	-525.138	551.911	971.506	-437.174	599.079	777.244	-380.406	560.090	623.436	-468.015	513.393	824.514	-286.281	489.271	408.133	-251.051	494.284	60.371	-227.784	424.320	79.368	-84.270	468.867	67.614	-468.938	173.292	1237.530	-455.158	111.393	969.763	-337.853	119.214	782.217	-298.135	187.591	634.772	-504.327	193.032	842.549	-484.625	251.766	372.666	-598.368	279.287	37.735	-586.645	353.316	55.256	-432.861	327.156	2.766
40	0.16250	-316.501	380.205	1396.399	-542.411	332.871	1271.287	-564.276	342.446	859.970	-523.722	505.929	1250.026	-522.753	552.191	971.109	-435.185	599.567	776.631	-378.729	560.819	623.107	-464.548	513.354	824.120	-284.346	489.245	407.848	-245.320	495.125	60.529	-223.025	424.244	79.201	-78.294	468.170	69.082	-467.052	173.470	1237.220	-452.815	111.749	968.957	-335.718	119.797	781.725	-295.713	188.287	634.580	-502.411	193.049	842.303	-483.185	251.892	372.461	-598.256	279.599	38.035	-586.388	353.457	55.243	-432.898	327.059	2.993
41	0.16667	-314.071	380.315	1395.768	-540.267	333.369	1270.766	-561.710	342.987	859.500	-521.406	506.180	1249.644	-520.445	552.510	970.296	-433.068	600.258	775.886	-376.913	561.504	622.210	-461.529	513.048	823.922	-282.245	489.511	407.412	-239.672	495.523	60.991	-218.096	424.271	79.354	-72.570	467.370	70.502	-465.150	173.601	1236.659	-450.695	112.092	968.109	-332.953	120.459	781.372	-293.287	189.130	634.070	-500.329	193.249	841.953	-481.753	251.830	372.625	-598.256	279.733	38.166	-586.451	353.554	55.340	-432.810	327.143	2.941
42	0.17083	-311.720	380.576	1395.004	-537.979	333.733	1270.192	-558.952	343.315	858.997	-518.995	506.338	1249.028	-518.105	552.942	970.088	-431.037	600.719	775.355	-375.267	562.218	621.623	-457.871	512.821	822.930	-280.003	489.663	406.823	-234.175	496.122	61.095	-212.932	424.747	80.019	-67.348	466.621	71.736	-463.290	173.994	1236.280	-448.362	112.504	967.156	-330.663	120.916	780.944	-290.765	190.326	633.315	-497.980	193.968	841.601	-480.482	251.746	372.632	-597.703	279.717	38.456	-586.212	353.534	55.378	-432.820	326.968	2.903
43	0.17500	-309.358	380.640	1394.571	-535.731	333.983	1269.556	-556.225	344.046	858.626	-516.671	506.616	1248.505	-515.803	553.284	970.100	-428.830	601.241	775.031	-373.359	563.127	621.130	-448.657	510.874	822.238	-278.324	489.232	406.337	-228.872	496.465	60.909	-208.388	425.047	80.381	-62.645	465.911	72.486	-461.417	174.087	1235.399	-446.264	112.962	966.517	-328.274	121.468	780.470	-288.087	190.871	633.003	-495.747	193.992	840.885	-479.071	251.625	372.643	-597.668	279.793	38.407	-586.075	353.705	55.399	-432.854	326.982	3.009
44	0.17917	-306.875	380.762	1394.207	-533.592	334.288	1269.124	-553.588	344.398	858.140	-514.223	506.878	1247.861	-513.177	553.679	969.712	-426.756	601.835	774.644	-371.542	563.998	620.215	-446.105	511.171	821.855	-276.276	488.928	406.022	-224.115	496.807	60.924	-203.773	425.310	80.237	-57.921	465.211	73.365	-459.442	174.294	1234.964	-443.952	113.539	966.064	-326.101	122.027	780.060	-286.010	191.653	632.301	-493.604	194.196	840.399	-477.774	251.750	372.693	-597.675	279.904	38.487	-585.971	353.655	55.371	-432.818	326.931	2.745
