NO_OF_FRAMES	960
NO_OF_CAMERAS	7
NO_OF_MARKERS	21
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-10-29, 11:09:59	2439.62344823
DATA_INCLUDED	3D
MARKER_NAMES	head	C7	L5	AcrL	EllL	HaL	FingerL	TrochL	KnL	MalLatL	MalMedL	ToeL	AcrR	EllR	HaR	FingerR	TrochR	KnR	MalLatR	MalMedR	ToeR
Frame	Time	head X	head Y	head Z	C7 X	C7 Y	C7 Z	L5 X	L5 Y	L5 Z	AcrL X	AcrL Y	AcrL Z	EllL X	EllL Y	EllL Z	HaL X	HaL Y	HaL Z	FingerL X	FingerL Y	FingerL Z	TrochL X	TrochL Y	TrochL Z	KnL X	KnL Y	KnL Z	MalLatL X	MalLatL Y	MalLatL Z	MalMedL X	MalMedL Y	MalMedL Z	ToeL X	ToeL Y	ToeL Z	AcrR X	AcrR Y	AcrR Z	EllR X	EllR Y	EllR Z	HaR X	HaR Y	HaR Z	FingerR X	FingerR Y	FingerR Z	TrochR X	TrochR Y	TrochR Z	KnR X	KnR Y	KnR Z	MalLatR X	MalLatR Y	MalLatR Z	MalMedR X	MalMedR Y	MalMedR Z	ToeR X	ToeR Y	ToeR Z	
14	0.05417	-316.055	398.248	1406.653	-532.139	363.927	1264.059	-548.752	377.546	853.772	-497.883	535.274	1238.997	-496.493	581.621	962.102	-417.109	621.853	763.840	-388.515	583.923	600.285	-429.019	535.875	818.888	-260.034	497.643	404.293	-202.938	498.572	57.465	-191.712	425.513	76.904	-39.706	447.188	69.843	-469.195	196.451	1229.545	-456.701	137.060	961.539	-364.735	122.576	761.833	-345.877	174.005	605.013	-500.896	222.865	834.289	-502.810	280.370	366.282	-635.966	321.152	40.218	-612.122	393.016	57.734	-465.431	347.600	1.470
15	0.05833	-313.449	398.470	1406.292	-529.579	364.172	1263.743	-545.812	378.079	853.404	-495.145	535.496	1238.583	-493.900	581.820	961.797	-414.846	622.055	763.550	-386.204	584.114	599.856	-425.438	536.656	818.782	-257.412	497.792	403.914	-200.251	498.846	56.983	-189.147	426.205	76.155	-37.246	446.681	69.231	-466.658	196.705	1229.232	-454.144	137.326	961.080	-362.120	122.710	761.409	-342.826	173.794	604.345	-498.520	222.995	834.114	-501.088	280.157	366.283	-635.764	321.196	40.859	-611.855	393.091	57.923	-465.549	347.539	1.573
16	0.06250	-310.802	398.553	1405.896	-526.944	364.377	1263.389	-542.844	378.506	853.046	-492.441	535.625	1237.979	-491.192	581.965	961.515	-412.449	622.166	763.108	-383.982	584.511	599.484	-422.730	536.862	818.136	-254.714	497.778	403.322	-197.401	499.229	57.279	-186.502	426.623	74.687	-34.708	446.317	68.285	-464.041	196.765	1228.788	-451.443	137.719	960.779	-359.502	122.769	761.183	-339.984	173.818	603.658	-495.856	223.381	833.730	-498.966	280.286	366.266	-636.471	321.499	41.956	-611.459	393.220	58.074	-465.593	347.425	1.784
17	0.06667	-308.067	398.995	1405.563	-524.125	364.765	1262.796	-540.071	378.651	852.639	-489.732	535.768	1237.589	-488.562	581.810	960.920	-410.188	622.292	762.559	-381.996	584.473	598.579	-419.950	537.057	817.456	-252.240	497.914	402.761	-194.909	499.376	56.948	-184.265	426.603	74.506	-32.614	445.831	67.585	-461.585	196.877	1228.316	-448.923	137.893	959.909	-357.004	122.814	760.814	-336.766	174.171	602.791	-493.090	223.329	833.293	-497.443	279.774	366.438	-636.128	321.498	42.232	-611.063	393.181	58.416	-465.360	347.646	1.753
18	0.07083	-305.541	399.257	1405.479	-521.569	364.834	1262.593	-537.084	378.939	851.978	-486.892	536.124	1237.086	-485.898	582.291	960.522	-407.767	622.502	762.006	-379.866	584.419	597.601	-417.201	537.503	817.081	-249.172	498.012	402.194	-192.829	499.329	56.446	-182.358	426.980	74.059	-30.405	445.456	66.880	-458.987	197.096	1227.990	-446.158	138.444	959.545	-354.359	122.945	760.352	-334.624	174.230	602.442	-490.256	224.058	833.077	-495.983	279.686	366.835	-635.718	321.621	42.624	-610.671	393.425	59.255	-465.300	347.490	1.638
19	0.07500	-302.888	399.404	1405.285	-518.870	365.125	1262.221	-534.218	379.289	851.560	-483.994	536.258	1236.523	-483.054	582.518	960.173	-405.325	622.831	761.294	-377.757	584.721	597.091	-414.312	537.986	816.480	-246.695	497.821	401.115	-190.947	499.212	55.368	-180.619	427.011	73.482	-28.554	445.052	66.043	-456.436	197.622	1227.563	-443.363	138.804	958.804	-351.729	123.100	759.896	-332.032	174.035	602.228	-487.846	224.142	832.981	-493.624	280.301	366.290	-635.889	321.552	43.067	-610.394	393.388	58.987	-465.414	347.428	1.624
20	0.07917	-300.184	399.593	1405.295	-516.047	365.370	1261.949	-531.294	379.532	851.063	-481.180	536.540	1236.132	-480.566	582.644	959.690	-402.983	623.193	760.900	-375.649	584.803	596.737	-411.439	538.179	816.515	-243.647	497.936	400.896	-188.944	499.545	54.389	-179.414	426.808	72.642	-26.440	445.293	65.117	-453.920	197.762	1227.230	-440.819	139.068	958.258	-348.958	123.401	759.518	-329.466	173.885	601.606	-485.175	224.237	832.922	-491.692	280.403	366.163	-635.605	321.455	43.731	-610.367	393.353	59.289	-465.241	347.355	1.735
21	0.08333	-297.587	399.791	1405.013	-513.256	365.775	1261.684	-528.330	380.011	850.709	-478.291	536.853	1235.643	-477.783	582.849	959.799	-400.537	623.362	760.537	-373.514	585.023	596.517	-408.674	538.628	816.452	-241.025	497.737	401.073	-186.830	500.033	54.289	-177.754	426.902	71.803	-24.887	445.398	63.943	-451.227	197.993	1226.730	-438.262	139.460	957.963	-346.108	123.899	758.689	-326.594	173.747	600.965	-482.050	225.181	832.755	-489.551	280.471	365.953	-635.229	321.485	43.802	-610.110	393.347	59.283	-465.259	347.435	1.619
22	0.08750	-294.791	400.075	1404.835	-510.658	366.097	1261.414	-525.368	380.158	850.288	-475.508	537.316	1235.320	-475.039	583.142	959.395	-398.258	623.710	760.346	-371.288	585.251	596.252	-405.636	538.810	816.158	-238.290	497.879	401.639	-185.343	500.212	53.526	-176.529	427.636	70.430	-23.414	445.626	62.248	-448.608	198.485	1226.383	-435.480	139.752	957.390	-343.333	124.163	758.269	-323.848	173.700	600.371	-479.288	225.011	832.487	-487.856	280.500	365.950	-635.133	321.348	44.471	-610.013	393.432	59.356	-465.165	347.261	1.627
23	0.09167	-292.046	400.332	1404.704	-507.553	366.388	1261.148	-522.367	380.434	849.835	-472.539	537.448	1235.206	-472.323	583.359	959.234	-395.922	624.124	760.060	-369.199	585.594	595.933	-402.868	539.079	815.591	-234.793	498.273	401.898	-184.522	500.147	52.415	-175.290	427.517	69.536	-22.369	445.122	60.600	-445.846	198.860	1225.977	-432.862	140.160	956.964	-340.792	124.431	758.056	-321.365	173.799	600.409	-476.246	225.416	831.900	-485.314	281.006	365.409	-634.814	321.220	44.845	-609.868	393.075	59.322	-465.362	347.323	1.498
24	0.09583	-289.511	400.514	1404.544	-504.651	366.658	1260.713	-519.316	381.015	849.480	-469.684	537.653	1234.908	-469.621	583.587	958.967	-393.422	624.371	759.906	-366.918	585.901	595.633	-400.115	539.261	815.186	-231.617	498.410	402.091	-183.151	500.300	51.625	-173.941	427.454	68.557	-21.530	444.398	58.859	-442.811	198.970	1225.364	-430.191	140.619	956.819	-337.926	124.755	757.738	-318.336	174.076	599.925	-473.036	226.083	831.578	-483.490	280.970	365.263	-634.677	321.133	45.471	-609.844	393.048	59.661	-464.929	347.426	1.561
25	0.10000	-286.553	400.921	1404.379	-501.770	366.625	1260.404	-516.289	381.528	849.057	-466.687	538.112	1234.899	-466.896	583.746	959.135	-391.159	624.771	759.815	-364.853	586.343	595.359	-396.857	539.956	815.116	-228.932	498.813	401.239	-182.424	500.263	50.456	-172.651	427.684	67.879	-20.809	444.138	56.294	-439.722	198.919	1224.947	-427.357	141.021	956.212	-335.035	125.134	757.597	-314.853	174.337	599.126	-470.329	226.511	831.487	-481.120	281.412	364.501	-634.072	321.026	46.145	-609.724	392.700	59.874	-464.935	347.350	1.544
26	0.10417	-283.826	401.228	1404.245	-498.870	367.126	1260.116	-513.234	382.022	848.924	-463.790	538.483	1234.719	-464.011	584.001	958.889	-388.778	625.114	759.599	-362.416	586.683	595.013	-393.589	540.376	814.835	-226.218	498.683	400.714	-181.305	500.476	50.059	-171.284	428.187	66.747	-19.934	444.234	54.296	-436.976	199.532	1224.627	-424.618	141.504	956.263	-332.513	125.363	757.225	-311.578	175.131	598.750	-467.293	226.856	831.150	-478.824	281.471	364.502	-633.663	320.820	46.613	-609.448	392.585	59.880	-465.001	347.145	1.462
27	0.10833	-280.975	401.525	1404.249	-496.007	367.458	1259.748	-510.090	382.557	848.939	-460.907	538.721	1234.847	-461.202	584.268	958.863	-386.195	625.522	759.368	-360.103	587.151	594.717	-390.435	541.090	814.332	-223.245	498.913	399.948	-180.469	500.342	49.275	-170.494	428.041	66.483	-19.354	444.288	53.214	-434.497	199.962	1224.449	-421.944	142.022	955.636	-329.761	125.853	756.872	-308.931	175.811	598.422	-464.310	227.241	830.899	-476.684	281.455	364.826	-633.562	320.760	47.120	-608.817	392.574	60.482	-464.762	347.559	1.555
28	0.11250	-278.251	401.961	1404.225	-493.110	367.745	1259.461	-506.971	383.076	848.707	-457.878	539.070	1234.788	-458.645	584.907	958.982	-383.610	625.814	758.858	-357.785	587.374	594.399	-387.489	541.563	814.435	-220.844	498.967	399.480	-179.736	499.986	47.693	-169.789	428.059	66.053	-18.135	444.612	51.886	-431.643	200.227	1224.320	-418.899	142.393	955.524	-326.876	126.290	756.889	-305.886	176.408	598.482	-461.136	227.784	830.905	-474.673	281.331	364.947	-633.391	320.421	47.626	-608.478	392.231	60.760	-464.886	347.379	1.460
29	0.11667	-275.420	402.229	1404.355	-489.999	368.043	1259.273	-503.642	383.830	848.867	-455.033	539.316	1234.802	-455.414	585.257	958.791	-381.060	626.385	758.502	-355.346	588.213	594.240	-384.588	541.924	814.127	-218.083	499.027	399.520	-179.004	500.314	47.046	-169.277	427.941	65.567	-17.522	444.277	51.160	-428.378	200.432	1224.107	-416.031	142.931	955.243	-324.164	126.831	756.544	-303.002	176.803	598.558	-458.327	227.950	830.997	-472.663	281.345	364.954	-633.569	319.990	48.848	-608.614	392.112	61.366	-464.771	347.394	1.521
30	0.12083	-272.573	402.632	1404.426	-487.075	368.253	1258.847	-500.362	384.537	849.121	-452.050	539.572	1234.775	-452.855	585.070	958.574	-378.260	626.657	758.191	-353.020	588.747	593.832	-381.277	542.516	814.056	-215.334	499.285	399.220	-178.291	500.455	46.104	-168.766	427.881	65.170	-17.006	443.820	50.159	-425.695	200.730	1224.019	-412.933	143.609	955.035	-321.327	127.064	756.577	-300.270	177.282	598.664	-455.441	228.156	831.018	-470.769	281.111	364.955	-633.177	319.759	49.539	-608.348	391.511	62.084	-464.770	347.310	1.676
31	0.12500	-269.733	402.883	1404.510	-484.201	368.592	1258.684	-497.191	384.821	848.982	-449.014	539.969	1234.787	-449.856	585.529	958.618	-375.712	627.147	757.783	-350.803	589.217	593.491	-378.145	543.127	814.224	-212.713	498.773	397.434	-177.611	500.673	45.416	-168.476	427.561	64.312	-16.195	443.251	48.551	-422.649	201.231	1223.799	-409.983	144.189	954.919	-318.467	127.528	756.343	-297.192	177.824	598.419	-452.622	228.470	830.956	-468.834	281.092	364.904	-632.739	319.590	49.927	-608.206	391.115	62.716	-464.762	347.373	1.458
32	0.12917	-266.886	403.313	1404.586	-481.204	369.003	1258.414	-494.078	385.179	849.066	-446.067	540.401	1234.724	-446.849	585.672	958.826	-373.023	627.663	757.729	-348.034	589.839	593.402	-374.984	543.555	814.284	-210.491	498.524	396.425	-176.921	500.883	44.889	-168.392	427.399	63.150	-15.853	443.250	46.196	-419.561	201.467	1223.604	-406.939	144.859	954.811	-315.486	128.184	755.748	-294.404	178.139	598.237	-449.697	229.073	830.845	-466.175	281.417	364.217	-632.095	319.334	50.373	-607.443	391.092	63.998	-464.512	347.421	1.572
33	0.13333	-264.118	403.692	1404.683	-478.149	369.264	1258.202	-490.773	385.468	848.982	-443.051	540.708	1234.798	-443.795	586.009	958.909	-370.378	628.155	757.808	-345.743	590.434	593.005	-371.696	543.915	814.548	-207.923	498.700	395.753	-176.572	500.751	44.346	-167.550	427.581	61.890	-15.832	442.639	43.880	-416.637	201.962	1223.476	-404.056	145.364	954.591	-312.389	128.746	755.626	-291.476	178.755	598.212	-446.571	229.538	830.802	-463.983	281.732	363.986	-631.404	319.144	50.813	-606.567	391.241	65.811	-464.574	347.401	1.537
34	0.13750	-261.289	403.894	1404.671	-475.274	369.768	1257.967	-487.349	386.173	849.003	-440.122	541.077	1234.843	-440.768	586.517	959.100	-367.591	628.789	758.000	-342.862	590.961	592.805	-368.035	544.406	814.836	-205.448	498.766	395.124	-176.149	500.663	43.554	-167.353	427.786	60.805	-15.671	442.274	42.421	-413.542	202.414	1223.410	-401.297	145.826	954.465	-309.520	129.418	755.379	-288.394	179.391	597.974	-443.074	230.705	830.425	-461.883	282.065	364.066	-630.150	318.851	51.707	-605.862	390.958	66.936	-464.614	347.351	1.644
35	0.14167	-258.335	404.357	1404.625	-472.115	370.193	1257.857	-483.901	386.312	849.466	-436.957	541.553	1234.845	-437.728	586.881	959.011	-364.893	629.239	758.305	-340.429	591.410	592.823	-364.875	544.626	814.518	-202.822	498.978	394.332	-175.906	500.612	42.842	-167.148	427.589	59.844	-15.401	441.618	40.763	-410.364	202.960	1223.178	-398.071	146.289	954.048	-306.473	130.052	755.199	-285.180	180.342	597.471	-438.896	232.318	829.954	-459.846	282.301	364.178	-630.216	318.406	52.955	-605.262	390.718	68.403	-464.673	347.295	1.668
36	0.14583	-255.458	404.765	1404.738	-469.037	370.582	1257.626	-480.620	387.184	849.430	-433.812	542.013	1235.065	-434.705	587.382	959.240	-362.301	630.025	758.348	-337.788	592.032	592.701	-361.334	545.031	814.420	-200.758	499.195	394.392	-175.641	500.419	42.037	-166.727	427.629	58.235	-15.138	440.928	39.765	-407.297	203.467	1223.021	-395.102	146.939	954.055	-303.415	130.773	754.987	-281.782	181.344	596.903	-436.064	232.599	829.772	-457.087	282.397	364.150	-629.597	318.200	53.724	-604.739	390.359	68.965	-464.650	347.475	1.399
37	0.15000	-252.722	405.042	1404.794	-465.963	371.159	1257.461	-477.204	387.727	849.586	-430.749	542.492	1235.097	-431.693	587.866	959.032	-359.549	630.511	758.383	-335.278	592.641	592.494	-357.651	545.697	814.169	-198.568	499.212	394.564	-175.216	500.350	41.245	-166.330	427.394	57.753	-14.662	440.184	38.127	-404.079	203.983	1222.713	-392.157	147.424	953.531	-300.485	131.251	754.850	-278.303	182.616	597.232	-432.453	233.842	829.458	-454.882	282.447	363.670	-628.726	317.624	54.940	-604.291	390.152	69.198	-464.427	347.384	1.490
38	0.15417	-249.756	405.320	1405.020	-462.865	371.598	1257.434	-473.793	388.448	849.507	-427.434	542.846	1235.318	-428.547	588.404	959.102	-356.748	631.230	758.425	-332.536	593.309	592.942	-354.175	546.237	813.747	-196.457	498.422	394.227	-174.662	499.932	41.081	-165.745	427.188	57.033	-13.939	439.565	35.950	-400.887	204.404	1222.647	-389.089	147.980	953.453	-297.569	131.861	754.709	-276.205	183.149	597.204	-429.059	234.623	829.159	-452.508	282.609	363.331	-628.511	317.180	55.300	-604.066	389.598	69.339	-464.620	347.362	1.175
39	0.15833	-246.786	405.833	1405.151	-459.762	372.004	1257.344	-470.361	389.493	849.560	-424.199	543.425	1235.541	-425.606	588.747	959.236	-353.935	631.832	758.427	-329.673	594.267	593.064	-350.560	546.872	813.657	-194.028	499.302	393.368	-173.828	499.319	40.451	-164.484	426.822	56.872	-12.956	439.381	34.553	-397.450	204.724	1222.420	-386.031	148.615	953.361	-294.552	132.603	754.860	-274.365	183.323	596.645	-425.614	235.395	828.975	-450.419	282.734	363.299	-628.197	316.733	55.609	-603.758	389.274	69.558	-464.497	347.404	1.701
40	0.16250	-243.795	406.325	1405.375	-456.438	372.592	1257.554	-466.893	390.074	849.490	-421.253	543.850	1235.629	-422.447	589.509	959.282	-351.068	632.563	758.560	-326.474	595.179	593.598	-347.064	547.508	813.737	-191.678	499.239	391.666	-172.594	498.732	40.167	-163.214	426.453	56.727	-11.872	439.389	32.842	-394.205	205.252	1222.184	-382.928	149.312	953.557	-291.741	133.051	754.692	-271.366	183.957	596.794	-422.849	235.542	828.869	-448.237	282.893	363.249	-628.803	316.314	57.042	-602.944	389.017	69.688	-463.935	347.386	1.367
41	0.16667	-240.674	406.545	1405.736	-453.335	373.211	1257.642	-463.461	390.583	849.264	-417.979	544.404	1235.549	-419.220	590.071	959.451	-348.184	633.218	758.561	-323.678	595.831	593.573	-343.486	548.164	813.852	-189.369	499.051	391.142	-171.262	498.411	39.855	-161.897	425.892	56.651	-10.656	438.831	31.117	-391.009	205.659	1221.905	-379.620	150.067	953.470	-288.495	133.721	754.187	-268.693	184.604	596.713	-419.206	236.544	828.741	-445.659	282.528	363.957	-628.524	316.093	58.096	-602.224	388.402	70.468	-464.343	347.415	1.389
42	0.17083	-237.552	406.871	1406.313	-450.175	373.676	1257.885	-459.924	391.201	849.021	-414.827	544.840	1235.553	-416.036	590.663	959.615	-345.254	633.837	758.740	-320.403	597.024	594.123	-339.695	548.929	814.184	-187.217	499.336	390.804	-169.899	497.934	39.662	-160.612	425.316	56.904	-9.593	438.334	30.033	-387.846	206.239	1221.939	-376.308	150.630	953.106	-285.448	134.494	754.030	-265.886	185.152	596.779	-416.138	237.141	828.781	-443.456	282.315	364.256	-627.275	315.628	59.391	-601.779	387.538	71.077	-464.409	347.357	1.557
43	0.17500	-234.588	407.304	1406.758	-447.081	373.595	1258.588	-456.670	392.148	849.251	-411.816	545.379	1235.678	-412.680	591.059	959.848	-342.216	634.599	758.741	-317.994	597.840	594.090	-336.184	549.667	814.498	-184.712	499.347	390.766	-168.738	497.395	39.295	-159.568	424.886	56.730	-8.227	438.244	29.077	-384.255	206.922	1221.788	-373.101	151.365	952.929	-282.332	135.371	753.617	-262.900	185.927	596.782	-412.612	237.649	829.027	-440.928	282.070	364.650	-626.974	315.375	60.152	-600.553	387.168	72.841	-464.143	347.297	1.200
44	0.17917	-231.536	407.744	1407.167	-444.055	373.851	1258.478	-453.254	393.060	849.480	-408.535	545.746	1235.672	-409.372	591.653	960.099	-339.195	635.370	759.088	-315.182	598.509	594.007	-332.770	550.458	815.064	-182.163	499.676	390.243	-167.832	497.303	39.380	-158.629	424.505	56.575	-7.259	438.995	27.476	-380.911	207.332	1221.783	-369.976	151.979	952.639	-279.170	136.250	753.544	-260.004	186.808	596.729	-409.240	238.268	829.217	-438.503	281.795	365.313	-625.853	314.594	61.304	-598.962	387.073	75.586	-464.270	347.300	1.103
