NO_OF_FRAMES	960
NO_OF_CAMERAS	7
NO_OF_MARKERS	21
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-10-29, 11:11:48	2548.90803999
DATA_INCLUDED	3D
MARKER_NAMES	head	C7	L5	AcrL	EllL	HaL	FingerL	TrochL	KnL	MalLatL	MalMedL	ToeL	AcrR	EllR	HaR	FingerR	TrochR	KnR	MalLatR	MalMedR	ToeR
Frame	Time	head X	head Y	head Z	C7 X	C7 Y	C7 Z	L5 X	L5 Y	L5 Z	AcrL X	AcrL Y	AcrL Z	EllL X	EllL Y	EllL Z	HaL X	HaL Y	HaL Z	FingerL X	FingerL Y	FingerL Z	TrochL X	TrochL Y	TrochL Z	KnL X	KnL Y	KnL Z	MalLatL X	MalLatL Y	MalLatL Z	MalMedL X	MalMedL Y	MalMedL Z	ToeL X	ToeL Y	ToeL Z	AcrR X	AcrR Y	AcrR Z	EllR X	EllR Y	EllR Z	HaR X	HaR Y	HaR Z	FingerR X	FingerR Y	FingerR Z	TrochR X	TrochR Y	TrochR Z	KnR X	KnR Y	KnR Z	MalLatR X	MalLatR Y	MalLatR Z	MalMedR X	MalMedR Y	MalMedR Z	ToeR X	ToeR Y	ToeR Z	
11	0.04167	872.998	308.429	1375.444	1112.699	319.572	1271.537	0.000	0.000	0.000	1077.036	151.192	1246.565	1077.747	92.473	971.055	998.136	32.628	778.183	960.892	60.219	614.053	1053.375	159.111	824.188	693.576	460.921	34.691	1183.542	265.481	38.722	0.000	0.000	0.000	1022.222	308.645	2.217	1056.377	487.792	1235.704	1064.419	548.699	967.089	957.778	577.272	775.952	898.619	530.027	623.494	1094.005	477.639	832.223	864.189	476.567	405.296	0.000	0.000	0.000	838.837	405.605	69.237	0.000	0.000	0.000
12	0.04583	870.937	308.286	1375.056	1110.761	319.900	1271.042	0.000	0.000	0.000	1075.117	151.474	1246.012	1075.505	92.709	970.612	995.596	32.829	777.689	957.533	60.476	613.450	1051.652	159.264	823.869	686.222	461.258	36.222	1183.374	265.360	38.678	0.000	0.000	0.000	1022.270	308.655	2.246	1054.143	487.863	1235.542	1062.371	549.232	966.687	956.004	577.892	775.649	896.646	530.868	623.521	1091.293	477.850	831.608	862.418	475.323	403.770	0.000	0.000	0.000	832.229	405.994	67.476	0.000	0.000	0.000
13	0.05000	868.810	308.407	1374.667	1108.600	319.961	1270.823	0.000	0.000	0.000	1073.231	151.612	1245.427	1073.302	92.992	970.273	993.195	32.964	777.224	954.688	60.673	613.268	1049.038	159.494	823.671	678.947	461.793	37.555	1183.406	265.485	38.713	0.000	0.000	0.000	1022.166	308.542	2.176	1052.031	488.047	1235.222	1060.796	549.594	966.699	954.155	578.849	775.461	895.162	531.879	622.762	1088.540	478.127	830.796	861.063	475.338	403.340	0.000	0.000	0.000	825.522	406.574	68.093	0.000	0.000	0.000
14	0.05417	866.537	308.351	1374.285	1106.595	320.148	1270.479	0.000	0.000	0.000	1070.990	151.936	1244.776	1071.185	93.266	969.909	990.587	33.381	776.538	952.713	61.120	613.041	1046.529	159.720	823.223	672.275	462.077	38.486	1183.274	265.580	38.713	0.000	0.000	0.000	1022.243	308.552	2.258	1049.897	488.216	1235.000	1058.896	550.126	966.542	952.180	579.547	775.410	893.327	532.895	622.367	1085.832	478.391	830.281	859.587	475.398	403.044	0.000	0.000	0.000	819.176	406.986	69.434	0.000	0.000	0.000
15	0.05833	864.362	308.483	1374.026	1104.269	320.404	1270.095	0.000	0.000	0.000	1069.104	152.041	1244.235	1068.755	93.629	969.153	988.281	33.611	776.027	950.002	61.238	612.810	1044.374	160.003	822.953	665.842	462.359	39.846	1183.506	265.780	38.704	0.000	0.000	0.000	1022.184	308.597	2.234	1047.613	488.446	1234.549	1057.208	550.610	966.516	950.451	580.624	775.421	891.537	534.141	621.932	1083.160	478.772	829.764	858.318	475.545	402.400	0.000	0.000	0.000	813.569	407.965	69.149	0.000	0.000	0.000
16	0.06250	862.310	308.673	1373.617	1102.198	320.673	1269.737	0.000	0.000	0.000	1067.074	152.259	1243.557	1066.553	93.859	968.487	985.672	33.943	775.431	947.528	61.384	612.584	1042.026	160.284	822.424	659.329	462.351	41.762	1183.320	265.810	38.653	0.000	0.000	0.000	1022.217	308.387	2.127	1045.330	488.630	1234.260	1055.281	551.293	966.342	948.820	581.414	775.322	889.740	535.271	621.620	1080.432	479.068	829.082	856.771	475.784	402.265	0.000	0.000	0.000	807.770	408.463	69.391	0.000	0.000	0.000
17	0.06667	860.042	308.450	1373.328	1100.080	320.909	1269.344	0.000	0.000	0.000	1065.294	152.505	1242.967	1064.015	94.255	967.677	983.350	34.272	775.043	945.117	61.630	612.197	1039.867	160.400	822.211	653.134	462.350	42.870	1183.342	265.919	38.788	0.000	0.000	0.000	1022.184	308.565	2.162	1043.019	488.910	1234.039	1052.729	552.077	965.769	947.005	582.376	775.012	887.911	536.281	621.320	1077.729	479.461	828.375	855.438	475.986	402.174	0.000	0.000	0.000	801.996	408.626	70.149	0.000	0.000	0.000
18	0.07083	857.817	308.426	1372.950	1097.772	321.241	1269.158	0.000	0.000	0.000	1063.254	152.708	1242.234	1061.700	94.483	967.058	980.928	34.687	774.469	942.188	62.236	611.963	1037.379	160.903	822.063	647.135	462.232	44.066	1183.492	266.188	38.821	0.000	0.000	0.000	1022.229	308.499	2.313	1040.711	489.173	1233.635	1050.689	552.751	965.676	944.996	583.225	774.670	886.160	537.292	620.967	1075.056	479.936	828.078	854.195	476.134	401.833	0.000	0.000	0.000	795.293	409.297	70.258	0.000	0.000	0.000
19	0.07500	855.542	308.388	1372.430	1095.351	321.905	1268.198	0.000	0.000	0.000	1061.397	153.016	1241.836	1059.724	94.881	966.654	978.607	35.026	774.201	939.438	62.602	611.417	1034.938	161.269	821.797	641.297	462.181	44.963	1183.345	266.178	38.914	0.000	0.000	0.000	1022.125	308.434	2.143	1038.500	489.500	1233.179	1048.712	553.284	965.442	943.248	584.092	774.424	884.192	538.295	620.774	1072.197	480.400	827.516	852.915	476.709	401.670	0.000	0.000	0.000	790.241	409.690	69.368	0.000	0.000	0.000
20	0.07917	853.378	308.215	1371.965	1093.241	322.237	1267.978	0.000	0.000	0.000	1059.332	153.343	1241.354	1057.580	95.232	966.141	976.215	35.512	773.792	937.104	63.099	611.161	1032.685	161.542	821.619	635.471	461.546	44.942	1183.478	266.429	38.821	0.000	0.000	0.000	1022.168	308.227	2.043	1036.232	490.001	1232.693	1046.465	554.049	965.266	941.328	584.969	774.110	882.338	539.450	620.223	1069.595	480.921	827.176	851.519	476.798	400.959	0.000	0.000	0.000	785.172	410.261	67.876	0.000	0.000	0.000
21	0.08333	851.015	308.018	1371.666	1091.068	322.328	1267.643	0.000	0.000	0.000	1057.358	153.687	1240.872	1055.592	95.758	965.671	973.782	35.923	773.167	934.188	63.676	610.641	1030.111	161.828	821.475	630.138	461.440	46.115	1183.327	266.328	38.906	0.000	0.000	0.000	1022.069	308.335	2.098	1033.868	490.217	1232.367	1044.448	554.669	965.163	939.360	585.734	773.824	880.359	540.411	619.708	1066.799	481.441	826.748	849.869	476.597	399.963	0.000	0.000	0.000	779.517	410.284	68.191	0.000	0.000	0.000
22	0.08750	848.801	307.982	1371.351	1088.499	322.986	1267.047	0.000	0.000	0.000	1055.583	154.004	1240.551	1053.341	96.291	965.264	971.122	36.542	772.800	930.997	64.170	609.860	1027.685	162.306	821.200	624.702	460.780	46.620	1183.287	266.616	39.221	0.000	0.000	0.000	1022.126	308.102	2.126	1031.496	490.492	1231.717	1041.864	555.291	964.618	937.269	586.721	773.409	878.389	541.475	619.181	1064.066	481.667	826.221	848.280	475.567	398.495	0.000	0.000	0.000	774.475	410.880	69.057	0.000	0.000	0.000
23	0.09167	846.391	308.216	1371.080	1086.429	323.139	1266.951	0.000	0.000	0.000	1053.806	154.341	1240.062	1051.298	96.788	964.837	968.705	37.006	772.388	927.678	64.698	608.924	1025.395	162.553	821.090	619.553	460.444	47.106	1183.375	266.985	39.093	0.000	0.000	0.000	1022.074	308.113	2.029	1029.129	490.677	1231.444	1039.908	555.954	964.532	935.436	587.549	773.104	876.799	542.069	618.671	1061.301	481.824	825.420	846.550	474.609	397.053	0.000	0.000	0.000	769.537	411.110	70.694	0.000	0.000	0.000
24	0.09583	844.134	308.002	1370.714	1084.108	323.593	1266.406	0.000	0.000	0.000	1051.770	154.889	1239.700	1048.943	97.151	964.434	965.982	37.433	771.912	924.951	65.332	608.208	1023.214	162.725	820.856	614.593	460.181	48.123	1183.055	266.932	39.257	0.000	0.000	0.000	1022.020	308.112	1.875	1026.676	491.018	1231.016	1037.906	556.583	964.299	933.400	588.175	772.730	874.726	543.035	618.661	1058.571	482.124	824.891	844.976	474.599	396.117	0.000	0.000	0.000	766.063	411.650	69.958	0.000	0.000	0.000
25	0.10000	841.990	308.193	1370.306	1081.938	324.086	1266.150	0.000	0.000	0.000	1049.580	155.349	1239.141	1046.969	97.745	963.903	963.338	38.057	771.576	922.291	65.900	607.869	1021.155	162.978	820.667	610.133	459.642	49.027	1183.335	267.277	39.412	1164.334	338.011	54.921	1021.933	308.037	2.023	1024.242	491.449	1230.645	1035.195	557.526	963.930	931.312	588.878	772.462	872.704	543.825	618.575	1055.854	482.676	824.495	843.435	474.899	395.917	0.000	0.000	0.000	761.975	411.421	69.867	0.000	0.000	0.000
26	0.10417	839.653	308.221	1370.022	1079.735	324.489	1265.613	0.000	0.000	0.000	1047.263	155.714	1238.508	1044.725	98.461	963.508	960.871	38.543	771.253	919.343	66.551	607.531	1019.025	163.290	820.505	605.594	459.549	50.132	1183.246	267.424	39.566	1164.057	338.077	55.109	1021.952	307.976	1.844	1021.826	491.940	1230.289	1033.364	558.107	963.754	929.294	589.667	772.063	870.860	544.579	618.431	1053.066	482.873	824.072	841.850	475.186	395.343	0.000	0.000	0.000	757.919	411.800	70.475	0.000	0.000	0.000
27	0.10833	837.319	308.339	1369.741	1077.239	324.968	1265.228	0.000	0.000	0.000	1045.238	156.028	1238.154	1042.570	98.978	963.212	958.562	39.289	770.655	917.107	66.946	607.339	1016.840	163.656	820.458	601.729	459.618	50.815	1182.655	267.293	39.937	1163.922	338.076	55.243	1021.859	307.881	1.747	1019.284	492.292	1229.884	1031.265	558.653	963.568	927.329	590.469	771.866	868.691	545.323	618.232	1050.382	483.290	823.417	840.163	475.479	395.263	0.000	0.000	0.000	753.757	412.267	69.704	0.000	0.000	0.000
28	0.11250	834.897	307.965	1369.397	1074.921	325.354	1265.117	0.000	0.000	0.000	1043.096	156.470	1237.671	1040.126	99.442	962.507	956.248	40.061	770.217	914.170	67.882	606.883	1014.693	163.878	820.286	0.000	0.000	0.000	1182.993	267.714	39.812	1163.622	337.521	56.264	1021.852	307.851	1.920	1016.771	492.760	1229.631	1029.374	559.231	963.723	925.137	591.147	771.296	866.799	546.413	618.043	1047.640	483.631	823.014	838.502	475.944	394.972	0.000	0.000	0.000	0.000	0.000	0.000	597.951	458.974	52.092
29	0.11667	832.560	308.188	1369.127	1072.673	325.679	1264.600	0.000	0.000	0.000	1040.825	157.084	1236.998	1037.690	100.006	961.783	953.885	40.666	769.830	911.855	68.472	606.608	1012.428	164.299	820.067	1041.270	235.507	365.759	1182.914	268.045	40.099	1163.412	337.406	56.353	1021.814	307.847	1.852	1014.248	493.080	1229.210	1027.513	559.901	963.704	923.130	592.338	771.339	864.799	547.945	617.689	1045.170	484.719	822.786	836.525	476.101	394.252	0.000	0.000	0.000	746.428	412.573	69.540	594.292	458.872	53.030
30	0.12083	830.359	308.502	1368.899	1070.084	326.215	1264.295	0.000	0.000	0.000	1038.397	157.525	1236.677	1034.979	100.777	961.225	951.252	41.318	769.263	909.400	69.209	606.543	1009.958	164.631	820.167	1039.562	235.530	365.724	1183.163	268.280	40.242	1163.179	337.173	56.484	1021.751	307.613	1.844	1011.777	493.600	1229.031	1024.876	560.719	963.108	921.086	593.112	770.829	862.531	548.658	617.534	1042.441	484.997	822.342	834.901	476.328	394.011	0.000	0.000	0.000	742.870	412.451	70.002	590.890	458.695	53.882
31	0.12500	827.901	308.578	1368.739	1067.694	326.749	1263.836	0.000	0.000	0.000	1036.414	158.012	1236.254	1033.168	101.320	960.964	948.907	41.912	768.960	906.250	69.900	606.591	1007.714	164.974	819.736	1038.104	235.793	365.587	1183.183	268.377	40.247	1162.957	337.133	56.757	1021.777	307.671	1.805	1009.178	494.156	1228.754	1022.607	561.347	963.005	918.795	593.932	770.689	860.299	549.311	617.010	1039.672	485.423	821.854	832.738	476.604	393.616	0.000	0.000	0.000	742.247	411.713	70.689	587.609	458.629	54.460
32	0.12917	825.500	308.590	1368.538	1065.053	327.362	1263.388	0.000	0.000	0.000	1034.034	158.437	1235.956	1031.001	101.834	960.574	946.642	42.721	768.609	903.757	70.803	606.769	1004.881	165.631	819.377	1036.402	235.853	365.635	1183.146	268.538	40.613	1162.660	336.940	57.169	1021.585	307.606	1.659	1006.572	494.651	1228.448	1020.277	562.024	962.807	916.729	594.951	770.449	858.322	550.207	616.584	1036.892	485.804	821.578	830.908	476.939	393.431	0.000	0.000	0.000	738.301	412.381	69.234	584.676	458.874	54.884
33	0.13333	823.123	308.865	1368.452	1062.319	328.070	1262.869	0.000	0.000	0.000	1031.806	158.936	1235.697	1028.832	102.586	960.422	944.334	43.502	768.311	901.188	71.728	607.109	1001.902	166.151	819.085	1034.365	235.931	365.275	1180.866	266.225	43.134	1162.468	336.881	57.166	1021.660	307.668	1.670	1003.914	495.109	1228.006	1018.039	562.621	962.515	914.302	595.459	769.995	856.203	550.947	616.270	1033.914	486.145	821.383	828.970	477.276	393.041	0.000	0.000	0.000	735.588	412.425	68.463	581.946	458.802	54.704
34	0.13750	820.684	308.958	1368.161	1060.021	328.567	1262.780	0.000	0.000	0.000	1029.172	159.561	1235.237	1026.558	103.236	960.109	942.268	44.447	767.949	898.608	72.616	606.743	998.734	166.707	819.111	1032.717	236.380	365.191	1178.787	264.078	45.735	1162.191	336.456	57.728	1021.573	307.526	1.693	1001.287	495.614	1227.711	1015.639	563.082	962.629	912.340	596.683	769.898	854.006	551.661	615.993	1031.248	486.685	821.230	826.882	477.867	392.931	0.000	0.000	0.000	733.043	412.444	67.713	579.174	458.408	54.773
35	0.14167	818.225	309.316	1368.164	1056.996	329.433	1262.297	0.000	0.000	0.000	1026.985	160.034	1235.066	1024.452	103.917	959.706	939.881	45.251	767.752	896.202	73.654	606.691	996.331	167.221	818.838	1030.960	236.348	364.905	1179.352	264.735	46.342	1162.005	336.504	58.120	1021.603	307.835	1.697	998.667	496.126	1227.487	1012.618	564.061	962.378	910.160	597.524	769.670	851.786	552.496	615.705	1028.360	487.202	821.085	825.010	478.087	392.988	0.000	0.000	0.000	730.596	412.477	67.324	576.644	458.330	54.739
36	0.14583	815.596	309.518	1367.936	1054.768	329.971	1262.250	0.000	0.000	0.000	1024.597	160.611	1235.118	1022.163	104.604	959.632	937.509	46.158	767.538	893.689	74.608	606.575	994.110	167.756	818.393	1029.493	236.552	364.518	1175.373	260.497	50.757	1161.662	335.941	58.253	1021.455	306.904	0.960	996.017	496.744	1227.234	1010.417	564.548	962.409	907.946	598.194	769.600	849.649	553.254	615.302	1025.545	487.767	820.977	822.789	478.155	392.732	0.000	0.000	0.000	727.427	412.757	66.380	574.302	458.028	54.320
37	0.15000	813.212	310.073	1367.999	1052.210	330.572	1262.026	0.000	0.000	0.000	1022.349	161.211	1234.912	1019.945	105.486	959.408	935.026	46.829	767.508	891.025	75.487	606.343	991.198	168.192	818.084	1027.746	236.645	363.937	1176.032	261.466	51.380	1161.381	335.514	58.552	1021.518	307.610	1.645	993.403	497.334	1227.077	1007.277	565.347	962.264	905.455	598.975	769.306	847.424	553.827	614.829	1022.779	488.558	820.849	820.499	478.206	392.251	0.000	0.000	0.000	725.255	412.725	65.852	572.413	458.171	53.925
38	0.15417	810.602	310.277	1368.080	1049.776	331.206	1261.937	0.000	0.000	0.000	1019.765	162.029	1234.841	1017.687	106.181	959.144	932.496	47.742	767.049	888.476	76.246	606.308	988.534	168.574	817.544	1025.471	236.513	364.120	1176.088	261.620	51.893	1161.302	338.573	61.694	1021.414	307.575	1.507	990.706	497.870	1226.994	1005.569	565.768	962.072	903.097	599.643	769.141	844.981	554.370	614.582	1019.904	489.053	820.691	818.429	478.501	392.184	0.000	0.000	0.000	723.494	412.817	65.397	570.295	457.805	53.418
39	0.15833	808.140	310.566	1367.972	1047.294	331.953	1261.286	0.000	0.000	0.000	1020.297	162.210	1235.238	1015.625	107.055	958.767	930.120	48.577	766.936	885.824	77.372	605.847	986.102	169.062	817.285	1023.368	236.854	363.890	1176.122	261.659	52.150	1161.109	338.069	62.044	1021.458	307.300	1.395	988.016	498.484	1226.851	1003.280	566.190	962.053	900.761	600.315	768.893	842.758	555.375	614.152	1017.079	489.689	820.617	815.937	477.307	390.837	0.000	0.000	0.000	722.116	412.450	65.409	568.581	457.628	52.664
40	0.16250	805.582	310.825	1368.078	1044.681	332.664	1261.354	0.000	0.000	0.000	1017.291	162.858	1235.372	1013.245	107.790	958.700	927.661	49.516	766.703	883.175	78.472	605.032	983.286	169.782	816.767	1021.341	237.274	363.435	1176.009	261.862	52.625	1160.526	337.991	62.245	1021.358	307.317	1.371	985.230	499.139	1226.734	1000.641	566.946	961.895	898.306	601.085	768.673	840.459	556.327	613.765	1014.303	490.412	820.576	813.571	478.352	390.985	0.000	0.000	0.000	720.935	412.394	65.226	567.142	457.709	52.417
41	0.16667	802.944	311.259	1368.040	1041.988	333.383	1261.297	0.000	0.000	0.000	1014.864	163.511	1235.451	1010.985	108.602	958.459	925.480	50.509	766.493	881.000	79.606	604.621	980.618	170.348	816.451	1019.497	237.313	363.525	1176.317	262.071	52.687	1160.530	340.514	64.418	1021.336	307.397	1.379	982.541	499.760	1226.772	998.162	567.566	961.497	895.926	601.684	768.243	838.021	556.823	613.408	1011.419	491.003	820.421	810.933	478.068	390.244	0.000	0.000	0.000	718.682	412.580	63.952	565.846	457.955	51.919
42	0.17083	800.304	311.561	1368.209	1039.370	334.167	1261.259	0.000	0.000	0.000	1012.221	164.251	1235.280	1008.719	109.412	958.268	923.229	51.412	766.370	877.969	80.682	603.838	977.607	170.841	816.185	1017.569	237.540	363.527	1175.802	261.775	53.341	1160.029	340.019	64.930	1021.283	307.305	1.358	979.758	500.639	1226.637	995.479	568.114	961.161	893.394	602.263	767.984	835.683	557.570	613.182	1008.551	491.493	820.262	808.610	478.222	390.076	0.000	0.000	0.000	717.525	412.432	63.421	564.627	457.765	51.295
43	0.17500	797.689	312.209	1368.085	1036.581	334.970	1261.240	0.000	0.000	0.000	1009.613	164.846	1235.498	1006.488	110.336	958.068	920.737	52.366	766.268	875.415	81.822	603.588	974.544	171.689	816.304	1015.851	237.709	363.595	1175.991	262.007	53.524	1159.547	339.496	65.477	1021.265	307.558	1.406	976.854	501.095	1226.534	992.575	568.773	960.759	890.869	602.968	767.669	833.277	557.929	613.103	1005.622	492.290	820.280	806.016	477.978	389.370	0.000	0.000	0.000	716.893	412.415	62.448	563.528	457.774	50.762
44	0.17917	795.047	312.504	1368.242	1033.957	335.716	1261.261	0.000	0.000	0.000	1007.142	165.560	1235.670	1004.001	111.192	958.016	918.531	53.298	766.272	872.941	82.911	603.626	971.768	172.225	816.695	1013.962	237.630	363.683	1176.096	261.965	53.845	1159.144	338.906	65.940	1021.273	307.315	1.447	973.924	501.680	1226.370	990.198	569.282	960.578	888.352	603.693	767.614	830.834	558.356	612.787	1002.701	492.695	820.435	803.567	478.520	389.357	0.000	0.000	0.000	716.167	412.519	61.851	562.658	457.799	50.398
45	0.18333	792.367	313.157	1368.408	1031.140	336.512	1261.194	0.000	0.000	0.000	1004.522	166.375	1235.742	1001.809	112.107	957.918	916.222	54.265	766.131	870.310	83.857	604.224	968.833	172.795	817.080	1011.105	238.227	363.679	1175.602	261.908	54.472	1158.785	338.498	66.543	1021.147	307.408	1.441	971.095	502.446	1226.371	987.408	569.897	960.501	885.746	604.072	767.339	828.359	559.342	612.668	999.800	493.229	820.257	801.038	478.999	389.334	0.000	0.000	0.000	715.726	412.526	61.353	561.696	457.226	49.111
46	0.18750	789.705	313.450	1368.296	1028.417	337.147	1261.112	0.000	0.000	0.000	1001.816	167.079	1235.844	999.273	112.899	957.896	913.960	55.302	766.005	867.793	85.244	604.490	966.340	173.408	817.158	1009.807	237.859	363.600	1175.731	261.973	54.582	1158.346	337.911	66.998	1021.204	307.434	1.346	968.151	503.171	1226.263	984.245	570.669	960.410	883.116	604.508	767.250	825.883	559.766	612.589	996.857	493.769	820.305	798.609	479.389	389.496	0.000	0.000	0.000	715.186	412.035	60.593	560.864	456.652	47.586
