NO_OF_FRAMES	960
NO_OF_CAMERAS	7
NO_OF_MARKERS	21
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-10-29, 11:11:03	2503.81721951
DATA_INCLUDED	3D
MARKER_NAMES	head	C7	L5	AcrL	EllL	HaL	FingerL	TrochL	KnL	MalLatL	MalMedL	ToeL	AcrR	EllR	HaR	FingerR	TrochR	KnR	MalLatR	MalMedR	ToeR
Frame	Time	head X	head Y	head Z	C7 X	C7 Y	C7 Z	L5 X	L5 Y	L5 Z	AcrL X	AcrL Y	AcrL Z	EllL X	EllL Y	EllL Z	HaL X	HaL Y	HaL Z	FingerL X	FingerL Y	FingerL Z	TrochL X	TrochL Y	TrochL Z	KnL X	KnL Y	KnL Z	MalLatL X	MalLatL Y	MalLatL Z	MalMedL X	MalMedL Y	MalMedL Z	ToeL X	ToeL Y	ToeL Z	AcrR X	AcrR Y	AcrR Z	EllR X	EllR Y	EllR Z	HaR X	HaR Y	HaR Z	FingerR X	FingerR Y	FingerR Z	TrochR X	TrochR Y	TrochR Z	KnR X	KnR Y	KnR Z	MalLatR X	MalLatR Y	MalLatR Z	MalMedR X	MalMedR Y	MalMedR Z	ToeR X	ToeR Y	ToeR Z	
23	0.09167	948.130	335.937	1390.105	1182.680	365.809	1276.522	0.000	0.000	0.000	1141.718	194.341	1252.550	1137.394	139.089	976.904	1053.255	84.206	784.255	1010.277	112.879	621.008	1117.042	199.380	827.754	1102.137	279.433	374.333	1202.610	305.643	41.368	0.000	0.000	0.000	1044.809	348.947	1.823	1121.778	534.804	1239.132	1120.123	590.203	969.709	1010.828	602.565	779.226	955.748	549.621	631.014	1162.514	517.888	841.874	914.759	513.932	415.284	991.120	478.505	51.919	0.000	0.000	0.000	826.384	481.891	28.135
24	0.09583	945.941	336.073	1389.745	1180.642	365.601	1276.307	0.000	0.000	0.000	1139.226	194.211	1252.234	1135.204	138.978	976.635	1050.771	84.005	783.808	1007.923	112.809	620.756	1114.625	199.458	827.353	1101.009	279.231	373.846	1202.633	305.583	41.383	0.000	0.000	0.000	1044.779	348.976	1.891	1119.766	534.678	1238.928	1118.563	590.215	969.344	1009.139	603.035	779.164	953.911	549.896	630.767	1160.405	517.889	841.422	913.439	513.676	415.006	981.976	481.964	52.389	0.000	0.000	0.000	816.521	482.456	29.106
25	0.10000	943.733	336.178	1389.482	1178.376	365.524	1276.003	0.000	0.000	0.000	1137.099	194.129	1251.772	1132.804	138.898	976.444	1048.067	83.797	783.330	1005.218	112.441	620.543	1111.911	199.574	826.935	1100.245	279.211	373.473	1202.522	305.617	41.398	0.000	0.000	0.000	1044.812	348.912	1.849	1117.795	534.669	1238.660	1117.198	590.094	969.099	1007.516	603.440	779.044	952.094	550.568	630.770	1157.859	518.074	840.873	912.012	513.463	414.443	973.007	485.645	53.204	0.000	0.000	0.000	806.739	483.061	29.899
26	0.10417	941.416	336.044	1388.980	1176.197	365.336	1275.698	0.000	0.000	0.000	1134.815	193.901	1251.445	1130.456	138.731	976.042	1045.704	83.555	782.927	1002.721	112.150	619.799	1109.342	199.602	826.882	1099.413	279.077	373.268	1202.682	305.731	41.552	0.000	0.000	0.000	1044.754	348.715	1.862	1116.042	534.346	1238.719	1115.814	589.938	968.965	1005.840	603.678	778.798	949.997	550.982	630.336	1155.185	518.041	840.329	910.843	513.039	414.476	964.237	489.412	54.230	0.000	0.000	0.000	797.388	482.974	30.084
27	0.10833	939.177	335.594	1388.229	1174.303	365.249	1275.529	0.000	0.000	0.000	1132.371	193.882	1250.906	1128.272	138.532	975.844	1043.016	83.442	782.389	1000.262	111.918	619.566	1106.617	199.975	826.538	1098.250	279.157	372.627	1202.676	305.806	41.660	0.000	0.000	0.000	1044.715	348.731	1.836	1114.171	534.167	1238.259	1114.356	589.850	968.702	1004.184	604.144	778.673	948.075	551.711	630.362	1152.810	518.152	839.857	909.198	512.999	414.418	955.689	493.132	55.334	933.061	430.148	76.012	787.983	482.704	29.824
28	0.11250	937.065	335.842	1387.974	1172.066	365.065	1275.274	0.000	0.000	0.000	1129.920	193.831	1250.445	1125.742	138.366	975.450	1040.663	83.258	781.967	998.257	111.906	619.404	1103.852	199.920	826.210	1097.130	279.004	372.332	1202.608	305.982	41.608	0.000	0.000	0.000	1044.757	348.874	1.901	1112.213	534.108	1238.024	1113.766	589.830	968.631	1002.529	604.442	778.574	946.067	552.352	630.187	1150.267	518.135	839.299	909.229	511.940	412.591	947.388	496.667	56.382	923.095	430.423	78.637	778.915	483.460	30.148
29	0.11667	934.846	335.981	1387.763	1169.964	364.994	1274.942	0.000	0.000	0.000	1127.918	193.713	1250.273	1123.534	138.422	975.137	1038.264	83.065	781.420	995.625	111.527	619.502	1101.630	200.011	825.844	1096.260	279.063	372.037	1202.532	305.885	41.762	0.000	0.000	0.000	1044.776	348.949	1.909	1110.058	534.200	1237.829	1111.428	589.893	968.104	1000.845	605.221	778.455	944.203	553.365	630.386	1147.664	518.188	838.778	907.829	512.368	412.381	939.355	499.884	57.241	919.588	428.116	77.667	770.498	484.225	30.727
30	0.12083	932.587	335.695	1387.436	1167.709	364.954	1274.705	0.000	0.000	0.000	1125.813	193.816	1249.928	1121.047	138.306	974.796	1036.105	82.933	781.216	993.783	111.289	619.113	1099.788	199.921	825.735	1095.478	278.825	371.817	1202.854	306.026	41.371	0.000	0.000	0.000	1044.720	348.872	2.103	1108.681	533.750	1237.520	1109.727	590.001	967.683	999.086	605.604	778.424	942.286	554.248	630.443	1145.674	518.197	838.343	906.263	510.953	410.762	931.616	502.646	57.775	906.464	431.774	74.537	762.122	485.197	31.960
31	0.12500	930.500	335.780	1387.108	1165.661	364.867	1274.247	0.000	0.000	0.000	1123.897	193.749	1249.485	1118.585	138.232	974.595	1033.761	82.847	781.149	991.283	111.353	618.837	1097.387	200.001	825.486	1094.303	278.639	371.469	1202.532	305.886	41.763	0.000	0.000	0.000	1044.731	348.706	1.925	1106.708	533.656	1237.227	1107.764	590.340	967.114	997.365	606.153	778.286	940.170	555.017	630.292	1142.561	518.270	837.580	904.719	510.082	409.581	924.194	504.818	57.852	899.384	432.823	75.457	753.819	485.128	32.688
32	0.12917	928.274	335.706	1386.814	1163.441	364.889	1273.744	0.000	0.000	0.000	1121.535	193.844	1249.202	1116.022	138.244	974.298	1031.681	82.795	780.854	989.296	111.257	618.628	1095.453	200.049	825.471	1092.809	278.901	370.666	1202.291	305.763	41.887	0.000	0.000	0.000	1044.717	348.871	1.917	1105.844	532.953	1236.838	1105.903	590.592	966.835	995.629	606.604	777.859	938.414	555.875	630.227	1140.217	518.307	837.175	903.115	509.578	408.648	916.985	507.365	58.613	891.473	433.618	75.135	745.577	485.224	33.505
33	0.13333	926.079	335.585	1386.489	1161.227	364.937	1273.272	0.000	0.000	0.000	1119.878	193.777	1248.922	1113.283	138.272	973.773	1029.256	82.789	780.761	987.147	111.162	618.180	1093.558	200.015	825.290	1091.632	278.924	370.269	1202.716	306.291	41.841	0.000	0.000	0.000	1044.784	348.993	1.837	1103.844	532.801	1236.600	1102.692	590.870	967.375	993.831	607.141	777.507	936.247	556.495	630.043	1137.271	518.428	836.729	901.764	509.686	408.404	909.143	505.199	54.904	884.964	434.469	73.126	737.909	485.256	34.323
34	0.13750	923.835	335.803	1386.164	1158.771	364.927	1272.866	0.000	0.000	0.000	1117.591	193.767	1248.377	1110.920	138.319	973.077	1026.667	82.583	780.250	985.000	110.997	617.891	1091.206	199.987	825.181	1090.485	278.975	369.778	1202.569	306.112	41.817	1192.853	384.451	54.782	1044.767	349.279	2.067	1101.845	532.703	1236.339	1100.984	590.975	967.044	992.149	607.369	776.988	934.274	556.794	629.619	1134.531	518.603	836.295	900.445	509.560	407.857	901.768	505.224	53.480	877.134	434.923	72.621	730.202	485.446	34.803
35	0.14167	921.708	335.928	1385.690	1156.625	365.040	1272.365	0.000	0.000	0.000	1115.391	193.817	1247.913	1108.584	138.308	972.739	1024.575	82.601	779.831	982.506	110.964	617.465	1089.104	200.038	824.880	1088.755	278.969	369.355	1202.609	306.072	41.964	1191.237	384.203	55.208	1044.711	348.999	1.874	1099.449	532.905	1235.745	1099.332	591.180	966.862	990.264	607.784	776.790	932.334	557.508	629.646	1132.316	518.692	835.857	899.148	509.525	407.615	895.134	507.362	53.863	870.648	435.664	72.778	722.855	485.386	35.576
36	0.14583	919.630	335.797	1385.217	1154.613	365.103	1271.937	0.000	0.000	0.000	1113.173	193.892	1247.467	1106.379	138.221	972.409	1022.119	82.491	779.545	980.084	110.835	616.596	1086.938	200.089	824.779	1087.975	278.822	369.038	1202.742	306.583	42.342	1191.208	383.489	55.188	1044.725	348.969	1.762	1097.480	532.854	1235.599	1097.467	591.277	966.638	988.659	608.293	776.562	930.489	558.038	629.299	1129.273	518.799	835.504	897.787	509.656	407.251	888.579	508.308	54.180	864.404	436.343	73.802	716.054	485.857	36.952
37	0.15000	917.065	335.771	1384.849	1152.275	365.150	1271.498	0.000	0.000	0.000	1110.872	193.962	1246.910	1104.061	138.313	971.971	1019.494	82.458	779.038	977.811	110.786	615.812	1084.845	200.096	824.694	1087.009	278.813	368.869	1202.876	306.491	42.346	1190.005	383.663	54.904	1044.721	349.083	1.808	1095.277	533.010	1235.103	1095.706	591.500	966.420	986.812	608.733	775.979	928.403	558.683	629.046	1126.952	518.926	834.896	896.607	509.170	406.411	882.143	509.939	55.126	858.101	436.972	71.192	709.212	486.184	38.308
38	0.15417	914.925	335.591	1384.575	1150.091	365.161	1271.113	0.000	0.000	0.000	1108.772	194.077	1246.183	1101.673	138.446	971.545	1017.177	82.563	778.381	975.546	110.708	615.625	1082.584	200.158	824.217	1086.354	279.093	368.642	1202.788	306.471	42.383	1190.130	383.240	54.837	1044.668	348.810	1.954	1093.155	533.041	1234.771	1093.895	591.647	966.171	984.954	609.020	775.633	926.316	559.657	628.916	1123.895	519.036	834.652	895.311	509.248	405.999	875.490	509.938	55.104	852.627	437.359	71.478	702.730	486.582	39.393
39	0.15833	912.741	335.508	1384.167	1147.990	365.220	1270.723	0.000	0.000	0.000	1106.754	194.241	1245.702	1099.507	138.557	971.239	1014.592	82.441	777.716	973.443	110.732	615.070	1080.283	200.257	824.022	1084.710	278.930	368.606	1203.178	306.693	42.516	1190.052	383.368	54.872	1044.681	348.772	2.017	1091.013	533.100	1234.499	1092.032	591.902	965.862	983.246	609.357	775.156	924.465	560.372	628.615	1121.148	519.132	834.181	894.064	508.670	404.975	868.784	507.475	52.259	846.130	437.801	71.754	696.448	487.059	40.783
40	0.16250	910.501	335.468	1383.817	1145.722	365.312	1270.380	0.000	0.000	0.000	1104.324	194.271	1244.865	1097.248	138.774	970.835	1012.377	82.438	777.503	971.357	110.520	614.826	1077.894	200.530	823.825	1083.126	279.138	368.609	1203.042	306.607	42.730	1189.672	383.546	54.997	1044.782	348.906	1.729	1088.847	533.245	1234.050	1090.207	592.282	965.670	981.315	609.810	774.800	922.372	561.022	628.409	1118.743	519.444	833.787	892.996	508.863	404.590	862.722	507.640	51.385	841.808	437.487	73.767	690.086	486.856	41.575
41	0.16667	908.306	335.567	1383.422	1143.583	365.383	1269.776	0.000	0.000	0.000	1102.199	194.312	1244.357	1094.783	138.883	970.457	1010.205	82.707	777.068	968.754	110.725	614.200	1075.249	200.670	823.383	1081.999	278.546	368.689	1202.912	306.794	42.739	1189.175	383.140	55.108	1044.817	348.956	1.919	1086.734	533.244	1233.842	1088.297	592.551	965.417	979.484	610.289	774.510	920.380	561.980	627.722	1115.745	519.681	833.264	891.837	509.039	404.087	857.110	509.108	51.894	837.463	437.294	73.249	684.646	487.335	42.706
42	0.17083	906.039	335.610	1383.104	1141.325	365.499	1269.490	0.000	0.000	0.000	1100.206	194.523	1243.887	1092.488	139.086	969.982	1007.854	82.869	776.646	966.579	110.865	613.897	1072.118	201.013	823.245	1080.710	278.385	368.107	1203.261	307.223	42.844	1189.226	383.390	55.117	1044.727	348.917	1.809	1084.429	533.347	1233.548	1086.337	592.944	965.367	977.708	610.897	774.165	918.377	562.339	627.119	1112.892	519.899	832.610	890.703	508.912	403.444	851.579	509.935	52.029	832.265	437.242	73.306	678.965	487.440	43.870
43	0.17500	903.877	335.919	1382.932	1138.803	365.654	1269.069	0.000	0.000	0.000	1098.216	194.611	1243.595	1089.937	139.378	969.507	1005.751	82.911	776.324	964.411	110.652	613.470	1069.277	201.355	823.028	1079.217	278.721	367.472	1203.262	307.133	43.066	1189.130	383.434	55.146	1044.845	348.880	1.722	1082.288	533.486	1233.328	1084.403	593.137	965.171	975.799	611.416	773.897	916.400	562.903	626.715	1110.372	520.089	832.031	889.436	508.438	402.265	846.289	511.091	52.619	827.349	437.734	74.018	673.520	487.526	44.636
44	0.17917	901.612	335.798	1382.466	1136.341	365.982	1268.780	0.000	0.000	0.000	1096.117	194.673	1243.420	1087.485	139.527	968.682	1003.273	83.105	776.030	962.136	110.844	613.032	1067.150	201.361	822.603	1077.826	278.852	367.397	1203.118	307.212	43.167	1188.792	383.319	55.224	1044.759	348.734	1.917	1080.042	533.652	1233.050	1082.422	593.539	964.930	973.788	611.895	773.524	914.323	563.608	626.435	1104.951	520.118	830.469	888.292	508.354	401.353	840.646	509.324	52.129	819.980	439.647	72.980	668.115	487.206	45.640
45	0.18333	899.375	335.804	1382.153	1134.991	366.179	1268.154	0.000	0.000	0.000	1093.977	194.950	1243.074	1085.087	139.667	967.888	1001.196	83.277	775.541	959.728	110.594	612.058	1064.308	201.537	821.975	1076.504	278.930	367.108	1203.384	307.539	43.192	1188.678	383.281	55.244	1044.824	348.887	1.778	1077.832	533.794	1232.656	1080.398	593.759	964.638	972.143	612.507	773.425	912.328	564.986	626.296	1102.242	520.358	829.909	887.132	507.994	400.538	835.365	509.221	51.746	814.989	439.887	73.996	662.953	486.619	46.436
