NO_OF_FRAMES	960
NO_OF_CAMERAS	7
NO_OF_MARKERS	21
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-10-29, 11:12:54	2615.30190401
DATA_INCLUDED	3D
MARKER_NAMES	head	C7	L5	AcrL	EllL	HaL	FingerL	TrochL	KnL	MalLatL	MalMedL	ToeL	AcrR	EllR	HaR	FingerR	TrochR	KnR	MalLatR	MalMedR	ToeR
Frame	Time	head X	head Y	head Z	C7 X	C7 Y	C7 Z	L5 X	L5 Y	L5 Z	AcrL X	AcrL Y	AcrL Z	EllL X	EllL Y	EllL Z	HaL X	HaL Y	HaL Z	FingerL X	FingerL Y	FingerL Z	TrochL X	TrochL Y	TrochL Z	KnL X	KnL Y	KnL Z	MalLatL X	MalLatL Y	MalLatL Z	MalMedL X	MalMedL Y	MalMedL Z	ToeL X	ToeL Y	ToeL Z	AcrR X	AcrR Y	AcrR Z	EllR X	EllR Y	EllR Z	HaR X	HaR Y	HaR Z	FingerR X	FingerR Y	FingerR Z	TrochR X	TrochR Y	TrochR Z	KnR X	KnR Y	KnR Z	MalLatR X	MalLatR Y	MalLatR Z	MalMedR X	MalMedR Y	MalMedR Z	ToeR X	ToeR Y	ToeR Z	
11	0.04167	-145.690	427.440	1391.143	-374.010	395.486	1266.189	-380.770	415.959	859.447	-339.566	567.614	1247.965	-342.835	620.869	975.049	-290.188	679.719	772.835	-278.897	648.968	605.437	-261.458	574.600	830.677	-145.794	517.539	387.042	-180.223	511.726	39.352	-169.143	438.405	53.057	-18.384	459.693	3.942	-310.080	229.509	1231.203	-308.020	177.269	961.704	-232.649	169.872	754.980	-217.829	225.210	602.186	-333.732	262.118	833.130	-354.779	294.596	364.824	-581.153	325.753	86.460	-550.353	397.628	94.638	-438.521	357.933	2.690
12	0.04583	-142.812	427.824	1391.454	-371.132	396.017	1266.326	-377.651	416.669	859.660	-336.489	568.255	1248.517	-339.905	622.089	975.732	-286.681	680.410	773.183	-275.324	649.646	605.477	-258.613	575.490	830.783	-144.054	517.738	387.182	-180.050	511.566	39.317	-169.031	438.266	53.014	-18.137	459.502	3.374	-307.154	230.109	1231.171	-305.200	177.652	961.855	-230.045	170.145	755.205	-215.317	225.101	602.072	-330.578	262.917	833.309	-350.858	293.956	364.701	-579.023	325.877	87.951	-547.517	397.312	96.846	-438.446	357.839	2.752
13	0.05000	-139.856	428.458	1391.834	-368.082	396.745	1266.733	-374.615	417.480	859.981	-333.167	569.013	1249.033	-336.749	622.781	976.099	-283.144	681.145	773.478	-271.489	650.298	605.690	-255.695	576.158	830.909	-142.999	517.777	386.981	-180.003	511.553	39.269	-169.025	438.167	52.960	-17.986	459.339	3.049	-304.294	230.584	1231.338	-302.378	178.015	961.826	-227.303	170.221	755.597	-213.125	225.000	601.871	-327.265	263.659	833.425	-346.637	293.405	364.309	-578.931	325.736	90.472	-546.055	397.355	97.919	-438.332	357.907	2.811
14	0.05417	-136.810	428.969	1392.192	-365.091	397.029	1267.080	-371.600	417.987	859.821	-330.204	569.403	1249.199	-333.501	623.689	976.531	-279.606	681.865	773.961	-268.063	650.852	605.993	-252.742	576.905	831.114	-141.271	518.017	387.273	-179.685	511.409	39.161	-168.882	438.111	52.937	-17.866	459.182	2.859	-301.373	231.214	1231.360	-299.894	177.849	962.182	-224.619	170.364	755.975	-210.554	224.707	601.897	-324.179	264.331	833.792	-342.628	292.556	364.283	-576.889	325.573	93.566	-543.722	396.811	98.358	-438.090	358.091	3.197
15	0.05833	-134.117	429.521	1392.456	-362.209	397.927	1267.351	-368.528	418.482	859.768	-327.451	570.104	1249.279	-330.490	624.319	976.826	-276.026	682.633	774.335	-263.749	651.789	606.940	-250.046	577.674	831.138	-139.756	518.258	387.208	-179.658	511.278	39.158	-168.844	437.904	53.040	-17.722	458.966	2.534	-298.630	231.727	1231.509	-296.949	178.437	962.579	-222.075	170.565	756.264	-208.163	224.718	602.203	-321.198	264.596	834.302	-338.042	291.802	363.847	-575.426	325.392	96.261	-541.306	396.191	100.104	-437.778	357.843	3.157
16	0.06250	-131.114	430.204	1392.643	-359.257	398.599	1267.945	-365.741	418.871	859.953	-324.471	570.536	1249.631	-327.288	625.251	977.107	-272.648	683.455	774.682	-259.626	652.748	607.711	-247.243	578.452	831.225	-138.400	518.490	387.201	-179.475	511.191	39.081	-168.721	437.767	53.111	-17.590	458.909	2.462	-295.871	232.360	1231.876	-293.990	179.121	963.271	-219.150	170.977	756.815	-205.382	225.014	602.331	-318.143	265.234	834.808	-332.809	291.491	362.418	-573.690	325.098	99.888	-538.153	395.723	102.964	-437.711	357.963	3.204
17	0.06667	-128.113	430.549	1392.839	-356.279	399.194	1268.145	-362.751	419.515	860.424	-321.636	570.913	1249.754	-324.185	626.014	977.252	-268.745	684.203	775.314	-255.324	653.659	607.880	-244.689	578.981	831.260	-136.417	518.589	386.852	-179.259	511.153	39.133	-168.619	437.560	53.079	-17.566	458.898	2.140	-292.924	233.139	1232.278	-291.200	179.557	963.509	-216.374	170.855	757.093	-202.790	225.195	602.329	-314.459	266.078	834.582	-327.448	291.092	362.171	-571.705	324.837	100.486	-535.113	395.126	105.186	-437.545	358.004	3.128
18	0.07083	-125.238	431.248	1393.042	-353.516	399.351	1268.497	-359.799	420.369	860.424	-318.703	571.648	1250.339	-320.913	626.819	977.718	-264.999	685.093	776.132	-250.777	654.788	609.100	-241.813	579.991	831.393	-136.266	519.818	386.083	-179.237	511.050	38.992	-168.419	437.621	53.028	-17.377	458.915	1.899	-289.979	233.853	1232.502	-288.512	180.081	963.711	-213.933	170.950	757.397	-200.252	225.186	602.344	-311.475	266.706	834.811	-322.068	290.383	361.893	-568.441	324.794	102.397	-532.995	394.512	106.783	-437.609	358.107	3.055
19	0.07500	-122.381	431.617	1393.583	-350.778	399.588	1268.731	-357.019	421.010	860.454	-315.603	572.385	1250.719	-317.675	627.486	977.878	-261.133	685.890	777.153	-246.901	655.446	609.093	-239.190	580.783	831.757	-134.844	519.930	386.382	-179.000	511.049	38.976	-168.263	437.427	53.099	-17.348	458.772	1.900	-287.328	234.393	1232.849	-285.640	180.527	963.648	-211.186	171.080	757.861	-197.560	225.407	602.325	-307.885	267.725	835.036	-316.863	289.383	362.001	-565.137	324.615	103.813	-530.404	393.623	107.535	-437.414	357.842	3.164
20	0.07917	-119.376	432.084	1393.753	-348.438	400.223	1268.687	-354.294	421.469	860.702	-312.446	573.206	1251.113	-314.328	628.443	978.417	-257.361	686.643	777.786	-243.072	656.182	609.146	-236.755	581.383	832.249	-133.496	520.034	386.828	-178.900	510.924	38.668	-168.286	437.462	52.934	-17.235	458.825	1.861	-284.428	235.095	1232.970	-283.231	180.810	963.976	-208.340	171.254	758.349	-194.800	225.198	602.288	-304.932	267.949	835.025	-311.442	288.158	363.213	-561.723	324.431	105.656	-527.172	393.321	108.943	-437.177	357.891	3.120
21	0.08333	-116.356	432.655	1393.678	-345.354	400.960	1269.129	-351.360	421.978	861.070	-309.337	573.749	1251.299	-311.121	629.361	979.213	-253.644	687.331	778.190	-239.261	656.778	608.966	-234.092	582.080	832.605	-132.448	520.241	387.177	-178.793	510.674	38.583	-168.104	437.342	52.957	-17.130	458.862	1.677	-281.756	235.678	1232.970	-280.438	181.187	964.521	-205.689	171.347	758.596	-191.919	225.324	602.813	-301.967	268.474	835.188	-305.654	287.536	362.999	-559.295	324.215	108.962	-522.622	393.277	111.242	-437.046	357.921	3.289
22	0.08750	-113.628	432.972	1394.007	-342.205	401.670	1269.176	-348.688	422.476	861.350	-306.276	574.339	1251.679	-307.861	630.007	979.552	-249.738	688.002	778.693	-235.470	657.221	609.111	-231.695	582.802	832.908	-131.256	520.568	387.577	-178.705	510.537	38.481	-168.080	437.297	53.006	-17.017	459.009	1.525	-278.955	236.137	1233.304	-277.680	181.449	965.050	-203.022	171.513	758.968	-189.127	225.527	603.237	-298.814	269.095	835.182	-298.894	287.527	361.201	-555.847	324.099	111.268	-519.447	392.793	112.180	-436.823	358.322	3.195
23	0.09167	-110.822	433.466	1394.322	-339.290	402.369	1269.524	-345.986	422.580	861.417	-303.332	574.726	1251.880	-304.660	630.488	979.615	-246.047	688.755	779.116	-230.707	658.133	609.873	-229.012	583.445	833.364	-130.108	520.499	387.784	-178.534	510.649	38.409	-168.061	437.216	52.972	-17.052	458.718	1.675	-276.212	236.771	1233.382	-275.135	182.052	965.914	-200.245	171.505	759.267	-186.364	225.296	603.146	-295.725	269.806	834.935	-292.255	287.440	359.682	-554.148	323.898	115.296	-516.171	392.358	113.292	-436.933	358.133	3.237
24	0.09583	-107.896	434.030	1394.264	-336.452	403.197	1269.703	-343.350	422.589	861.535	-300.452	575.293	1252.138	-301.346	631.067	980.131	-242.087	689.453	779.545	-226.428	658.863	610.605	-226.576	584.092	833.718	-128.973	521.185	387.495	-178.438	510.641	38.451	-168.059	437.136	52.916	-17.056	458.662	1.608	-273.355	237.325	1233.412	-272.397	182.528	966.195	-197.508	171.863	759.339	-182.972	225.681	603.649	-292.918	270.573	835.031	-286.643	286.307	359.817	-551.801	324.064	117.933	-512.331	391.621	116.430	-436.797	358.148	3.125
25	0.10000	-105.126	434.632	1394.286	-333.469	403.927	1269.801	-340.585	422.993	861.715	-297.622	575.589	1252.512	-297.933	632.205	980.581	-238.238	690.102	780.056	-221.801	660.175	611.891	-224.763	584.320	833.483	-127.458	521.560	386.729	-178.356	510.430	38.354	-167.992	437.076	52.811	-16.929	458.649	1.562	-270.806	237.919	1233.616	-269.932	182.774	966.530	-194.995	171.885	759.710	-180.067	225.998	603.987	-289.793	271.216	835.083	-280.716	285.519	359.261	-547.464	323.667	120.238	-508.279	391.769	120.417	-436.091	358.076	3.216
26	0.10417	-102.253	435.134	1394.587	-330.738	404.405	1270.035	-338.112	423.523	861.943	-294.470	576.271	1252.883	-294.539	632.912	980.921	-234.183	691.024	780.430	-217.511	661.010	612.491	-222.544	584.769	833.468	-127.258	521.782	387.259	-178.274	510.336	38.233	-167.941	436.962	52.999	-16.869	458.654	1.425	-267.988	238.669	1233.785	-267.566	183.239	966.395	-192.255	171.779	759.773	-177.219	226.266	604.296	-287.035	271.454	835.109	-273.981	285.250	358.035	-543.601	323.726	121.788	-505.311	391.105	121.176	-435.146	357.978	3.418
27	0.10833	-99.557	435.340	1394.583	-327.848	404.887	1269.924	-335.471	424.153	862.168	-291.420	576.905	1253.368	-291.275	633.922	981.396	-229.872	691.695	780.936	-213.127	661.777	612.923	-219.813	585.487	834.021	-125.067	522.014	386.570	-178.162	510.342	38.292	-167.893	436.954	52.879	-16.869	458.519	1.422	-265.083	239.271	1234.114	-265.069	183.587	966.493	-189.546	172.127	759.857	-174.126	226.421	604.672	-284.277	271.933	835.183	-267.237	284.924	356.180	-539.022	323.159	124.969	-502.073	390.498	121.764	-434.366	357.785	3.227
28	0.11250	-96.655	435.815	1394.600	-325.099	405.427	1269.701	-332.988	424.766	862.491	-288.501	577.586	1253.776	-288.032	634.624	981.319	-225.604	692.581	781.553	-209.036	662.379	613.070	-217.586	585.810	834.085	-124.020	522.293	386.439	-177.991	510.365	38.142	-167.770	436.831	52.875	-16.760	458.659	1.348	-262.483	239.923	1234.078	-262.589	184.048	966.381	-186.803	172.237	760.287	-170.887	226.706	605.126	-281.677	272.249	835.230	-260.377	284.441	356.467	-535.016	323.044	128.706	-497.112	390.552	124.583	-433.463	357.499	3.149
29	0.11667	-93.857	436.378	1394.892	-322.350	405.930	1269.506	-330.511	425.186	862.587	-285.514	578.325	1254.138	-284.611	635.508	981.781	-221.485	693.278	781.790	-204.411	663.062	613.499	-214.978	586.739	834.160	-122.844	522.514	386.527	-177.984	510.181	38.206	-167.749	436.726	52.874	-16.688	458.729	1.331	-260.032	240.406	1234.124	-260.087	184.575	966.359	-183.973	172.564	760.259	-168.073	226.727	605.382	-279.172	272.691	835.176	-253.931	283.578	356.886	-531.608	323.167	131.267	-492.201	390.563	126.502	-432.699	357.576	3.341
30	0.12083	-90.801	436.735	1395.066	-320.070	406.641	1269.368	-328.083	425.605	862.653	-282.366	578.910	1254.485	-281.411	636.215	981.881	-217.466	694.178	781.932	-200.102	663.478	613.289	-212.457	587.052	834.173	-121.744	522.678	386.471	-177.840	510.324	38.067	-167.784	436.720	52.775	-16.797	458.451	1.332	-257.237	241.042	1233.907	-257.557	185.160	966.309	-181.290	172.627	760.588	-165.294	226.334	605.505	-276.634	273.035	835.197	-246.168	284.011	357.979	-528.446	322.756	135.737	-488.587	389.847	127.688	-432.053	357.530	3.465
31	0.12500	-87.849	437.221	1395.123	-316.880	407.400	1269.989	-325.549	426.173	862.768	-279.398	579.367	1254.870	-277.807	637.254	982.270	-213.334	694.954	782.313	-195.416	664.523	613.714	-209.922	587.651	834.185	-120.509	523.031	385.909	-177.774	510.311	38.001	-167.765	436.652	52.761	-16.680	458.495	1.224	-254.700	241.308	1234.358	-255.185	185.393	966.546	-178.419	172.715	760.992	-162.503	225.706	605.447	-274.177	273.356	835.184	-239.134	283.646	356.922	-523.912	322.907	138.025	-483.152	389.535	131.483	-430.278	357.501	3.839
32	0.12917	-85.066	437.662	1395.206	-314.154	407.893	1270.052	-323.407	426.681	862.732	-276.462	579.893	1254.961	-274.488	637.882	982.430	-209.505	695.644	782.616	-190.813	665.392	614.335	-207.480	588.122	833.810	-121.361	523.463	383.775	-177.567	510.240	37.901	-167.722	436.555	52.784	-16.654	458.312	1.354	-252.074	241.717	1234.340	-252.772	185.904	966.877	-175.834	172.896	761.353	-159.073	226.001	606.018	-271.962	273.638	835.240	-232.264	283.244	356.120	-518.837	322.049	140.230	-478.254	389.191	134.299	-428.804	357.299	3.979
33	0.13333	-82.213	437.859	1395.198	-311.259	408.393	1270.124	-320.801	426.940	862.633	-273.467	580.316	1255.045	-271.041	638.771	982.301	-205.343	696.481	782.823	-186.301	666.221	614.897	-205.101	588.503	833.818	-120.683	523.547	382.912	-177.667	510.210	38.032	-167.795	436.475	52.792	-16.793	458.278	1.406	-249.527	242.357	1234.179	-250.167	186.460	967.263	-172.965	172.966	761.537	-155.842	226.213	606.424	-269.631	273.887	835.081	-225.536	283.019	355.292	-513.704	322.851	143.453	-474.278	388.679	135.450	-427.379	357.203	4.238
34	0.13750	-79.403	438.230	1395.140	-308.510	409.066	1270.238	-318.486	427.114	862.571	-270.581	580.640	1255.142	-267.687	639.764	982.517	-201.385	697.141	783.239	-181.676	666.985	615.930	-202.521	588.984	833.865	-120.029	523.974	382.126	-177.548	510.163	37.897	-167.692	436.459	52.735	-16.765	458.263	1.343	-247.052	242.825	1234.290	-247.663	187.103	967.348	-170.251	173.268	761.847	-152.643	226.265	606.806	-267.458	274.078	834.909	-218.226	283.002	354.123	-508.521	322.471	144.773	-468.818	388.632	138.239	-426.548	356.445	3.447
35	0.14167	-76.678	438.754	1394.965	-305.736	409.855	1270.268	-316.281	427.586	862.367	-267.768	581.097	1255.156	-264.190	640.394	982.509	-197.472	697.614	783.641	-177.085	667.800	616.338	-199.610	589.787	833.813	-120.292	524.836	380.506	-177.506	510.054	37.725	-167.660	436.484	52.806	-16.758	458.166	1.306	-244.498	243.299	1234.388	-245.181	187.321	967.348	-167.469	173.371	761.945	-149.478	226.203	607.129	-265.180	274.603	834.461	-210.721	282.917	354.804	-503.060	322.799	149.411	-462.975	388.895	140.774	-425.243	355.619	3.270
36	0.14583	-73.860	438.972	1395.001	-302.973	410.589	1270.468	-313.984	427.879	862.207	-264.852	581.590	1255.275	-260.786	641.109	982.877	-193.269	698.432	784.030	-172.464	668.256	617.003	-197.097	590.051	833.752	-118.305	524.800	380.826	-177.450	510.094	37.732	-167.627	436.487	52.569	-16.699	458.357	1.230	-241.933	243.811	1234.394	-243.020	187.673	967.517	-164.791	173.597	762.169	-146.249	226.457	607.531	-262.898	275.019	833.968	-203.977	282.366	356.244	-497.655	321.925	151.709	-458.131	389.005	141.726	-423.248	355.139	3.196
37	0.15000	-71.020	439.238	1394.825	-300.346	410.994	1270.564	-311.863	428.228	861.914	-262.052	582.033	1255.226	-257.493	641.714	982.955	-189.007	699.161	784.691	-167.971	668.866	617.163	-194.596	590.335	833.896	-117.891	525.098	380.970	-177.297	510.151	37.656	-167.667	436.497	52.618	-16.779	458.156	1.255	-239.677	244.272	1234.601	-240.554	187.975	967.307	-162.167	173.754	762.394	-142.995	226.434	607.897	-260.777	275.330	833.583	-197.316	281.282	356.912	-491.274	323.139	154.820	-452.387	389.224	144.476	-420.982	354.200	2.678
38	0.15417	-68.345	439.603	1394.560	-297.498	411.700	1270.789	-309.465	428.790	861.841	-259.030	582.763	1255.440	-254.176	642.606	982.830	-184.608	700.054	785.363	-163.368	669.717	617.154	-192.042	590.779	834.076	-116.738	525.308	381.360	-177.290	510.056	37.911	-167.615	436.299	52.624	-16.626	458.333	1.087	-237.084	244.724	1234.712	-238.005	188.465	967.472	-159.432	173.816	762.900	-139.746	226.381	608.605	-258.408	275.932	833.049	-189.779	281.821	355.253	-485.883	321.803	156.972	-445.780	389.877	147.457	-418.728	353.311	2.345
39	0.15833	-65.547	439.907	1394.373	-294.991	412.230	1270.802	-307.406	429.232	861.689	-256.085	583.230	1255.557	-250.954	643.282	982.960	-180.514	700.715	785.607	-158.621	670.588	617.387	-189.848	591.156	834.074	-116.052	525.546	381.722	-177.295	510.145	37.665	-167.579	436.487	52.728	-16.779	458.229	1.315	-234.645	245.196	1234.975	-235.669	188.622	967.886	-156.745	174.062	762.922	-137.023	226.062	608.477	-256.486	276.202	832.551	-182.235	282.248	353.801	-479.716	322.796	160.311	-441.011	389.907	149.081	-415.840	351.742	1.960
40	0.16250	-62.686	440.216	1394.258	-292.380	412.434	1271.066	-305.187	429.617	861.700	-253.204	583.881	1255.723	-247.532	644.137	983.089	-176.037	701.368	786.056	-153.614	671.555	618.405	-187.555	591.106	834.240	-115.299	525.754	381.849	-177.215	510.098	37.635	-167.446	436.507	52.634	-16.629	458.246	1.186	-232.345	245.589	1235.170	-233.312	188.673	967.883	-154.217	174.089	763.172	-133.394	226.402	608.720	-254.400	276.621	832.426	-175.096	282.525	354.471	-473.672	322.313	163.126	-435.317	390.074	152.119	-412.863	349.656	2.716
41	0.16667	-60.054	440.569	1394.071	-290.448	413.085	1271.336	-303.004	430.230	861.572	-250.196	584.310	1255.899	-244.081	644.860	983.084	-171.843	702.056	786.067	-148.613	672.372	618.869	-185.054	591.578	834.438	-114.793	525.998	382.027	-177.163	510.136	37.582	-167.418	436.428	52.765	-16.607	458.273	1.241	-229.933	245.967	1235.285	-230.828	189.116	968.091	-151.508	174.344	763.298	-130.305	226.484	609.109	-252.434	276.870	832.114	-168.434	282.100	356.259	-467.146	322.819	166.736	-428.718	390.766	155.472	-408.594	347.737	4.009
42	0.17083	-57.387	440.942	1393.899	-287.355	412.835	1271.668	-300.754	430.835	861.415	-247.047	584.832	1256.191	-240.783	645.299	983.245	-167.495	702.703	786.352	-143.660	673.165	619.438	-182.633	591.799	834.839	-113.752	526.202	382.381	-177.262	510.088	37.826	-167.511	436.316	52.753	-16.673	458.259	1.340	-227.681	246.328	1235.505	-228.424	189.545	968.361	-148.862	174.500	763.470	-127.135	226.437	609.077	-250.411	277.191	831.920	-161.413	281.350	357.699	-461.198	323.221	167.697	-423.698	390.631	156.948	-403.038	346.182	5.846
43	0.17500	-54.388	441.158	1393.649	-284.659	413.796	1271.864	-298.646	431.205	861.298	-244.180	585.162	1256.131	-237.406	646.413	983.422	-163.272	703.233	786.371	-138.710	673.770	620.089	-180.090	592.071	834.904	-112.569	526.264	382.527	-177.048	510.094	37.501	-167.338	436.486	52.607	-16.680	458.219	1.312	-225.383	246.613	1235.616	-226.015	189.901	968.773	-146.034	174.916	764.045	-124.217	226.363	609.371	-247.146	277.557	831.768	-154.401	281.500	357.554	-455.214	324.200	170.267	-417.491	391.093	159.569	-396.731	344.593	8.133
44	0.17917	-51.660	441.638	1393.489	-281.987	414.162	1272.334	-296.485	431.494	861.234	-241.264	585.624	1256.061	-233.938	647.043	983.170	-158.980	703.920	786.779	-134.068	674.567	620.405	-177.483	592.186	835.091	-112.088	526.569	382.537	-177.172	509.869	37.319	-167.375	436.441	52.648	-16.471	458.396	1.098	-223.022	247.084	1235.773	-223.404	190.345	968.886	-143.418	174.841	763.992	-120.738	226.796	610.057	-245.004	277.856	831.657	-147.571	281.790	357.091	-449.045	324.354	172.729	-410.870	391.405	161.705	-390.087	343.289	10.955
