NO_OF_FRAMES	960
NO_OF_CAMERAS	7
NO_OF_MARKERS	21
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-10-29, 11:11:25	2526.34771626
DATA_INCLUDED	3D
MARKER_NAMES	head	C7	L5	AcrL	EllL	HaL	FingerL	TrochL	KnL	MalLatL	MalMedL	ToeL	AcrR	EllR	HaR	FingerR	TrochR	KnR	MalLatR	MalMedR	ToeR
Frame	Time	head X	head Y	head Z	C7 X	C7 Y	C7 Z	L5 X	L5 Y	L5 Z	AcrL X	AcrL Y	AcrL Z	EllL X	EllL Y	EllL Z	HaL X	HaL Y	HaL Z	FingerL X	FingerL Y	FingerL Z	TrochL X	TrochL Y	TrochL Z	KnL X	KnL Y	KnL Z	MalLatL X	MalLatL Y	MalLatL Z	MalMedL X	MalMedL Y	MalMedL Z	ToeL X	ToeL Y	ToeL Z	AcrR X	AcrR Y	AcrR Z	EllR X	EllR Y	EllR Z	HaR X	HaR Y	HaR Z	FingerR X	FingerR Y	FingerR Z	TrochR X	TrochR Y	TrochR Z	KnR X	KnR Y	KnR Z	MalLatR X	MalLatR Y	MalLatR Z	MalMedR X	MalMedR Y	MalMedR Z	ToeR X	ToeR Y	ToeR Z	
11	0.04167	-361.743	372.698	1399.252	-592.289	347.083	1281.141	-621.738	356.529	868.568	-568.394	521.074	1261.365	-568.785	571.305	984.432	-487.934	624.596	788.952	-443.434	587.224	628.073	-521.872	528.122	834.971	-333.397	510.626	411.674	-542.934	483.896	124.558	-505.729	418.143	122.518	-413.186	473.731	12.853	-517.572	185.390	1245.925	-504.215	129.968	974.975	-411.554	130.138	776.209	-385.851	182.449	619.952	-555.271	208.158	847.547	-507.861	272.452	378.003	-593.007	311.839	36.809	-574.860	383.722	55.601	-421.674	344.114	1.963
12	0.04583	-359.863	372.625	1399.328	-590.652	346.866	1281.068	-619.807	356.476	868.706	-566.693	520.773	1261.277	-566.976	571.134	984.675	-486.438	624.598	788.864	-441.358	587.199	628.279	-519.988	528.091	835.060	-331.015	510.304	411.987	-534.433	484.148	121.333	-498.294	417.719	119.946	-403.171	473.505	12.628	-515.745	185.254	1245.830	-502.576	129.598	974.996	-409.845	129.747	776.094	-384.429	182.167	620.085	-553.516	208.003	847.255	-507.264	272.201	377.736	-593.039	311.928	36.798	-574.598	383.747	55.647	-421.768	344.121	2.245
13	0.05000	-358.293	372.746	1399.196	-588.872	346.829	1280.844	-617.892	356.017	868.947	-565.022	520.556	1261.205	-565.439	570.983	984.617	-485.023	624.315	788.877	-440.115	586.973	627.892	-518.377	528.166	834.943	-328.415	509.833	412.086	-526.710	484.459	118.305	-489.728	418.580	116.099	-392.394	474.919	12.132	-514.018	185.070	1245.896	-500.903	129.037	975.110	-408.402	129.429	776.005	-382.998	181.869	620.061	-551.728	208.172	847.174	-506.774	272.319	377.605	-592.789	311.892	36.800	-575.021	383.895	55.536	-421.545	344.019	2.010
14	0.05417	-356.520	372.974	1399.306	-587.135	346.581	1280.741	-616.092	356.090	868.784	-563.297	520.431	1261.066	-563.918	570.542	984.443	-483.371	624.161	788.779	-438.245	587.119	627.894	-516.876	528.183	835.216	-325.980	509.583	412.598	-518.649	484.179	114.891	-481.988	417.836	114.872	-381.373	475.523	12.550	-512.256	184.771	1245.876	-499.336	128.871	975.198	-406.731	129.131	776.069	-381.592	181.539	620.147	-550.129	208.112	847.098	-506.393	272.171	377.579	-592.847	311.970	36.631	-574.758	383.783	55.598	-421.612	344.143	1.996
15	0.05833	-354.717	372.915	1399.409	-585.290	346.399	1280.559	-614.023	356.166	868.733	-561.602	520.198	1260.979	-562.507	570.346	984.397	-481.889	624.176	788.541	-436.665	587.088	627.714	-515.006	528.090	835.052	-323.496	509.429	412.623	-510.773	484.438	112.018	-471.171	417.323	110.796	-371.180	474.902	12.478	-510.532	184.573	1245.769	-497.794	128.374	975.469	-405.340	128.734	775.988	-380.237	181.198	620.230	-548.685	207.990	847.194	-505.953	272.008	377.624	-592.805	311.761	37.120	-574.316	383.856	55.772	-421.707	343.899	2.172
16	0.06250	-353.094	373.054	1399.352	-583.453	346.068	1280.493	-612.288	356.171	868.718	-559.842	519.931	1260.856	-560.925	570.063	984.083	-480.276	624.096	788.343	-435.067	587.435	627.913	-512.632	527.896	835.412	-321.164	508.925	412.899	-501.666	484.723	108.330	-463.061	417.329	109.181	-360.364	476.057	11.800	-508.672	184.509	1245.734	-496.397	127.718	975.565	-403.646	128.322	775.946	-378.828	180.999	620.049	-546.935	207.867	847.130	-505.407	271.944	377.638	-593.051	311.869	36.864	-574.316	383.806	55.716	-421.836	343.932	2.257
17	0.06667	-351.242	372.962	1399.406	-581.871	345.868	1280.396	-610.400	356.016	868.755	-558.133	519.675	1260.788	-559.223	569.866	984.062	-478.704	623.975	788.109	-433.509	587.274	627.606	-504.443	525.433	835.527	-318.930	508.726	413.028	-493.314	484.853	105.421	-454.388	417.256	106.759	-350.004	476.697	12.647	-506.935	184.278	1245.603	-494.553	127.691	975.465	-401.984	128.010	775.941	-377.246	180.919	620.045	-545.366	207.779	846.843	-504.842	271.821	377.630	-592.741	311.867	36.760	-574.362	383.784	55.673	-421.827	343.819	2.151
18	0.07083	-349.564	373.069	1399.317	-580.197	345.787	1280.309	-608.575	356.096	868.461	-556.435	519.589	1260.594	-557.759	569.692	983.946	-477.224	623.828	787.974	-431.761	587.337	627.458	-500.867	524.670	835.849	-316.154	508.886	413.571	-484.222	484.831	102.519	-446.294	417.252	104.535	-339.680	476.792	13.308	-505.103	184.158	1245.595	-492.786	127.446	975.648	-400.497	127.825	775.934	-375.912	180.148	619.900	-543.884	207.389	847.399	-504.349	271.714	377.594	-592.736	311.902	36.685	-572.958	383.583	55.324	-421.648	344.021	1.972
19	0.07500	-347.807	373.146	1399.254	-578.296	345.589	1280.175	-606.703	356.175	868.352	-554.655	519.263	1260.526	-556.050	569.517	983.796	-475.780	623.721	787.614	-430.164	587.671	627.713	-499.132	524.720	836.161	-313.893	508.725	414.180	-475.929	484.982	99.501	-438.038	417.473	102.445	-328.852	477.577	12.530	-503.403	183.994	1245.551	-491.274	127.050	975.468	-398.930	127.493	775.937	-374.453	180.054	619.929	-542.450	207.229	847.381	-503.747	271.665	377.590	-593.169	311.928	37.014	-572.987	383.579	55.329	-421.645	343.883	2.308
20	0.07917	-346.046	373.082	1399.296	-576.422	345.680	1279.835	-604.900	356.213	868.241	-553.013	519.074	1260.457	-554.479	569.309	983.587	-474.227	623.713	787.691	-428.772	587.433	627.122	-496.257	524.418	836.221	-310.876	509.049	414.961	-467.439	485.629	96.313	-429.103	418.627	99.942	-318.161	478.518	12.789	-501.707	183.935	1245.362	-489.637	126.861	975.482	-397.398	127.233	775.789	-372.901	179.572	619.563	-540.953	207.239	847.404	-503.388	271.513	377.556	-592.992	311.927	37.132	-572.798	383.717	55.494	-421.739	343.749	2.250
21	0.08333	-344.390	373.246	1399.222	-574.693	345.470	1279.805	-602.872	356.231	868.349	-551.201	518.969	1260.397	-553.085	568.971	983.468	-472.716	623.699	787.454	-426.955	587.828	627.213	-493.862	524.553	836.251	-308.786	509.035	415.290	-458.660	485.757	93.330	-420.619	418.658	98.707	-307.968	478.357	14.547	-499.990	183.749	1245.283	-487.883	126.647	975.234	-395.788	126.891	775.581	-371.413	179.566	619.242	-539.193	207.099	847.110	-502.758	271.382	377.570	-592.819	311.850	37.372	-572.672	383.736	55.336	-421.708	343.734	2.197
22	0.08750	-342.494	373.219	1399.249	-572.982	345.304	1279.725	-600.989	356.314	868.045	-549.372	518.851	1260.237	-551.516	568.698	983.278	-471.137	623.731	787.503	-425.453	587.950	627.070	-491.666	524.582	836.258	-306.677	508.602	414.998	-449.742	486.308	90.679	-411.855	419.768	97.564	-298.049	477.454	14.509	-498.178	183.558	1245.223	-486.292	126.337	975.368	-394.167	126.566	775.491	-369.760	179.325	618.980	-537.413	207.193	847.098	-502.125	271.271	377.595	-592.824	311.900	37.299	-572.472	383.810	55.373	-421.753	343.562	2.245
23	0.09167	-340.782	373.360	1399.102	-571.119	345.295	1279.452	-599.102	356.337	867.803	-547.560	518.741	1260.187	-549.937	568.581	983.100	-469.720	623.679	787.348	-423.822	588.000	626.987	-489.824	524.703	836.069	-304.876	508.430	415.010	-440.763	486.951	87.703	-403.638	419.395	94.779	-287.572	477.835	14.984	-496.618	183.430	1245.024	-484.476	126.178	975.220	-392.651	126.347	775.372	-368.321	179.053	618.631	-536.078	207.087	847.029	-501.531	271.147	377.590	-592.812	311.880	37.544	-572.533	383.661	55.585	-421.587	343.596	1.857
24	0.09583	-338.970	373.312	1399.075	-569.534	345.125	1279.446	-597.219	356.514	867.656	-545.696	518.579	1259.880	-548.049	568.690	983.111	-468.129	623.669	787.238	-422.297	588.210	626.535	-487.720	524.654	835.617	-302.811	508.158	415.092	-432.191	487.365	85.117	-394.831	421.042	92.369	-276.524	478.738	16.307	-494.727	183.358	1244.879	-482.986	126.057	974.926	-390.951	126.069	775.132	-366.822	178.903	618.458	-534.564	206.876	846.982	-500.918	271.034	377.599	-592.667	311.885	37.091	-572.394	383.681	55.603	-421.836	343.419	2.353
25	0.10000	-337.228	373.338	1398.887	-567.607	345.075	1279.203	-595.341	356.656	867.449	-543.836	518.554	1259.767	-546.189	568.737	982.897	-466.694	623.717	787.216	-420.933	588.455	626.620	-486.026	524.652	835.337	-301.001	508.051	414.936	-423.385	487.769	82.854	-386.905	420.472	91.004	-267.082	478.579	17.140	-493.174	183.274	1244.663	-481.196	125.894	974.475	-389.392	125.885	775.022	-365.093	178.725	618.052	-532.886	206.872	846.767	-500.236	270.902	377.592	-592.882	312.001	37.258	-572.351	383.722	55.550	-421.620	343.425	1.896
26	0.10417	-335.500	373.297	1398.658	-565.757	344.994	1279.167	-593.430	356.741	867.742	-541.968	518.369	1259.539	-544.652	568.671	982.717	-465.143	623.825	787.033	-419.450	588.542	626.559	-483.932	524.692	835.146	-299.152	507.733	415.040	-414.662	488.388	80.238	-378.515	420.983	88.499	-256.675	478.195	19.309	-491.381	183.162	1244.506	-479.407	125.792	974.343	-387.813	125.667	774.812	-363.602	178.698	617.670	-531.205	206.764	846.589	-499.540	270.812	377.514	-592.923	311.960	37.604	-572.211	383.749	55.658	-421.824	343.305	2.174
27	0.10833	-333.621	373.327	1398.594	-563.875	344.972	1278.861	-591.623	356.741	867.486	-540.133	518.306	1259.257	-542.966	568.460	982.285	-463.612	623.662	787.184	-418.025	588.385	626.333	-482.076	525.125	835.121	-297.395	507.415	414.914	-405.571	489.313	77.761	-372.398	422.047	87.189	-246.890	477.569	20.355	-489.710	183.221	1244.123	-477.648	125.708	974.267	-386.182	125.399	774.586	-362.015	178.656	617.346	-529.592	207.021	846.469	-498.861	270.704	377.514	-592.601	311.847	37.338	-572.075	383.845	55.732	-422.717	343.480	2.334
28	0.11250	-331.815	373.443	1398.259	-562.116	345.070	1278.643	-589.545	356.857	867.654	-538.178	518.203	1259.228	-541.399	568.288	982.155	-462.069	623.809	786.881	-416.544	588.469	626.141	-480.212	524.893	835.060	-295.810	507.215	414.700	-396.929	489.843	75.707	-364.478	422.272	85.545	-237.189	476.792	21.085	-488.154	182.948	1243.902	-475.998	125.626	973.944	-384.755	125.130	774.496	-360.850	178.371	617.000	-527.924	207.051	846.116	-498.077	270.601	377.506	-592.844	311.884	37.760	-571.956	383.913	55.746	-422.571	343.483	2.328
29	0.11667	-329.903	373.455	1397.999	-560.333	344.969	1278.578	-587.710	357.056	867.371	-536.085	518.174	1259.076	-539.489	568.383	982.051	-460.478	623.855	786.577	-415.225	588.697	625.751	-478.260	524.966	834.874	-294.066	506.897	414.489	-388.268	489.925	73.555	-356.301	423.212	83.841	-226.919	477.075	23.084	-486.213	182.853	1243.579	-474.038	125.749	973.449	-382.954	124.799	774.044	-359.309	178.211	616.599	-526.053	207.310	845.813	-497.106	270.429	377.330	-592.858	311.961	37.537	-571.810	383.919	55.754	-422.539	343.367	2.374
30	0.12083	-328.109	373.598	1397.724	-558.529	345.028	1278.401	-585.749	357.443	867.360	-534.205	518.147	1258.759	-537.425	568.887	981.885	-458.973	623.933	786.332	-413.765	588.766	625.568	-476.363	524.893	834.565	-292.200	506.316	413.510	-380.043	490.677	71.697	-347.819	423.576	83.230	-217.735	476.548	23.260	-484.544	182.993	1243.357	-472.191	125.896	973.144	-381.214	124.712	773.667	-357.881	177.687	616.360	-524.050	207.813	845.576	-495.852	270.626	376.563	-592.747	312.080	37.338	-571.718	383.923	55.794	-422.614	343.252	2.306
31	0.12500	-326.255	373.665	1397.497	-556.499	345.018	1278.057	-583.804	357.543	867.215	-532.305	518.189	1258.527	-535.969	569.021	981.693	-457.393	624.048	786.109	-412.446	589.019	625.266	-474.463	524.982	834.116	-291.142	505.711	413.082	-371.102	491.604	69.761	-340.248	423.871	82.337	-208.063	476.062	25.009	-482.783	182.899	1243.073	-470.673	125.882	973.052	-379.631	124.454	773.347	-356.298	177.356	616.169	-521.772	207.885	845.327	-494.931	270.735	376.322	-593.147	311.869	38.159	-571.615	384.082	55.839	-422.604	343.162	2.285
32	0.12917	-324.320	373.816	1397.294	-554.776	345.072	1277.823	-581.789	357.510	867.145	-530.431	518.266	1258.344	-533.941	568.760	981.604	-455.837	624.141	785.698	-411.301	589.071	624.751	-472.618	525.186	833.775	-290.115	504.632	412.320	-362.272	492.251	68.140	-332.487	424.283	80.169	-198.769	475.693	26.566	-481.081	182.733	1243.030	-468.902	125.938	972.436	-377.839	124.366	772.857	-354.778	177.309	615.927	-519.482	208.173	844.542	-493.965	270.518	376.139	-592.449	311.970	37.635	-571.549	384.023	55.831	-422.629	343.061	2.376
33	0.13333	-322.557	373.937	1397.027	-552.893	345.066	1277.644	-579.852	357.775	866.957	-528.372	518.099	1258.238	-532.536	568.462	981.419	-454.118	624.350	785.466	-409.922	589.141	624.553	-470.672	525.378	833.479	-288.625	503.741	411.928	-353.986	492.882	66.697	-323.369	423.102	79.910	-189.977	474.770	27.377	-479.509	182.697	1242.711	-467.157	125.876	972.198	-376.157	124.374	772.424	-353.409	177.058	615.696	-517.977	208.024	844.289	-492.893	270.404	375.857	-592.333	312.059	37.808	-571.383	384.087	55.969	-422.546	342.942	2.290
34	0.13750	-320.695	374.183	1396.733	-551.181	345.091	1277.426	-577.886	358.213	866.491	-526.470	518.211	1257.974	-530.334	568.664	981.027	-452.402	624.503	785.055	-408.481	589.304	624.224	-468.676	525.564	833.206	-287.188	503.167	411.530	-345.566	493.450	65.493	-316.095	423.434	79.219	-180.559	474.821	29.612	-477.771	182.637	1242.356	-465.565	125.725	972.151	-374.535	124.181	772.202	-351.752	176.891	615.382	-516.011	208.269	844.265	-492.174	270.276	375.549	-593.183	311.990	38.324	-571.170	384.165	56.122	-422.532	342.924	2.294
35	0.14167	-318.824	374.244	1396.320	-549.309	345.061	1277.069	-575.893	358.599	866.301	-524.474	518.238	1257.534	-528.346	568.934	981.013	-450.926	624.763	784.581	-407.166	589.516	624.052	-466.805	525.703	833.145	-285.756	502.429	411.436	-337.127	494.438	64.452	-308.461	424.260	77.240	-171.932	473.885	30.901	-476.081	182.622	1242.192	-463.963	125.621	971.718	-372.674	124.170	771.818	-350.268	176.511	615.287	-514.488	208.343	844.207	-490.575	270.754	374.824	-592.200	312.144	37.972	-570.977	384.201	56.189	-422.481	342.850	2.289
36	0.14583	-317.031	374.448	1396.076	-547.489	345.228	1276.773	-573.787	358.561	866.133	-522.542	518.341	1257.420	-526.595	569.025	980.696	-449.347	624.931	784.032	-405.831	589.781	623.708	-464.882	525.620	832.339	-284.196	501.625	410.816	-329.049	495.093	62.590	-300.653	424.868	77.718	-163.494	473.242	32.097	-474.158	182.642	1241.846	-462.084	125.872	971.398	-371.032	124.198	771.516	-348.567	176.239	615.095	-513.037	208.455	844.026	-489.406	270.745	374.405	-592.588	312.178	38.151	-571.000	384.137	56.127	-422.602	342.941	2.244
37	0.15000	-315.130	374.621	1395.786	-545.563	345.226	1276.643	-571.790	358.814	865.831	-520.527	518.368	1256.935	-524.487	569.230	980.658	-447.699	624.960	783.819	-404.468	589.980	623.265	-462.617	525.719	832.121	-282.733	501.230	410.775	-321.263	495.519	61.753	-293.364	425.205	77.239	-154.794	472.360	34.406	-472.376	182.700	1241.359	-460.407	125.973	971.162	-369.208	124.124	771.106	-347.060	175.831	614.937	-511.631	208.662	843.797	-488.259	270.718	374.020	-592.584	312.166	38.380	-570.835	384.234	56.161	-422.453	342.892	2.234
38	0.15417	-313.274	374.851	1395.552	-543.921	345.323	1276.294	-569.638	359.288	865.539	-518.572	518.401	1256.890	-522.902	569.235	980.283	-446.127	625.174	783.766	-403.280	590.266	622.789	-460.807	525.882	831.446	-280.863	500.698	410.648	-313.385	495.521	61.199	-286.345	425.447	76.883	-147.294	470.984	34.848	-470.537	182.728	1240.969	-458.733	125.998	970.970	-367.611	123.968	770.908	-345.313	175.931	614.494	-509.874	208.824	843.796	-487.349	270.801	374.000	-592.369	312.087	38.132	-570.559	384.304	56.175	-422.540	342.713	2.325
39	0.15833	-311.390	375.045	1395.044	-541.949	345.428	1276.089	-567.612	359.518	865.442	-516.631	518.569	1256.526	-520.613	569.643	980.168	-444.488	625.387	783.477	-401.893	590.561	622.362	-458.508	525.815	830.559	-279.397	500.279	410.210	-305.890	495.991	59.784	-279.632	425.626	76.219	-139.340	470.294	36.569	-468.923	182.746	1240.520	-457.179	126.047	970.605	-365.902	123.669	770.757	-343.453	176.248	613.488	-508.185	209.025	843.790	-485.949	270.803	373.396	-592.212	312.340	38.162	-570.434	384.392	56.226	-422.451	342.523	2.221
40	0.16250	-309.498	375.266	1394.760	-540.322	345.506	1275.670	-565.475	359.689	865.262	-514.765	518.630	1256.413	-518.648	569.881	980.394	-442.898	625.578	783.413	-400.540	590.731	621.901	-456.269	526.180	829.781	-277.668	499.861	409.882	-297.835	496.857	59.905	-273.061	425.529	75.701	-131.108	469.852	39.442	-467.318	182.825	1240.261	-455.471	126.174	970.342	-364.020	123.603	770.518	-341.681	176.378	613.085	-506.728	209.137	843.796	-484.594	271.487	372.621	-592.507	312.122	38.619	-570.313	384.395	56.286	-422.561	343.207	1.530
41	0.16667	-307.610	375.339	1394.338	-538.305	345.666	1275.555	-563.421	359.885	864.984	-512.640	518.751	1256.409	-516.734	570.127	980.118	-441.349	625.805	783.033	-399.347	590.940	621.576	-454.079	526.285	829.329	-276.163	499.375	409.252	-290.685	497.227	58.953	-266.078	426.184	76.103	-124.143	468.535	40.532	-465.616	183.012	1239.612	-453.829	126.077	969.790	-362.396	123.638	770.059	-339.640	176.553	612.485	-505.128	209.015	843.510	-483.540	271.409	372.533	-592.646	312.151	38.844	-570.100	384.456	56.468	-422.002	342.691	1.900
42	0.17083	-305.558	375.627	1393.920	-536.525	345.752	1275.036	-561.247	360.535	864.602	-510.823	518.785	1256.271	-514.947	570.003	979.620	-439.790	626.107	782.931	-398.149	591.298	621.375	-452.079	526.497	828.984	-274.268	499.077	408.661	-283.357	497.831	58.242	-259.905	425.933	75.693	-116.891	467.503	42.838	-463.714	183.044	1239.369	-451.665	126.595	968.963	-360.524	123.751	769.519	-337.815	176.758	611.747	-503.530	209.024	843.061	-482.471	271.366	372.521	-592.123	312.170	38.637	-570.100	384.362	56.373	-421.665	342.071	2.230
43	0.17500	-303.774	375.786	1393.689	-534.655	345.677	1274.763	-559.372	360.863	864.358	-508.777	518.798	1256.014	-512.784	570.367	979.657	-438.047	626.284	782.750	-396.803	591.623	621.000	-449.942	526.666	828.780	-272.814	498.571	408.292	-276.450	498.300	58.209	-253.285	426.815	74.567	-109.807	466.682	44.813	-462.017	183.342	1238.732	-449.924	126.895	968.342	-358.801	123.673	769.267	-336.379	176.998	611.162	-501.747	209.191	842.955	-481.330	270.924	372.872	-592.710	312.059	39.116	-569.703	384.610	56.678	-421.619	342.082	2.266
44	0.17917	-301.883	376.135	1393.563	-532.931	345.768	1274.552	-557.005	361.042	864.061	-506.868	518.932	1255.791	-510.729	570.627	979.244	-436.358	626.706	782.439	-395.536	591.882	620.719	-447.646	526.834	828.533	-270.908	498.449	407.660	-269.816	498.430	58.202	-247.552	426.962	74.930	-103.517	465.594	46.188	-460.367	183.455	1238.221	-448.015	127.018	967.588	-356.892	123.597	768.420	-334.871	176.670	610.716	-499.821	209.356	842.836	-480.198	270.790	372.835	-592.440	312.512	39.159	-569.585	384.620	56.705	-421.549	342.034	2.157
