NO_OF_FRAMES	960
NO_OF_CAMERAS	7
NO_OF_MARKERS	21
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-10-29, 11:12:33	2593.97280045
DATA_INCLUDED	3D
MARKER_NAMES	head	C7	L5	AcrL	EllL	HaL	FingerL	TrochL	KnL	MalLatL	MalMedL	ToeL	AcrR	EllR	HaR	FingerR	TrochR	KnR	MalLatR	MalMedR	ToeR
Frame	Time	head X	head Y	head Z	C7 X	C7 Y	C7 Z	L5 X	L5 Y	L5 Z	AcrL X	AcrL Y	AcrL Z	EllL X	EllL Y	EllL Z	HaL X	HaL Y	HaL Z	FingerL X	FingerL Y	FingerL Z	TrochL X	TrochL Y	TrochL Z	KnL X	KnL Y	KnL Z	MalLatL X	MalLatL Y	MalLatL Z	MalMedL X	MalMedL Y	MalMedL Z	ToeL X	ToeL Y	ToeL Z	AcrR X	AcrR Y	AcrR Z	EllR X	EllR Y	EllR Z	HaR X	HaR Y	HaR Z	FingerR X	FingerR Y	FingerR Z	TrochR X	TrochR Y	TrochR Z	KnR X	KnR Y	KnR Z	MalLatR X	MalLatR Y	MalLatR Z	MalMedR X	MalMedR Y	MalMedR Z	ToeR X	ToeR Y	ToeR Z	
11	0.04167	861.370	308.934	1379.951	1094.933	327.914	1265.397	0.000	0.000	0.000	1049.590	159.373	1237.915	1037.554	109.056	960.591	949.973	63.519	765.932	909.470	100.357	606.149	1029.395	162.915	821.296	0.000	0.000	0.000	1205.137	267.176	46.717	0.000	0.000	0.000	1050.387	322.377	1.924	1046.782	498.610	1227.391	1071.863	555.483	959.871	983.197	587.120	761.511	930.519	541.450	612.181	1076.557	480.746	824.728	858.088	470.891	400.648	793.526	473.210	50.607	773.791	401.268	71.478	619.308	447.987	59.193
12	0.04583	859.175	309.356	1379.570	1092.563	328.532	1265.238	0.000	0.000	0.000	1047.476	159.872	1237.916	1035.572	109.855	960.807	948.434	64.321	765.919	908.088	101.162	605.995	1026.884	163.256	821.148	0.000	0.000	0.000	1205.055	267.249	46.762	0.000	0.000	0.000	1050.421	322.507	2.019	1044.589	499.137	1227.078	1069.955	555.865	959.415	981.568	588.080	761.267	928.968	542.811	611.399	1074.005	481.306	824.441	861.181	467.052	395.229	791.068	473.254	50.290	772.191	401.019	71.305	616.817	446.787	58.794
13	0.05000	856.896	309.772	1379.431	1090.556	329.058	1265.014	0.000	0.000	0.000	1045.133	160.431	1237.711	1033.618	110.494	960.567	946.807	64.989	765.575	906.916	102.030	605.692	1025.064	163.563	821.082	0.000	0.000	0.000	1205.186	267.509	47.027	0.000	0.000	0.000	1050.198	322.094	2.088	1042.384	499.598	1226.860	1067.661	556.525	958.722	980.120	588.615	760.580	927.749	544.067	610.708	1071.375	481.751	824.177	859.779	467.200	394.763	789.078	473.382	49.883	770.204	400.748	71.044	614.820	446.157	58.444
14	0.05417	854.657	309.946	1379.305	1087.997	329.714	1264.937	0.000	0.000	0.000	1042.947	161.064	1237.629	1031.653	111.180	960.133	945.341	65.726	765.316	905.605	102.986	605.615	1023.189	163.853	821.070	0.000	0.000	0.000	1205.166	268.252	47.727	0.000	0.000	0.000	1050.128	321.955	1.869	1040.216	500.270	1226.594	1065.638	556.903	958.367	978.439	589.432	760.062	926.084	545.048	610.474	1068.748	482.340	824.050	857.559	467.752	391.503	786.981	473.556	49.560	768.171	400.582	70.848	612.757	445.488	58.076
15	0.05833	852.331	310.296	1379.016	1085.876	330.304	1264.907	0.000	0.000	0.000	1040.809	161.644	1237.661	1029.464	111.899	959.983	943.700	66.783	764.924	904.479	104.092	605.027	1021.245	164.141	821.191	0.000	0.000	0.000	1204.828	267.922	47.864	0.000	0.000	0.000	1050.245	322.165	1.870	1037.954	500.993	1226.323	1063.689	557.179	958.239	976.893	590.286	759.513	924.427	546.205	610.204	1066.078	482.764	823.691	855.650	467.926	391.084	785.480	473.797	49.129	766.854	400.607	69.900	610.880	445.000	57.753
16	0.06250	849.970	310.581	1378.675	1083.510	331.006	1264.540	0.000	0.000	0.000	1038.441	162.232	1237.432	1027.717	112.538	959.863	941.963	67.374	764.839	903.240	104.888	604.809	1019.334	164.641	821.119	1059.793	239.675	365.060	1204.773	268.024	47.931	0.000	0.000	0.000	1050.234	322.231	2.060	1035.697	501.503	1225.911	1061.949	557.492	957.931	975.364	591.268	759.283	923.036	547.206	610.005	1063.496	483.250	823.250	854.351	468.244	389.645	783.774	474.106	48.797	765.175	400.529	68.773	609.297	444.613	57.255
17	0.06667	847.694	310.841	1378.512	1081.305	331.622	1264.541	0.000	0.000	0.000	1036.149	162.806	1237.530	1025.521	113.134	959.659	940.690	68.265	764.257	901.857	105.939	604.693	1017.179	165.063	820.940	1058.401	240.005	365.049	1205.859	268.498	47.559	0.000	0.000	0.000	1050.184	322.019	1.974	1033.421	502.105	1225.499	1060.263	557.725	957.734	973.672	592.025	758.720	921.341	548.151	608.812	1060.790	483.713	823.032	852.391	468.378	390.229	782.528	474.183	48.137	764.364	400.461	67.982	608.166	444.690	56.627
18	0.07083	845.368	311.284	1378.314	1078.945	332.278	1264.260	0.000	0.000	0.000	1033.805	163.491	1237.425	1023.407	114.199	959.558	939.034	69.187	764.022	900.556	106.786	604.409	1015.049	165.594	821.118	1056.516	239.624	365.339	1204.929	268.382	47.967	0.000	0.000	0.000	1050.293	322.256	1.802	1031.142	502.712	1225.368	1058.177	558.057	957.602	972.218	592.684	758.180	919.887	549.599	608.224	1058.102	484.213	823.098	850.497	468.554	390.740	781.188	474.164	47.385	763.364	400.519	67.985	607.164	444.634	56.318
19	0.07500	843.037	311.845	1378.196	1076.634	332.892	1264.262	0.000	0.000	0.000	1031.514	164.237	1237.405	1021.441	114.982	959.440	937.497	70.118	763.736	899.682	107.336	604.227	1013.276	165.912	821.184	1055.309	239.834	365.590	1205.354	268.557	48.243	0.000	0.000	0.000	1050.523	322.283	1.788	1028.749	503.324	1225.164	1055.022	558.828	957.168	970.469	593.673	757.763	918.438	550.789	607.212	1055.391	484.834	822.918	848.666	468.859	391.264	780.035	474.050	46.641	762.546	400.628	67.592	606.366	445.055	55.886
20	0.07917	840.647	312.158	1378.133	1074.425	333.642	1264.178	0.000	0.000	0.000	1029.293	164.883	1237.275	1019.564	115.644	959.257	935.786	70.752	763.565	898.358	108.629	603.795	1011.143	166.212	821.238	1052.810	239.254	366.779	1205.677	268.901	48.485	0.000	0.000	0.000	1050.391	322.627	2.198	1026.414	504.021	1224.896	1052.773	559.422	956.918	968.831	594.713	757.433	916.846	552.208	606.339	1052.656	485.355	822.587	846.637	469.132	391.816	779.188	473.893	45.700	761.972	400.910	66.775	605.556	445.008	54.951
21	0.08333	838.383	312.727	1378.131	1072.018	334.416	1264.086	0.000	0.000	0.000	1027.087	165.478	1237.212	1017.312	116.429	959.266	933.990	71.439	763.325	897.154	109.448	603.683	1008.715	166.743	821.291	1051.462	239.383	366.208	1205.798	269.265	48.672	0.000	0.000	0.000	1050.146	322.180	1.988	1024.032	504.615	1224.742	1050.453	559.837	956.812	967.270	595.505	757.109	915.924	553.438	605.919	1049.880	485.643	822.396	845.043	469.305	392.253	778.474	473.867	44.863	761.423	401.107	65.228	604.834	444.845	53.490
22	0.08750	836.037	313.223	1378.008	1069.581	335.141	1263.882	0.000	0.000	0.000	1024.715	166.226	1237.117	1015.618	117.324	959.153	932.309	72.405	763.078	896.066	110.451	603.338	1006.054	167.339	821.264	1050.239	239.141	366.252	1205.240	269.117	49.108	0.000	0.000	0.000	1050.194	322.388	2.254	1021.625	505.412	1224.530	1048.140	560.264	956.496	965.505	596.158	756.735	914.274	554.469	605.707	1047.195	486.237	822.179	843.933	469.487	392.080	777.876	473.160	43.846	756.874	403.745	62.095	604.274	444.604	52.209
23	0.09167	833.569	313.469	1378.028	1066.867	335.947	1263.953	0.000	0.000	0.000	1022.555	166.933	1236.974	1013.530	118.119	958.860	930.672	73.220	762.759	894.749	111.226	602.827	1003.248	167.944	821.073	1048.747	239.514	366.284	1205.473	269.479	49.210	0.000	0.000	0.000	1050.416	322.371	2.052	1019.174	506.027	1224.437	1045.680	560.795	956.357	963.576	596.827	756.290	912.838	555.465	605.743	1044.483	486.721	821.959	841.549	469.952	391.377	777.482	473.165	42.900	757.953	402.778	61.641	603.766	444.124	50.062
24	0.09583	831.302	313.930	1378.062	1064.439	336.675	1263.707	0.000	0.000	0.000	1020.340	167.627	1237.022	1011.672	118.994	958.874	929.263	74.001	762.460	893.738	112.139	602.621	1001.518	168.278	820.853	1047.034	239.982	366.409	1205.661	269.701	49.381	0.000	0.000	0.000	1050.086	322.057	1.619	1016.767	506.699	1224.167	1043.306	561.347	956.231	961.881	597.854	755.704	911.461	556.310	605.571	1041.878	487.342	821.829	839.532	470.043	391.406	777.174	473.181	42.016	759.080	401.897	61.090	603.445	444.084	48.148
25	0.10000	828.904	314.549	1378.005	1062.479	337.370	1263.705	0.000	0.000	0.000	1017.960	168.411	1237.012	1009.567	119.601	958.781	927.635	74.929	762.248	892.578	113.224	602.272	998.861	168.771	820.563	1045.688	239.922	366.386	1205.517	269.686	49.698	0.000	0.000	0.000	1050.057	321.987	1.592	1014.310	507.280	1223.893	1040.811	562.128	956.102	960.128	598.706	755.506	910.090	557.510	605.197	1039.043	487.731	821.696	837.654	470.289	391.017	777.081	473.039	41.380	760.595	400.539	60.292	603.637	444.020	46.951
26	0.10417	826.551	315.110	1378.004	1059.590	338.187	1263.560	0.000	0.000	0.000	1015.491	169.096	1237.188	1007.515	120.519	958.820	925.922	75.614	762.187	891.329	114.087	601.985	996.351	169.299	820.307	1044.261	240.171	366.419	1205.608	269.968	49.793	0.000	0.000	0.000	1050.103	322.030	1.770	1011.784	508.012	1223.766	1038.371	562.843	956.138	958.235	599.601	754.921	908.679	558.667	604.566	1036.389	488.160	821.510	835.500	471.196	390.172	777.116	472.926	40.824	760.147	401.276	59.875	603.535	444.542	45.518
27	0.10833	824.103	315.577	1378.188	1057.151	338.948	1263.698	0.000	0.000	0.000	1013.044	169.757	1237.207	1005.737	121.323	958.885	924.535	76.551	761.977	890.165	115.150	601.670	994.231	169.638	819.819	1042.173	240.426	367.062	1205.573	270.178	49.997	0.000	0.000	0.000	1050.091	321.962	1.739	1009.256	508.705	1223.629	1035.766	563.380	956.051	956.523	600.421	754.653	907.167	559.846	603.566	1033.656	488.968	821.994	832.891	472.520	389.861	777.076	472.646	40.125	759.465	401.123	59.400	603.224	445.150	43.683
28	0.11250	821.791	316.323	1378.225	1054.940	339.748	1263.642	0.000	0.000	0.000	1010.751	170.478	1237.377	1003.364	122.171	959.226	922.935	77.287	762.040	888.934	116.096	601.079	991.498	170.239	819.483	1040.797	240.779	367.154	1205.586	270.360	50.242	0.000	0.000	0.000	1050.122	322.138	1.812	1006.651	509.506	1223.373	1033.323	563.898	955.871	954.567	601.498	754.509	905.734	561.165	602.899	1030.878	489.942	822.259	832.476	471.288	388.695	776.762	472.330	39.570	758.698	400.989	59.080	602.539	445.513	41.369
29	0.11667	819.257	316.937	1378.459	1052.377	340.585	1263.702	0.000	0.000	0.000	1008.249	171.284	1237.680	1001.515	122.921	959.612	921.311	78.235	761.830	887.761	117.070	600.862	988.870	170.792	819.588	1039.322	240.829	367.042	1205.622	270.949	50.841	0.000	0.000	0.000	1050.163	321.984	1.699	1003.926	510.277	1223.448	1030.693	564.657	955.887	952.716	602.378	754.115	904.601	562.219	602.340	1028.270	490.597	822.341	830.911	471.224	388.478	776.261	471.746	39.462	757.127	401.017	58.251	601.112	445.682	39.127
30	0.12083	816.746	317.391	1378.740	1049.953	341.406	1263.742	0.000	0.000	0.000	1005.873	172.004	1237.954	999.566	123.889	959.834	919.785	79.153	761.730	886.708	117.925	600.572	986.356	171.486	819.226	1037.680	241.484	366.679	1202.543	267.719	54.271	0.000	0.000	0.000	1050.028	321.975	1.534	1001.317	510.992	1223.234	1028.063	565.264	955.712	950.845	602.956	753.812	902.966	562.931	601.997	1025.655	491.271	822.430	829.213	471.591	388.075	775.546	471.638	39.370	760.237	398.126	60.015	600.150	445.966	37.368
31	0.12500	814.262	318.185	1378.970	1047.418	342.499	1262.751	0.000	0.000	0.000	1003.289	172.740	1238.209	997.370	124.919	959.953	918.267	79.906	761.771	885.682	118.511	600.275	983.808	171.980	819.322	1036.000	241.412	366.654	1200.676	266.012	56.274	0.000	0.000	0.000	1050.122	322.092	1.652	998.647	511.804	1223.092	1025.385	565.774	955.517	948.854	603.895	753.430	901.515	563.726	601.696	1023.068	492.057	822.501	827.727	471.502	387.891	774.454	471.465	39.456	756.892	399.475	58.800	599.013	446.569	36.253
32	0.12917	811.715	318.512	1379.259	1044.732	343.263	1263.057	0.000	0.000	0.000	1001.027	173.508	1238.385	995.541	125.753	960.582	916.649	80.797	761.755	884.544	119.281	600.186	981.286	172.642	819.208	1034.288	241.867	367.271	1197.679	263.054	59.562	0.000	0.000	0.000	1050.039	322.080	1.617	995.804	512.693	1223.071	1022.667	566.445	955.381	946.904	604.758	753.150	900.079	564.369	601.541	1020.549	492.638	822.545	826.072	471.501	387.557	773.188	471.621	39.465	756.221	399.101	58.671	598.041	447.013	35.718
33	0.13333	809.282	319.275	1379.596	1042.061	344.110	1263.298	1078.546	345.176	852.919	998.719	174.452	1238.557	993.243	126.545	960.714	914.983	81.590	761.803	883.431	120.705	599.808	978.347	173.211	819.666	1032.054	242.512	367.488	1197.882	263.686	59.946	0.000	0.000	0.000	1049.996	322.159	1.710	993.081	513.475	1223.009	1019.870	566.999	955.314	944.877	605.453	752.891	898.662	565.387	600.809	1017.954	493.475	822.876	824.582	471.872	388.153	772.198	471.724	39.496	753.424	399.757	57.936	597.059	446.996	35.197
34	0.13750	806.793	319.816	1380.044	1039.312	344.845	1263.501	1075.851	345.659	853.426	996.161	175.114	1238.762	991.103	127.321	960.862	913.354	82.443	762.068	882.103	121.368	599.928	975.487	173.767	819.910	1030.413	242.758	367.647	1197.486	263.445	60.473	0.000	0.000	0.000	1049.865	322.240	1.453	990.334	514.183	1223.159	1016.984	567.534	955.418	942.795	606.294	752.714	897.155	566.335	600.264	1015.455	493.951	823.348	822.848	472.512	388.260	771.022	471.800	39.558	754.641	398.606	58.799	596.310	447.325	34.594
35	0.14167	804.134	320.197	1380.686	1036.645	345.665	1263.808	1073.218	346.208	853.784	993.683	175.934	1239.140	989.239	128.232	961.017	911.856	83.226	762.300	880.744	122.269	600.094	972.430	174.548	819.859	1028.299	243.145	367.815	1197.083	263.700	61.119	0.000	0.000	0.000	1050.089	322.399	1.398	987.484	514.936	1223.261	1014.123	568.428	955.617	940.725	607.108	752.714	895.739	567.200	599.678	1012.705	494.558	823.965	821.266	472.659	388.490	769.883	471.950	39.483	753.918	398.643	59.041	595.454	447.497	33.631
36	0.14583	801.734	320.879	1381.274	1033.419	346.552	1263.905	1070.685	346.769	853.774	991.053	176.768	1239.447	987.259	129.092	961.265	910.258	84.113	762.447	879.834	123.025	600.043	969.449	175.162	819.759	1025.962	243.546	367.731	1197.104	263.973	61.367	0.000	0.000	0.000	1049.937	322.280	1.453	984.686	515.776	1223.519	1011.197	569.182	955.699	938.630	607.856	752.512	894.265	568.137	599.229	1010.236	495.230	824.864	819.126	473.005	388.541	769.132	472.014	39.469	752.914	398.489	59.321	594.872	447.662	32.147
37	0.15000	799.082	321.553	1381.715	1031.180	347.335	1264.415	1068.047	346.726	853.799	990.160	177.127	1240.493	985.117	130.034	961.305	908.623	85.091	762.680	878.504	123.922	599.854	967.196	175.816	819.931	1024.828	243.317	368.342	1197.070	264.251	61.892	0.000	0.000	0.000	1049.879	322.391	1.420	981.771	516.729	1223.702	1008.169	569.758	955.672	936.560	608.747	752.434	892.946	569.168	598.809	1007.655	496.134	825.882	817.277	473.185	388.929	768.745	472.002	39.208	750.578	399.591	58.235	594.473	447.881	30.832
38	0.15417	796.477	322.472	1382.451	1028.577	348.106	1265.035	1065.201	346.940	854.124	988.135	177.883	1241.219	982.975	130.919	961.788	907.118	85.780	762.797	877.403	124.776	600.073	964.207	176.569	819.397	1021.378	244.024	368.413	1196.970	264.448	62.467	0.000	0.000	0.000	1049.745	322.262	1.284	978.898	517.577	1223.973	1005.232	570.473	955.891	934.242	609.590	752.535	891.530	570.106	598.523	1005.088	496.624	826.648	815.397	473.806	389.111	768.479	471.934	39.059	750.193	399.624	58.160	594.311	447.611	30.336
39	0.15833	793.887	323.406	1382.900	1025.809	348.988	1265.208	1062.446	348.020	854.816	985.481	178.811	1241.617	981.013	131.391	962.841	905.685	86.713	762.902	876.382	125.650	600.124	961.090	177.186	819.370	1019.617	244.099	368.974	1197.565	264.982	62.888	0.000	0.000	0.000	1049.589	322.207	1.195	975.925	518.350	1224.236	1002.249	571.176	955.970	931.978	610.164	752.536	890.076	570.797	598.007	1002.370	497.324	827.691	813.126	473.771	388.962	768.329	471.908	38.991	750.302	399.371	57.723	594.161	447.391	29.256
40	0.16250	791.265	324.048	1383.767	1023.035	350.003	1265.697	1059.819	348.587	855.153	982.787	179.644	1242.209	978.436	132.487	963.816	903.943	87.587	763.109	875.128	126.532	600.533	958.422	177.634	819.255	1016.816	244.298	368.396	1197.843	266.034	64.036	0.000	0.000	0.000	1049.567	322.207	1.310	973.068	519.263	1224.490	999.166	571.907	956.144	929.670	611.082	752.738	888.558	571.705	597.584	999.919	497.990	828.250	811.180	474.198	389.308	768.309	471.592	38.723	750.055	399.360	57.693	594.038	447.274	28.092
41	0.16667	788.628	324.888	1384.126	1020.256	350.845	1266.005	1056.988	349.179	855.454	980.042	180.489	1242.519	976.172	133.302	964.720	902.093	88.249	763.223	873.614	127.399	601.210	955.261	178.472	819.716	1014.656	244.717	368.968	1197.691	266.252	64.567	0.000	0.000	0.000	1049.493	322.330	1.251	970.105	520.048	1224.922	996.200	572.780	956.827	927.490	612.006	753.036	887.131	572.510	597.373	997.554	498.617	828.577	808.768	474.126	389.267	768.306	471.780	38.877	749.943	399.561	57.623	593.838	447.177	27.205
42	0.17083	786.028	325.590	1384.730	1017.537	351.756	1266.481	1054.226	349.710	855.648	977.051	181.352	1243.208	973.985	134.197	965.243	900.467	89.053	763.841	872.707	128.267	601.935	952.330	179.173	820.253	1012.251	244.931	369.111	1197.392	266.293	65.076	0.000	0.000	0.000	1049.481	322.529	1.188	967.227	520.760	1225.247	992.503	573.880	957.884	925.214	612.880	753.414	886.074	573.459	597.375	994.923	499.243	829.425	806.679	474.656	389.687	768.164	471.710	38.892	750.388	399.176	57.823	593.767	447.086	26.434
43	0.17500	783.369	326.351	1385.195	1014.721	352.487	1266.930	1051.452	350.658	856.035	974.297	182.205	1243.626	971.738	134.980	965.549	898.870	89.844	764.225	871.701	128.987	602.086	949.597	179.815	820.465	1009.647	245.076	369.286	1197.392	266.613	65.524	0.000	0.000	0.000	1049.486	322.689	1.572	964.243	521.495	1225.679	989.689	574.563	958.121	922.692	613.408	753.532	884.523	573.836	597.427	992.155	500.014	830.565	804.197	475.296	389.778	767.889	471.662	38.863	749.658	399.184	57.452	593.609	447.253	25.784
44	0.17917	780.724	326.991	1386.004	1012.015	353.519	1267.347	1048.605	351.229	856.336	971.717	182.907	1244.390	969.246	135.820	965.959	897.183	90.756	764.816	870.550	129.990	602.220	946.902	180.657	820.913	1006.778	245.839	368.937	1196.950	266.731	66.132	0.000	0.000	0.000	1049.384	322.782	1.115	961.302	522.417	1226.028	986.810	575.393	958.261	920.314	614.395	753.760	883.002	574.734	597.436	989.302	500.856	831.690	801.987	475.790	389.608	767.488	471.723	38.879	749.500	399.404	57.666	593.322	446.928	25.113
45	0.18333	777.867	327.908	1386.784	1009.235	354.330	1267.644	1045.710	351.645	857.054	968.679	183.713	1245.125	966.961	136.575	966.403	895.796	91.618	765.165	869.503	130.420	602.715	944.271	181.314	821.122	1004.169	245.997	369.109	1191.291	261.661	72.264	0.000	0.000	0.000	1049.351	322.988	1.283	958.396	523.254	1226.299	984.212	575.888	958.444	917.894	614.998	753.775	881.313	575.277	597.914	986.565	501.578	832.577	799.966	475.877	389.770	767.151	472.110	39.019	749.128	399.647	57.759	592.973	446.215	23.901
46	0.18750	775.448	328.465	1387.300	1006.515	355.097	1268.017	1042.854	352.312	857.986	965.817	184.373	1246.224	964.717	137.410	966.671	894.108	92.335	765.946	868.541	131.247	602.720	941.313	182.235	821.658	1001.469	246.086	369.589	1189.748	260.568	74.343	0.000	0.000	0.000	1049.068	322.672	1.269	955.399	524.078	1226.638	981.349	576.450	958.819	915.213	615.974	754.249	879.728	576.032	598.013	983.771	502.182	832.916	797.877	476.491	390.377	766.701	472.260	38.997	748.622	399.674	57.889	592.711	445.667	23.175
